ID,Urne,QR-Code,Categorie,1 - Proteger les pietons et reduire les nuisances sonores,2 - Developper le commerce de proximite dans le quartier de l Europe,3 - Poursuivre le renouveau du parc Monceau,4 - Renover les grilles de l avenue Ruysdael et les allees du parc Monceau,5 - Restaurer la facade ouest de l eglise de la Madeleine et ses statues,6 - Restaurer le patrimoine de la place de la Concorde,7 - Restaurer les grilles emblematiques du parc Monceau - avenue Van Dyck,8 - Restaurer les grilles emblematiques du parc Monceau - avenue Velasquez,9 - Restaurer les grilles emblematiques du parc Monceau - Bd de Courcelles,"10 - Apaiser, vegetaliser des rues et places de l arrondissement",11 - Renover le marche aux fleurs de la Madeleine et le gymnase Condorcet,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
71192,U08-004,2022AR08B,Valide,1,1,1,1,1,1,3,2,2,1,3,11,7,2,2,0,0
71194,U08-005,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71199,U08-002,2022AR08A,Nul,1 2 3,1 2 3,1 2,2 3,2 4,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
71201,U08-008,2022AR08A,Nul,3,novote,1 2,novote,novote,novote,novote,novote,novote,novote,novote,1,0,0,1,0,9
71202,U08-004,2022AR08A,Nul,1 2,novote,1 2 3 4,1 2 3 4,1 2,1 2,novote,1 2,novote,1,novote,1,1,0,0,0,4
71204,U08-001,2022AR08A,Valide,1,1,1,2,1,1,1,1,1,1,1,11,10,1,0,0,0
71220,U08-002,2022AR08B,Valide,novote,novote,1,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,7
71230,U08-005,2022AR08A,Valide,1,2,1,2,2,3,3,3,3,1,2,11,3,4,4,0,0
71239,U08-004,2022AR08A,Blanc,1,1 2 3,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,1,1,0,0,0,6
71242,U75-003,2022AR08A,Valide,1,1,1,4,4,4,4,4,4,1,1,11,5,0,0,6,0
71253,U08-002,2022AR08A,Valide,2,3,2,2,2,1,2,2,2,4,2,11,1,8,1,1,0
71258,U08-004,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71264,U08-001,2022AR08B,Valide,1,1,4,novote,novote,novote,novote,novote,novote,novote,1,4,3,0,0,1,7
71268,U08-004,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71272,U08-002,2022AR08A,Valide,3,1,1,3,3,3,3,3,3,1,1,11,4,0,7,0,0
71273,U08-003,2022AR08B,Valide,2,2,2,3,2,3,3,3,2,novote,novote,9,0,5,4,0,2
71278,U08-004,2022AR08A,Valide,1,1,1,1,2,2,1,1,1,1,1,11,9,2,0,0,0
71281,U08-002,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
71282,U08-004,2022AR08A,Valide,2,1,2,3,3,2,3,3,3,1,1,11,3,3,5,0,0
71292,U08-004,2022AR08A,Valide,1,1,2,3,3,2,3,3,3,1,1,11,4,2,5,0,0
71304,U08-002,2022AR08B,Nul,3,3,2,1,2,3,3,3,3,1,1 3,10,2,2,6,0,0
71309,U08-005,2022AR08A,Valide,1,1,1,1,3,2,1,1,1,1,1,11,9,1,1,0,0
71314,U75-003,2022AR08A,Valide,novote,1,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
71320,U08-002,2022AR08A,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,1,5,5,0,0,0,6
71325,U08-001,2022AR08B,Valide,1,novote,novote,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,7
71329,U08-001,2022AR08A,Valide,2,1,novote,novote,novote,novote,novote,novote,novote,2,2,4,1,3,0,0,7
71335,U08-008,2022AR08A,Valide,2,2,1,2,2,2,2,3,3,2,2,11,1,8,2,0,0
71336,U08-002,2022AR08A,Valide,1,1,1,3,2,3,3,3,3,1,2,11,4,2,5,0,0
71338,U08-004,2022AR08B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
71341,U08-001,2022AR08B,Valide,4,2,3,1,4,2,3,3,3,3,4,11,1,2,5,3,0
71343,U08-008,2022AR08A,Valide,1,novote,1,3,2,3,3,3,3,1,3,10,3,1,6,0,1
71355,U08-004,2022AR08A,Valide,novote,novote,1,1,1,1,novote,1,1,novote,novote,6,6,0,0,0,5
71357,U08-001,2022AR08A,Valide,2,3,2,2,1,1,2,2,2,1,2,11,3,7,1,0,0
71367,U08-001,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71372,U08-008,2022AR08A,Valide,2,3,3,2,1,2,2,2,2,1,1,11,3,6,2,0,0
71375,U08-005,2022AR08A,Valide,1,2,1,3,3,2,3,3,3,1,2,11,3,3,5,0,0
71381,U08-002,2022AR08A,Valide,2,2,1,2,2,2,2,2,novote,1,2,10,2,8,0,0,1
71383,U08-001,2022AR08B,Valide,1,2,1,3,2,3,3,4,4,1,2,11,3,3,3,2,0
71392,U08-005,2022AR08B,Valide,1,novote,novote,novote,1,2,novote,novote,novote,2,3,5,2,2,1,0,6
71393,U08-004,2022AR08A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
71395,U08-007,2022AR08B,Valide,1,3,2,3,2,1,1,1,1,2,2,11,5,4,2,0,0
71400,U08-004,2022AR08A,Valide,1,novote,novote,novote,novote,2,novote,novote,novote,1,2,4,2,2,0,0,7
71401,U08-005,2022AR08A,Valide,1,novote,2,novote,novote,novote,1,novote,novote,1,novote,4,3,1,0,0,7
71409,U08-004,2022AR08A,Valide,1,3,1,2,3,3,3,3,3,1,3,11,3,1,7,0,0
71410,U08-003,2022AR08B,Valide,1,2,3,3,2,3,3,3,3,3,3,11,1,2,8,0,0
71418,U08-004,2022AR08A,Valide,3,3,1,4,3,1,4,4,4,3,3,11,2,0,5,4,0
71422,U08-002,2022AR08A,Valide,2,1,2,3,novote,3,novote,3,3,1,3,9,2,2,5,0,2
71430,U08-002,2022AR08A,Valide,1,novote,3,3,novote,novote,novote,novote,novote,1,novote,4,2,0,2,0,7
71436,U08-004,2022AR08B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
71445,U08-004,2022AR08B,Valide,1,2,2,4,4,4,4,4,4,1,3,11,2,2,1,6,0
71448,U08-002,2022AR08B,Valide,1,novote,1,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,7
71455,U08-002,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71458,U08-004,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71473,U08-004,2022AR08A,Valide,novote,novote,1,1,1,1,novote,novote,novote,1,novote,5,5,0,0,0,6
71481,U08-004,2022AR08A,Valide,1,1,2,2,2,2,2,2,2,1,1,11,4,7,0,0,0
71483,U08-001,2022AR08A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71490,U08-004,2022AR08A,Valide,1,novote,novote,novote,novote,2,novote,novote,novote,2,2,4,1,3,0,0,7
71491,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71510,U08-002,2022AR08A,Valide,1,1,1,1,2,1,1,1,1,1,1,11,10,1,0,0,0
71518,U08-001,2022AR08A,Valide,1,novote,3,novote,novote,4,3,3,3,1,2,8,2,1,4,1,3
71526,U08-001,2022AR08B,Valide,1,1,novote,4,4,3,4,4,4,1,4,10,3,0,1,6,1
71533,U08-004,2022AR08A,Valide,1,novote,novote,1,1,novote,1,1,1,1,novote,7,7,0,0,0,4
71536,U08-002,2022AR08B,Valide,1,2,1,1,2,4,1,1,1,2,2,11,6,4,0,1,0
71541,U08-006,2022AR08B,Valide,1,novote,1,novote,1,1,novote,novote,1,novote,1,6,6,0,0,0,5
71542,U08-004,2022AR08A,Valide,2,3,3,4,4,1,4,4,4,1,2,11,2,2,2,5,0
71543,U08-001,2022AR08A,Nul,1 2,1 2,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,0,0,0,0,0,5
71547,U08-001,2022AR08A,Valide,1,2,1,2,3,3,3,3,3,1,1,11,4,2,5,0,0
71550,U08-004,2022AR08A,Valide,3,novote,2,novote,novote,novote,novote,novote,novote,1,2,4,1,2,1,0,7
71553,U08-002,2022AR08B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
71559,U08-004,2022AR08A,Nul,1 2 3 4,1 2 3 4,2 3 4,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,7
71574,U08-002,2022AR08A,Nul,2,novote,novote,novote,novote,novote,novote,2,novote,2,novote,3,0,3,0,0,8
71579,U08-004,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,1,2,11,10,1,0,0,0
71587,U08-003,2022AR08B,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
71608,U08-002,2022AR08A,Valide,1,2,1,1,4,4,1,3,2,1,4,11,5,2,1,3,0
71611,U08-001,2022AR08A,Valide,2,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,3,1,0,0,7
71616,U08-002,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71619,U08-003,2022AR08B,Valide,1,1,1,3,2,3,3,3,3,1,2,11,4,2,5,0,0
71622,U08-002,2022AR08B,Valide,1,2,1,3,2,novote,novote,novote,novote,1,novote,6,3,2,1,0,5
71623,U08-004,2022AR08A,Valide,1,1,3,3,2,3,3,3,3,3,2,11,2,2,7,0,0
71630,U08-002,2022AR08B,Valide,1,2,2,2,1,2,2,2,2,1,2,11,3,8,0,0,0
71632,U08-004,2022AR08B,Valide,2,3,novote,2,novote,1,2,2,2,1,2,9,2,6,1,0,2
71634,U08-001,2022AR08B,Valide,2,2,3,3,3,3,3,3,3,2,3,11,0,3,8,0,0
71642,U08-007,2022AR08B,Valide,2,4,1,1,1,2,1,1,1,4,1,11,7,2,0,2,0
71646,U08-004,2022AR08A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
71648,U08-002,2022AR08A,Valide,2,2,1,2,novote,novote,novote,novote,novote,novote,novote,4,1,3,0,0,7
71650,U08-001,2022AR08A,Blanc,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
71654,U08-004,2022AR08A,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,7
71656,U08-002,2022AR08B,Valide,novote,1,novote,novote,novote,novote,1,novote,1,3,1,5,4,0,1,0,6
71657,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71670,U08-004,2022AR08A,Valide,1,novote,1,novote,novote,1,novote,novote,novote,4,novote,4,3,0,0,1,7
71671,U08-002,2022AR08A,Valide,novote,1,1,1,3,3,1,1,1,1,novote,9,7,0,2,0,2
71674,U08-008,2022AR08A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
71678,U08-002,2022AR08A,Valide,4,1,2,3,3,3,3,3,3,4,1,11,2,1,6,2,0
71686,U08-002,2022AR08A,Valide,4,1,1,1,novote,novote,novote,novote,novote,1,1,6,5,0,0,1,5
71687,U08-004,2022AR08A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
71690,U08-007,2022AR08B,Valide,3,novote,4,novote,novote,novote,4,4,4,novote,novote,5,0,0,1,4,6
71695,U08-004,2022AR08B,Valide,2,novote,2,2,novote,novote,2,2,2,1,novote,7,1,6,0,0,4
71701,U08-005,2022AR08A,Valide,1,1,1,1,1,2,1,1,1,2,1,11,9,2,0,0,0
71709,U08-002,2022AR08B,Nul,novote,1,2,novote,novote,novote,novote,novote,novote,novote,1,3,2,1,0,0,8
71710,U08-001,2022AR08B,Valide,1,1,1,1,novote,1,1,1,1,1,1,10,10,0,0,0,1
71724,U08-001,2022AR08A,Valide,3,3,3,3,3,novote,novote,3,3,3,3,9,0,0,9,0,2
71733,U08-002,2022AR08A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
71744,U08-008,2022AR08A,Nul,1,novote,2,novote,novote,novote,novote,novote,novote,2,novote,3,1,2,0,0,8
71745,U08-004,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,7
71750,U08-001,2022AR08A,Nul,1 2,1,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,1,1,0,0,0,5
71756,U08-002,2022AR08B,Valide,novote,novote,novote,1,1,novote,1,1,novote,1,1,6,6,0,0,0,5
71760,U08-004,2022AR08A,Valide,novote,1,1,1,novote,novote,1,1,1,1,novote,7,7,0,0,0,4
71771,U08-002,2022AR08B,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,10
71803,U08-004,2022AR08A,Valide,1,1,1,3,3,3,3,3,3,1,2,11,4,1,6,0,0
71811,U08-004,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71813,U08-002,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71825,U08-008,2022AR08A,Valide,2,3,3,3,3,2,3,3,3,1,2,11,1,3,7,0,0
71827,U08-004,2022AR08A,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,7
71835,U08-004,2022AR08A,Valide,novote,novote,1,1,1,1,1,novote,novote,novote,novote,5,5,0,0,0,6
71836,U08-003,2022AR08B,Valide,1,2,2,3,3,2,3,3,1,3,3,11,2,3,6,0,0
71843,U08-002,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71844,U08-003,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,2,2,11,9,2,0,0,0
71850,U08-004,2022AR08A,Valide,2,2,2,novote,novote,2,novote,novote,novote,1,novote,5,1,4,0,0,6
71851,U08-002,2022AR08B,Valide,1,1,2,3,4,3,3,3,3,2,3,11,2,2,6,1,0
71854,U08-002,2022AR08A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
71858,U08-004,2022AR08A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
71867,U08-004,2022AR08A,Blanc,1 2,1 2 3,1 2 3 4,1 2 3 4,1 2 3,novote,novote,1 2,novote,novote,novote,0,0,0,0,0,5
71885,U08-002,2022AR08B,Valide,novote,1,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
71891,U08-004,2022AR08B,Valide,1,1,novote,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
71894,U08-002,2022AR08B,Valide,1,4,1,1,4,1,1,1,1,1,4,11,8,0,0,3,0
71896,U08-001,2022AR08A,Valide,2,3,1,3,1,1,3,3,3,1,1,11,5,1,5,0,0
71903,U08-002,2022AR08A,Valide,1,1,1,4,4,1,4,4,4,4,3,11,4,0,1,6,0
71907,U08-004,2022AR08A,Valide,1,1,1,3,3,1,3,1,1,1,1,11,8,0,3,0,0
71911,U08-002,2022AR08A,Valide,1,3,2,2,3,3,2,2,2,2,1,11,2,6,3,0,0
71919,U08-002,2022AR08A,Valide,novote,2,1,novote,1,novote,novote,novote,novote,1,novote,4,3,1,0,0,7
71921,U08-001,2022AR08B,Valide,1,novote,novote,novote,novote,novote,novote,2,1,1,novote,4,3,1,0,0,7
71922,U08-008,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71931,U08-004,2022AR08A,Valide,novote,novote,1,novote,novote,1,novote,novote,1,4,novote,4,3,0,0,1,7
71932,U08-002,2022AR08A,Valide,1,2,1,3,2,2,3,3,3,1,3,11,3,3,5,0,0
71936,U08-001,2022AR08B,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,7
71946,U08-004,2022AR08A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
71948,U08-002,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
71954,U08-002,2022AR08A,Valide,1,novote,1,novote,1,1,novote,novote,novote,1,novote,5,5,0,0,0,6
71963,U08-004,2022AR08A,Valide,1,1,3,novote,2,2,3,3,3,2,3,10,2,3,5,0,1
71964,U08-009,2022AR08A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,10
71973,U08-004,2022AR08A,Valide,1,1,3,2,1,2,2,2,2,1,1,11,5,5,1,0,0
71976,U08-001,2022AR08B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
71978,U08-002,2022AR08B,Valide,1,2,1,1,1,1,1,1,1,3,2,11,8,2,1,0,0
71979,U08-008,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
71984,U08-003,2022AR08B,Valide,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
71988,U08-004,2022AR08A,Valide,novote,novote,novote,1,1,1,1,1,1,1,1,8,8,0,0,0,3
71992,U08-001,2022AR08B,Valide,1,2,1,1,1,1,1,1,1,1,1,11,10,1,0,0,0
72002,U08-001,2022AR08A,Valide,2,2,1,1,1,1,1,1,1,3,3,11,7,2,2,0,0
72007,U08-001,2022AR08B,Valide,novote,novote,novote,novote,3,2,3,3,3,1,novote,6,1,1,4,0,5
72012,U08-004,2022AR08A,Valide,1,novote,1,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
72015,U08-001,2022AR08B,Valide,2,1,1,3,2,2,2,2,2,1,3,11,3,6,2,0,0
72019,U08-004,2022AR08A,Valide,1,1,2,2,1,1,2,2,2,1,2,11,5,6,0,0,0
72022,U08-002,2022AR08A,Nul,1,novote,1 2 3 4,2 3,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,8
72027,U08-001,2022AR08A,Valide,1,4,2,2,4,4,2,2,2,3,4,11,1,5,1,4,0
72036,U08-004,2022AR08A,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,7
72043,U08-004,2022AR08A,Valide,1,1,2,2,2,2,2,2,2,1,2,11,3,8,0,0,0
72047,U08-001,2022AR08B,Valide,3,1,1,novote,2,4,1,1,1,novote,1,9,6,1,1,1,2
72051,U08-002,2022AR08B,Nul,novote,novote,1,1,1,1,1,1,1,1,1 2 3,8,8,0,0,0,2
72053,U08-001,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72056,U08-004,2022AR08A,Valide,1,novote,1,novote,1,1,3,novote,novote,1,novote,6,5,0,1,0,5
72061,U08-003,2022AR08B,Valide,2,3,1,1,1,1,1,1,1,1,2,11,8,2,1,0,0
72065,U08-001,2022AR08A,Valide,3,3,4,4,4,4,4,4,4,2,2,11,0,2,2,7,0
72070,U08-004,2022AR08A,Valide,1,4,1,4,2,2,1,4,3,1,3,11,4,2,2,3,0
72081,U08-001,2022AR08A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
72084,U08-001,2022AR08A,Valide,1,3,1,2,4,3,3,3,3,1,3,11,3,1,6,1,0
72086,U08-002,2022AR08B,Nul,novote,novote,novote,novote,1 4,1,1 4,1 4,4,1,1 2,3,2,0,0,1,4
72104,U08-002,2022AR08A,Valide,1,novote,novote,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,7
72114,U08-004,2022AR08A,Valide,2,1,2,novote,novote,novote,novote,novote,novote,2,2,5,1,4,0,0,6
72120,U08-002,2022AR08B,Valide,1,1,3,4,3,2,4,4,4,1,3,11,3,1,3,4,0
72122,U08-004,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72124,U08-008,2022AR08A,Valide,2,3,4,4,4,4,4,4,4,1,1,11,2,1,1,7,0
72129,U08-004,2022AR08A,Valide,1,3,2,2,2,2,2,2,2,1,1,11,3,7,1,0,0
72131,U08-005,2022AR08A,Valide,novote,2,novote,novote,novote,novote,2,1,2,1,1,6,3,3,0,0,5
72132,U08-008,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72135,U08-002,2022AR08B,Valide,1,1,1,1,2,2,1,1,1,1,2,11,8,3,0,0,0
72140,U08-008,2022AR08A,Valide,2,2,2,2,3,2,2,2,2,1,2,11,1,9,1,0,0
72142,U75-003,2022AR08A,Valide,1,3,3,3,2,1,3,3,3,1,2,11,3,2,6,0,0
72147,U08-009,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72160,U08-003,2022AR08B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,1,2,5,4,1,0,0,6
72162,U08-004,2022AR08A,Valide,2,2,1,3,4,4,4,4,4,1,3,11,2,2,2,5,0
72163,U08-002,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72170,U08-001,2022AR08A,Valide,2,1,1,3,3,3,3,3,3,2,3,11,2,2,7,0,0
72171,U08-004,2022AR08A,Nul,1 2,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
72173,U08-002,2022AR08B,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,2,0,0,9
72174,U08-008,2022AR08A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
72176,U08-006,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72178,U08-004,2022AR08A,Valide,novote,novote,1,1,1,1,1,novote,novote,novote,novote,5,5,0,0,0,6
72181,U08-002,2022AR08B,Valide,1,1,1,2,1,2,2,2,2,1,1,11,6,5,0,0,0
72186,U08-004,2022AR08A,Valide,1,2,1,1,2,2,1,1,1,2,2,11,6,5,0,0,0
72192,U08-001,2022AR08B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
72195,U08-004,2022AR08A,Valide,novote,1,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
72197,U08-002,2022AR08B,Valide,2,1,4,4,4,4,4,4,4,3,1,11,2,1,1,7,0
72200,U08-005,2022AR08A,Valide,1,1,1,4,4,4,4,4,4,1,4,11,4,0,0,7,0
72201,U08-004,2022AR08A,Valide,1,novote,1,1,1,1,1,1,1,novote,novote,8,8,0,0,0,3
72209,U08-004,2022AR08A,Blanc,1 2,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
72210,U08-001,2022AR08A,Valide,2,3,4,4,3,3,4,4,4,1,1,11,2,1,3,5,0
72214,U08-001,2022AR08B,Valide,2,4,3,4,1,1,novote,3,3,1,2,10,3,2,3,2,1
72219,U08-002,2022AR08B,Valide,1,2,1,3,2,2,1,1,1,2,2,11,5,5,1,0,0
72224,U08-004,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72231,U08-008,2022AR08A,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,7
72232,U08-004,2022AR08B,Valide,3,2,1,3,3,2,3,3,3,1,4,11,2,2,6,1,0
72233,U08-001,2022AR08A,Valide,novote,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,7
72237,U08-002,2022AR08A,Valide,4,3,3,3,1,3,4,3,4,1,3,11,2,0,6,3,0
72241,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
72242,U08-004,2022AR08A,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,7
72250,U08-004,2022AR08A,Valide,novote,novote,1,1,1,1,novote,novote,novote,1,1,6,6,0,0,0,5
72253,U08-002,2022AR08A,Valide,1,2,1,2,1,2,1,1,1,1,1,11,8,3,0,0,0
72256,U08-001,2022AR08B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
72258,U08-001,2022AR08A,Valide,1,1,4,novote,novote,novote,4,novote,novote,novote,novote,4,2,0,0,2,7
72262,U08-002,2022AR08A,Valide,1,2,3,3,3,3,3,3,3,1,1,11,3,1,7,0,0
72269,U08-004,2022AR08A,Valide,3,1,2,3,2,2,3,3,3,2,3,11,1,4,6,0,0
72272,U08-002,2022AR08B,Valide,2,1,1,3,2,3,2,2,1,1,3,11,4,4,3,0,0
72280,U08-001,2022AR08B,Valide,novote,1,novote,1,novote,novote,novote,novote,2,novote,1,4,3,1,0,0,7
72284,U08-004,2022AR08A,Valide,2,3,1,2,1,2,2,2,2,1,1,11,4,6,1,0,0
72286,U08-002,2022AR08A,Nul,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,7
72287,U08-005,2022AR08A,Valide,1,novote,novote,novote,novote,novote,1,novote,novote,1,1,4,4,0,0,0,7
72290,U08-007,2022AR08B,Valide,1,1,1,1,3,2,1,1,1,1,3,11,8,1,2,0,0
72294,U08-004,2022AR08A,Valide,1,1,1,1,1,novote,novote,novote,novote,novote,novote,5,5,0,0,0,6
72301,U08-002,2022AR08B,Valide,2,2,1,novote,novote,novote,novote,novote,novote,1,novote,4,2,2,0,0,7
72302,U08-004,2022AR08A,Valide,2,3,2,4,2,1,2,3,3,1,3,11,2,4,4,1,0
72309,U08-002,2022AR08A,Nul,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,8
72314,U08-001,2022AR08A,Valide,2,1,novote,novote,novote,novote,novote,novote,novote,1,2,4,2,2,0,0,7
72317,U08-004,2022AR08A,Valide,novote,novote,1,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,7
72327,U08-002,2022AR08A,Valide,1,1,novote,novote,1,novote,novote,novote,4,1,novote,5,4,0,0,1,6
72334,U08-004,2022AR08A,Valide,novote,novote,1,novote,novote,4,4,novote,novote,1,novote,4,2,0,0,2,7
72335,U08-002,2022AR08B,Valide,novote,2,novote,novote,novote,1,novote,novote,1,3,novote,4,2,1,1,0,7
72342,U08-004,2022AR08B,Valide,1,1,1,2,2,2,2,2,2,1,2,11,4,7,0,0,0
72343,U08-002,2022AR08B,Valide,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
72346,U08-001,2022AR08A,Valide,1,2,1,1,1,1,1,1,1,2,novote,10,8,2,0,0,1
72354,U08-001,2022AR08B,Valide,1,3,1,4,1,3,4,4,4,3,4,11,3,0,3,5,0
72363,U08-001,2022AR08B,Valide,2,2,1,2,3,2,3,2,2,1,1,11,3,6,2,0,0
72364,U08-002,2022AR08A,Nul,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,8
72372,U08-002,2022AR08A,Valide,novote,novote,1,novote,2,novote,novote,novote,2,1,novote,4,2,2,0,0,7
72376,U08-004,2022AR08A,Valide,1,3,1,2,2,1,2,2,2,1,1,11,5,5,1,0,0
