ID,Urne,QR-Code,Categorie,1 - Proteger les pietons et reduire les nuisances sonores,2 - Developper le commerce de proximite dans le quartier de l Europe,3 - Poursuivre le renouveau du parc Monceau,4 - Renover les grilles de l avenue Ruysdael et les allees du parc Monceau,5 - Restaurer la facade ouest de l eglise de la Madeleine et ses statues,6 - Restaurer le patrimoine de la place de la Concorde,7 - Restaurer les grilles emblematiques du parc Monceau - avenue Van Dyck,8 - Restaurer les grilles emblematiques du parc Monceau - avenue Velasquez,9 - Restaurer les grilles emblematiques du parc Monceau - Bd de Courcelles,"10 - Apaiser, vegetaliser des rues et places de l arrondissement",11 - Renover le marche aux fleurs de la Madeleine et le gymnase Condorcet,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
53485,U08-005,2022AR08A,Valide,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
53535,U08-003,2022AR08B,Valide,4,1,1,novote,1,4,novote,1,1,1,1,9,7,0,0,2,2
53546,U08-001,2022AR08A,Valide,1,novote,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,7
53565,U08-001,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
53580,U08-001,2022AR08B,Valide,4,3,2,2,1,2,2,3,2,1,2,11,2,6,2,1,0
53600,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,1,1,7,7,0,0,0,4
53624,U08-001,2022AR08B,Valide,1,1,1,2,2,2,2,2,2,1,2,11,4,7,0,0,0
53663,U08-001,2022AR08A,Valide,1,2,1,1,1,1,1,1,1,1,2,11,9,2,0,0,0
53673,U08-001,2022AR08A,Nul,1 2,1 2,1 2,1 2,1 2,novote,novote,2,novote,novote,novote,1,0,1,0,0,5
53723,U08-008,2022AR08A,Valide,2,3,3,3,3,3,3,3,3,1,1,11,2,1,8,0,0
53759,U08-003,2022AR08B,Valide,3,3,1,3,3,3,3,3,3,1,3,11,2,0,9,0,0
53776,U08-008,2022AR08A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
53810,U08-003,2022AR08B,Valide,2,1,1,1,3,novote,1,1,novote,novote,novote,7,5,1,1,0,4
53838,U08-008,2022AR08A,Valide,novote,1,novote,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,7
53850,U08-001,2022AR08A,Valide,novote,novote,novote,1,1,1,1,1,1,novote,novote,6,6,0,0,0,5
53860,U08-001,2022AR08A,Valide,3,1,1,1,2,3,3,3,3,1,1,11,5,1,5,0,0
53870,U08-003,2022AR08B,Valide,novote,3,novote,novote,2,3,novote,novote,novote,1,novote,4,1,1,2,0,7
53878,U08-001,2022AR08A,Valide,2,4,1,2,2,1,3,4,4,3,1,11,3,3,2,3,0
53889,U08-008,2022AR08A,Valide,1,2,1,novote,3,3,3,3,3,1,1,10,4,1,5,0,1
53905,U08-005,2022AR08A,Valide,1,2,1,1,2,1,1,2,2,1,1,11,7,4,0,0,0
53928,U08-003,2022AR08B,Nul,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
53936,U08-001,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,2,2,11,9,2,0,0,0
53939,U08-006,2022AR08B,Valide,2,novote,3,novote,novote,novote,novote,3,novote,2,novote,4,0,2,2,0,7
53943,U08-008,2022AR08A,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
53993,U08-008,2022AR08A,Valide,novote,1,1,novote,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,7
54009,U08-001,2022AR08A,Valide,novote,2,2,3,2,2,3,3,3,1,1,10,2,4,4,0,1
54046,U08-003,2022AR08B,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,7
54074,U08-003,2022AR08B,Valide,1,3,3,3,3,3,3,3,3,1,3,11,2,0,9,0,0
54122,U08-005,2022AR08A,Valide,2,3,1,2,1,1,3,3,3,2,3,11,3,3,5,0,0
54127,U08-001,2022AR08A,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
54135,U08-008,2022AR08A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
54147,U08-001,2022AR08A,Valide,3,2,1,2,2,1,1,1,1,2,3,11,5,4,2,0,0
54157,U08-005,2022AR08A,Valide,2,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,3,1,0,0,7
54184,U08-005,2022AR08A,Valide,1,2,2,3,3,2,3,3,3,1,1,11,3,3,5,0,0
54214,U08-003,2022AR08B,Valide,2,1,novote,2,1,novote,novote,novote,1,novote,1,6,4,2,0,0,5
54252,U08-001,2022AR08A,Valide,1,2,1,2,novote,2,2,2,2,1,1,10,4,6,0,0,1
54268,U08-001,2022AR08B,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
54290,U08-001,2022AR08A,Blanc,1,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,1,1,0,0,0,6
54304,U08-008,2022AR08A,Valide,1,3,2,2,2,2,1,1,1,1,1,11,6,4,1,0,0
54310,U08-005,2022AR08A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,10
54320,U08-003,2022AR08B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
54339,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
54358,U08-005,2022AR08A,Valide,1,3,3,novote,novote,novote,novote,novote,novote,1,novote,4,2,0,2,0,7
54399,U08-001,2022AR08A,Valide,1,2,1,4,4,3,4,4,4,1,3,11,3,1,2,5,0
54414,U08-008,2022AR08A,Valide,1,novote,1,1,2,4,4,3,3,1,3,10,4,1,3,2,1
54428,U08-001,2022AR08A,Blanc,1 2,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
54451,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
54465,U08-005,2022AR08A,Valide,2,3,novote,1,1,1,1,1,novote,3,novote,8,5,1,2,0,3
54497,U08-001,2022AR08A,Valide,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
54521,U08-008,2022AR08A,Valide,1,2,novote,4,2,novote,4,4,4,1,2,9,2,3,0,4,2
54578,U08-001,2022AR08A,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
54600,U08-005,2022AR08A,Valide,1,1,2,3,2,1,2,2,2,1,2,11,4,6,1,0,0
54623,U08-001,2022AR08A,Valide,1,1,4,4,1,1,4,4,4,4,2,11,4,1,0,6,0
54653,U08-008,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
54654,U08-001,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,1,1,7,7,0,0,0,4
54662,U08-003,2022AR08B,Valide,novote,3,novote,novote,novote,novote,2,2,2,3,novote,5,0,3,2,0,6
54675,U08-001,2022AR08B,Valide,1,2,2,2,2,1,2,2,2,1,2,11,3,8,0,0,0
54730,U08-003,2022AR08B,Nul,novote,novote,novote,novote,novote,1 2,novote,novote,1 2,1 2,novote,0,0,0,0,0,8
54756,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
54769,U08-005,2022AR08A,Valide,4,2,3,4,3,4,1,4,3,2,4,11,1,2,3,5,0
54800,U08-001,2022AR08B,Valide,3,3,1,1,1,1,1,1,1,novote,2,10,7,1,2,0,1
54822,U08-001,2022AR08A,Valide,2,3,1,1,1,1,1,1,1,novote,novote,9,7,1,1,0,2
54833,U08-001,2022AR08A,Valide,2,novote,1,novote,2,novote,novote,novote,novote,2,novote,4,1,3,0,0,7
54916,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
54927,U08-005,2022AR08A,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
54960,U08-001,2022AR08B,Valide,1,2,3,3,2,1,3,3,2,1,2,11,3,4,4,0,0
55015,U08-008,2022AR08A,Valide,1,1,1,2,2,2,2,1,1,1,1,11,7,4,0,0,0
55100,U08-008,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
55133,U08-001,2022AR08A,Valide,2,3,2,3,3,3,3,3,3,2,4,11,0,3,7,1,0
55137,U08-008,2022AR08A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
55156,U08-001,2022AR08B,Valide,novote,novote,novote,novote,2,1,1,1,1,1,1,7,6,1,0,0,4
55177,U08-001,2022AR08A,Valide,novote,1,novote,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,7
55191,U08-001,2022AR08A,Valide,3,2,1,1,1,1,1,1,1,1,1,11,9,1,1,0,0
55209,U08-001,2022AR08B,Valide,2,3,3,2,2,2,2,2,2,2,3,11,0,8,3,0,0
55217,U75-004,2022AR08A,Valide,2,3,3,3,2,1,3,3,3,1,2,11,2,3,6,0,0
55281,U08-008,2022AR08A,Valide,3,2,3,3,2,1,4,3,1,3,3,11,2,2,6,1,0
55288,U08-005,2022AR08A,Valide,1,1,1,4,4,4,4,4,4,1,4,11,4,0,0,7,0
55302,U08-001,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
55327,U08-001,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
55341,U08-001,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
55352,U08-001,2022AR08A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
55374,U08-001,2022AR08A,Nul,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,9
55397,U08-001,2022AR08A,Valide,novote,3,1,1,2,2,3,2,3,2,2,10,2,5,3,0,1
55419,U08-005,2022AR08A,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,novote,4,4,0,0,0,7
55432,U08-001,2022AR08A,Valide,1,1,1,novote,1,1,1,novote,novote,novote,novote,6,6,0,0,0,5
55464,U08-008,2022AR08A,Valide,novote,1,2,novote,1,1,novote,2,2,1,1,8,5,3,0,0,3
55484,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
55538,U08-005,2022AR08A,Valide,2,2,1,3,3,2,2,2,2,1,3,11,2,6,3,0,0
55558,U08-003,2022AR08B,Valide,2,2,2,2,2,2,2,2,2,2,2,11,0,11,0,0,0
55602,U08-001,2022AR08B,Valide,1,3,1,2,1,2,1,1,1,1,3,11,7,2,2,0,0
55646,U08-003,2022AR08B,Valide,1,novote,1,1,novote,novote,1,1,1,novote,novote,6,6,0,0,0,5
55667,U08-001,2022AR08B,Valide,1,2,1,2,2,2,2,2,2,1,1,11,4,7,0,0,0
55674,U08-003,2022AR08B,Valide,1,1,1,2,2,2,2,2,1,1,2,11,5,6,0,0,0
55707,U08-003,2022AR08B,Valide,3,1,1,1,1,1,1,1,1,2,1,11,9,1,1,0,0
55760,U08-005,2022AR08A,Valide,2,2,1,2,3,3,3,3,2,2,3,11,1,5,5,0,0
55832,U08-003,2022AR08B,Valide,novote,novote,4,4,1,4,4,4,4,novote,novote,7,1,0,0,6,4
55842,U08-005,2022AR08A,Valide,novote,novote,novote,novote,novote,novote,2,2,2,1,novote,4,1,3,0,0,7
55865,U08-003,2022AR08B,Valide,novote,2,2,2,2,2,2,2,2,1,1,10,2,8,0,0,1
55878,U08-008,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
55887,U08-001,2022AR08B,Valide,1,novote,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,7
55939,U08-001,2022AR08A,Nul,novote,novote,novote,novote,2,1,novote,novote,novote,2,novote,3,1,2,0,0,8
55953,U08-005,2022AR08A,Valide,novote,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,1
55964,U08-003,2022AR08B,Valide,novote,novote,novote,1,novote,novote,1,1,1,1,1,6,6,0,0,0,5
55972,U08-001,2022AR08B,Nul,novote,1,1,novote,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,8
56016,U08-001,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
56029,U08-001,2022AR08A,Valide,1,novote,1,novote,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,7
56054,U08-003,2022AR08B,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,7
56058,U08-008,2022AR08A,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,3,3,0,0,0,8
56085,U08-001,2022AR08A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
56170,U08-005,2022AR08A,Valide,2,3,1,novote,1,2,4,4,3,1,2,10,3,3,2,2,1
56208,U08-001,2022AR08A,Valide,4,4,4,novote,1,1,3,3,3,1,1,10,4,0,3,3,1
56261,U08-003,2022AR08B,Valide,1,1,novote,novote,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,7
56263,U08-008,2022AR08A,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,10
56273,U08-003,2022AR08B,Valide,1,1,1,2,3,1,2,2,2,1,2,11,5,5,1,0,0
56373,U08-003,2022AR08B,Valide,2,2,novote,novote,novote,novote,novote,novote,novote,2,2,4,0,4,0,0,7
56394,U08-001,2022AR08A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
56429,U08-005,2022AR08A,Valide,1,3,3,3,3,3,3,3,3,1,3,11,2,0,9,0,0
56463,U08-003,2022AR08B,Valide,2,2,2,3,2,3,3,3,2,1,2,11,1,6,4,0,0
56486,U08-003,2022AR08B,Valide,1,2,2,2,1,2,3,3,3,1,2,11,3,5,3,0,0
56509,U08-001,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,1,novote,10,10,0,0,0,1
56552,U08-001,2022AR08A,Valide,3,1,3,4,3,3,2,1,2,1,1,11,4,2,4,1,0
56600,U08-003,2022AR08B,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
56635,U08-001,2022AR08B,Valide,1,1,3,2,1,1,2,2,1,2,2,11,5,5,1,0,0
56670,U08-005,2022AR08A,Valide,1,2,1,2,1,1,1,1,1,1,1,11,9,2,0,0,0
56722,U08-001,2022AR08B,Valide,2,2,1,1,3,3,2,2,2,1,3,11,3,5,3,0,0
56737,U08-008,2022AR08A,Valide,1,1,4,4,1,1,4,4,4,1,2,11,5,1,0,5,0
56762,U08-003,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,10
56776,U08-003,2022AR08B,Valide,2,3,1,1,2,1,2,1,novote,2,1,10,5,4,1,0,1
56807,U08-001,2022AR08B,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,4,4,0,0,0,7
56818,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
56834,U08-008,2022AR08A,Valide,novote,novote,1,1,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,7
56840,U08-001,2022AR08A,Blanc,1,1 2,1 2,1 2,1 2,novote,novote,novote,novote,novote,novote,1,1,0,0,0,6
56864,U08-005,2022AR08A,Valide,1,3,1,3,1,1,3,2,2,3,2,11,4,3,4,0,0
56897,U08-008,2022AR08A,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
56898,U08-001,2022AR08A,Valide,1,3,3,3,1,1,1,1,1,4,3,11,6,0,4,1,0
56910,U08-001,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
56921,U08-001,2022AR08A,Valide,1,novote,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,7
56944,U08-003,2022AR08B,Valide,2,2,novote,novote,2,novote,4,4,2,2,novote,7,0,5,0,2,4
56999,U08-009,2022AR08A,Valide,1,1,1,1,1,1,2,1,1,1,1,11,10,1,0,0,0
57111,U08-001,2022AR08A,Valide,1,novote,1,2,2,1,2,2,2,1,3,10,4,5,1,0,1
57121,U08-001,2022AR08B,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,7
57143,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
57159,U08-009,2022AR08A,Nul,1,novote,3,novote,novote,novote,novote,novote,novote,2,novote,3,1,1,1,0,8
57166,U08-008,2022AR08A,Valide,1,novote,novote,2,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,7
57176,U08-005,2022AR08A,Valide,1,novote,2,2,1,novote,2,novote,3,1,novote,7,3,3,1,0,4
57210,U08-008,2022AR08A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,10
57219,U08-003,2022AR08B,Nul,1,1,1,novote,2,2,novote,2,2 3,1,novote,7,4,3,0,0,3
57266,U08-003,2022AR08B,Valide,1,1,1,1,3,3,1,1,1,1,3,11,8,0,3,0,0
57288,U08-005,2022AR08A,Valide,1,2,1,2,3,2,1,1,1,2,3,11,5,4,2,0,0
57364,U08-005,2022AR08A,Valide,4,novote,1,novote,novote,1,novote,novote,novote,1,1,5,4,0,0,1,6
57385,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
57403,U08-008,2022AR08A,Valide,3,1,3,3,2,3,3,3,3,1,3,11,2,1,8,0,0
57406,U08-001,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,1,0,1,0,0,10
57416,U08-005,2022AR08A,Valide,1,2,2,novote,novote,novote,novote,novote,novote,1,novote,4,2,2,0,0,7
57427,U08-008,2022AR08A,Valide,1,1,1,4,1,2,1,1,1,1,1,11,9,1,0,1,0
57473,U08-003,2022AR08B,Valide,4,4,3,4,2,2,4,4,4,1,2,11,1,3,1,6,0
57496,U08-001,2022AR08B,Valide,novote,2,1,3,2,2,3,3,3,2,2,10,1,5,4,0,1
57505,U08-003,2022AR08B,Valide,novote,1,3,novote,novote,1,novote,novote,novote,novote,2,4,2,1,1,0,7
57526,U08-001,2022AR08B,Valide,novote,novote,1,1,1,1,1,1,1,1,1,9,9,0,0,0,2
57537,U08-001,2022AR08B,Valide,2,2,2,3,4,3,3,3,3,3,3,11,0,3,7,1,0
57547,U08-003,2022AR08B,Valide,3,1,1,2,2,2,2,2,2,2,2,11,2,8,1,0,0
57556,U75-004,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
57593,U08-001,2022AR08A,Valide,1,1,1,1,2,2,1,1,1,1,1,11,9,2,0,0,0
57603,U08-001,2022AR08B,Valide,novote,2,novote,novote,novote,2,novote,novote,novote,4,3,4,0,2,1,1,7
57639,U08-001,2022AR08B,Valide,2,1,1,3,3,3,3,3,3,1,3,11,3,1,7,0,0
57706,U08-003,2022AR08B,Valide,1,2,1,novote,novote,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
57723,U08-005,2022AR08A,Valide,novote,1,2,novote,novote,4,novote,novote,novote,novote,1,4,2,1,0,1,7
57742,U08-008,2022AR08A,Valide,1,2,3,3,4,3,3,3,3,1,3,11,2,1,7,1,0
57745,U08-003,2022AR08B,Valide,1,1,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
57766,U08-001,2022AR08B,Valide,1,2,1,2,4,4,3,3,2,1,3,11,3,3,3,2,0
57777,U08-005,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
57807,U08-001,2022AR08A,Valide,novote,1,1,novote,1,novote,novote,novote,novote,2,novote,4,3,1,0,0,7
58004,U08-008,2022AR08A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
58024,U08-005,2022AR08A,Valide,novote,novote,1,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,7
58049,U08-001,2022AR08A,Valide,1,3,1,3,3,2,3,3,3,1,3,11,3,1,7,0,0
58067,U08-006,2022AR08B,Valide,1,2,1,novote,novote,novote,novote,novote,novote,novote,2,4,2,2,0,0,7
58072,U08-003,2022AR08B,Valide,1,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
58099,U08-003,2022AR08B,Valide,2,2,2,2,2,1,2,2,2,4,3,11,1,8,1,1,0
58143,U08-005,2022AR08A,Valide,2,1,2,2,1,1,1,1,1,1,1,11,8,3,0,0,0
58158,U08-008,2022AR08A,Valide,1,1,2,2,2,1,2,2,2,1,2,11,4,7,0,0,0
58167,U08-008,2022AR08A,Valide,2,3,1,1,2,3,1,1,1,1,2,11,6,3,2,0,0
58234,U08-005,2022AR08A,Nul,2,novote,novote,novote,2,2,novote,novote,novote,novote,novote,3,0,3,0,0,8
58293,U08-009,2022AR08A,Valide,2,novote,novote,novote,2,novote,novote,novote,3,2,novote,4,0,3,1,0,7
58309,U08-003,2022AR08B,Valide,1,1,1,1,1,1,1,novote,1,1,1,10,10,0,0,0,1
58331,U08-008,2022AR08A,Nul,novote,2,1,novote,novote,novote,novote,novote,novote,novote,novote,2,1,1,0,0,9
58351,U08-001,2022AR08A,Nul,1 2,1 2 3,1 2 3,2,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,7
58385,U08-005,2022AR08A,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
58396,U08-001,2022AR08B,Valide,1,1,3,novote,2,2,2,2,2,1,3,10,3,5,2,0,1
58410,U08-001,2022AR08A,Nul,1,1 2,1 2,1 2,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,6
58465,U08-001,2022AR08A,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
58483,U08-001,2022AR08A,Valide,1,1,1,3,3,3,3,3,3,1,3,11,4,0,7,0,0
58522,U08-003,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
58541,U08-001,2022AR08B,Valide,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
58553,U08-005,2022AR08A,Valide,1,1,2,2,4,3,4,3,novote,1,1,10,4,2,2,2,1
58564,U08-001,2022AR08A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,2,2,0,0,0,9
58577,U08-003,2022AR08B,Valide,1,novote,1,novote,2,novote,novote,novote,novote,2,novote,4,2,2,0,0,7
58596,U08-005,2022AR08A,Valide,1,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,0
58607,U08-001,2022AR08A,Valide,1,1,1,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,7
58623,U75-003,2022AR08A,Valide,3,2,1,2,1,1,2,2,2,1,1,11,5,5,1,0,0
58637,U08-008,2022AR08A,Valide,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,7
58639,U08-001,2022AR08B,Valide,1,1,1,2,1,1,2,2,2,1,1,11,7,4,0,0,0
58650,U08-005,2022AR08A,Valide,4,4,4,4,4,2,novote,novote,novote,2,4,8,0,2,0,6,3
58660,U08-005,2022AR08A,Valide,2,2,3,3,4,3,3,3,3,1,2,11,1,3,6,1,0
58691,U08-005,2022AR08A,Valide,1,3,2,2,2,3,2,2,2,1,3,11,2,6,3,0,0
58712,U08-001,2022AR08A,Valide,1,3,1,1,1,4,3,3,3,1,3,11,5,0,5,1,0
58723,U08-001,2022AR08A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,2,4,3,1,0,0,7
58766,U08-008,2022AR08A,Valide,2,1,2,2,2,2,2,3,2,1,2,11,2,8,1,0,0
58794,U08-005,2022AR08A,Valide,1,1,1,novote,novote,1,novote,novote,novote,1,novote,5,5,0,0,0,6
58823,U08-001,2022AR08A,Valide,novote,novote,novote,novote,novote,2,2,novote,novote,1,2,4,1,3,0,0,7
58877,U08-001,2022AR08B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
58916,U08-001,2022AR08A,Valide,4,2,1,novote,novote,novote,novote,novote,novote,1,novote,4,2,1,0,1,7
58928,U08-001,2022AR08B,Valide,novote,novote,1,1,novote,novote,1,1,1,1,2,7,6,1,0,0,4
58939,U08-008,2022AR08A,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,7
58947,U08-001,2022AR08B,Valide,2,2,2,2,4,1,2,2,2,2,2,11,1,9,0,1,0
58959,U08-001,2022AR08A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
59000,U08-001,2022AR08A,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,9
59016,U08-001,2022AR08B,Valide,2,2,2,4,2,2,4,4,2,4,2,11,0,7,0,4,0
59035,U75-002,2022AR08A,Valide,1,1,2,novote,1,novote,novote,novote,novote,1,1,6,5,1,0,0,5
59037,U08-003,2022AR08B,Valide,1,1,3,3,1,1,3,3,3,1,4,11,5,0,5,1,0
59046,U08-001,2022AR08B,Valide,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,7
59074,U08-003,2022AR08B,Valide,2,novote,3,3,3,novote,novote,novote,novote,1,novote,5,1,1,3,0,6
59109,U08-003,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,2,2,0,0,0,9
59144,U08-009,2022AR08B,Nul,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,0,1,0,0,10
59150,U08-001,2022AR08B,Valide,3,2,2,2,2,2,2,2,2,3,2,11,0,9,2,0,0
59156,U08-008,2022AR08A,Valide,novote,novote,novote,1,1,novote,1,novote,novote,1,novote,4,4,0,0,0,7
59163,U08-001,2022AR08B,Valide,novote,1,novote,novote,novote,1,1,2,novote,novote,novote,4,3,1,0,0,7
59190,U08-001,2022AR08B,Valide,1,4,1,1,1,1,1,1,1,4,4,11,8,0,0,3,0
59224,U08-009,2022AR08A,Valide,1,1,1,1,2,2,1,1,1,2,3,11,7,3,1,0,0
59227,U08-001,2022AR08B,Valide,2,3,2,4,1,2,novote,3,3,4,2,10,1,4,3,2,1
59233,U08-001,2022AR08B,Valide,4,2,2,3,2,2,3,3,3,3,3,11,0,4,6,1,0
59257,U08-001,2022AR08A,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
59269,U08-007,2022AR08B,Valide,novote,novote,novote,novote,1,1,1,1,1,novote,novote,5,5,0,0,0,6
59278,U08-001,2022AR08B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,2,2,0,0,0,9
59317,U08-001,2022AR08A,Valide,1,3,1,3,3,3,3,3,4,2,4,11,2,1,6,2,0
59331,U08-001,2022AR08A,Valide,2,4,1,2,1,1,2,2,2,2,3,11,3,6,1,1,0
59341,U08-001,2022AR08B,Valide,1,4,3,3,2,3,3,3,3,1,2,11,2,2,6,1,0
