ID,Urne,QR-Code,Categorie,1 - Renover le terrain du stade de la Muette,2 - Acquerir un kiosque mobile d informations sociales pour Auteuil-Sud,3 - Nettoyer le mur des rampes du Pont de Bir-Hakeim,4 - Nettoyer les murs exterieurs du cimetiere de Passy,5 - Apaiser la circulation automobile dans le 16e,6 - Installer des preaux dans deux ecoles du 16e,7 - Aider a la renovation du domaine de Bagatelle,8 - Restaurer le monument Claude Debussy,9 - Ameliorer le cadre de vie dans le Bois de Boulogne,10 - Restaurer la Fontaine Victor Hugo,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
28200,U16-002,2022AR16A,Valide,3,3,3,3,3,3,3,3,3,3,10,0,0,10,0,0
28205,U16-003,2022AR16B,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
28218,U16-002,2022AR16A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,9
28233,U16-002,2022AR16A,Nul,1,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
28238,U16-003,2022AR16A,Valide,1,4,4,3,3,3,4,2,1,1,10,3,1,3,3,0
28260,U16-003,2022AR16B,Valide,1,novote,novote,3,novote,3,3,novote,novote,3,5,1,0,4,0,5
28279,U16-003,2022AR16B,Valide,2,3,3,3,2,3,3,3,1,3,10,1,2,7,0,0
28282,U16-002,2022AR16A,Valide,3,novote,2,3,2,2,1,1,2,3,9,2,4,3,0,1
28315,U16-002,2022AR16B,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
28324,U16-002,2022AR16B,Valide,1,2,1,1,1,1,1,2,3,1,10,7,2,1,0,0
28360,U16-003,2022AR16B,Valide,2,novote,2,novote,2,2,novote,novote,2,novote,5,0,5,0,0,5
28415,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
28420,U16-002,2022AR16A,Valide,4,4,1,4,1,3,2,4,1,3,10,3,1,2,4,0
28437,U16-003,2022AR16A,Valide,2,3,1,1,1,1,1,1,2,1,10,7,2,1,0,0
28488,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
28497,U16-002,2022AR16B,Valide,1,novote,3,novote,novote,novote,novote,2,novote,1,4,2,1,1,0,6
28534,U16-002,2022AR16A,Valide,2,3,2,novote,2,2,3,2,1,1,9,2,5,2,0,1
28548,U16-003,2022AR16B,Valide,novote,novote,novote,novote,1,1,4,4,4,4,6,2,0,0,4,4
28555,U16-002,2022AR16A,Valide,1,1,1,1,1,1,1,novote,1,1,9,9,0,0,0,1
28582,U16-003,2022AR16A,Valide,novote,novote,1,novote,novote,1,1,novote,novote,1,4,4,0,0,0,6
28583,U16-002,2022AR16A,Valide,novote,novote,1,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
28604,U16-002,2022AR16A,Valide,1,3,3,3,4,3,3,1,3,3,10,2,0,7,1,0
28610,U16-002,2022AR16A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
28626,U16-002,2022AR16A,Valide,1,novote,1,1,1,1,novote,novote,novote,novote,5,5,0,0,0,5
28631,U16-002,2022AR16A,Valide,4,novote,4,4,3,2,4,4,4,4,9,0,1,1,7,1
28653,U16-003,2022AR16B,Valide,novote,novote,1,2,2,novote,1,novote,1,3,6,3,2,1,0,4
28654,U16-002,2022AR16A,Valide,1,2,2,2,2,2,novote,novote,novote,novote,6,1,5,0,0,4
28683,U16-002,2022AR16A,Valide,novote,novote,1,1,novote,novote,novote,novote,1,1,4,4,0,0,0,6
28832,U16-002,2022AR16A,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,6
28847,U16-002,2022AR16A,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,6
28859,U16-002,2022AR16B,Nul,1,novote,novote,1,novote,novote,novote,novote,1,novote,3,3,0,0,0,7
28883,U16-003,2022AR16A,Valide,1,novote,novote,2,novote,novote,2,novote,1,1,5,3,2,0,0,5
28892,U16-002,2022AR16A,Valide,novote,novote,1,2,novote,novote,1,novote,novote,2,4,2,2,0,0,6
28897,U16-003,2022AR16A,Valide,2,3,3,3,2,2,2,3,2,3,10,0,5,5,0,0
28898,U16-002,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
28912,U16-003,2022AR16A,Valide,novote,novote,1,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
28943,U16-002,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
28948,U16-003,2022AR16A,Valide,3,4,1,1,1,4,3,3,2,3,10,3,1,4,2,0
28958,U16-002,2022AR16A,Valide,4,2,4,2,4,1,3,3,3,3,10,1,2,4,3,0
28961,U16-002,2022AR16A,Valide,1,novote,1,novote,1,1,novote,novote,1,novote,5,5,0,0,0,5
28965,U16-003,2022AR16A,Valide,novote,4,1,1,1,2,1,novote,1,2,8,5,2,0,1,2
28974,U16-003,2022AR16B,Valide,4,3,1,1,1,novote,1,novote,1,3,8,5,0,2,1,2
28979,U16-003,2022AR16B,Valide,1,4,3,3,2,3,2,3,1,3,10,2,2,5,1,0
28992,U16-002,2022AR16A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
28993,U16-003,2022AR16B,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
29030,U16-003,2022AR16A,Valide,novote,novote,1,1,1,novote,novote,novote,1,1,5,5,0,0,0,5
29039,U16-002,2022AR16B,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
29050,U16-003,2022AR16B,Valide,novote,novote,novote,novote,1,novote,1,novote,1,4,4,3,0,0,1,6
29084,U16-002,2022AR16A,Valide,2,1,3,3,1,1,4,4,1,1,10,5,1,2,2,0
29094,U16-003,2022AR16A,Valide,1,1,1,1,1,1,1,2,1,2,10,8,2,0,0,0
29096,U16-002,2022AR16A,Nul,1,novote,2,novote,novote,novote,novote,novote,2,novote,3,1,2,0,0,7
29108,U16-003,2022AR16A,Valide,3,2,1,2,1,1,3,3,1,2,10,4,3,3,0,0
29119,U16-002,2022AR16A,Valide,1,4,1,4,2,1,1,3,1,1,10,6,1,1,2,0
29139,U16-002,2022AR16A,Valide,2,3,1,2,1,1,3,2,1,3,10,4,3,3,0,0
29154,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,1,novote,novote,1,1,4,4,0,0,0,6
29195,U16-003,2022AR16A,Valide,1,4,1,1,2,4,2,2,1,3,10,4,3,1,2,0
29213,U16-002,2022AR16B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
29242,U16-002,2022AR16A,Valide,2,4,2,novote,3,4,4,2,4,3,9,0,3,2,4,1
29297,U16-002,2022AR16A,Valide,3,3,1,1,4,4,2,3,1,1,10,4,1,3,2,0
29317,U16-003,2022AR16B,Valide,4,4,3,3,1,1,3,novote,1,1,9,4,0,3,2,1
29330,U16-002,2022AR16A,Valide,2,3,4,2,1,1,novote,novote,1,2,8,3,3,1,1,2
29331,U16-003,2022AR16B,Valide,1,novote,novote,1,1,1,novote,novote,novote,1,5,5,0,0,0,5
29334,U16-002,2022AR16A,Valide,1,1,1,1,3,1,1,2,2,2,10,6,3,1,0,0
29348,U16-003,2022AR16B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
29351,U16-003,2022AR16B,Valide,novote,novote,novote,novote,1,2,2,2,1,1,6,3,3,0,0,4
29415,U16-002,2022AR16A,Valide,1,4,4,4,4,4,4,1,2,4,10,2,1,0,7,0
29421,U16-003,2022AR16B,Valide,3,4,2,1,1,3,2,4,2,4,10,2,3,2,3,0
29453,U16-003,2022AR16A,Valide,novote,novote,4,novote,1,novote,4,4,novote,novote,4,1,0,0,3,6
29491,U16-003,2022AR16B,Valide,3,3,2,3,4,2,3,3,2,3,10,0,3,6,1,0
29503,U16-002,2022AR16B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
29511,U16-003,2022AR16A,Valide,4,4,1,1,4,4,4,4,1,4,10,3,0,0,7,0
29528,U16-003,2022AR16A,Valide,novote,novote,1,1,2,novote,novote,novote,1,novote,4,3,1,0,0,6
29534,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,novote,1,4,3,5,3,0,1,1,5
29573,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,novote,1,1,1,novote,4,4,0,0,0,6
29581,U16-002,2022AR16B,Valide,3,3,2,2,3,1,1,1,1,1,10,5,2,3,0,0
29584,U16-003,2022AR16B,Valide,3,3,2,2,2,2,3,3,3,4,10,0,4,5,1,0
29607,U16-002,2022AR16B,Valide,novote,1,1,1,novote,novote,novote,2,novote,novote,4,3,1,0,0,6
29650,U16-002,2022AR16A,Valide,1,novote,1,1,novote,novote,1,1,1,1,7,7,0,0,0,3
29657,U16-003,2022AR16A,Valide,1,4,1,1,4,4,1,4,1,1,10,6,0,0,4,0
29671,U16-002,2022AR16A,Valide,1,novote,novote,2,1,novote,novote,3,novote,novote,4,2,1,1,0,6
29685,U16-002,2022AR16B,Valide,1,1,novote,novote,1,1,1,1,1,2,8,7,1,0,0,2
29705,U16-003,2022AR16A,Valide,3,1,4,3,1,4,4,3,1,1,10,4,0,3,3,0
29709,U16-003,2022AR16B,Valide,2,novote,1,novote,1,novote,novote,novote,1,novote,4,3,1,0,0,6
29729,U16-003,2022AR16A,Nul,novote,1,1,novote,novote,novote,novote,novote,1,novote,3,3,0,0,0,7
29736,U16-002,2022AR16A,Valide,3,1,3,3,1,1,novote,novote,1,novote,7,4,0,3,0,3
29753,U16-003,2022AR16A,Valide,novote,1,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
29769,U16-003,2022AR16A,Valide,novote,novote,1,1,1,novote,novote,novote,1,1,5,5,0,0,0,5
29874,U16-002,2022AR16A,Valide,novote,3,1,2,1,2,2,2,1,2,9,3,5,1,0,1
29890,U16-003,2022AR16B,Valide,1,3,3,1,1,1,1,3,1,2,10,6,1,3,0,0
29947,U16-002,2022AR16A,Valide,1,3,3,3,2,3,3,1,2,3,10,2,2,6,0,0
30001,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,2,novote,novote,1,1,5,4,1,0,0,5
30083,U16-002,2022AR16A,Valide,2,3,3,3,3,3,1,2,1,3,10,2,2,6,0,0
30215,U16-002,2022AR16A,Valide,1,1,1,1,4,2,2,2,1,2,10,5,4,0,1,0
30257,U16-002,2022AR16A,Nul,1,novote,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,8
30283,U16-003,2022AR16B,Valide,4,3,1,3,1,2,3,3,2,3,10,2,2,5,1,0
30294,U16-003,2022AR16B,Valide,3,4,2,4,3,3,1,4,novote,3,9,1,1,4,3,1
30362,U16-002,2022AR16A,Valide,1,2,2,2,1,2,1,1,1,1,10,6,4,0,0,0
30371,U16-002,2022AR16A,Valide,1,4,1,1,4,2,1,2,4,4,10,4,2,0,4,0
30380,U16-002,2022AR16A,Valide,3,3,3,3,1,1,3,3,1,2,10,3,1,6,0,0
30389,U16-002,2022AR16B,Nul,novote,1,novote,novote,1,1,novote,novote,novote,novote,3,3,0,0,0,7
30398,U16-002,2022AR16A,Valide,2,novote,3,novote,2,novote,novote,novote,3,novote,4,0,2,2,0,6
30425,U16-002,2022AR16A,Nul,1,novote,novote,novote,1,1,novote,novote,novote,novote,3,3,0,0,0,7
30434,U16-002,2022AR16A,Valide,1,3,3,2,4,3,3,2,2,1,10,2,3,4,1,0
30443,U16-002,2022AR16B,Nul,1,novote,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
30449,U16-002,2022AR16A,Valide,1,4,4,4,1,3,4,1,4,4,10,3,0,1,6,0
30460,U16-003,2022AR16B,Valide,novote,novote,novote,novote,novote,2,2,2,novote,2,4,0,4,0,0,6
30461,U16-002,2022AR16A,Valide,novote,novote,1,1,novote,novote,1,1,1,novote,5,5,0,0,0,5
30470,U16-003,2022AR16A,Valide,2,3,3,1,4,2,1,2,1,1,10,4,3,2,1,0
30503,U16-002,2022AR16A,Valide,1,2,4,novote,4,2,2,2,3,3,9,1,4,2,2,1
30540,U16-002,2022AR16A,Valide,1,novote,2,2,1,novote,novote,novote,novote,novote,4,2,2,0,0,6
30565,U16-002,2022AR16A,Valide,1,4,4,4,1,4,4,1,1,2,10,4,1,0,5,0
30571,U16-002,2022AR16A,Valide,novote,novote,novote,1,1,1,novote,novote,novote,1,4,4,0,0,0,6
30580,U16-002,2022AR16A,Valide,3,4,4,3,4,4,2,4,4,4,10,0,1,2,7,0
30608,U16-002,2022AR16A,Nul,3,4,1,2,1,3,2,3,1 3,3,9,2,2,4,1,0
30617,U16-002,2022AR16B,Valide,2,novote,novote,novote,novote,novote,1,novote,1,1,4,3,1,0,0,6
30625,U16-003,2022AR16B,Valide,1,3,2,2,3,3,3,3,1,2,10,2,3,5,0,0
30667,U16-003,2022AR16A,Valide,2,3,1,2,1,1,3,3,2,2,10,3,4,3,0,0
30701,U16-002,2022AR16A,Valide,1,3,3,3,1,2,3,1,1,3,10,4,1,5,0,0
30715,U16-003,2022AR16B,Valide,2,3,2,2,1,2,2,3,1,3,10,2,5,3,0,0
30736,U16-002,2022AR16A,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
30741,U16-003,2022AR16B,Valide,2,1,1,1,novote,1,2,novote,1,1,8,6,2,0,0,2
30745,U16-002,2022AR16A,Valide,1,novote,novote,3,2,3,novote,novote,novote,novote,4,1,1,2,0,6
30753,U16-002,2022AR16B,Valide,1,novote,novote,novote,novote,2,novote,2,novote,2,4,1,3,0,0,6
30778,U16-003,2022AR16A,Valide,2,3,1,1,3,1,2,4,1,3,10,4,2,3,1,0
30822,U16-003,2022AR16B,Valide,1,4,4,4,1,1,4,4,1,4,10,4,0,0,6,0
30851,U16-002,2022AR16A,Valide,1,novote,novote,novote,novote,novote,1,2,1,novote,4,3,1,0,0,6
30883,U16-002,2022AR16B,Valide,1,3,1,2,1,1,2,3,1,2,10,5,3,2,0,0
30895,U16-003,2022AR16B,Valide,3,4,1,1,1,1,4,4,2,4,10,4,1,1,4,0
30936,U16-002,2022AR16A,Nul,1,novote,1,novote,2,novote,novote,novote,novote,novote,3,2,1,0,0,7
30948,U16-002,2022AR16A,Valide,3,2,2,2,1,1,2,1,1,1,10,5,4,1,0,0
30959,U16-002,2022AR16A,Valide,3,3,3,3,2,2,3,3,2,3,10,0,3,7,0,0
31028,U16-002,2022AR16B,Valide,1,1,1,1,1,1,1,1,novote,1,9,9,0,0,0,1
31066,U16-002,2022AR16B,Valide,3,3,1,1,2,2,1,1,2,2,10,4,4,2,0,0
31157,U16-003,2022AR16A,Valide,2,4,2,2,2,2,3,3,2,2,10,0,7,2,1,0
31188,U16-002,2022AR16A,Valide,2,1,1,2,2,2,1,2,1,1,10,5,5,0,0,0
31190,U16-003,2022AR16A,Nul,1,2 3,1,1,3,1,3,2 3,2,3,8,4,1,3,0,0
31250,U16-002,2022AR16A,Valide,1,1,2,1,1,2,2,2,2,2,10,4,6,0,0,0
31283,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,1,novote,novote,4,4,0,0,0,6
31303,U16-002,2022AR16A,Valide,2,3,2,2,1,1,2,1,1,2,10,4,5,1,0,0
31331,U16-003,2022AR16B,Valide,novote,novote,1,1,1,novote,novote,1,novote,novote,4,4,0,0,0,6
31357,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
31375,U16-002,2022AR16A,Valide,1,3,1,1,1,1,1,3,1,2,10,7,1,2,0,0
31406,U16-003,2022AR16B,Valide,2,2,2,3,2,2,2,3,3,3,10,0,6,4,0,0
31452,U16-002,2022AR16A,Valide,3,3,3,3,1,2,4,3,2,3,10,1,2,6,1,0
31457,U16-003,2022AR16A,Valide,3,4,3,4,4,2,2,4,2,4,10,0,3,2,5,0
31461,U16-002,2022AR16A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
31484,U16-002,2022AR16B,Valide,2,novote,novote,2,novote,novote,novote,2,2,novote,4,0,4,0,0,6
31487,U16-003,2022AR16B,Valide,novote,novote,2,2,2,novote,novote,2,novote,novote,4,0,4,0,0,6
31517,U16-002,2022AR16A,Nul,1,novote,novote,novote,novote,novote,novote,novote,1,1,3,3,0,0,0,7
31523,U16-003,2022AR16B,Valide,1,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
31548,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
31567,U16-002,2022AR16A,Valide,4,4,4,2,2,4,1,4,1,3,10,2,2,1,5,0
31599,U16-002,2022AR16A,Nul,2,2,1 2,2,1,2,3,2,3,2,9,1,6,2,0,0
31638,U16-002,2022AR16B,Nul,novote,novote,novote,1,novote,2,novote,novote,1,novote,3,2,1,0,0,7
31664,U16-002,2022AR16A,Valide,1,1,1,1,2,2,2,2,2,2,10,4,6,0,0,0
31674,U16-003,2022AR16A,Valide,1,1,1,2,2,1,1,3,1,3,10,6,2,2,0,0
31682,U16-002,2022AR16B,Valide,1,novote,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,6
31729,U16-003,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
31759,U16-002,2022AR16B,Valide,1,3,2,3,1,3,2,3,2,2,10,2,4,4,0,0
31768,U16-002,2022AR16B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,1,2,2,0,0,0,8
31784,U16-002,2022AR16A,Valide,2,1,1,novote,1,2,2,2,1,2,9,4,5,0,0,1
31819,U16-002,2022AR16A,Valide,1,1,novote,novote,1,novote,novote,novote,1,1,5,5,0,0,0,5
31829,U16-002,2022AR16A,Valide,1,1,2,3,1,1,3,2,1,4,10,5,2,2,1,0
31843,U16-003,2022AR16B,Valide,novote,1,novote,novote,2,1,novote,novote,1,novote,4,3,1,0,0,6
31867,U16-002,2022AR16A,Valide,1,4,1,novote,novote,novote,novote,1,novote,novote,4,3,0,0,1,6
31881,U16-003,2022AR16B,Valide,novote,3,novote,novote,novote,2,novote,1,1,novote,4,2,1,1,0,6
31898,U16-003,2022AR16A,Valide,novote,4,4,4,novote,1,novote,novote,novote,novote,4,1,0,0,3,6
31908,U16-003,2022AR16A,Valide,novote,novote,2,3,1,1,3,3,novote,novote,6,2,1,3,0,4
31915,U16-002,2022AR16A,Valide,2,2,1,1,1,2,1,1,1,1,10,7,3,0,0,0
31925,U16-002,2022AR16A,Valide,1,3,3,1,1,2,1,3,1,3,10,5,1,4,0,0
32019,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,6
32032,U16-003,2022AR16A,Valide,4,3,3,3,4,3,3,3,4,4,10,0,0,6,4,0
32098,U16-003,2022AR16B,Valide,3,4,1,1,1,2,4,4,1,novote,9,4,1,1,3,1
32100,U16-002,2022AR16A,Nul,3,3,2 3,2,novote,2,novote,novote,1,1,6,2,2,2,0,3
32110,U16-002,2022AR16A,Valide,2,2,2,3,1,3,2,2,2,1,10,2,6,2,0,0
32161,U16-002,2022AR16A,Valide,2,novote,2,novote,novote,novote,novote,2,1,2,5,1,4,0,0,5
32200,U16-002,2022AR16A,Valide,1,4,1,4,novote,4,novote,novote,1,3,7,3,0,1,3,3
32215,U16-003,2022AR16A,Valide,3,2,3,1,2,2,3,1,1,2,10,3,4,3,0,0
32218,U16-002,2022AR16B,Valide,1,4,3,4,2,4,4,4,2,1,10,2,2,1,5,0
32224,U16-003,2022AR16B,Valide,1,3,3,3,1,2,4,3,2,4,10,2,2,4,2,0
32233,U16-003,2022AR16B,Valide,2,4,1,3,4,4,3,3,2,2,10,1,3,3,3,0
32315,U16-002,2022AR16B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
32354,U16-002,2022AR16A,Valide,2,novote,1,1,1,1,novote,novote,3,3,7,4,1,2,0,3
32366,U16-003,2022AR16A,Valide,1,4,2,2,3,3,3,3,2,3,10,1,3,5,1,0
32387,U16-003,2022AR16B,Valide,4,4,2,4,2,2,2,4,4,4,10,0,4,0,6,0
32433,U16-003,2022AR16A,Valide,4,4,3,4,3,4,4,4,1,3,10,1,0,3,6,0
32453,U16-003,2022AR16B,Valide,2,4,3,3,2,2,1,3,2,3,10,1,4,4,1,0
32463,U16-003,2022AR16A,Valide,4,4,1,4,4,4,1,3,1,1,10,4,0,1,5,0
32504,U16-003,2022AR16A,Valide,2,3,1,2,2,1,1,2,2,2,10,3,6,1,0,0
32514,U16-002,2022AR16A,Valide,1,3,2,2,2,4,2,3,1,3,10,2,4,3,1,0
32563,U16-002,2022AR16A,Valide,2,3,4,4,4,2,4,2,4,4,10,0,3,1,6,0
32566,U16-003,2022AR16B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
32570,U16-002,2022AR16A,Valide,1,4,4,4,3,3,4,4,1,3,10,2,0,3,5,0
32633,U16-003,2022AR16B,Valide,3,4,1,1,1,4,3,3,4,3,10,3,0,4,3,0
32661,U16-002,2022AR16B,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
32680,U16-002,2022AR16A,Valide,2,novote,novote,novote,novote,novote,novote,1,2,1,4,2,2,0,0,6
32714,U16-002,2022AR16B,Valide,2,3,1,1,2,3,3,3,1,3,10,3,2,5,0,0
32726,U16-003,2022AR16A,Valide,4,4,4,4,2,1,4,4,4,4,10,1,1,0,8,0
32769,U16-003,2022AR16A,Valide,4,4,1,1,1,3,1,3,1,3,10,5,0,3,2,0
32809,U16-003,2022AR16B,Valide,1,novote,1,2,novote,novote,1,novote,novote,novote,4,3,1,0,0,6
32815,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,novote,1,novote,2,4,3,1,0,0,6
33010,U16-003,2022AR16B,Valide,novote,novote,novote,4,4,2,novote,novote,3,3,5,0,1,2,2,5
33031,U16-002,2022AR16B,Valide,2,novote,1,2,novote,2,novote,novote,novote,novote,4,1,3,0,0,6
33055,U16-003,2022AR16A,Valide,3,4,4,4,3,2,1,2,3,4,10,1,2,3,4,0
33087,U16-003,2022AR16A,Valide,3,4,2,3,1,1,4,2,1,2,10,3,3,2,2,0
33119,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,1,novote,novote,1,1,4,4,0,0,0,6
33127,U16-003,2022AR16A,Nul,1,novote,2,novote,novote,novote,novote,novote,1,novote,3,2,1,0,0,7
33130,U16-002,2022AR16A,Valide,2,2,2,2,2,1,2,2,1,2,10,2,8,0,0,0
33139,U16-003,2022AR16B,Valide,1,4,1,3,2,1,3,3,3,3,10,3,1,5,1,0
33198,U16-002,2022AR16A,Valide,2,2,3,3,1,1,1,2,1,2,10,4,4,2,0,0
33209,U16-002,2022AR16A,Nul,1,2,1,1,1 3,1,2,2,1,2,9,5,4,0,0,0
33214,U16-003,2022AR16A,Valide,3,4,novote,novote,2,1,novote,novote,novote,novote,4,1,1,1,1,6
33326,U16-003,2022AR16A,Valide,1,1,novote,novote,1,1,novote,novote,1,novote,5,5,0,0,0,5
33340,U16-003,2022AR16B,Valide,1,4,1,3,1,1,1,2,1,3,10,6,1,2,1,0
33354,U16-003,2022AR16B,Valide,2,3,4,4,4,4,2,2,1,2,10,1,4,1,4,0
33386,U16-002,2022AR16A,Valide,2,novote,novote,2,1,1,novote,novote,novote,2,5,2,3,0,0,5
33394,U16-003,2022AR16A,Nul,1 2,2,2,2,2,2,2,2,2,2,9,0,9,0,0,0
33431,U16-003,2022AR16B,Valide,4,4,4,4,4,3,4,4,4,4,10,0,0,1,9,0
33469,U16-002,2022AR16A,Valide,1,4,2,novote,novote,4,novote,novote,1,2,6,2,2,0,2,4
33549,U16-002,2022AR16A,Valide,3,3,3,novote,3,3,3,3,3,3,9,0,0,9,0,1
33615,U16-003,2022AR16B,Valide,1,2,2,3,4,1,2,3,1,3,10,3,3,3,1,0
33622,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
33625,U16-003,2022AR16A,Valide,1,1,novote,novote,1,1,novote,novote,2,novote,5,4,1,0,0,5
33633,U16-002,2022AR16A,Valide,novote,novote,novote,novote,2,2,2,novote,2,novote,4,0,4,0,0,6
33655,U16-002,2022AR16B,Valide,1,novote,novote,novote,novote,novote,1,novote,4,1,4,3,0,0,1,6
33667,U16-003,2022AR16B,Valide,2,4,1,1,1,1,4,1,1,3,10,6,1,1,2,0
33679,U16-002,2022AR16A,Valide,3,novote,novote,3,3,4,novote,novote,novote,2,5,0,1,3,1,5
33700,U16-002,2022AR16B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
33718,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
33729,U16-003,2022AR16B,Valide,1,1,1,1,1,3,2,3,3,4,10,5,1,3,1,0
33737,U16-002,2022AR16B,Valide,1,2,novote,novote,1,2,novote,novote,2,novote,5,2,3,0,0,5
33767,U16-002,2022AR16B,Valide,2,2,2,2,1,2,1,2,1,3,10,3,6,1,0,0
33772,U16-002,2022AR16B,Valide,4,4,4,4,4,1,1,novote,1,novote,8,3,0,0,5,2
33859,U16-003,2022AR16A,Valide,2,2,2,2,3,4,1,1,1,2,10,3,5,1,1,0
33890,U16-002,2022AR16A,Valide,2,3,2,2,1,1,2,2,1,1,10,4,5,1,0,0
33898,U16-003,2022AR16B,Valide,1,4,3,3,1,2,1,3,1,1,10,5,1,3,1,0
33930,U16-003,2022AR16A,Valide,2,2,2,2,2,2,2,2,1,1,10,2,8,0,0,0
33931,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
33957,U16-002,2022AR16A,Valide,2,novote,novote,2,1,1,novote,3,1,novote,6,3,2,1,0,4
33981,U16-003,2022AR16A,Valide,1,3,2,2,1,1,3,2,3,2,10,3,4,3,0,0
33983,U16-002,2022AR16B,Valide,1,3,1,1,4,1,1,3,1,3,10,6,0,3,1,0
33992,U16-003,2022AR16A,Valide,4,4,1,1,4,2,3,4,1,novote,9,3,1,1,4,1
34000,U16-002,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
34003,U16-003,2022AR16A,Valide,1,2,2,1,1,1,1,1,1,1,10,8,2,0,0,0
34022,U16-002,2022AR16A,Valide,2,1,1,3,1,1,novote,novote,3,3,8,4,1,3,0,2
34048,U16-002,2022AR16B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
34074,U16-002,2022AR16A,Valide,3,3,2,3,3,2,3,3,2,3,10,0,3,7,0,0
34112,U16-002,2022AR16A,Valide,novote,novote,novote,1,novote,1,1,novote,1,novote,4,4,0,0,0,6
34124,U16-002,2022AR16B,Valide,1,1,1,1,novote,1,novote,1,1,1,8,8,0,0,0,2
34138,U16-003,2022AR16B,Valide,2,novote,1,1,1,1,novote,novote,novote,1,6,5,1,0,0,4
34146,U16-002,2022AR16A,Valide,4,4,4,4,2,2,2,3,3,3,10,0,3,3,4,0
34207,U16-003,2022AR16A,Valide,3,3,2,2,1,3,1,4,2,4,10,2,3,3,2,0
34224,U16-002,2022AR16B,Nul,1 2,novote,novote,novote,1 2,1 2,novote,novote,1 2,novote,0,0,0,0,0,6
