ID,Urne,QR-Code,Categorie,1 - Renover le terrain du stade de la Muette,2 - Acquerir un kiosque mobile d informations sociales pour Auteuil-Sud,3 - Nettoyer le mur des rampes du Pont de Bir-Hakeim,4 - Nettoyer les murs exterieurs du cimetiere de Passy,5 - Apaiser la circulation automobile dans le 16e,6 - Installer des preaux dans deux ecoles du 16e,7 - Aider a la renovation du domaine de Bagatelle,8 - Restaurer le monument Claude Debussy,9 - Ameliorer le cadre de vie dans le Bois de Boulogne,10 - Restaurer la Fontaine Victor Hugo,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
24313,U16-002,2022AR16A,Valide,1,novote,novote,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
24331,U16-003,2022AR16B,Valide,4,1,4,4,4,4,4,4,4,4,10,1,0,0,9,0
24349,U16-003,2022AR16A,Valide,4,2,novote,novote,1,novote,4,4,2,4,7,1,2,0,4,3
24357,U16-003,2022AR16B,Valide,2,4,3,3,4,2,2,2,2,2,10,0,6,2,2,0
24372,U16-002,2022AR16A,Valide,novote,novote,1,1,novote,1,novote,novote,1,novote,4,4,0,0,0,6
24375,U16-003,2022AR16B,Valide,novote,novote,novote,1,novote,1,novote,1,1,1,5,5,0,0,0,5
24378,U16-002,2022AR16A,Valide,novote,2,2,2,2,2,novote,novote,2,novote,6,0,6,0,0,4
24384,U16-002,2022AR16A,Valide,novote,novote,1,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
24402,U16-003,2022AR16B,Nul,novote,novote,novote,novote,1,novote,novote,novote,1,1,3,3,0,0,0,7
24416,U16-002,2022AR16B,Valide,1,3,1,2,1,1,2,3,1,2,10,5,3,2,0,0
24418,U16-003,2022AR16B,Valide,2,novote,1,novote,1,1,novote,novote,novote,novote,4,3,1,0,0,6
24422,U16-002,2022AR16A,Valide,1,1,2,2,2,1,2,2,1,2,10,4,6,0,0,0
24429,U16-003,2022AR16A,Valide,2,4,1,1,3,2,2,3,1,2,10,3,4,2,1,0
24435,U16-002,2022AR16A,Valide,novote,novote,1,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
24443,U16-003,2022AR16B,Valide,novote,3,novote,novote,4,1,novote,novote,novote,3,4,1,0,2,1,6
24458,U16-003,2022AR16A,Valide,2,novote,2,2,3,3,2,3,2,2,9,0,6,3,0,1
24475,U16-002,2022AR16B,Valide,1,2,2,2,1,3,2,2,1,2,10,3,6,1,0,0
24476,U16-003,2022AR16B,Valide,novote,novote,novote,novote,1,4,4,4,4,4,6,1,0,0,5,4
24488,U16-003,2022AR16B,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,4,4,0,0,0,6
24490,U16-002,2022AR16B,Valide,2,1,4,3,1,1,4,4,2,4,10,3,2,1,4,0
24497,U16-003,2022AR16B,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
24506,U16-002,2022AR16B,Valide,1,2,2,3,3,2,2,3,3,2,10,1,5,4,0,0
24545,U16-003,2022AR16B,Valide,3,3,1,1,1,3,1,1,1,1,10,7,0,3,0,0
24568,U16-002,2022AR16A,Valide,1,novote,novote,novote,novote,1,novote,novote,1,1,4,4,0,0,0,6
24579,U16-002,2022AR16A,Valide,2,2,1,1,1,1,1,1,1,1,10,8,2,0,0,0
24593,U16-003,2022AR16B,Valide,1,2,2,1,1,2,4,4,novote,1,9,4,3,0,2,1
24614,U16-002,2022AR16A,Valide,2,1,3,1,2,1,2,1,2,3,10,4,4,2,0,0
24643,U16-003,2022AR16B,Valide,3,novote,novote,2,2,4,novote,2,3,3,7,0,3,3,1,3
24654,U16-002,2022AR16A,Valide,1,novote,novote,1,novote,1,novote,novote,novote,2,4,3,1,0,0,6
24658,U16-003,2022AR16A,Valide,2,4,2,novote,4,2,novote,novote,1,novote,6,1,3,0,2,4
24664,U16-002,2022AR16A,Valide,1,4,1,4,3,1,1,4,1,1,10,6,0,1,3,0
24669,U16-002,2022AR16A,Nul,novote,novote,novote,novote,4,novote,1,novote,novote,novote,2,1,0,0,1,8
24685,U16-002,2022AR16A,Valide,2,3,2,2,2,2,3,3,3,3,10,0,5,5,0,0
24698,U16-003,2022AR16B,Valide,novote,novote,1,1,1,novote,1,novote,1,novote,5,5,0,0,0,5
24706,U16-002,2022AR16B,Valide,3,1,4,4,3,2,4,4,4,4,10,1,1,2,6,0
24708,U16-003,2022AR16B,Valide,1,3,1,1,4,1,1,1,1,1,10,8,0,1,1,0
24722,U16-002,2022AR16B,Valide,1,1,1,2,2,2,novote,2,2,1,9,4,5,0,0,1
24741,U16-002,2022AR16A,Valide,novote,2,novote,novote,2,1,1,novote,1,novote,5,3,2,0,0,5
24748,U16-003,2022AR16A,Valide,1,3,1,1,1,2,1,1,1,1,10,8,1,1,0,0
24757,U16-003,2022AR16A,Valide,1,4,1,1,1,1,1,1,1,1,10,9,0,0,1,0
24779,U16-002,2022AR16A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
24785,U16-002,2022AR16A,Valide,2,3,2,2,3,1,2,1,1,1,10,4,4,2,0,0
24813,U16-003,2022AR16B,Valide,novote,novote,1,novote,1,novote,novote,novote,1,2,4,3,1,0,0,6
24816,U16-002,2022AR16A,Nul,1 3,4,4,3,2,1,1,2,1,2 3,8,3,2,1,2,0
24826,U16-002,2022AR16A,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
24827,U16-003,2022AR16A,Valide,1,2,novote,novote,1,1,1,novote,1,3,7,5,1,1,0,3
24841,U16-002,2022AR16B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
24848,U16-002,2022AR16B,Valide,1,2,3,4,1,4,3,4,1,3,10,3,1,3,3,0
24864,U16-002,2022AR16A,Nul,novote,novote,novote,novote,2,novote,novote,novote,1,novote,2,1,1,0,0,8
24873,U16-003,2022AR16B,Valide,1,1,novote,novote,novote,1,novote,1,3,1,6,5,0,1,0,4
24874,U16-002,2022AR16A,Nul,1,2,1,1,3 4,3,1,1,1,1,9,7,1,1,0,0
24894,U16-002,2022AR16A,Valide,1,3,3,4,4,1,novote,novote,novote,novote,6,2,0,2,2,4
24910,U16-003,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
24934,U16-002,2022AR16B,Valide,1,1,novote,novote,2,1,novote,novote,2,novote,5,3,2,0,0,5
24943,U16-002,2022AR16B,Valide,novote,novote,2,novote,2,2,3,novote,novote,novote,4,0,3,1,0,6
24956,U16-003,2022AR16B,Valide,3,4,2,2,4,4,4,2,4,2,10,0,4,1,5,0
25001,U16-002,2022AR16A,Valide,1,4,3,3,2,4,2,1,2,1,10,3,3,2,2,0
25018,U16-003,2022AR16A,Valide,3,4,3,2,3,2,2,3,2,3,10,0,4,5,1,0
25041,U16-003,2022AR16A,Valide,2,3,3,4,4,4,4,4,1,4,10,1,1,2,6,0
25046,U16-003,2022AR16B,Valide,1,4,2,4,4,1,4,4,3,4,10,2,1,1,6,0
25048,U16-002,2022AR16A,Valide,3,3,2,3,3,4,4,3,1,4,10,1,1,5,3,0
25053,U16-002,2022AR16A,Valide,1,3,novote,3,4,2,1,1,1,1,9,5,1,2,1,1
25064,U16-003,2022AR16B,Valide,novote,novote,2,3,3,2,novote,novote,novote,novote,4,0,2,2,0,6
25067,U16-002,2022AR16B,Valide,novote,novote,novote,1,1,novote,novote,novote,1,1,4,4,0,0,0,6
25076,U16-003,2022AR16B,Valide,1,novote,3,3,1,3,3,3,1,3,9,3,0,6,0,1
25082,U16-002,2022AR16A,Nul,novote,novote,1,1,novote,1,novote,novote,novote,novote,3,3,0,0,0,7
25112,U16-003,2022AR16B,Valide,novote,novote,2,2,1,novote,novote,novote,1,novote,4,2,2,0,0,6
25147,U16-003,2022AR16B,Valide,1,3,2,4,1,1,3,4,1,4,10,4,1,2,3,0
25179,U16-003,2022AR16B,Valide,3,2,1,1,4,2,3,3,3,2,10,2,3,4,1,0
25191,U16-003,2022AR16A,Valide,3,3,2,2,3,3,2,2,3,3,10,0,4,6,0,0
25208,U16-002,2022AR16A,Nul,novote,novote,novote,novote,2,2,novote,4,novote,novote,3,0,2,0,1,7
25220,U16-002,2022AR16A,Valide,2,3,2,2,2,2,1,2,1,2,10,2,7,1,0,0
25232,U16-002,2022AR16B,Nul,1,novote,novote,novote,novote,1,novote,1,novote,novote,3,3,0,0,0,7
25245,U16-002,2022AR16B,Valide,1,1,1,1,4,1,1,1,1,1,10,9,0,0,1,0
25251,U16-002,2022AR16A,Valide,3,3,3,3,1,1,3,3,1,3,10,3,0,7,0,0
25261,U16-003,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
25299,U16-002,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
25323,U16-003,2022AR16A,Valide,4,4,1,1,4,4,2,1,4,4,10,3,1,0,6,0
25325,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
25330,U16-002,2022AR16A,Nul,1,novote,4,novote,novote,novote,novote,novote,novote,novote,2,1,0,0,1,8
25403,U16-002,2022AR16A,Valide,1,3,3,3,1,3,3,1,1,2,10,4,1,5,0,0
25407,U16-002,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
25413,U16-003,2022AR16B,Valide,1,4,4,4,1,4,4,4,3,4,10,2,0,1,7,0
25431,U16-002,2022AR16A,Valide,2,1,1,1,2,1,1,3,1,3,10,6,2,2,0,0
25443,U16-003,2022AR16B,Valide,1,3,2,1,1,1,3,3,3,3,10,4,1,5,0,0
25444,U16-002,2022AR16B,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
25448,U16-003,2022AR16A,Valide,2,3,2,2,2,4,2,3,1,3,10,1,5,3,1,0
25480,U16-002,2022AR16A,Valide,novote,novote,1,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
25496,U16-002,2022AR16A,Valide,4,4,4,4,4,4,4,4,1,4,10,1,0,0,9,0
25515,U16-002,2022AR16B,Valide,2,novote,novote,novote,2,novote,novote,2,1,novote,4,1,3,0,0,6
25520,U16-002,2022AR16B,Valide,3,3,3,3,1,2,1,2,1,2,10,3,3,4,0,0
25526,U16-003,2022AR16B,Valide,2,novote,novote,2,novote,2,novote,novote,novote,2,4,0,4,0,0,6
25533,U16-002,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
25554,U16-003,2022AR16A,Valide,3,3,2,2,3,2,novote,novote,2,3,8,0,4,4,0,2
25570,U16-002,2022AR16A,Valide,1,novote,novote,novote,2,novote,novote,1,novote,1,4,3,1,0,0,6
25582,U16-002,2022AR16A,Valide,1,novote,novote,4,novote,4,novote,1,novote,novote,4,2,0,0,2,6
25614,U16-002,2022AR16A,Valide,3,1,4,1,1,1,1,1,1,1,10,8,0,1,1,0
25632,U16-003,2022AR16B,Valide,2,2,3,2,1,3,1,3,2,3,10,2,4,4,0,0
25654,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,1,novote,1,1,novote,5,5,0,0,0,5
25656,U16-002,2022AR16B,Nul,2,novote,novote,novote,2,novote,novote,novote,novote,2,3,0,3,0,0,7
25670,U16-002,2022AR16B,Valide,2,novote,4,4,4,2,novote,novote,2,novote,6,0,3,0,3,4
25684,U16-002,2022AR16A,Valide,1,1,novote,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,6
25687,U16-003,2022AR16A,Valide,3,2,3,3,3,2,3,3,2,2,10,0,4,6,0,0
25699,U16-003,2022AR16A,Valide,3,2,4,4,4,2,3,2,3,4,10,0,3,3,4,0
25716,U16-002,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
25723,U16-003,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
25733,U16-002,2022AR16A,Nul,novote,novote,novote,novote,novote,1,novote,novote,1,1,3,3,0,0,0,7
25740,U16-002,2022AR16A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
25751,U16-003,2022AR16B,Valide,1,4,4,4,4,4,1,4,1,4,10,3,0,0,7,0
25752,U16-002,2022AR16A,Valide,1,4,1,4,1,3,2,1,1,4,10,5,1,1,3,0
25765,U16-002,2022AR16A,Nul,1,1,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
25771,U16-003,2022AR16B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
25788,U16-002,2022AR16B,Valide,1,1,4,1,1,1,1,1,2,2,10,7,2,0,1,0
25796,U16-003,2022AR16B,Valide,2,2,2,3,3,3,3,3,2,3,10,0,4,6,0,0
25807,U16-002,2022AR16A,Valide,novote,novote,1,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
25814,U16-003,2022AR16A,Valide,novote,4,2,2,4,2,4,4,2,3,9,0,4,1,4,1
25826,U16-002,2022AR16A,Valide,4,3,3,3,2,2,3,1,2,2,10,1,4,4,1,0
25830,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,1,novote,1,5,5,0,0,0,5
25836,U16-002,2022AR16A,Valide,3,novote,novote,novote,1,novote,novote,3,novote,1,4,2,0,2,0,6
25874,U16-002,2022AR16A,Valide,1,1,1,2,1,2,1,2,1,2,10,6,4,0,0,0
25936,U16-002,2022AR16A,Valide,novote,novote,1,1,novote,novote,novote,novote,1,1,4,4,0,0,0,6
25948,U16-002,2022AR16A,Valide,novote,novote,1,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
25953,U16-002,2022AR16A,Valide,2,novote,novote,novote,2,novote,novote,novote,2,2,4,0,4,0,0,6
25959,U16-003,2022AR16B,Valide,novote,1,novote,novote,1,1,novote,novote,1,novote,4,4,0,0,0,6
25969,U16-002,2022AR16A,Valide,1,4,4,4,1,4,4,4,4,4,10,2,0,0,8,0
25988,U16-002,2022AR16B,Valide,2,2,2,2,2,2,2,2,2,novote,9,0,9,0,0,1
26028,U16-002,2022AR16A,Valide,1,3,2,3,2,1,3,2,1,2,10,3,4,3,0,0
26046,U16-003,2022AR16B,Valide,1,2,2,3,1,2,1,3,1,3,10,4,3,3,0,0
26062,U16-003,2022AR16B,Valide,1,3,2,3,1,2,1,3,1,3,10,4,2,4,0,0
26087,U16-003,2022AR16B,Valide,3,4,4,3,3,4,4,4,2,4,10,0,1,3,6,0
26090,U16-002,2022AR16A,Valide,1,3,1,3,1,3,1,2,1,1,10,6,1,3,0,0
26107,U16-002,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
26160,U16-003,2022AR16A,Valide,1,3,2,2,1,2,novote,novote,2,3,8,2,4,2,0,2
26165,U16-002,2022AR16A,Valide,1,1,novote,1,novote,1,novote,novote,novote,2,5,4,1,0,0,5
26183,U16-003,2022AR16A,Valide,2,novote,novote,2,novote,novote,novote,novote,1,2,4,1,3,0,0,6
26195,U16-003,2022AR16B,Valide,3,4,2,2,4,3,1,2,1,2,10,2,4,2,2,0
26197,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
26202,U16-003,2022AR16B,Valide,1,3,2,4,4,1,2,4,1,3,10,3,2,2,3,0
26209,U16-002,2022AR16A,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,8
26214,U16-002,2022AR16A,Nul,1 2,novote,1,novote,1 2,novote,novote,novote,1 2,novote,1,1,0,0,0,6
26223,U16-003,2022AR16A,Valide,novote,1,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,6
26239,U16-002,2022AR16A,Valide,3,3,3,novote,novote,novote,novote,novote,3,novote,4,0,0,4,0,6
26242,U16-003,2022AR16B,Valide,1,3,1,1,1,3,1,1,1,1,10,8,0,2,0,0
26249,U16-003,2022AR16B,Nul,2,2,2 3,2,3,2,novote,3,2,2,8,0,6,2,0,1
26330,U16-003,2022AR16B,Valide,1,1,1,1,novote,1,novote,novote,novote,1,6,6,0,0,0,4
26378,U16-003,2022AR16B,Valide,2,2,1,1,1,1,1,1,1,1,10,8,2,0,0,0
26386,U16-003,2022AR16B,Valide,2,1,1,3,2,1,2,3,1,4,10,4,3,2,1,0
26432,U16-002,2022AR16B,Valide,novote,novote,novote,1,novote,1,novote,novote,1,1,4,4,0,0,0,6
26442,U16-003,2022AR16A,Valide,2,3,2,1,1,2,1,2,1,2,10,4,5,1,0,0
26463,U16-002,2022AR16A,Valide,1,1,novote,1,1,1,1,1,1,1,9,9,0,0,0,1
26473,U16-002,2022AR16A,Valide,1,novote,novote,novote,4,1,1,1,1,1,7,6,0,0,1,3
26487,U16-002,2022AR16A,Valide,1,2,3,3,1,3,2,2,1,1,10,4,3,3,0,0
26500,U16-002,2022AR16A,Valide,1,4,2,2,1,4,4,4,1,4,10,3,2,0,5,0
26505,U16-002,2022AR16B,Nul,1,novote,novote,novote,2,novote,novote,novote,1,novote,3,2,1,0,0,7
26506,U16-003,2022AR16A,Valide,1,novote,1,novote,1,novote,1,1,1,novote,6,6,0,0,0,4
26514,U16-003,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
26536,U16-002,2022AR16A,Valide,1,novote,novote,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
26548,U16-002,2022AR16A,Valide,2,novote,2,novote,novote,1,1,novote,novote,novote,4,2,2,0,0,6
26574,U16-003,2022AR16B,Valide,2,3,4,1,1,2,4,4,2,4,10,2,3,1,4,0
26575,U16-002,2022AR16B,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
26582,U16-002,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
26603,U16-002,2022AR16A,Valide,2,1,novote,novote,novote,2,novote,novote,1,novote,4,2,2,0,0,6
26651,U16-002,2022AR16A,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
26655,U16-003,2022AR16B,Valide,novote,novote,1,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
26660,U16-002,2022AR16B,Valide,1,novote,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
26666,U16-003,2022AR16A,Valide,2,2,2,2,4,2,2,2,2,2,10,0,9,0,1,0
26675,U16-003,2022AR16B,Valide,2,4,1,1,4,2,1,4,1,3,10,4,2,1,3,0
26691,U16-003,2022AR16A,Valide,4,3,3,1,2,3,2,1,1,2,10,3,3,3,1,0
26699,U16-003,2022AR16B,Valide,2,4,3,1,1,1,1,3,1,2,10,5,2,2,1,0
26753,U16-002,2022AR16B,Valide,1,2,2,novote,1,novote,novote,novote,novote,novote,4,2,2,0,0,6
26839,U16-002,2022AR16A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
26866,U16-002,2022AR16B,Valide,2,3,1,1,3,1,1,4,2,2,10,4,3,2,1,0
26869,U16-003,2022AR16B,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
26882,U16-002,2022AR16B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
26978,U16-003,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
26982,U16-003,2022AR16A,Valide,1,novote,novote,novote,4,1,1,novote,novote,novote,4,3,0,0,1,6
26989,U16-002,2022AR16A,Valide,2,1,2,2,1,1,1,2,1,1,10,6,4,0,0,0
26998,U16-002,2022AR16A,Valide,2,novote,2,2,2,novote,novote,novote,novote,novote,4,0,4,0,0,6
27003,U16-003,2022AR16B,Valide,novote,novote,2,novote,1,novote,novote,2,1,novote,4,2,2,0,0,6
27007,U16-002,2022AR16A,Valide,1,novote,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
27015,U16-003,2022AR16B,Valide,1,1,1,1,1,1,1,2,1,2,10,8,2,0,0,0
27023,U16-002,2022AR16A,Valide,2,1,novote,novote,novote,novote,4,1,3,novote,5,2,1,1,1,5
27067,U16-002,2022AR16A,Valide,2,2,1,1,2,2,2,1,2,2,10,3,7,0,0,0
27097,U16-003,2022AR16A,Valide,4,1,novote,2,1,2,novote,3,1,2,8,3,3,1,1,2
27105,U16-003,2022AR16B,Valide,4,4,4,3,4,3,2,3,1,1,10,2,1,3,4,0
27130,U16-002,2022AR16B,Valide,1,3,4,2,2,1,1,3,2,2,10,3,4,2,1,0
27170,U16-002,2022AR16A,Valide,1,1,1,1,2,1,1,2,2,1,10,7,3,0,0,0
27172,U16-003,2022AR16B,Valide,1,1,3,3,3,1,3,3,3,3,10,3,0,7,0,0
27184,U16-002,2022AR16A,Valide,2,3,2,2,1,1,3,3,2,2,10,2,5,3,0,0
27193,U16-002,2022AR16B,Valide,2,novote,2,novote,novote,novote,novote,2,novote,2,4,0,4,0,0,6
27235,U16-003,2022AR16B,Valide,3,4,2,novote,3,1,3,3,3,3,9,1,1,6,1,1
27253,U16-003,2022AR16B,Valide,4,4,4,1,3,3,1,novote,1,1,9,4,0,2,3,1
27271,U16-002,2022AR16B,Valide,2,4,1,novote,2,2,3,2,2,1,9,2,5,1,1,1
27306,U16-002,2022AR16A,Valide,2,2,1,2,2,2,2,2,2,2,10,1,9,0,0,0
27314,U16-002,2022AR16B,Valide,novote,novote,novote,novote,2,1,novote,2,2,novote,4,1,3,0,0,6
27324,U16-002,2022AR16B,Valide,1,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
27354,U16-003,2022AR16B,Valide,1,4,1,3,2,2,1,2,1,3,10,4,3,2,1,0
27375,U16-002,2022AR16A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
27395,U16-003,2022AR16B,Valide,1,novote,novote,novote,1,1,1,novote,1,novote,5,5,0,0,0,5
27400,U16-003,2022AR16A,Valide,1,4,2,3,4,3,1,3,1,3,10,3,1,4,2,0
27404,U16-002,2022AR16A,Valide,1,1,1,1,novote,1,novote,novote,novote,novote,5,5,0,0,0,5
27418,U16-003,2022AR16A,Nul,2 3,3,2,2,2,1,2 3,1,3,2,8,2,4,2,0,0
27436,U16-003,2022AR16B,Valide,novote,novote,1,novote,novote,novote,4,4,4,4,5,1,0,0,4,5
27500,U16-003,2022AR16B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
27501,U16-002,2022AR16B,Valide,3,3,3,1,4,4,2,2,2,1,10,2,3,3,2,0
27524,U16-003,2022AR16A,Valide,3,3,2,2,4,3,2,3,3,3,10,0,3,6,1,0
27525,U16-002,2022AR16B,Valide,1,novote,novote,novote,4,novote,novote,2,novote,2,4,1,2,0,1,6
27533,U16-002,2022AR16B,Valide,1,4,4,4,4,1,4,4,1,4,10,3,0,0,7,0
27539,U16-002,2022AR16A,Valide,2,4,1,3,4,2,3,3,3,3,10,1,2,5,2,0
27540,U16-003,2022AR16A,Valide,4,1,3,3,1,4,4,1,1,1,10,5,0,2,3,0
27547,U16-003,2022AR16B,Valide,1,4,1,1,1,4,novote,4,1,4,9,5,0,0,4,1
27554,U16-003,2022AR16B,Valide,3,4,novote,novote,2,novote,novote,novote,2,novote,4,0,2,1,1,6
27561,U16-002,2022AR16A,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
27573,U16-002,2022AR16B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
27609,U16-003,2022AR16B,Valide,4,4,1,1,4,4,3,3,1,1,10,4,0,2,4,0
27614,U16-002,2022AR16A,Nul,1,novote,novote,novote,1,1,novote,novote,novote,novote,3,3,0,0,0,7
27638,U16-003,2022AR16B,Valide,2,3,2,3,1,3,3,1,1,1,10,4,2,4,0,0
27651,U16-003,2022AR16B,Valide,4,4,4,4,4,4,4,4,4,4,10,0,0,0,10,0
27656,U16-002,2022AR16A,Valide,2,3,3,3,2,3,2,2,1,1,10,2,4,4,0,0
27712,U16-003,2022AR16A,Valide,2,3,2,2,1,2,1,2,1,3,10,3,5,2,0,0
27744,U16-002,2022AR16A,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,4,4,0,0,0,6
27745,U16-003,2022AR16A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
27752,U16-002,2022AR16A,Valide,1,3,novote,2,3,2,1,2,2,2,9,2,5,2,0,1
27761,U16-003,2022AR16B,Nul,1 4,1 4,4,4,1 4,1 3,1 3,1 3,1 3,1 4,2,0,0,0,2,0
27769,U16-003,2022AR16A,Valide,2,3,3,3,2,2,1,2,1,novote,9,2,4,3,0,1
27773,U16-002,2022AR16A,Valide,3,2,1,2,1,2,1,2,1,2,10,4,5,1,0,0
27790,U16-002,2022AR16A,Valide,1,4,4,4,1,3,3,4,3,4,10,2,0,3,5,0
27798,U16-002,2022AR16A,Valide,4,4,4,4,2,3,4,4,1,2,10,1,2,1,6,0
27810,U16-002,2022AR16B,Valide,2,novote,novote,3,novote,novote,novote,2,novote,1,4,1,2,1,0,6
27825,U16-002,2022AR16A,Valide,2,2,2,3,3,1,3,3,1,2,10,2,4,4,0,0
27833,U16-002,2022AR16A,Valide,1,4,3,4,4,3,2,2,3,3,10,1,2,4,3,0
27874,U16-002,2022AR16B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
27882,U16-003,2022AR16A,Valide,3,3,1,1,1,4,4,4,1,4,10,4,0,2,4,0
27890,U16-002,2022AR16B,Valide,1,2,2,3,2,2,3,3,2,3,10,1,5,4,0,0
27897,U16-003,2022AR16B,Valide,2,3,3,3,3,3,3,3,1,3,10,1,1,8,0,0
27907,U16-003,2022AR16B,Valide,1,novote,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
27914,U16-003,2022AR16A,Valide,novote,novote,2,novote,2,2,novote,novote,1,novote,4,1,3,0,0,6
27943,U16-002,2022AR16A,Valide,novote,2,novote,novote,2,novote,novote,novote,2,2,4,0,4,0,0,6
27993,U16-002,2022AR16A,Valide,2,3,1,3,2,1,2,2,2,2,10,2,6,2,0,0
28016,U16-003,2022AR16A,Nul,novote,novote,1,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
28033,U16-002,2022AR16A,Valide,3,3,2,2,1,3,3,3,1,2,10,2,3,5,0,0
28042,U16-002,2022AR16A,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,8
28047,U16-003,2022AR16A,Valide,1,novote,1,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,6
28049,U16-002,2022AR16A,Valide,1,2,2,2,2,1,1,1,1,1,10,6,4,0,0,0
28058,U16-002,2022AR16B,Valide,1,1,1,1,1,1,1,1,2,2,10,8,2,0,0,0
28072,U16-002,2022AR16B,Valide,2,2,2,novote,novote,3,2,2,3,3,8,0,5,3,0,2
28073,U16-003,2022AR16B,Valide,2,1,novote,novote,4,3,novote,novote,2,4,6,1,2,1,2,4
28109,U16-003,2022AR16A,Valide,2,novote,2,novote,novote,novote,novote,2,2,novote,4,0,4,0,0,6
28140,U16-002,2022AR16A,Valide,novote,novote,novote,novote,1,1,novote,novote,1,1,4,4,0,0,0,6
28150,U16-002,2022AR16A,Valide,4,3,novote,novote,4,4,4,4,4,4,8,0,0,1,7,2
28158,U16-003,2022AR16A,Valide,2,4,novote,2,1,4,2,2,1,4,9,2,4,0,3,1
28163,U16-002,2022AR16A,Valide,1,novote,novote,novote,novote,1,1,novote,1,novote,4,4,0,0,0,6
