ID,Urne,QR-Code,Categorie,1 - ilot refuge pour pietons et velos pont Alexandre III,2 - Reamenager et equiper les espaces verts du 7e arrondissement,3 - Embellir les cours des ecoles du 7e arrondissement !,4  - Reamenagement des espaces dedies a la jeunesse,5 - Restauration des chapelles Sainte-Valere et Sainte-Clotilde,6 - Restauration du temple de Pentemont,7 - Restaurer la sacristie de l eglise Saint-Thomas d Aquin et son local,8 - Restaurer le Champ de Mars et son mobilier historique,9 - Sauvegarde des statues de l arrondissement,10 - Vegetalisation et equipement de la place Fontenoy,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
12858,U07-004,2022AR07B,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
12868,U07-004,2022AR07A,Valide,novote,novote,1,novote,novote,1,novote,4,1,novote,4,3,0,0,1,6
12870,U07-004,2022AR07A,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,9
12877,U07-004,2022AR07B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
12878,U07-004,2022AR07A,Valide,novote,3,2,1,novote,novote,novote,3,novote,novote,4,1,1,2,0,6
12885,U07-004,2022AR07A,Valide,2,2,novote,novote,2,novote,novote,2,novote,novote,4,0,4,0,0,6
12895,U07-004,2022AR07B,Valide,2,2,novote,novote,novote,novote,novote,1,novote,2,4,1,3,0,0,6
12896,U07-004,2022AR07A,Valide,4,1,2,2,3,3,2,1,1,1,10,4,3,2,1,0
12898,U07-004,2022AR07A,Valide,2,1,3,1,2,3,4,2,3,2,10,2,4,3,1,0
12900,U07-004,2022AR07B,Valide,2,2,1,1,2,2,2,2,1,3,10,3,6,1,0,0
27839,U07-002,2022AR07A,Valide,1,1,2,2,2,2,3,1,novote,2,9,3,5,1,0,1
27852,U07-002,2022AR07A,Valide,3,novote,2,1,2,2,2,2,2,novote,8,1,6,1,0,2
27926,U07-002,2022AR07A,Valide,3,2,2,1,1,1,1,1,1,2,10,6,3,1,0,0
27976,U07-002,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
27982,U07-002,2022AR07A,Valide,1,1,3,3,4,4,4,2,2,2,10,2,3,2,3,0
27987,U07-002,2022AR07A,Valide,4,3,2,1,2,3,3,2,4,4,10,1,3,3,3,0
28092,U07-002,2022AR07A,Valide,2,2,novote,1,novote,novote,novote,novote,2,novote,4,1,3,0,0,6
28125,U07-002,2022AR07A,Valide,1,1,3,1,4,4,4,novote,novote,novote,7,3,0,1,3,3
28215,U07-002,2022AR07A,Valide,novote,2,2,1,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
28520,U07-002,2022AR07A,Valide,novote,2,novote,1,novote,novote,novote,1,novote,1,4,3,1,0,0,6
28563,U07-002,2022AR07A,Valide,4,1,1,1,4,4,4,1,novote,1,9,5,0,0,4,1
28571,U07-002,2022AR07A,Valide,3,2,4,1,2,2,2,2,3,2,10,1,6,2,1,0
28613,U07-002,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
28672,U07-002,2022AR07A,Valide,4,1,1,1,3,3,3,novote,2,1,9,4,1,3,1,1
28823,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
28850,U07-002,2022AR07A,Valide,3,3,1,1,3,3,3,2,3,3,10,2,1,7,0,0
28857,U07-002,2022AR07A,Nul,3 4,2,2,2,3,2,3,1,2,novote,8,1,5,2,0,1
28901,U07-002,2022AR07A,Valide,1,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
28972,U07-002,2022AR07A,Valide,novote,2,2,1,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
29022,U07-002,2022AR07A,Valide,2,1,1,2,2,2,2,1,2,1,10,4,6,0,0,0
29079,U07-002,2022AR07A,Nul,1,novote,1,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,7
29357,U07-002,2022AR07A,Nul,1,novote,novote,1,novote,novote,novote,novote,novote,novote,2,2,0,0,0,8
29703,U07-002,2022AR07A,Valide,novote,3,2,1,2,2,2,2,2,novote,8,1,6,1,0,2
29854,U07-002,2022AR07A,Valide,4,4,4,4,4,4,4,3,2,novote,9,0,1,1,7,1
29957,U07-002,2022AR07A,Valide,3,1,2,2,3,2,3,2,2,2,10,1,6,3,0,0
30101,U07-002,2022AR07A,Valide,novote,1,1,1,2,3,3,1,1,1,9,6,1,2,0,1
30266,U07-002,2022AR07A,Valide,novote,novote,novote,novote,1,1,novote,1,1,novote,4,4,0,0,0,6
30310,U07-002,2022AR07A,Valide,3,1,3,1,3,3,3,2,1,2,10,3,2,5,0,0
30551,U07-002,2022AR07A,Valide,1,1,novote,1,3,3,3,2,4,2,9,3,2,3,1,1
30809,U07-002,2022AR07A,Valide,1,2,1,1,3,1,1,2,3,2,10,5,3,2,0,0
30867,U07-002,2022AR07A,Nul,novote,2,novote,novote,novote,novote,novote,1,novote,novote,2,1,1,0,0,8
30898,U07-002,2022AR07A,Valide,4,1,3,2,3,2,2,1,1,2,10,3,4,2,1,0
30995,U07-002,2022AR07A,Valide,2,1,3,novote,4,2,4,2,1,novote,8,2,3,1,2,2
31025,U07-002,2022AR07A,Valide,4,2,novote,1,2,novote,novote,novote,2,novote,5,1,3,0,1,5
31125,U07-002,2022AR07A,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,4,4,0,0,0,6
31172,U07-002,2022AR07A,Valide,2,2,2,2,1,1,1,1,1,2,10,5,5,0,0,0
31180,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
31344,U07-002,2022AR07A,Valide,2,1,novote,2,novote,2,novote,1,2,2,7,2,5,0,0,3
31394,U07-002,2022AR07A,Nul,3,1,1,1,1 2,1 2,1 2,2,2,2,7,3,3,1,0,0
31436,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
31446,U07-002,2022AR07A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
31721,U07-002,2022AR07A,Valide,novote,2,1,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,6
31742,U07-002,2022AR07A,Valide,3,1,2,2,3,3,3,1,1,2,10,3,3,4,0,0
31847,U07-002,2022AR07A,Valide,novote,1,novote,1,novote,novote,2,novote,novote,1,4,3,1,0,0,6
32091,U07-002,2022AR07A,Nul,1 2,1 2,novote,novote,novote,2,3 4,1,novote,novote,2,1,1,0,0,5
32196,U07-002,2022AR07A,Valide,novote,1,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,6
32264,U07-002,2022AR07A,Valide,novote,2,novote,1,2,novote,novote,2,novote,novote,4,1,3,0,0,6
32272,U07-002,2022AR07A,Valide,2,1,2,1,3,3,2,1,1,2,10,4,4,2,0,0
32330,U07-002,2022AR07A,Valide,4,4,4,1,4,4,4,4,4,4,10,1,0,0,9,0
32364,U07-002,2022AR07A,Valide,2,2,2,2,2,2,1,1,2,1,10,3,7,0,0,0
32719,U07-002,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,2,2,novote,4,2,2,0,0,6
33114,U07-002,2022AR07A,Valide,1,1,2,1,1,1,1,2,1,1,10,8,2,0,0,0
33172,U07-002,2022AR07A,Valide,4,1,novote,1,novote,novote,novote,novote,novote,1,4,3,0,0,1,6
33290,U07-002,2022AR07A,Valide,2,2,2,1,2,3,3,2,2,3,10,1,6,3,0,0
33472,U07-002,2022AR07A,Valide,2,1,3,2,3,2,3,2,1,novote,9,2,4,3,0,1
33686,U07-002,2022AR07A,Valide,3,2,2,2,4,3,3,3,2,1,10,1,4,4,1,0
33693,U07-002,2022AR07A,Valide,2,1,1,2,1,2,1,1,2,3,10,5,4,1,0,0
34070,U07-002,2022AR07A,Valide,novote,novote,novote,1,novote,2,novote,2,novote,1,4,2,2,0,0,6
34117,U07-002,2022AR07A,Valide,2,1,1,1,2,2,2,1,2,1,10,5,5,0,0,0
34130,U07-002,2022AR07A,Valide,1,novote,2,1,2,novote,1,novote,novote,2,6,3,3,0,0,4
34158,U07-002,2022AR07A,Valide,1,1,2,1,2,3,3,1,2,1,10,5,3,2,0,0
34215,U07-002,2022AR07A,Valide,1,novote,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
34263,U07-002,2022AR07A,Valide,2,1,2,1,4,3,3,1,1,1,10,5,2,2,1,0
34381,U07-002,2022AR07A,Valide,1,novote,novote,2,1,2,1,novote,novote,novote,5,3,2,0,0,5
34450,U07-002,2022AR07A,Nul,4,2,3,1,2 4,2 4,2 3,1,1,2,7,3,2,1,1,0
34552,U07-002,2022AR07A,Nul,novote,novote,novote,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
34607,U07-002,2022AR07A,Valide,4,3,2,2,3,3,3,3,2,3,10,0,3,6,1,0
34686,U07-002,2022AR07A,Valide,2,2,2,2,3,4,3,2,3,3,10,0,5,4,1,0
34891,U07-002,2022AR07A,Valide,2,1,1,1,1,2,2,1,2,1,10,6,4,0,0,0
35100,U07-002,2022AR07A,Valide,3,2,1,1,3,3,3,2,1,1,10,4,2,4,0,0
35163,U07-002,2022AR07A,Valide,novote,2,novote,1,novote,novote,novote,1,2,novote,4,2,2,0,0,6
35185,U07-002,2022AR07A,Valide,3,1,1,1,2,3,3,1,1,1,10,6,1,3,0,0
35225,U07-002,2022AR07A,Valide,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
35329,U07-002,2022AR07A,Valide,1,1,2,1,novote,novote,novote,2,novote,1,6,4,2,0,0,4
35335,U07-002,2022AR07A,Valide,novote,1,novote,1,3,novote,novote,novote,novote,1,4,3,0,1,0,6
35562,U07-002,2022AR07A,Valide,novote,2,2,3,novote,novote,novote,2,novote,2,5,0,4,1,0,5
35633,U07-002,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
35807,U07-002,2022AR07A,Valide,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
36086,U07-002,2022AR07A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,6
36270,U07-002,2022AR07A,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,4,4,0,0,0,6
36281,U07-002,2022AR07A,Valide,3,1,2,2,1,1,1,1,1,1,10,7,2,1,0,0
36470,U07-002,2022AR07A,Valide,1,1,2,2,2,2,2,2,2,2,10,2,8,0,0,0
36519,U07-002,2022AR07A,Valide,2,2,2,1,3,3,3,3,3,3,10,1,3,6,0,0
36567,U07-002,2022AR07A,Valide,4,1,novote,1,2,2,2,1,1,2,9,4,4,0,1,1
36747,U07-002,2022AR07A,Valide,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,6
36761,U07-002,2022AR07A,Valide,4,4,4,1,1,1,1,3,3,4,10,4,0,2,4,0
36969,U07-002,2022AR07A,Valide,2,2,2,1,novote,novote,novote,novote,novote,novote,4,1,3,0,0,6
37119,U07-002,2022AR07A,Valide,novote,novote,4,novote,1,novote,1,novote,novote,4,4,2,0,0,2,6
37427,U07-002,2022AR07A,Valide,novote,1,novote,1,1,novote,novote,1,novote,novote,4,4,0,0,0,6
37597,U07-002,2022AR07A,Valide,2,1,1,1,novote,novote,novote,1,novote,1,6,5,1,0,0,4
37626,U07-002,2022AR07A,Valide,3,1,2,3,3,3,3,2,1,1,10,3,2,5,0,0
37865,U07-002,2022AR07A,Valide,1,1,1,1,1,novote,1,1,2,1,9,8,1,0,0,1
38023,U07-002,2022AR07A,Valide,1,1,1,1,2,1,1,1,novote,novote,8,7,1,0,0,2
38118,U07-002,2022AR07A,Valide,1,1,2,1,1,novote,novote,novote,novote,novote,5,4,1,0,0,5
38303,U07-002,2022AR07A,Valide,4,4,4,1,4,4,4,2,2,4,10,1,2,0,7,0
38316,U07-002,2022AR07A,Valide,3,3,2,1,3,3,novote,3,3,3,9,1,1,7,0,1
38530,U07-002,2022AR07A,Valide,novote,2,1,2,1,novote,1,1,1,novote,7,5,2,0,0,3
38542,U07-002,2022AR07A,Valide,2,1,1,2,novote,novote,2,2,novote,novote,6,2,4,0,0,4
38568,U07-002,2022AR07A,Valide,novote,novote,2,1,novote,novote,novote,2,novote,2,4,1,3,0,0,6
38628,U07-002,2022AR07A,Valide,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
38809,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
38832,U07-002,2022AR07A,Valide,3,2,1,1,3,3,3,2,3,2,10,2,3,5,0,0
38912,U07-002,2022AR07A,Valide,1,1,novote,2,novote,novote,novote,novote,novote,1,4,3,1,0,0,6
39149,U07-002,2022AR07A,Valide,novote,1,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
39200,U07-002,2022AR07A,Valide,3,1,novote,1,novote,novote,novote,1,1,1,6,5,0,1,0,4
39252,U07-002,2022AR07A,Valide,2,2,3,1,2,2,2,1,2,1,10,3,6,1,0,0
39384,U07-002,2022AR07A,Valide,3,2,3,1,2,2,2,1,2,3,10,2,5,3,0,0
39849,U07-002,2022AR07A,Valide,3,2,2,2,2,2,3,1,1,2,10,2,6,2,0,0
39938,U07-002,2022AR07A,Valide,3,2,3,1,3,3,3,1,2,3,10,2,2,6,0,0
40064,U07-002,2022AR07A,Valide,3,2,3,1,4,4,4,3,4,2,10,1,2,3,4,0
40175,U07-002,2022AR07A,Nul,1 2,3 4,1 2,1 2,1 2,1 2,1 2,2,1,1,3,2,1,0,0,0
40452,U07-002,2022AR07A,Valide,3,2,1,1,1,3,3,4,3,1,10,4,1,4,1,0
40522,U07-002,2022AR07A,Valide,novote,2,novote,1,2,novote,novote,2,novote,novote,4,1,3,0,0,6
40578,U07-002,2022AR07A,Valide,novote,2,novote,1,1,1,1,novote,1,2,7,5,2,0,0,3
40587,U07-002,2022AR07A,Valide,3,3,3,3,1,2,1,3,1,3,10,3,1,6,0,0
40865,U07-002,2022AR07A,Valide,2,1,novote,1,2,novote,novote,novote,novote,novote,4,2,2,0,0,6
40982,U07-002,2022AR07A,Valide,novote,novote,1,1,1,novote,1,1,1,novote,6,6,0,0,0,4
41373,U07-002,2022AR07A,Valide,2,1,1,1,1,2,1,3,1,3,10,6,2,2,0,0
41387,U07-002,2022AR07A,Valide,1,4,1,1,4,4,4,1,4,4,10,4,0,0,6,0
41414,U07-002,2022AR07A,Valide,1,novote,novote,1,novote,novote,novote,1,1,1,5,5,0,0,0,5
41618,U07-002,2022AR07A,Valide,2,2,4,4,4,3,3,4,4,4,10,0,2,2,6,0
41693,U07-002,2022AR07A,Valide,2,1,3,novote,1,2,2,1,1,1,9,5,3,1,0,1
41748,U07-002,2022AR07A,Valide,3,1,3,1,2,3,3,1,1,1,10,5,1,4,0,0
41802,U07-002,2022AR07A,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,8
42078,U07-002,2022AR07A,Valide,4,4,3,1,3,3,1,3,3,4,10,2,0,5,3,0
42101,U07-002,2022AR07A,Valide,novote,2,2,1,novote,novote,novote,novote,novote,2,4,1,3,0,0,6
42299,U07-002,2022AR07A,Valide,novote,3,novote,1,3,novote,novote,3,novote,novote,4,1,0,3,0,6
42324,U07-002,2022AR07A,Valide,novote,1,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
42364,U07-002,2022AR07A,Nul,1 2,1 2,1,1,1 3,3,novote,1,1,novote,5,4,0,1,0,2
42575,U07-002,2022AR07A,Valide,2,1,3,1,2,2,3,1,2,2,10,3,5,2,0,0
42722,U07-002,2022AR07A,Valide,1,1,novote,1,1,novote,1,1,1,novote,7,7,0,0,0,3
43026,U07-002,2022AR07A,Valide,1,1,3,3,2,3,novote,1,1,2,9,4,2,3,0,1
43180,U07-002,2022AR07A,Valide,3,3,4,1,1,2,1,4,3,3,10,3,1,4,2,0
43209,U07-002,2022AR07A,Valide,3,2,3,2,3,4,3,2,3,3,10,0,3,6,1,0
43337,U07-002,2022AR07A,Valide,novote,novote,novote,2,novote,1,novote,2,2,novote,4,1,3,0,0,6
43429,U07-002,2022AR07A,Valide,1,novote,2,1,3,3,3,3,3,3,9,2,1,6,0,1
43638,U07-002,2022AR07A,Valide,2,1,3,1,novote,2,3,1,2,2,9,3,4,2,0,1
43653,U07-002,2022AR07A,Valide,novote,2,2,1,3,3,3,novote,novote,novote,6,1,2,3,0,4
43689,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,6
43979,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
44014,U07-002,2022AR07A,Valide,novote,1,novote,3,novote,novote,novote,1,novote,1,4,3,0,1,0,6
44378,U07-002,2022AR07A,Valide,novote,1,novote,1,2,novote,novote,novote,novote,1,4,3,1,0,0,6
44594,U07-002,2022AR07A,Valide,1,1,1,1,2,3,3,1,4,1,10,6,1,2,1,0
44857,U07-002,2022AR07A,Valide,2,3,2,2,3,3,3,2,novote,novote,8,0,4,4,0,2
45048,U07-002,2022AR07A,Valide,novote,3,novote,1,novote,novote,3,3,novote,novote,4,1,0,3,0,6
45155,U07-002,2022AR07A,Valide,1,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
45250,U07-002,2022AR07A,Valide,1,1,1,1,2,3,2,1,1,1,10,7,2,1,0,0
45270,U07-002,2022AR07A,Valide,2,1,1,2,1,1,1,1,2,2,10,6,4,0,0,0
45505,U07-002,2022AR07A,Valide,2,1,1,1,3,3,3,2,2,3,10,3,3,4,0,0
45628,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
45753,U07-002,2022AR07A,Valide,3,2,novote,1,2,2,2,3,3,3,9,1,4,4,0,1
45953,U07-002,2022AR07A,Valide,3,2,2,2,2,3,3,1,3,3,10,1,4,5,0,0
46060,U07-002,2022AR07A,Valide,novote,novote,3,novote,4,4,4,3,3,2,7,0,1,3,3,3
46258,U07-002,2022AR07A,Valide,4,4,4,1,1,1,1,4,4,4,10,4,0,0,6,0
46562,U07-002,2022AR07A,Valide,4,1,3,3,4,4,4,2,2,3,10,1,2,3,4,0
46663,U07-002,2022AR07A,Valide,2,1,3,2,2,2,2,1,2,1,10,3,6,1,0,0
46673,U07-002,2022AR07A,Valide,2,1,2,1,2,3,3,2,3,3,10,2,4,4,0,0
46701,U07-002,2022AR07A,Valide,4,1,4,1,4,4,4,4,4,4,10,2,0,0,8,0
46709,U07-002,2022AR07A,Valide,3,2,2,1,2,2,2,2,2,2,10,1,8,1,0,0
46735,U07-002,2022AR07A,Valide,3,2,2,2,3,3,1,1,3,2,10,2,4,4,0,0
46901,U07-002,2022AR07A,Valide,1,1,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
46923,U07-002,2022AR07A,Valide,3,2,1,2,3,3,2,2,1,3,10,2,4,4,0,0
46973,U07-002,2022AR07A,Valide,novote,novote,novote,1,1,1,1,novote,novote,novote,4,4,0,0,0,6
47069,U07-002,2022AR07A,Valide,novote,1,novote,1,1,1,1,novote,novote,novote,5,5,0,0,0,5
47106,U07-002,2022AR07A,Valide,1,2,3,2,3,3,3,2,2,2,10,1,5,4,0,0
47150,U07-002,2022AR07A,Valide,novote,novote,2,1,novote,novote,novote,2,novote,2,4,1,3,0,0,6
47242,U07-002,2022AR07A,Valide,3,3,novote,1,3,3,3,3,3,3,9,1,0,8,0,1
47274,U07-002,2022AR07A,Valide,novote,1,3,2,2,2,2,1,2,1,9,3,5,1,0,1
47284,U07-002,2022AR07A,Valide,1,2,novote,1,novote,novote,novote,novote,novote,2,4,2,2,0,0,6
47313,U07-002,2022AR07A,Valide,2,2,1,1,2,2,2,2,2,3,10,2,7,1,0,0
47323,U07-002,2022AR07A,Valide,novote,2,2,1,1,3,2,3,2,novote,8,2,4,2,0,2
47367,U07-002,2022AR07A,Valide,novote,1,2,1,novote,novote,novote,2,novote,novote,4,2,2,0,0,6
47424,U07-002,2022AR07A,Valide,2,1,1,2,2,2,2,2,2,1,10,3,7,0,0,0
47616,U07-002,2022AR07A,Valide,2,novote,novote,1,novote,novote,2,2,novote,novote,4,1,3,0,0,6
47704,U07-002,2022AR07A,Valide,1,novote,1,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
47738,U07-002,2022AR07A,Valide,1,1,1,1,2,2,2,3,3,2,10,4,4,2,0,0
47757,U07-002,2022AR07A,Valide,2,2,1,1,3,4,4,1,2,2,10,3,4,1,2,0
47830,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
47876,U07-002,2022AR07A,Valide,2,novote,1,1,1,novote,1,2,1,1,8,6,2,0,0,2
48060,U07-002,2022AR07A,Valide,2,1,1,1,2,3,2,1,1,1,10,6,3,1,0,0
48119,U07-002,2022AR07A,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
48273,U07-002,2022AR07A,Valide,novote,2,2,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,6
48467,U07-002,2022AR07A,Valide,novote,1,novote,1,4,novote,novote,novote,4,novote,4,2,0,0,2,6
48540,U07-002,2022AR07A,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
48566,U07-002,2022AR07A,Valide,2,1,2,1,1,2,2,2,2,1,10,4,6,0,0,0
48851,U07-002,2022AR07A,Valide,4,novote,1,1,2,novote,2,novote,novote,novote,5,2,2,0,1,5
48876,U07-002,2022AR07A,Valide,2,1,1,1,novote,novote,novote,1,novote,novote,5,4,1,0,0,5
48900,U07-002,2022AR07A,Valide,3,1,novote,1,2,2,2,2,1,2,9,3,5,1,0,1
49370,U07-002,2022AR07A,Valide,1,1,novote,novote,novote,novote,novote,2,novote,2,4,2,2,0,0,6
49498,U07-002,2022AR07A,Valide,novote,2,novote,1,2,novote,2,novote,novote,novote,4,1,3,0,0,6
49598,U07-002,2022AR07A,Valide,2,2,novote,2,novote,novote,novote,novote,novote,3,4,0,3,1,0,6
49610,U07-002,2022AR07A,Valide,4,1,1,1,1,1,1,1,1,1,10,9,0,0,1,0
49631,U07-002,2022AR07A,Valide,2,2,2,2,2,2,2,2,novote,novote,8,0,8,0,0,2
49784,U07-002,2022AR07A,Valide,4,1,1,1,novote,novote,novote,1,1,novote,6,5,0,0,1,4
49816,U07-002,2022AR07A,Valide,1,1,1,1,novote,novote,novote,1,novote,1,6,6,0,0,0,4
49977,U07-002,2022AR07A,Valide,2,2,1,2,2,3,1,1,3,2,10,3,5,2,0,0
50278,U07-002,2022AR07A,Nul,1 2,1 2,3,1,novote,novote,novote,2,novote,novote,3,1,1,1,0,5
50348,U07-002,2022AR07A,Valide,2,3,3,1,1,1,1,1,1,4,10,6,1,2,1,0
50400,U07-002,2022AR07A,Nul,2,2,1,1,1,2 4,1,1,1,1,9,7,2,0,0,0
50572,U07-002,2022AR07A,Valide,1,2,novote,2,3,novote,novote,novote,novote,novote,4,1,2,1,0,6
50584,U07-002,2022AR07A,Valide,novote,novote,2,1,4,novote,4,novote,novote,novote,4,1,1,0,2,6
50594,U07-002,2022AR07A,Valide,2,1,2,2,3,3,3,2,1,1,10,3,4,3,0,0
50660,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
50981,U07-002,2022AR07A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
51231,U07-002,2022AR07A,Nul,1,1,novote,1,novote,novote,novote,novote,novote,novote,3,3,0,0,0,7
51243,U07-002,2022AR07A,Valide,novote,1,1,1,novote,novote,novote,2,novote,novote,4,3,1,0,0,6
51300,U07-002,2022AR07A,Valide,3,1,1,3,novote,novote,novote,1,2,novote,6,3,1,2,0,4
51388,U07-002,2022AR07A,Valide,1,2,2,1,2,2,2,1,1,1,10,5,5,0,0,0
51447,U07-002,2022AR07A,Valide,novote,2,2,1,2,novote,novote,1,2,2,7,2,5,0,0,3
51455,U07-002,2022AR07A,Valide,2,1,1,1,2,3,2,2,2,1,10,4,5,1,0,0
51523,U07-002,2022AR07A,Valide,4,1,1,1,1,1,1,2,1,2,10,7,2,0,1,0
51576,U07-002,2022AR07A,Valide,3,1,3,1,4,4,4,1,2,1,10,4,1,2,3,0
51855,U07-002,2022AR07A,Valide,novote,novote,1,1,novote,novote,novote,2,2,novote,4,2,2,0,0,6
51882,U07-002,2022AR07A,Valide,4,2,2,2,1,3,1,3,1,2,10,3,4,2,1,0
51947,U07-002,2022AR07A,Valide,2,1,1,1,4,4,4,2,3,3,10,3,2,2,3,0
52029,U07-002,2022AR07A,Valide,1,1,1,1,novote,novote,novote,1,1,novote,6,6,0,0,0,4
52152,U07-002,2022AR07A,Valide,novote,2,novote,2,novote,novote,novote,2,3,novote,4,0,3,1,0,6
52223,U07-002,2022AR07A,Valide,novote,1,novote,2,novote,novote,novote,2,2,novote,4,1,3,0,0,6
52293,U07-002,2022AR07A,Valide,1,2,1,2,1,3,3,novote,novote,novote,7,3,2,2,0,3
52503,U07-002,2022AR07A,Valide,novote,2,1,1,novote,novote,novote,novote,novote,2,4,2,2,0,0,6
52761,U07-002,2022AR07A,Valide,2,2,2,2,4,2,4,4,4,4,10,0,5,0,5,0
52823,U07-002,2022AR07A,Valide,2,1,3,2,1,2,1,1,1,2,10,5,4,1,0,0
52917,U07-002,2022AR07A,Valide,1,1,1,1,1,4,1,1,1,1,10,9,0,0,1,0
53007,U07-002,2022AR07A,Valide,2,1,1,1,2,2,2,1,1,1,10,6,4,0,0,0
53102,U07-002,2022AR07A,Valide,1,1,1,1,2,1,3,novote,novote,novote,7,5,1,1,0,3
53140,U07-002,2022AR07A,Valide,4,1,1,2,1,3,1,1,1,1,10,7,1,1,1,0
53367,U07-002,2022AR07A,Valide,1,2,1,2,3,2,4,4,1,1,10,4,3,1,2,0
53382,U07-002,2022AR07A,Valide,4,1,1,1,1,1,1,3,2,1,10,7,1,1,1,0
53390,U07-002,2022AR07A,Valide,3,1,4,2,3,3,3,1,2,1,10,3,2,4,1,0
53503,U07-002,2022AR07A,Valide,3,2,2,1,2,2,3,1,1,1,10,4,4,2,0,0
53762,U07-002,2022AR07A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
53779,U75-005,2022AR07B,Nul,novote,1,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,8
54006,U07-002,2022AR07A,Valide,1,novote,1,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,6
54050,U07-002,2022AR07A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,6
54091,U07-002,2022AR07A,Valide,2,1,3,1,3,4,3,3,1,1,10,4,1,4,1,0
54255,U07-002,2022AR07A,Valide,2,1,2,1,2,2,3,1,1,1,10,5,4,1,0,0
54316,U07-002,2022AR07A,Valide,2,2,2,1,3,3,3,1,2,novote,9,2,4,3,0,1
54415,U07-002,2022AR07A,Valide,3,1,1,1,3,3,3,2,2,1,10,4,2,4,0,0
54523,U07-002,2022AR07A,Valide,1,1,1,1,2,2,2,1,1,2,10,6,4,0,0,0
54706,U07-002,2022AR07A,Valide,1,2,1,1,4,4,4,3,4,3,10,3,1,2,4,0
54739,U07-002,2022AR07A,Valide,4,2,1,1,1,4,3,1,1,1,10,6,1,1,2,0
54806,U07-002,2022AR07A,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
54926,U07-002,2022AR07A,Valide,3,2,2,3,3,3,2,2,2,2,10,0,6,4,0,0
