ID,Urne,QR-Code,Categorie,1 - Ameliorer l accueil des sportifs dans le 12e arrondissement,2 - Renover nos Terrains d’Education Physique (TEP),3 - Faire du 12e un arrondissement plus solidaire,4 - Realiser deux amenagements ponctuels et mesurer la pollution sonore,"5 - Sublimer nos squares, parcs et jardins",6 - Ameliorer le quotidien des eleves du 12e,7 - Faisons du 12e un arrondissement toujours plus culturel !,8 - Renovons notre Patrimoine,9 - Restaurer la facade de l eglise du Rendez vous,10 - Ameliorer le quotidien des habitant·e·s du quartier Bel-Air Nord,11 - Renforcer l accessibilite et l inclusivite dans le 12e arrondissement,12 - Valoriser les squares du quartier Erard-Rozanoff,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
223182,U12-009,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223183,U12-008,2022AR12B,Valide,1,1,1,1,2,1,1,1,1,3,1,2,12,9,2,1,0,0
223186,U10-014,2022AR12A,Valide,3,3,3,4,1,2,1,1,2,1,3,2,12,4,3,4,1,0
223187,U12-002,2022AR12A,Valide,1,2,novote,novote,2,2,2,novote,novote,novote,novote,novote,5,1,4,0,0,7
223189,U12-019,2022AR12B,Valide,novote,1,novote,1,novote,2,novote,novote,novote,1,novote,novote,4,3,1,0,0,8
223191,U12-099,2022AR12B,Valide,2,2,3,3,2,2,2,novote,2,2,3,3,11,0,7,4,0,1
223196,U12-007,2022AR12B,Nul,2,1,novote,novote,novote,1 2,1,1,1,novote,2,2,7,4,3,0,0,4
223208,U12-002,2022AR12A,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,8
223213,U12-007,2022AR12A,Valide,2,2,1,2,1,1,1,3,3,2,2,2,12,4,6,2,0,0
223214,U12-019,2022AR12B,Valide,1,1,1,1,1,1,1,1,3,1,1,1,12,11,0,1,0,0
223221,U12-099,2022AR12A,Valide,2,2,2,2,1,1,1,2,2,2,2,2,12,3,9,0,0,0
223236,U12-099,2022AR12A,Valide,2,2,2,3,novote,novote,novote,novote,novote,novote,novote,novote,4,0,3,1,0,8
223249,U12-099,2022AR12B,Nul,1 2,1 2,3,1,2,2,3,3,3,2,2,1,10,2,4,4,0,0
223254,U10-014,2022AR12B,Valide,2,novote,1,1,novote,novote,novote,novote,novote,novote,novote,1,4,3,1,0,0,8
223255,U12-008,2022AR12B,Valide,novote,2,3,3,1,1,3,2,2,3,novote,1,10,3,3,4,0,2
223265,U12-002,2022AR12B,Valide,novote,novote,4,novote,2,novote,novote,novote,1,2,novote,novote,4,1,2,0,1,8
223267,U12-009,2022AR12A,Valide,1,1,3,2,2,1,1,2,3,3,3,1,12,5,3,4,0,0
223302,U12-008,2022AR12A,Valide,1,3,1,3,1,3,1,1,2,3,1,3,12,6,1,5,0,0
223315,U12-009,2022AR12A,Nul,novote,novote,novote,2,novote,novote,novote,1,novote,novote,2,novote,3,1,2,0,0,9
223331,U12-007,2022AR12B,Valide,2,1,2,1,1,1,1,2,2,2,1,1,12,7,5,0,0,0
223334,U12-002,2022AR12A,Valide,1,2,4,2,3,1,1,3,3,1,3,4,12,4,2,4,2,0
223337,U12-019,2022AR12A,Valide,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,8
223342,U12-009,2022AR12A,Valide,1,3,1,1,1,1,1,3,1,2,1,4,12,8,1,2,1,0
223350,U12-008,2022AR12B,Valide,2,2,1,2,1,1,1,2,2,2,1,1,12,6,6,0,0,0
223354,U10-014,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223356,U12-002,2022AR12B,Valide,novote,novote,2,1,1,1,novote,novote,4,1,novote,novote,6,4,1,0,1,6
223366,U10-014,2022AR12B,Valide,1,1,1,2,1,1,1,2,2,2,1,3,12,7,4,1,0,0
223381,U10-014,2022AR12A,Valide,1,1,1,1,1,1,1,1,3,2,2,2,12,8,3,1,0,0
223401,U12-009,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223404,U12-002,2022AR12A,Valide,novote,novote,novote,2,novote,2,novote,1,1,novote,novote,novote,4,2,2,0,0,8
223413,U12-007,2022AR12B,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,2,4,3,1,0,0,8
223417,U12-009,2022AR12A,Valide,novote,2,novote,novote,2,1,1,novote,novote,novote,novote,novote,4,2,2,0,0,8
223420,U12-008,2022AR12B,Valide,4,3,2,1,4,3,1,4,4,4,1,3,12,3,1,3,5,0
223422,U12-009,2022AR12B,Valide,2,2,3,2,2,1,1,1,novote,1,2,2,11,4,6,1,0,1
223424,U12-009,2022AR12B,Valide,novote,novote,novote,3,3,3,novote,novote,novote,novote,3,novote,4,0,0,4,0,8
223427,U12-007,2022AR12B,Valide,novote,2,1,2,2,1,1,2,2,2,1,2,11,4,7,0,0,1
223431,U12-099,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223438,U12-007,2022AR12B,Nul,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,10
223440,U12-008,2022AR12B,Valide,3,2,1,2,1,1,1,1,2,2,1,3,12,6,4,2,0,0
223442,U12-011,2022AR12A,Valide,1,2,1,2,1,2,1,1,2,2,1,2,12,6,6,0,0,0
223459,U12-008,2022AR12B,Valide,1,1,novote,1,novote,1,2,2,2,2,2,novote,9,4,5,0,0,3
223475,U12-001,2022AR12B,Valide,2,2,2,1,1,2,3,3,4,2,4,1,12,3,5,2,2,0
223477,U12-008,2022AR12A,Valide,novote,novote,novote,novote,novote,1,2,2,3,1,1,2,7,3,3,1,0,5
223488,U12-008,2022AR12B,Valide,2,2,3,2,2,1,1,1,1,1,3,3,12,5,4,3,0,0
223491,U12-009,2022AR12B,Valide,novote,novote,1,novote,novote,1,1,novote,4,1,novote,novote,5,4,0,0,1,7
223496,U12-008,2022AR12B,Valide,3,3,2,2,1,1,3,2,2,2,1,1,12,4,5,3,0,0
223499,U12-007,2022AR12B,Valide,2,2,1,2,2,2,1,4,4,2,2,2,12,2,8,0,2,0
223501,U12-099,2022AR12A,Valide,2,1,1,2,2,2,2,2,2,3,3,3,12,2,7,3,0,0
223510,U12-099,2022AR12B,Nul,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,3,3,0,0,0,9
223518,U12-099,2022AR12B,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,1,5,5,0,0,0,7
223524,U12-002,2022AR12A,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
223527,U12-011,2022AR12A,Valide,novote,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,8
223529,U10-014,2022AR12B,Valide,1,1,3,1,3,1,1,2,3,3,3,2,12,5,2,5,0,0
223554,U12-019,2022AR12B,Valide,novote,novote,1,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,8
223557,U10-014,2022AR12B,Valide,novote,novote,novote,4,1,1,1,novote,novote,1,1,novote,6,5,0,0,1,6
223568,U12-007,2022AR12B,Valide,1,novote,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
223570,U12-002,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,2,2,0,0,0,10
223576,U12-008,2022AR12B,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,8
223581,U12-001,2022AR12A,Valide,4,4,3,2,2,3,4,3,4,1,4,4,12,1,2,3,6,0
223586,U12-008,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223590,U12-002,2022AR12A,Valide,2,2,novote,novote,novote,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,8
223591,U12-019,2022AR12A,Valide,novote,novote,2,novote,2,2,novote,novote,novote,1,novote,novote,4,1,3,0,0,8
223594,U12-007,2022AR12B,Valide,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,8
223627,U12-009,2022AR12B,Valide,3,2,3,3,2,2,1,1,1,1,1,2,12,5,4,3,0,0
223628,U12-001,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223632,U12-009,2022AR12A,Valide,novote,1,novote,novote,2,2,2,novote,novote,novote,1,novote,5,2,3,0,0,7
223641,U12-002,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,10
223650,U12-019,2022AR12B,Valide,3,2,2,3,1,1,1,1,2,1,2,3,12,5,4,3,0,0
223657,U12-007,2022AR12B,Valide,2,2,1,1,1,1,1,1,1,2,1,1,12,9,3,0,0,0
223659,U12-002,2022AR12B,Valide,3,1,3,3,3,1,1,3,4,1,2,3,12,4,1,6,1,0
223660,U12-008,2022AR12A,Valide,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
223661,U12-011,2022AR12A,Valide,1,2,2,1,1,3,1,3,1,1,1,2,12,7,3,2,0,0
223671,U12-008,2022AR12B,Valide,2,1,novote,novote,2,1,2,2,1,3,2,3,10,3,5,2,0,2
223677,U12-007,2022AR12B,Valide,novote,1,1,1,1,novote,novote,novote,3,2,4,4,8,4,1,1,2,4
223699,U12-099,2022AR12A,Valide,2,2,novote,novote,1,novote,1,1,3,novote,novote,1,7,4,2,1,0,5
223700,U12-009,2022AR12A,Valide,1,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
223725,U12-009,2022AR12A,Valide,4,4,4,2,1,2,1,2,1,1,3,2,12,4,4,1,3,0
223731,U12-009,2022AR12A,Nul,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,3,3,0,0,0,9
223737,U12-008,2022AR12A,Valide,2,2,1,3,4,2,1,4,4,3,1,2,12,3,4,2,3,0
223740,U12-002,2022AR12A,Valide,3,2,1,3,2,1,1,2,4,3,1,3,12,4,3,4,1,0
223745,U12-001,2022AR12A,Valide,1,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,8
223751,U12-002,2022AR12A,Valide,3,4,3,1,4,2,1,3,4,2,1,3,12,3,2,4,3,0
223778,U12-011,2022AR12A,Valide,1,1,2,novote,novote,novote,novote,novote,novote,novote,1,novote,4,3,1,0,0,8
223809,U12-007,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223827,U12-009,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223848,U12-008,2022AR12B,Valide,1,1,1,3,1,1,1,1,novote,1,1,1,11,10,0,1,0,1
223849,U12-009,2022AR12B,Valide,2,3,2,3,1,2,3,3,3,2,3,3,12,1,4,7,0,0
223855,U10-014,2022AR12B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
223860,U12-001,2022AR12B,Valide,novote,novote,novote,novote,novote,1,2,2,2,novote,1,novote,5,2,3,0,0,7
223868,U12-099,2022AR12B,Valide,novote,1,novote,novote,3,1,1,novote,novote,novote,novote,novote,4,3,0,1,0,8
223872,U12-009,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223880,U12-011,2022AR12A,Nul,4,4,3,1,1,1,1,1 3,4,1,1,2,11,6,1,1,3,0
223882,U12-002,2022AR12B,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,2,2,0,0,0,10
223889,U12-008,2022AR12B,Valide,novote,novote,novote,2,2,novote,1,2,2,novote,novote,2,6,1,5,0,0,6
223893,U12-009,2022AR12B,Valide,3,3,2,novote,novote,novote,2,novote,2,novote,novote,novote,5,0,3,2,0,7
223901,U12-002,2022AR12A,Valide,2,3,2,2,2,3,3,2,2,3,3,1,12,1,6,5,0,0
223913,U12-009,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
223916,U12-011,2022AR12A,Valide,1,novote,novote,1,1,2,novote,novote,novote,novote,novote,novote,4,3,1,0,0,8
223925,U12-009,2022AR12B,Valide,novote,novote,2,novote,1,1,1,novote,novote,novote,novote,novote,4,3,1,0,0,8
223938,U12-009,2022AR12B,Nul,4,4,4,4,1,1,4,4,4,novote,4,1 4,10,2,0,0,8,1
223945,U12-002,2022AR12A,Valide,3,3,1,1,2,1,novote,novote,novote,2,2,2,9,3,4,2,0,3
223948,U12-011,2022AR12A,Nul,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,9
223972,U12-009,2022AR12A,Valide,novote,1,1,novote,1,1,1,2,2,novote,1,1,9,7,2,0,0,3
223973,U12-002,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,11
223984,U12-001,2022AR12B,Valide,novote,novote,3,4,novote,novote,novote,1,2,novote,novote,novote,4,1,1,1,1,8
223993,U12-011,2022AR12A,Valide,3,2,2,2,1,1,1,1,3,2,1,2,12,5,5,2,0,0
223995,U12-008,2022AR12A,Valide,3,2,2,1,1,3,1,1,4,2,1,1,12,6,3,2,1,0
224003,U12-002,2022AR12B,Valide,novote,novote,1,novote,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,8
224014,U12-019,2022AR12A,Valide,1,3,1,3,1,1,4,3,2,2,3,3,12,4,2,5,1,0
224020,U12-002,2022AR12B,Valide,1,1,novote,novote,1,1,novote,novote,novote,1,novote,novote,5,5,0,0,0,7
224022,U12-011,2022AR12A,Valide,1,novote,novote,1,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,8
224055,U10-014,2022AR12B,Valide,3,2,2,3,2,1,2,3,4,3,3,2,12,1,5,5,1,0
224062,U12-019,2022AR12A,Valide,2,2,1,2,2,1,novote,novote,novote,1,novote,novote,7,3,4,0,0,5
224091,U12-099,2022AR12B,Valide,novote,novote,1,1,1,1,1,1,1,novote,novote,novote,7,7,0,0,0,5
224093,U12-002,2022AR12B,Valide,novote,3,novote,3,1,novote,1,novote,novote,novote,novote,3,5,2,0,3,0,7
224098,U12-011,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224102,U12-099,2022AR12B,Valide,4,2,1,3,1,1,1,2,4,3,2,3,12,4,3,3,2,0
224110,U12-007,2022AR12B,Valide,2,1,2,2,2,1,1,2,3,2,1,2,12,4,7,1,0,0
224119,U12-019,2022AR12B,Valide,novote,1,1,2,2,2,1,novote,novote,2,novote,novote,7,3,4,0,0,5
224125,U12-009,2022AR12A,Valide,1,1,1,1,3,1,3,3,3,3,2,3,12,5,1,6,0,0
224130,U12-008,2022AR12B,Valide,1,1,1,1,1,1,3,4,1,4,2,1,12,8,1,1,2,0
224146,U12-009,2022AR12A,Valide,1,1,novote,novote,novote,novote,1,1,1,novote,novote,novote,5,5,0,0,0,7
224149,U12-099,2022AR12A,Valide,novote,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,8
224150,U12-019,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,3,3,0,0,0,9
224156,U12-009,2022AR12A,Valide,3,2,1,1,1,4,2,3,1,1,1,1,12,7,2,2,1,0
224186,U12-008,2022AR12B,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,1,novote,5,5,0,0,0,7
224197,U12-099,2022AR12A,Valide,novote,novote,1,1,1,1,2,novote,novote,1,1,1,8,7,1,0,0,4
224201,U12-002,2022AR12B,Valide,1,1,2,1,1,1,1,1,2,1,1,1,12,10,2,0,0,0
224212,U12-008,2022AR12A,Valide,3,1,1,4,3,2,1,2,4,2,2,3,12,3,4,3,2,0
224219,U12-007,2022AR12A,Valide,2,2,1,2,1,1,1,3,3,2,2,2,12,4,6,2,0,0
224222,U12-008,2022AR12B,Valide,2,2,1,2,1,1,1,3,3,2,1,1,12,6,4,2,0,0
224228,U12-007,2022AR12A,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
224241,U12-009,2022AR12B,Valide,novote,novote,novote,novote,novote,1,novote,2,novote,novote,2,3,4,1,2,1,0,8
224243,U12-001,2022AR12A,Valide,1,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
224246,U12-002,2022AR12B,Valide,2,novote,2,novote,novote,2,novote,novote,novote,1,novote,novote,4,1,3,0,0,8
224251,U12-009,2022AR12A,Valide,1,novote,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,1
224259,U12-099,2022AR12B,Valide,novote,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,8
224264,U12-011,2022AR12A,Valide,1,2,1,2,novote,novote,novote,novote,novote,novote,novote,novote,4,2,2,0,0,8
224269,U12-002,2022AR12B,Valide,1,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
224277,U12-008,2022AR12B,Valide,novote,1,1,1,1,1,1,1,1,4,2,1,11,9,1,0,1,1
224284,U12-009,2022AR12A,Valide,4,3,3,1,2,2,3,3,3,3,2,2,12,1,4,6,1,0
224291,U12-001,2022AR12B,Valide,2,2,1,2,1,1,1,3,2,2,1,3,12,5,5,2,0,0
224299,U12-011,2022AR12A,Valide,novote,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
224329,U12-099,2022AR12A,Valide,1,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,5,5,0,0,0,7
224333,U12-007,2022AR12A,Valide,1,2,2,1,3,3,4,3,2,3,2,3,12,2,4,5,1,0
224335,U12-008,2022AR12B,Valide,novote,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
224347,U12-099,2022AR12A,Valide,4,4,4,4,4,4,3,3,3,3,3,3,12,0,0,6,6,0
224356,U12-001,2022AR12B,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,2,2,6,4,2,0,0,6
224368,U12-008,2022AR12A,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,1,1,novote,4,4,0,0,0,8
224371,U12-007,2022AR12B,Valide,1,1,1,1,1,1,1,2,3,1,3,2,12,8,2,2,0,0
224372,U12-009,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224388,U12-009,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224405,U12-019,2022AR12A,Valide,2,2,3,2,2,2,2,2,3,1,2,3,12,1,8,3,0,0
224417,U12-009,2022AR12A,Valide,2,1,1,3,2,2,1,1,2,3,3,3,12,4,4,4,0,0
224426,U12-001,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224436,U12-007,2022AR12A,Valide,novote,novote,3,novote,3,novote,novote,1,2,novote,novote,novote,4,1,1,2,0,8
224437,U12-008,2022AR12A,Valide,4,3,2,3,3,3,2,2,3,3,1,4,12,1,3,6,2,0
224459,U12-099,2022AR12A,Valide,3,2,3,1,3,3,1,1,3,2,1,3,12,4,2,6,0,0
224469,U12-002,2022AR12A,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,8
224475,U12-001,2022AR12A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,8
224479,U12-002,2022AR12A,Valide,1,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
224488,U12-008,2022AR12A,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,1,1,novote,4,4,0,0,0,8
224504,U12-099,2022AR12B,Valide,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,8
224507,U12-099,2022AR12A,Valide,2,novote,novote,novote,2,novote,novote,novote,1,novote,novote,1,4,2,2,0,0,8
224528,U12-001,2022AR12B,Valide,novote,novote,novote,2,novote,1,novote,1,2,3,novote,1,6,3,2,1,0,6
224530,U12-008,2022AR12A,Valide,2,2,1,3,3,2,3,3,3,2,1,2,12,2,5,5,0,0
224536,U12-002,2022AR12B,Valide,1,1,1,2,1,1,1,1,1,1,1,1,12,11,1,0,0,0
224554,U12-009,2022AR12A,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,8
224569,U12-011,2022AR12A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,1,novote,4,4,0,0,0,8
224584,U12-002,2022AR12A,Valide,2,1,novote,novote,novote,1,novote,novote,novote,novote,novote,1,4,3,1,0,0,8
224591,U12-008,2022AR12A,Nul,novote,novote,1,novote,novote,novote,1,novote,novote,novote,1,novote,3,3,0,0,0,9
224595,U10-014,2022AR12B,Valide,1,novote,2,1,1,1,4,4,4,4,2,4,11,4,2,0,5,1
224603,U12-009,2022AR12A,Valide,3,1,3,1,1,1,1,2,3,2,2,1,12,6,3,3,0,0
224606,U12-002,2022AR12B,Valide,novote,1,novote,1,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,8
224616,U12-001,2022AR12A,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,4,4,0,0,0,8
224649,U12-009,2022AR12B,Valide,novote,novote,2,novote,1,1,novote,2,3,novote,1,novote,6,3,2,1,0,6
224654,U12-019,2022AR12A,Valide,2,2,novote,novote,2,novote,novote,2,novote,1,novote,novote,5,1,4,0,0,7
224661,U10-014,2022AR12B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
224679,U12-002,2022AR12A,Valide,novote,novote,novote,novote,1,novote,1,novote,1,1,novote,novote,4,4,0,0,0,8
224690,U12-002,2022AR12A,Valide,novote,1,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
224691,U12-008,2022AR12A,Valide,3,2,1,2,2,2,novote,2,2,novote,novote,novote,8,1,6,1,0,4
224696,U10-014,2022AR12A,Valide,novote,novote,1,4,3,3,1,novote,4,1,1,4,9,4,0,2,3,3
224707,U12-011,2022AR12A,Valide,3,3,3,4,3,2,2,2,2,3,3,3,12,0,4,7,1,0
224712,U12-009,2022AR12A,Valide,2,2,2,2,3,2,1,2,2,2,3,2,12,1,9,2,0,0
224716,U12-001,2022AR12B,Valide,1,1,1,4,1,1,3,1,4,2,1,1,12,8,1,1,2,0
224727,U12-002,2022AR12A,Valide,novote,2,1,3,2,3,2,3,3,3,3,3,11,1,3,7,0,1
224730,U12-011,2022AR12A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
224735,U12-002,2022AR12B,Valide,2,2,2,3,2,2,2,3,3,1,2,3,12,1,7,4,0,0
224738,U12-011,2022AR12A,Valide,novote,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
224744,U12-009,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,11
224747,U12-008,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224750,U12-011,2022AR12A,Valide,novote,2,novote,novote,4,novote,2,novote,novote,novote,1,novote,4,1,2,0,1,8
224758,U12-001,2022AR12A,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
224762,U12-099,2022AR12A,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
224776,U12-008,2022AR12A,Valide,1,3,1,3,novote,1,1,1,4,novote,1,2,10,6,1,2,1,2
224779,U12-002,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224788,U12-001,2022AR12A,Valide,1,1,1,1,1,1,1,1,1,1,1,2,12,11,1,0,0,0
224791,U12-009,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224811,U12-011,2022AR12A,Valide,novote,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
224827,U12-002,2022AR12B,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,8
224837,U10-014,2022AR12B,Valide,2,3,1,3,1,2,1,1,2,2,1,1,12,6,4,2,0,0
224848,U12-009,2022AR12A,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,novote,2,2,4,2,2,0,0,8
224850,U12-009,2022AR12A,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
224869,U12-009,2022AR12A,Valide,1,1,1,4,4,1,4,1,3,3,3,4,12,5,0,3,4,0
224875,U12-011,2022AR12A,Valide,2,1,3,3,2,2,novote,novote,novote,novote,novote,novote,6,1,3,2,0,6
224890,U12-008,2022AR12A,Valide,4,3,novote,novote,novote,1,1,1,4,novote,1,novote,7,4,0,1,2,5
224891,U12-002,2022AR12A,Valide,1,1,novote,1,novote,novote,novote,novote,1,1,novote,novote,5,5,0,0,0,7
224896,U12-007,2022AR12B,Valide,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,8
224907,U12-009,2022AR12B,Valide,1,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
224908,U12-008,2022AR12A,Valide,1,1,1,4,1,2,2,1,2,3,2,2,12,5,5,1,1,0
224912,U12-099,2022AR12B,Valide,2,novote,novote,novote,2,novote,2,novote,1,3,2,1,7,2,4,1,0,5
224919,U12-002,2022AR12B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,4,4,0,0,0,8
224941,U12-001,2022AR12B,Valide,2,2,novote,2,novote,novote,2,2,2,novote,novote,novote,6,0,6,0,0,6
224946,U12-008,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
224952,U12-008,2022AR12B,Valide,2,3,1,1,3,1,4,4,4,1,1,novote,11,5,1,2,3,1
224973,U12-009,2022AR12B,Valide,2,1,4,3,2,1,2,3,4,4,3,4,12,2,3,3,4,0
224977,U12-008,2022AR12A,Valide,novote,novote,2,novote,1,1,1,2,4,1,2,2,9,4,4,0,1,3
224998,U12-099,2022AR12A,Valide,2,novote,novote,novote,2,2,2,novote,novote,novote,novote,novote,4,0,4,0,0,8
225001,U12-002,2022AR12B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,1,3,3,0,0,0,9
225006,U10-014,2022AR12B,Valide,1,1,1,2,2,2,1,3,2,2,1,2,12,5,6,1,0,0
225011,U12-002,2022AR12A,Valide,1,2,1,novote,1,1,3,1,novote,1,1,1,10,8,1,1,0,2
225027,U12-099,2022AR12B,Valide,3,3,2,3,1,2,3,3,3,3,2,3,12,1,3,8,0,0
225035,U12-011,2022AR12A,Valide,2,novote,novote,novote,2,1,novote,novote,novote,novote,2,novote,4,1,3,0,0,8
225038,U12-099,2022AR12B,Valide,novote,novote,novote,novote,1,novote,1,1,novote,novote,1,novote,4,4,0,0,0,8
225047,U10-014,2022AR12B,Valide,novote,novote,novote,2,1,1,novote,novote,2,novote,novote,novote,4,2,2,0,0,8
225065,U12-009,2022AR12A,Valide,1,1,1,2,1,1,1,1,3,2,1,1,12,9,2,1,0,0
