ID,Urne,QR-Code,Categorie,1 - Ameliorer l accueil des sportifs dans le 12e arrondissement,2 - Renover nos Terrains d’Education Physique (TEP),3 - Faire du 12e un arrondissement plus solidaire,4 - Realiser deux amenagements ponctuels et mesurer la pollution sonore,"5 - Sublimer nos squares, parcs et jardins",6 - Ameliorer le quotidien des eleves du 12e,7 - Faisons du 12e un arrondissement toujours plus culturel !,8 - Renovons notre Patrimoine,9 - Restaurer la facade de l eglise du Rendez vous,10 - Ameliorer le quotidien des habitant·e·s du quartier Bel-Air Nord,11 - Renforcer l accessibilite et l inclusivite dans le 12e arrondissement,12 - Valoriser les squares du quartier Erard-Rozanoff,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
143702,U12-012,2022AR12A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
143765,U12-018,2022AR12A,Valide,2,2,1,1,2,1,2,1,2,2,2,1,12,5,7,0,0,0
143777,U12-015,2022AR12A,Valide,1,1,novote,1,1,novote,2,novote,2,1,novote,2,8,5,3,0,0,4
143956,U12-015,2022AR12B,Valide,1,1,1,1,3,4,2,3,4,4,2,4,12,4,2,2,4,0
144065,U12-015,2022AR12A,Valide,novote,novote,3,novote,novote,1,novote,novote,4,novote,1,4,5,2,0,1,2,7
144086,U12-015,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
144182,U75-001,2022AR12B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,8
144211,U12-012,2022AR12B,Nul,novote,novote,1,novote,novote,1,novote,novote,novote,novote,1,novote,3,3,0,0,0,9
144258,U12-012,2022AR12A,Valide,1,1,2,2,2,1,2,2,3,2,2,1,12,4,7,1,0,0
144264,U12-015,2022AR12A,Valide,2,1,2,2,1,1,2,1,2,1,2,1,12,6,6,0,0,0
144294,U12-018,2022AR12A,Valide,novote,novote,1,novote,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
144381,U12-012,2022AR12B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,3,2,1,2,4,1,2,1,0,8
144416,U12-018,2022AR12B,Valide,1,1,1,1,1,2,4,3,3,4,1,4,12,6,1,2,3,0
144462,U12-012,2022AR12B,Valide,1,1,2,3,1,1,2,1,3,3,2,1,12,6,3,3,0,0
144517,U12-018,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
144603,U12-015,2022AR12A,Valide,novote,novote,3,3,novote,1,2,novote,novote,1,1,novote,6,3,1,2,0,6
144605,U12-012,2022AR12A,Nul,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,0,1,0,0,11
144732,U12-015,2022AR12A,Valide,1,1,1,2,1,2,2,novote,3,2,1,1,11,6,4,1,0,1
144753,U12-018,2022AR12B,Valide,novote,1,3,2,1,novote,novote,novote,1,1,novote,novote,6,4,1,1,0,6
144781,U12-004,2022AR12B,Valide,1,1,novote,3,1,1,1,3,3,1,novote,1,10,7,0,3,0,2
144816,U12-012,2022AR12B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
144843,U12-018,2022AR12A,Valide,1,1,novote,novote,1,1,1,novote,novote,novote,novote,1,6,6,0,0,0,6
144937,U12-015,2022AR12B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,4,1,1,1,4,3,0,0,1,8
144960,U12-018,2022AR12A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,1,novote,novote,4,4,0,0,0,8
145016,U12-012,2022AR12B,Nul,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,2,1,1,0,0,10
145031,U12-004,2022AR12B,Valide,novote,novote,novote,novote,1,novote,1,1,1,2,2,2,7,4,3,0,0,5
145204,U12-012,2022AR12B,Valide,1,novote,novote,1,1,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
145333,U12-018,2022AR12B,Valide,novote,novote,1,novote,novote,novote,novote,2,novote,2,2,novote,4,1,3,0,0,8
145455,U12-012,2022AR12A,Valide,1,novote,3,1,1,1,1,1,1,4,1,1,11,9,0,1,1,1
145457,U12-018,2022AR12B,Valide,3,3,3,2,3,2,1,1,1,3,2,1,12,4,3,5,0,0
145549,U12-012,2022AR12B,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,novote,1,1,4,4,0,0,0,8
145600,U12-015,2022AR12A,Valide,1,novote,novote,1,novote,1,novote,novote,1,1,1,novote,6,6,0,0,0,6
145635,U12-012,2022AR12B,Valide,novote,2,1,1,1,1,1,novote,novote,1,1,novote,8,7,1,0,0,4
145803,U12-015,2022AR12B,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,3,0,0,1,8
145865,U12-018,2022AR12A,Valide,1,1,2,1,2,1,2,2,3,2,2,2,12,4,7,1,0,0
145896,U12-012,2022AR12B,Valide,2,2,2,3,1,1,2,1,3,2,2,2,12,3,7,2,0,0
145959,U12-004,2022AR12B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
145981,U12-012,2022AR12A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
146005,U12-015,2022AR12A,Valide,novote,novote,2,novote,novote,1,novote,novote,4,novote,1,4,5,2,1,0,2,7
146068,U12-012,2022AR12B,Valide,1,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
146092,U12-012,2022AR12B,Valide,novote,novote,1,novote,novote,1,2,novote,1,novote,novote,novote,4,3,1,0,0,8
146199,U12-012,2022AR12A,Valide,4,4,3,3,4,2,2,3,4,4,3,4,12,0,2,4,6,0
146200,U12-018,2022AR12B,Valide,2,2,4,4,4,4,4,4,4,4,4,4,12,0,2,0,10,0
146219,U12-012,2022AR12A,Nul,novote,2,novote,novote,1 2,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,10
146245,U12-018,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
146326,U12-012,2022AR12B,Valide,novote,1,novote,novote,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,8
146349,U12-012,2022AR12B,Valide,1,1,2,4,1,1,2,3,3,4,2,1,12,5,3,2,2,0
146369,U12-018,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
146410,U12-004,2022AR12B,Valide,2,1,2,1,1,1,1,2,2,1,1,1,12,8,4,0,0,0
146531,U12-012,2022AR12A,Valide,1,3,2,2,1,1,2,2,1,3,3,2,12,4,5,3,0,0
146729,U12-018,2022AR12A,Valide,2,3,2,4,3,1,3,3,4,2,1,2,12,2,4,4,2,0
146739,U12-012,2022AR12B,Valide,3,3,3,1,1,1,3,3,3,3,3,3,12,3,0,9,0,0
146825,U12-018,2022AR12A,Valide,novote,novote,1,1,1,1,1,1,2,novote,1,novote,8,7,1,0,0,4
147203,U12-018,2022AR12B,Valide,novote,1,novote,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,8
147226,U12-018,2022AR12B,Valide,4,4,4,1,1,3,1,3,3,1,1,2,12,5,1,3,3,0
147348,U12-004,2022AR12B,Valide,1,2,2,1,1,2,2,2,1,1,2,1,12,6,6,0,0,0
147564,U12-004,2022AR12B,Valide,1,1,1,1,1,3,2,2,2,2,2,2,12,5,6,1,0,0
147751,U12-015,2022AR12B,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,3,0,0,1,8
147898,U12-018,2022AR12B,Valide,novote,novote,2,2,novote,novote,novote,1,1,novote,novote,novote,4,2,2,0,0,8
147996,U12-004,2022AR12B,Valide,1,novote,1,1,1,1,1,novote,1,novote,novote,novote,7,7,0,0,0,5
148042,U12-015,2022AR12A,Valide,novote,novote,novote,novote,novote,1,novote,novote,4,1,1,4,5,3,0,0,2,7
148205,U12-018,2022AR12B,Nul,novote,1,novote,novote,novote,1,novote,novote,novote,1,novote,novote,3,3,0,0,0,9
148223,U12-015,2022AR12A,Valide,novote,3,novote,novote,novote,1,3,novote,4,novote,novote,4,5,1,0,2,2,7
148325,U12-018,2022AR12A,Valide,2,2,2,2,3,1,2,3,3,1,2,3,12,2,6,4,0,0
148385,U12-018,2022AR12A,Valide,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,8
148506,U12-015,2022AR12B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,8
148528,U12-018,2022AR12A,Valide,novote,novote,1,1,1,1,novote,1,novote,novote,novote,novote,5,5,0,0,0,7
148544,U12-018,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
148725,U12-015,2022AR12A,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,8
148791,U12-015,2022AR12A,Valide,2,1,3,3,3,1,3,1,1,1,4,4,12,5,1,4,2,0
148820,U12-004,2022AR12B,Valide,1,novote,1,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
148936,U12-018,2022AR12B,Valide,1,1,1,3,2,1,1,2,3,1,1,2,12,7,3,2,0,0
149053,U12-018,2022AR12B,Valide,2,novote,novote,novote,1,novote,novote,novote,novote,novote,2,1,4,2,2,0,0,8
149212,U12-018,2022AR12B,Valide,novote,novote,novote,1,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,8
149294,U12-018,2022AR12B,Valide,3,3,1,2,1,2,1,2,3,3,2,3,12,3,4,5,0,0
149400,U12-015,2022AR12A,Valide,novote,1,novote,novote,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,8
149494,U12-018,2022AR12B,Valide,1,1,1,4,1,1,1,1,3,1,2,3,12,8,1,2,1,0
149598,U12-018,2022AR12B,Valide,novote,novote,novote,novote,2,2,novote,2,novote,novote,2,novote,4,0,4,0,0,8
149701,U12-015,2022AR12A,Valide,2,4,3,3,3,1,1,1,2,2,3,2,12,3,4,4,1,0
149735,U12-018,2022AR12A,Valide,1,2,2,2,3,2,novote,novote,novote,novote,novote,novote,6,1,4,1,0,6
149755,U12-004,2022AR12B,Valide,1,1,1,3,3,1,1,4,4,3,4,2,12,5,1,3,3,0
149837,U12-015,2022AR12A,Valide,novote,2,novote,3,novote,1,novote,2,novote,2,1,novote,6,2,3,1,0,6
149890,U12-015,2022AR12A,Valide,1,2,1,1,novote,2,1,novote,novote,novote,1,novote,7,5,2,0,0,5
150040,U12-015,2022AR12A,Valide,1,novote,novote,novote,1,1,2,novote,novote,novote,novote,1,5,4,1,0,0,7
150057,U12-015,2022AR12A,Valide,1,1,novote,novote,novote,1,novote,novote,novote,novote,2,2,5,3,2,0,0,7
150093,U75-001,2022AR12B,Valide,3,1,2,4,3,2,2,2,3,4,4,2,12,1,5,3,3,0
150186,U12-018,2022AR12B,Valide,1,1,1,2,2,2,1,novote,novote,1,1,novote,9,6,3,0,0,3
150204,U12-018,2022AR12A,Valide,1,1,novote,novote,2,2,1,novote,novote,novote,1,novote,6,4,2,0,0,6
150386,U12-018,2022AR12A,Valide,4,4,4,2,3,1,3,4,4,4,4,4,12,1,1,2,8,0
150615,U12-015,2022AR12A,Nul,1,1 3,1,1,1,1,1,3,3,3,3,3,11,6,0,5,0,0
150745,U12-018,2022AR12A,Valide,2,novote,novote,novote,1,novote,novote,1,3,novote,novote,novote,4,2,1,1,0,8
150999,U12-018,2022AR12A,Valide,1,1,1,2,1,1,1,1,1,2,2,2,12,8,4,0,0,0
151066,U12-015,2022AR12A,Valide,novote,1,1,novote,novote,1,novote,novote,novote,novote,1,1,5,5,0,0,0,7
151159,U12-018,2022AR12B,Nul,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,10
151322,U12-015,2022AR12A,Valide,1,1,2,2,1,2,1,1,1,1,1,1,12,9,3,0,0,0
151340,U12-015,2022AR12B,Valide,2,1,1,1,1,1,1,1,1,1,3,2,12,9,2,1,0,0
151422,U12-018,2022AR12A,Valide,novote,novote,3,3,novote,1,novote,novote,novote,1,novote,novote,4,2,0,2,0,8
151582,U12-018,2022AR12A,Valide,4,1,1,1,4,1,3,novote,4,2,4,4,11,4,1,1,5,1
151623,U12-018,2022AR12B,Valide,novote,novote,1,novote,novote,novote,novote,novote,1,1,1,1,5,5,0,0,0,7
151838,U12-015,2022AR12A,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,8
151895,U12-015,2022AR12A,Valide,1,1,novote,novote,1,1,1,novote,4,novote,novote,novote,6,5,0,0,1,6
151901,U12-004,2022AR12B,Valide,novote,novote,2,1,novote,novote,1,1,novote,novote,novote,novote,4,3,1,0,0,8
152072,U12-004,2022AR12B,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
152097,U12-018,2022AR12A,Valide,1,1,1,novote,novote,1,1,novote,novote,1,1,1,8,8,0,0,0,4
152133,U12-015,2022AR12A,Nul,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,11
152192,U12-015,2022AR12A,Valide,novote,novote,novote,2,novote,1,novote,novote,4,novote,novote,4,4,1,1,0,2,8
152207,U12-004,2022AR12B,Valide,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,1,4,4,0,0,0,8
152307,U12-004,2022AR12B,Valide,1,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
152562,U12-004,2022AR12B,Valide,novote,novote,1,1,2,novote,novote,1,2,novote,novote,novote,5,3,2,0,0,7
152656,U12-004,2022AR12B,Valide,2,2,2,3,2,1,2,2,3,1,2,1,12,3,7,2,0,0
152746,U12-018,2022AR12B,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,8
152775,U12-018,2022AR12A,Valide,2,2,2,1,1,2,2,1,2,2,2,1,12,4,8,0,0,0
152813,U12-018,2022AR12B,Valide,4,4,1,novote,4,novote,novote,novote,novote,novote,novote,novote,4,1,0,0,3,8
152837,U12-015,2022AR12A,Valide,2,novote,2,novote,1,1,novote,novote,novote,novote,novote,novote,4,2,2,0,0,8
153046,U12-015,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
153184,U12-018,2022AR12B,Valide,1,1,1,3,1,1,1,2,2,1,1,2,12,8,3,1,0,0
153383,U12-004,2022AR12B,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,1,novote,5,5,0,0,0,7
153465,U12-018,2022AR12B,Valide,1,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,8
153567,U12-018,2022AR12A,Valide,2,2,1,2,3,3,1,2,2,3,1,3,12,3,5,4,0,0
153702,U12-018,2022AR12A,Valide,1,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,8
153756,U12-018,2022AR12A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,1,novote,1,5,5,0,0,0,7
153836,U12-015,2022AR12A,Valide,novote,novote,3,novote,1,1,novote,novote,2,novote,novote,novote,4,2,1,1,0,8
153855,U12-015,2022AR12A,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,3,3,0,0,0,9
153874,U12-018,2022AR12A,Valide,1,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
153992,U12-018,2022AR12B,Valide,novote,1,1,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,8
154009,U12-018,2022AR12A,Valide,1,novote,1,1,2,1,novote,novote,novote,novote,novote,novote,5,4,1,0,0,7
154014,U12-004,2022AR12B,Valide,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
154128,U12-015,2022AR12A,Valide,novote,novote,2,novote,2,1,novote,novote,1,novote,novote,novote,4,2,2,0,0,8
154211,U12-004,2022AR12B,Valide,novote,2,2,novote,novote,1,novote,novote,novote,novote,2,novote,4,1,3,0,0,8
154259,U12-018,2022AR12B,Valide,2,2,2,1,1,1,1,1,novote,3,3,3,11,5,3,3,0,1
154492,U12-015,2022AR12B,Valide,1,1,3,2,2,2,2,2,3,4,2,3,12,2,6,3,1,0
154683,U12-018,2022AR12B,Valide,novote,novote,1,novote,novote,novote,novote,3,novote,3,novote,2,4,1,1,2,0,8
154807,U12-015,2022AR12A,Valide,novote,novote,novote,novote,novote,1,novote,novote,4,novote,1,4,4,2,0,0,2,8
154903,U12-015,2022AR12B,Valide,1,1,1,1,1,1,4,1,1,2,3,1,12,9,1,1,1,0
154925,U12-018,2022AR12A,Valide,2,2,4,4,4,3,4,4,4,3,4,4,12,0,2,2,8,0
154949,U12-018,2022AR12A,Valide,novote,1,1,novote,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,8
155035,U12-004,2022AR12B,Valide,2,2,2,2,1,3,2,3,3,3,2,3,12,1,6,5,0,0
155123,U12-018,2022AR12B,Valide,4,4,4,4,4,4,4,4,4,4,4,4,12,0,0,0,12,0
155168,U75-001,2022AR12A,Valide,novote,1,1,3,2,2,novote,novote,novote,1,2,2,8,3,4,1,0,4
155180,U12-015,2022AR12B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,8
155207,U12-018,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
155219,U12-015,2022AR12A,Valide,novote,2,novote,novote,2,1,novote,2,novote,1,1,novote,6,3,3,0,0,6
155288,U12-018,2022AR12A,Valide,1,novote,1,1,1,1,1,1,1,1,1,1,11,11,0,0,0,1
155325,U12-015,2022AR12A,Valide,novote,novote,novote,novote,2,1,novote,novote,novote,2,novote,1,4,2,2,0,0,8
155328,U12-004,2022AR12B,Valide,novote,novote,novote,1,novote,1,novote,novote,1,1,1,novote,5,5,0,0,0,7
155500,U12-004,2022AR12B,Valide,1,1,4,3,3,4,3,2,2,1,2,1,12,4,3,3,2,0
155570,U12-018,2022AR12A,Valide,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,8
155573,U12-004,2022AR12B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,2,2,1,5,3,2,0,0,7
155607,U12-015,2022AR12A,Valide,novote,novote,novote,novote,novote,1,novote,novote,4,1,1,1,5,4,0,0,1,7
155631,U12-015,2022AR12A,Valide,novote,2,novote,novote,1,novote,1,1,1,novote,novote,novote,5,4,1,0,0,7
155715,U12-004,2022AR12B,Valide,1,2,3,2,3,1,2,4,4,3,3,2,12,2,4,4,2,0
155764,U12-018,2022AR12A,Valide,novote,novote,1,novote,novote,novote,novote,1,1,1,novote,novote,4,4,0,0,0,8
155823,U12-015,2022AR12A,Valide,3,novote,novote,novote,novote,1,novote,novote,4,novote,novote,4,4,1,0,1,2,8
155942,U12-018,2022AR12B,Valide,1,1,4,1,4,1,4,4,1,4,4,4,12,5,0,0,7,0
156078,U12-004,2022AR12B,Valide,2,3,2,2,novote,1,1,2,4,3,3,2,11,2,5,3,1,1
156167,U12-004,2022AR12B,Valide,1,3,1,1,3,1,1,1,1,1,2,2,12,8,2,2,0,0
156193,U12-018,2022AR12A,Valide,1,1,novote,1,1,1,novote,novote,1,1,1,1,9,9,0,0,0,3
156220,U12-004,2022AR12B,Valide,novote,novote,2,1,1,1,1,novote,novote,2,novote,novote,6,4,2,0,0,6
156249,U12-018,2022AR12B,Nul,novote,novote,novote,1 2,1 2,novote,1 2,novote,novote,1 2,novote,novote,0,0,0,0,0,8
156307,U12-018,2022AR12B,Valide,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
156528,U12-018,2022AR12A,Valide,1,1,2,2,1,1,2,novote,1,novote,novote,1,9,6,3,0,0,3
156533,U75-001,2022AR12B,Valide,novote,novote,4,1,2,novote,novote,novote,novote,4,novote,novote,4,1,1,0,2,8
156672,U12-018,2022AR12A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
156764,U12-018,2022AR12A,Valide,novote,novote,1,novote,2,2,1,novote,novote,1,2,novote,6,3,3,0,0,6
156872,U12-015,2022AR12A,Valide,novote,novote,novote,1,novote,1,2,novote,4,novote,novote,novote,4,2,1,0,1,8
156945,U12-018,2022AR12B,Valide,novote,novote,4,novote,novote,1,1,novote,novote,1,1,novote,5,4,0,0,1,7
156963,U12-015,2022AR12A,Valide,novote,novote,2,novote,novote,1,2,novote,novote,novote,novote,2,4,1,3,0,0,8
157058,U12-004,2022AR12B,Valide,novote,1,novote,novote,2,novote,novote,novote,novote,2,novote,2,4,1,3,0,0,8
157071,U12-018,2022AR12A,Valide,3,3,2,3,1,1,3,2,3,3,1,1,12,4,2,6,0,0
157134,U12-018,2022AR12B,Valide,3,3,3,3,2,2,3,1,1,3,3,3,12,2,2,8,0,0
157208,U12-018,2022AR12A,Valide,1,novote,novote,2,novote,novote,2,1,novote,novote,novote,novote,4,2,2,0,0,8
157322,U12-015,2022AR12A,Valide,1,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,8
157341,U12-015,2022AR12A,Nul,novote,novote,novote,novote,1,novote,2,1,novote,novote,novote,novote,3,2,1,0,0,9
157361,U12-015,2022AR12A,Valide,novote,novote,novote,novote,1,1,4,2,novote,novote,novote,novote,4,2,1,0,1,8
157439,U12-018,2022AR12A,Blanc,1 4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,11
157461,U12-018,2022AR12A,Valide,novote,2,novote,2,2,2,novote,novote,novote,1,1,novote,6,2,4,0,0,6
157490,U12-015,2022AR12A,Valide,novote,1,novote,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,8
157509,U12-018,2022AR12A,Valide,3,1,1,3,3,1,2,3,3,2,1,3,12,4,2,6,0,0
157527,U12-015,2022AR12A,Valide,1,3,novote,1,1,1,1,novote,2,novote,3,3,9,5,1,3,0,3
157542,U12-015,2022AR12B,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,3,0,0,1,8
157546,U12-004,2022AR12B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,4,novote,1,novote,2,1,0,0,1,10
157593,U12-015,2022AR12A,Valide,1,1,novote,2,novote,1,3,4,4,novote,novote,novote,7,3,1,1,2,5
157610,U12-018,2022AR12A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,8
157792,U12-018,2022AR12A,Valide,2,novote,2,3,1,2,2,3,3,2,2,3,11,1,6,4,0,1
157806,U12-015,2022AR12A,Valide,1,novote,2,novote,novote,1,novote,2,novote,1,1,novote,6,4,2,0,0,6
157952,U12-018,2022AR12B,Valide,novote,novote,3,3,novote,novote,novote,1,1,novote,novote,novote,4,2,0,2,0,8
158077,U12-018,2022AR12A,Valide,novote,novote,novote,novote,novote,2,novote,1,1,3,novote,novote,4,2,1,1,0,8
158111,U12-018,2022AR12A,Valide,1,2,2,2,2,1,2,3,3,2,2,2,12,2,8,2,0,0
158178,U12-018,2022AR12B,Valide,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,8
158239,U12-015,2022AR12A,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,1,1,novote,4,4,0,0,0,8
158339,U12-004,2022AR12B,Valide,3,1,2,1,1,1,1,2,3,3,2,3,12,5,3,4,0,0
158351,U12-015,2022AR12A,Valide,1,novote,novote,novote,novote,1,novote,novote,4,novote,novote,4,4,2,0,0,2,8
158434,U12-004,2022AR12B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,8
158435,U12-015,2022AR12A,Valide,novote,2,novote,1,novote,1,novote,novote,4,novote,novote,4,5,2,1,0,2,7
158453,U12-018,2022AR12B,Valide,4,4,1,4,2,1,novote,novote,novote,2,2,2,9,2,4,0,3,3
158479,U12-015,2022AR12A,Valide,novote,novote,novote,novote,novote,1,novote,novote,4,1,1,novote,4,3,0,0,1,8
158537,U12-004,2022AR12B,Valide,novote,1,1,novote,1,1,novote,novote,4,novote,novote,novote,5,4,0,0,1,7
158570,U12-004,2022AR12B,Valide,2,2,4,4,4,4,2,1,1,3,4,4,12,2,3,1,6,0
158601,U12-018,2022AR12A,Valide,2,novote,2,1,1,1,1,3,3,3,1,2,11,5,3,3,0,1
158638,U12-015,2022AR12A,Valide,novote,novote,1,novote,novote,1,novote,novote,novote,novote,1,1,4,4,0,0,0,8
158656,U12-018,2022AR12A,Valide,novote,novote,1,1,novote,novote,novote,1,novote,novote,1,novote,4,4,0,0,0,8
158671,U12-004,2022AR12B,Valide,2,2,3,2,2,1,2,3,4,4,3,3,12,1,5,4,2,0
158830,U12-004,2022AR12B,Valide,novote,novote,2,2,2,2,novote,novote,novote,novote,novote,novote,4,0,4,0,0,8
158904,U12-015,2022AR12A,Valide,1,1,4,1,2,3,1,1,4,4,4,1,12,6,1,1,4,0
158961,U12-015,2022AR12A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
159013,U12-018,2022AR12B,Valide,1,1,3,4,2,3,3,2,1,3,2,3,12,3,3,5,1,0
159099,U12-004,2022AR12B,Valide,3,3,2,1,1,1,2,3,3,3,2,2,12,3,4,5,0,0
159289,U12-015,2022AR12A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,12,12,0,0,0,0
159321,U75-001,2022AR12B,Valide,2,1,2,2,2,1,1,2,4,2,4,2,12,3,7,0,2,0
159342,U12-004,2022AR12B,Valide,4,4,4,2,4,4,3,1,1,3,3,3,12,2,1,4,5,0
159475,U12-015,2022AR12B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,8
159610,U12-004,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
159625,U12-015,2022AR12A,Valide,1,2,1,3,1,1,3,2,2,3,2,1,12,5,4,3,0,0
159734,U12-015,2022AR12B,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,4,4,3,0,0,1,8
159925,U12-015,2022AR12B,Valide,novote,1,novote,novote,novote,1,1,novote,novote,1,1,novote,5,5,0,0,0,7
159941,U12-018,2022AR12B,Valide,1,1,2,2,2,1,1,1,1,3,3,2,12,6,4,2,0,0
160043,U12-015,2022AR12A,Valide,1,1,2,2,1,1,novote,novote,novote,novote,novote,novote,6,4,2,0,0,6
160154,U12-018,2022AR12B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,4,4,4,4,4,0,0,0,4,8
160203,U12-004,2022AR12B,Valide,novote,1,novote,1,1,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,8
160367,U12-018,2022AR12A,Valide,1,2,2,3,1,1,2,2,3,1,1,3,12,5,4,3,0,0
160406,U12-018,2022AR12B,Valide,3,2,2,3,1,1,2,2,3,1,2,2,12,3,6,3,0,0
160481,U12-018,2022AR12B,Valide,1,1,1,2,1,1,1,2,2,2,1,1,12,8,4,0,0,0
160504,U12-018,2022AR12B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,12
160573,U12-015,2022AR12A,Valide,novote,novote,novote,1,1,novote,novote,1,novote,novote,novote,1,4,4,0,0,0,8
160590,U12-018,2022AR12B,Valide,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,8
