ID,Urne,QR-Code,Categorie,1 - Ce serait Elisa « bete » de jouer au tennis sous la pluie !,2 - La balle est dans votre camp pour plus de sport au Stade Didot !,3 - Creons une oasis associative et citoyenne a Porte de Vanves !,4 - Du matos pour les assoc !,5 - Adoucir et rafraichir les espaces verts du 14e,6 - Jouons toutes et tous ensemble !,7 - Ouvrons les ecoles aux enfants extraordinaires !,"8 - Mettre en valeur l Aqueduc Medicis, lieu de patrimoine et d histoire",9 - Un musee a ciel ouvert en quartier populaire !,10 - Un vent de fraicheur sur le patrimoine du 14e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 e6bfdzz13-845040-4f9965bn-9a965bn93e-56845fc845f4zze34                     ,numerique,75014,Valide,novote,novote,novote,novote,2,novote,2,1,novote,2,4,1,3,0,0,6
 99febf8450-0b9a965bnb-49e5-9c9a965bnf-0965bnf996656f04                     ,numerique,75014,Valide,novote,novote,3,1,1,2,1,3,2,2,8,3,3,2,0,2
 965bn61584599a965bn6-4e1d-4db4-9a965bn9a965bn0zz-4965bnde8451zze9a965bn6d5                     ,numerique,75014,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,4,4,0,0,0,6
 d94c0965bn69a965bn-10zzb-4b0b*ycf4-43e845d5845845fzz0f                     ,numerique,75014,Valide,4,4,4,4,1,4,3,2,4,2,10,1,2,1,6,0
 69a965bn04zze0zz-09a965bn55-4c41-845d3d-d9061czzzzzz43d                     ,numerique,75014,Valide,4,3,4,4,2,4,4,3,2,2,10,0,3,2,5,0
 mdy3ztqxndllnjgyzmq3zdhinwexzdvhmde1nwjhmjg3nd9a965bnyndkwmg== ,numerique,75014,Valide,3,3,2,3,1,3,3,3,3,2,10,1,2,7,0,0
 d396d845c9-19a965bne9-48454zz-84584559-dc8455fcc965d4                     ,numerique,75014,Valide,3,1,4,3,2,3,1,3,4,2,10,2,2,4,2,0
 0845zz5f9a965bnzz6-84509c-4059-9zz4d-434zz6596zz0965bne                     ,numerique,75014,Valide,novote,novote,novote,1,1,novote,1,1,novote,novote,4,4,0,0,0,6
 zzzz5zz5956-9965bned-4c8459a965bn*y6zz9a965bn-zz9a965bn965bn01f59b5b0                     ,numerique,75014,Valide,3,3,2,2,1,2,3,2,1,2,10,2,5,3,0,0
 b5e1845zzzz4-f36b-41zzzz-9a965bnzz69a965bn-845ccf9a965bn8459a965bnf965bn84559                     ,numerique,75014,Valide,novote,2,1,1,novote,novote,1,novote,novote,novote,4,3,1,0,0,6
 9a965bn845845dec965bn5-de9a965bnc-435f-9404-18453c9a965bn8451fd019                     ,numerique,75014,Valide,4,novote,novote,2,2,novote,2,2,3,2,7,0,5,1,1,3
 czzdb53cc*ybee-4de3*y9845c-e3d53845f845df96                     ,numerique,75014,Valide,novote,novote,novote,1,2,1,1,3,3,3,7,3,1,3,0,3
 9be6dbzz845-0999a965bn-4c1d*y38451-d6965bn49a965bnb36313965bn                     ,numerique,75014,Valide,novote,novote,1,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
 ngrhntiznzdjnzllnmvkmt9a965bnxywm965bnztmzowi965bnztk3zmnmyze5odq965bnz9a965bn== ,numerique,75014,Valide,4,4,3,4,2,4,2,2,4,4,10,0,3,1,6,0
 49a965bndb19a965bn9a965bn845-9c45-44b9a965bn-845965bn94-f144d5ezzzz519a965bn                     ,numerique,75014,Valide,novote,novote,novote,2,4,novote,2,novote,novote,2,4,0,3,0,1,6
 bc9965bn3b35-16965bn845-4ef4-9a965bnzz965bn9-6f3965bn9a965bn91965bn69a965bn965bn5                     ,numerique,75014,Valide,novote,novote,novote,2,1,novote,2,novote,novote,1,4,2,2,0,0,6
 0zz845965bn965bn46c-965bn84594-4319a965bn-9cb1-9a965bn4965bnd09a965bn6845e9a965bn8453                     ,numerique,75014,Valide,novote,novote,2,2,2,novote,2,novote,novote,novote,4,0,4,0,0,6
 c54598453d-fc59-4db6-9a965bnf51-e6d9ed3845f1bb                     ,numerique,75014,Valide,novote,novote,2,2,novote,2,2,novote,2,novote,5,0,5,0,0,5
 yzfimzbjztdhnte0yjnjytkwmtu3zmi0zte1mdrlnzu5zguwmwu5mq== ,numerique,75014,Valide,4,3,2,2,1,2,2,1,2,3,10,2,5,2,1,0
 33b93314-5zzd6-4845zz6-9a965bn965bn1zz-cb9d6zze559d845                     ,numerique,75014,Valide,novote,novote,novote,1,1,novote,1,2,novote,novote,4,3,1,0,0,6
 6965bn94fezz9-e6845e-49a965bn90-84515e-50e965bn09ee6zz9a965bnc                     ,numerique,75014,Valide,novote,novote,novote,novote,novote,novote,3,4,4,1,4,1,0,1,2,6
 f965bnbc8454f3-5314-433e*yf1zz-49a965bnbd845965bn5845cd33                     ,numerique,75014,Valide,3,3,3,novote,3,2,2,3,4,4,9,0,2,5,2,1
 40965bn984563d-9845fe-4b965bn1-845ee1-6cc3965bnf965bnce415                     ,numerique,75014,Valide,4,4,3,2,2,2,3,3,3,4,10,0,3,4,3,0
 5bd609a965bn0e-59a965bndf-49965bn9a965bn*y1zz0-6e9a965bn44cd1zz9a965bnee                     ,numerique,75014,Valide,novote,3,4,4,4,4,3,3,4,1,9,1,0,3,5,1
 054d9e845d-84594c-4fzz4-9a965bned6-69a965bn845f0c66zz3f6                     ,numerique,75014,Valide,novote,novote,1,novote,1,1,1,1,1,1,7,7,0,0,0,3
 c5965bnc3zz69-4ff5-4303-845dbe*y1zze95be8450c6                     ,numerique,75014,Valide,4,4,4,4,1,4,4,1,2,1,10,3,1,0,6,0
 zje0njk965bnmtq5odnjngy965bnnwnhyzzjmzbjmmy3ymnhzwywyjczmgjmnw== ,numerique,75014,Valide,1,novote,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
 czz9019a965bn8450-f9a965bnd965bn-49a965bnzz9a965bn-9965bnd6-c9965bnd03zze4ee9a965bn                     ,numerique,75014,Valide,3,3,2,2,2,2,2,1,2,2,10,1,7,2,0,0
 4965bn69a965bn3b55-d845f1-4965bn6845-9f3b-9c845zzzzf39a965bn965bnbe9                     ,numerique,75014,Valide,1,1,1,1,1,4,1,4,1,1,10,8,0,0,2,0
 n965bnzmzwi4nwqxndu5ztcwnzlkogyxodg0ogy4yjzkndrhowm4mmi1zq== ,numerique,75014,Valide,3,3,3,1,2,3,2,2,3,4,10,1,3,5,1,0
 zme3nt9a965bn1owixzgq1odg4mgjlmzzimzuynmu965bny965bnnjm965bnjizwqxmwq4yw== ,numerique,75014,Valide,novote,novote,novote,1,novote,novote,2,novote,novote,novote,2,1,1,0,0,8
 845dcc965bncfd-965bndbzz-4d96-90f9-zzzz4c353bzz515                     ,numerique,75014,Valide,novote,novote,novote,novote,3,novote,1,2,novote,1,4,2,1,1,0,6
 439a965bn9a965bndc0845-6539a965bn-4e15*y1f845-c8456zzffzz1zz0965bn4                     ,numerique,75014,Valide,novote,1,1,1,2,2,1,novote,1,novote,7,5,2,0,0,3
 414965bnc845d965bn-19d4-410965bn*y9b965bn-149d03353bdb                     ,numerique,75014,Valide,2,4,4,4,1,3,2,1,3,1,10,3,2,2,3,0
 9a965bn9a965bn3d1f0b-e84594-4054-9cfzz-0zz9b1db98450zz6                     ,numerique,75014,Valide,novote,novote,2,novote,2,novote,1,novote,3,novote,4,1,2,1,0,6
 ngmxnji0md9a965bnzngq0ytvlymixmtiwodzkntg0ngzjnddjyjkznty4zg== ,numerique,75014,Valide,3,2,3,3,1,2,4,3,2,2,10,1,4,4,1,0
 db4e08454f-3309-4965bn4d*yb49a965bn-0bb0c965bnezzcd41                     ,numerique,75014,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,novote,2,2,0,0,0,8
 b39a965bn0965bn965bnb4-9a965bn9bzz-4zzb965bn-845ced-f93eezze49a965bn1c3                     ,numerique,75014,Valide,novote,novote,3,novote,novote,2,2,novote,novote,2,4,0,3,1,0,6
 ztgzn965bnm5zge5mmu0mti3zwzmnmm0njuwnzg4mtm0ntcxytlhzdi3mq== ,numerique,75014,Valide,4,2,1,1,3,3,3,1,2,2,10,3,3,3,1,0
 eb9a965bn500dc-e616-463zz-845965bn1b-fd845965bn5zz0b99a965bn60                     ,numerique,75014,Valide,1,2,novote,novote,2,novote,2,novote,1,novote,5,2,3,0,0,5
 e63845965bn639*y965bnzz6-4666-8459a965bn9a965bnf-965bn9a965bn54bzz9a965bncdb4c                     ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,2,1,novote,1,4,3,1,0,0,6
 138459a965bnfd9e*y08459-4zzf965bn-845d6b-ed5304845ce965bn55                     ,numerique,75014,Valide,novote,novote,2,novote,2,novote,1,novote,novote,2,4,1,3,0,0,6
 b965bn5ee1ec-czzfd-4965bn63*y8450b-845bc4b49a965bn69a965bnd16                     ,numerique,75014,Valide,4,3,3,3,2,4,2,1,4,4,10,1,2,3,4,0
 f1eef949-ed8453-49zz5-9a965bn1zz9a965bn-5f0610965bn59a965bn965bnce                     ,numerique,75014,Valide,2,2,2,1,2,2,1,3,1,3,10,3,5,2,0,0
 00d93f4e-9965bnfd-409845-845e05-43f449a965bnc956bd                     ,numerique,75014,Valide,4,4,3,3,3,4,3,novote,3,4,9,0,0,5,4,1
 b9dczz51965bn-zzbd845-41e5-99e845-cb84511919a965bn845845d9a965bn                     ,numerique,75014,Valide,4,2,4,4,2,3,1,3,4,2,10,1,3,2,4,0
 59a965bn9691f5-eec9a965bn-4d9d-95c5-zzce845c54c84556zz                     ,numerique,75014,Valide,4,3,3,2,1,3,2,1,4,1,10,3,2,3,2,0
 zz965bn9f84584566-09a965bn9845-4zzcb-9a965bnzz4c-845656965bn59b9845e3                     ,numerique,75014,Valide,2,2,4,4,3,4,2,2,4,1,10,1,4,1,4,0
 965bnc1c84598459a965bn-5000-4149a965bn*y9a965bn60-95845df969a965bn9845ec                     ,numerique,75014,Valide,4,4,4,4,2,novote,2,2,4,1,9,1,3,0,5,1
 0f3059ec-ddzz6-4ff0-9a965bn08454-ddf3d9zz3bff6                     ,numerique,75014,Valide,novote,2,3,novote,2,novote,2,1,novote,novote,5,1,3,1,0,5
 5bzz4zz845f4-dc845c-4c30-8450845d-cfd9bbcc99a965bn56                     ,numerique,75014,Valide,2,novote,novote,novote,1,2,2,novote,novote,novote,4,1,3,0,0,6
 zgywyjdjzdvlymmymtjhnmu3ngi3zjnhmjbhnmiyothlnthknmi4zq== ,numerique,75014,Valide,2,3,4,3,2,2,4,4,3,3,10,0,3,4,3,0
 b1514965bn965bnd-edc3-4zz60-9c44*y566965bn69a965bn55693                     ,numerique,75014,Valide,4,3,2,1,1,3,1,2,2,1,10,4,3,2,1,0
 48459a965bnff8459a965bn3-c965bncd-44b9-9a965bn0965bn5-093d4965bnczz0965bne3                     ,numerique,75014,Valide,4,4,3,4,4,4,4,2,novote,novote,8,0,1,1,6,2
 mtuwngvindvhmwi1yti1ot9a965bn4mdyxzjk1mznmnwi4mwuwyz9a965bnzmtfjnq== ,numerique,75014,Valide,novote,novote,2,1,1,novote,2,2,novote,novote,5,2,3,0,0,5
 ed3bc9a965bnd965bn*yf59a965bn-44965bnb*yd4zz-9a965bne9a965bnc0b965bnf1b36                     ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,1,novote,1,1,4,4,0,0,0,6
 zz9a965bnezzzz3965bnd-4fzz845-4b4845*ye965bnc-1de0e965bnezz6f5zz                     ,numerique,75014,Valide,4,novote,2,1,3,1,1,1,3,3,9,4,1,3,1,1
 9a965bn9a965bncd9cd1-5d965bn0-494845-9a965bn6dc-965bnd6ebb8454965bn634                     ,numerique,75014,Valide,3,3,2,2,3,2,1,3,3,2,10,1,4,5,0,0
 845ece965bn9a965bnef-0339a965bn-4b31-9a965bn33845-95dbd3f8454965bnc1                     ,numerique,75014,Valide,4,3,2,3,3,3,3,2,4,3,10,0,2,6,2,0
 0f09a965bn6fzzf-9a965bnzzdf-4e06-9c9a965bn0-zz1f5f639a965bn6845df                     ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,1,1,novote,1,4,4,0,0,0,6
 mdi5nzdkndm5yte4nde3mju4ogmxymm1otmznze4nty0zjlizje5nq== ,numerique,75014,Valide,novote,novote,2,2,1,2,2,1,3,1,8,3,4,1,0,2
 mwu5yt9a965bnzndu3y965bnnizjmxotfjnjc4mwu965bnmzblnmy5ywvizwrjyjjim9a965bn== ,numerique,75014,Valide,novote,novote,2,2,2,novote,1,novote,novote,novote,4,1,3,0,0,6
 049ffzz99a965bn-zz54e-4360-996965bn-965bnd9zz660618453965bn                     ,numerique,75014,Valide,novote,novote,novote,novote,2,2,2,1,novote,novote,4,1,3,0,0,6
 41cc0zzzz5-3ec0-46ee-9b6f-34dfb84596ezz4965bn                     ,numerique,75014,Valide,2,2,2,2,2,1,2,1,2,1,10,3,7,0,0,0
 9d04e39a965bn9a965bn-0dzz3-44845c-9a965bn965bnf965bn-965bn0d9c965bn8459a965bn64965bnc                     ,numerique,75014,Valide,novote,novote,2,novote,2,2,2,novote,novote,1,5,1,4,0,0,5
 e43zzf5845zz-6b69a965bn-4cfe-9f965bn9-zzedzze939c319a965bn                     ,numerique,75014,Valide,4,4,novote,1,novote,novote,3,novote,novote,novote,4,1,0,1,2,6
 zwnlmdfjythhmjzjzdg4owq0ntm3mtblndq965bnmgzkm965bnmynzdmnje3yw== ,numerique,75014,Valide,3,2,3,3,2,2,1,1,1,3,10,3,3,4,0,0
 yme3mjc0ngzjmwqwnzfjmguzmdvmmzflzwfkndm3ytm5m965bnezymrlnq== ,numerique,75014,Valide,3,2,4,2,4,3,3,3,4,3,10,0,2,5,3,0
 ywm965bnnjg4ytgwztdhymi1odeyowi4nti5zwzmyzmzntm5mwe0otm3nq== ,numerique,75014,Valide,3,2,2,3,4,2,3,3,4,4,10,0,3,4,3,0
 9a965bn4fc6zzc965bn-965bnf49-4zzbf-845b50-dffd6965bn51965bn3b3                     ,numerique,75014,Valide,3,2,1,1,3,2,1,4,3,2,10,3,3,3,1,0
 9a965bn965bn845d965bnb4d-3b1zz-43e0-9a965bn1b0-c6d5b19a965bnd1965bn90                     ,numerique,75014,Valide,3,2,1,1,2,2,1,3,2,3,10,3,4,3,0,0
 9a965bnc1db8454zz-d9a965bn5b-4443*y845b0-9a965bn3b56d4d44845845                     ,numerique,75014,Valide,novote,novote,novote,novote,1,1,1,novote,novote,2,4,3,1,0,0,6
 045f369a965bn5-6efd-49a965bne3*yzz5e-efe35zz19a965bnc3845f                     ,numerique,75014,Valide,3,1,1,1,3,2,2,2,3,3,10,3,3,4,0,0
 zz9a965bn0d04d3-845f69-4e9a965bnf-9c3965bn-3c965bnf965bn44d09a965bn43                     ,numerique,75014,Valide,1,novote,novote,novote,3,novote,4,novote,novote,novote,3,1,0,1,1,7
 zdgxogjhztfiodvhzjewmmi1ndc0owy3owvjogu1njllzgqynmu0n9a965bn== ,numerique,75014,Valide,4,4,2,2,1,3,2,4,3,4,10,1,3,2,4,0
 nje4y965bnmyymq0zjhmmtlmzti965bnndu5ogvmztjlztfhytlkyzzlzmqznw== ,numerique,75014,Valide,4,4,2,1,2,2,3,3,2,3,10,1,4,3,2,0
 c965bn101eb4-9a965bnd56-440b-9c39-334399965bn435845845                     ,numerique,75014,Valide,3,2,3,3,3,3,3,2,2,2,10,0,4,6,0,0
 34b9zzdc4*y0zz1-4643-9a965bnc9a965bn4-0c1zz56zzc9a965bnzz1e                     ,numerique,75014,Valide,2,2,2,1,1,3,2,3,2,1,10,3,5,2,0,0
 zzb60fe4b-319a965bn9-49zze-9a965bn64f-zzezzb965bnd153e03                     ,numerique,75014,Valide,4,3,2,2,1,3,2,3,3,3,10,1,3,5,1,0
 36845965bn4965bn9a965bn6-8459c6-4065*y965bn14-19a965bn9f99zz9a965bn9a965bn60e                     ,numerique,75014,Valide,novote,novote,novote,2,1,1,2,novote,novote,novote,4,2,2,0,0,6
 b3b0630b-fdzz3-4f965bn9*y509a965bn*y9336560845bc9                     ,numerique,75014,Valide,4,3,3,1,3,2,2,4,4,4,10,1,2,3,4,0
 de5965bn845e9zz-c46zz-4zzf5-8454845f-3cce5ezz1e3zz965bn                     ,numerique,75014,Valide,1,3,4,2,2,3,3,2,4,1,10,2,3,3,2,0
 45fzz845b34-4d99-454965bn-9a965bn9a965bn65-135965bn40f3965bn9a965bnb4                     ,numerique,75014,Valide,4,4,4,4,3,4,3,3,4,1,10,1,0,3,6,0
 4fdzz6c3845-51965bn965bn-4b4f*y84564-845f965bn1dd0d84538456                     ,numerique,75014,Valide,2,2,4,4,4,3,4,2,4,2,10,0,4,1,5,0
 4e0ezz14b-zzf9a965bnd-4845zz9a965bn*y84530-e55519a965bn5b095f                     ,numerique,75014,Valide,4,4,3,4,3,3,3,2,4,1,10,1,1,4,4,0
 0459a965bn9a965bn965bn50-9a965bn9a965bn3d-4eb1-9a965bn8454c-566454419a965bn366                     ,numerique,75014,Valide,3,3,4,4,1,3,3,3,3,1,10,2,0,6,2,0
 e6fe1965bn3c-4845b4-4346*y965bn36*y3845dddzz9df3c                     ,numerique,75014,Valide,4,novote,novote,3,2,2,2,3,3,1,8,1,3,3,1,2
 84511505cf-6555-4b49a965bn-8455cb-d5zz845f4bbe050                     ,numerique,75014,Valide,4,4,4,3,3,3,2,3,4,1,10,1,1,4,4,0
 5b09a965bnc509a965bn-84540f-4dee-9a965bn9a965bn9a965bn1-845f9a965bnzzf3845610c1                     ,numerique,75014,Valide,3,3,3,2,2,4,2,2,1,2,10,1,5,3,1,0
 984509a965bnzzf9a965bn0-1czzd-4300*y9965bnd-965bnzzzz9a965bn35991zzdzz                     ,numerique,75014,Valide,4,2,3,3,2,3,1,3,4,4,10,1,2,4,3,0
 zme1ywm4nmzlzgjlzjrhzje0zge4ndcymwezzdkxmtewmdc5mguxmw== ,numerique,75014,Valide,2,2,1,1,1,1,1,2,1,2,10,6,4,0,0,0
 otvmmgzkmwrkmgy5zmy965bnotfkmjrlztjmzmixnzgyzgzkzjqzytq5oq== ,numerique,75014,Valide,novote,novote,1,novote,1,1,2,novote,1,novote,5,4,1,0,0,5
 ztzmmzm965bnntvlngrkn965bnixnzexywrjodq0nwq5mwi965bnmdmynwuzndjiyw== ,numerique,75014,Valide,3,3,3,3,1,3,2,2,4,2,10,1,3,5,1,0
 195845cfc4-f49a965bnb-460965bn-9a965bn8453zz-0d369a965bn845d4cb43                     ,numerique,75014,Valide,4,3,4,3,1,3,1,3,2,1,10,3,1,4,2,0
 15c39a965bnbfe*yzz845e-4dc5*y1f9a965bn-f3965bn965bn1de9b300                     ,numerique,75014,Valide,4,3,4,4,2,3,2,2,4,2,10,0,4,2,4,0
 fcb9a965bn5965bn965bnd-09a965bn4845-484535*y91c-cc904bb84504zze                     ,numerique,75014,Valide,1,3,3,2,1,3,2,2,3,1,10,3,3,4,0,0
 1zz969a965bn496*y43c-413c*y099a965bn-zz6bb9a965bnfeef661                     ,numerique,75014,Valide,4,3,2,1,3,2,3,3,4,3,10,1,2,5,2,0
 5zzfdd0zz9-1cde-4zzzz9-9f6e-84584554993dbf3965bn                     ,numerique,75014,Valide,novote,novote,2,novote,2,2,2,novote,novote,novote,4,0,4,0,0,6
 1dfezzd9965bn-cb59-4965bnde-9a965bnff3-4d965bn965bne4f6965bn1zz6                     ,numerique,75014,Valide,3,2,2,novote,2,2,2,3,2,2,9,0,7,2,0,1
 bbdb390b-dcc0-4db0-845d3c-zz599a965bn56934b5f                     ,numerique,75014,Valide,novote,novote,2,1,1,novote,1,novote,2,2,6,3,3,0,0,4
 dcdf0e49-9a965bnzz4c-4163-9ff965bn*y9e5ff64036d                     ,numerique,75014,Valide,4,4,3,4,2,4,2,4,3,4,10,0,2,2,6,0
 9965bnbb9c965bnzz-00d0-45d6-9a965bn4d1-965bn3e30bcbbzz40                     ,numerique,75014,Valide,novote,novote,novote,2,1,2,2,novote,novote,novote,4,1,3,0,0,6
 8450c6zz9f965bn-5zz6e-43e3-94de-984599a965bn845ffbe965bnezz                     ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
 ztyxzgrhn965bni1mmexy965bnvmy965bnyyyjk5mzcyzmvkyzczy965bny3zte4ywfmmq== ,numerique,75014,Valide,3,3,1,2,2,2,2,2,1,2,10,2,6,2,0,0
 ee9a965bnzzezz9a965bn6-9dzzc-4965bn845845-845569a965bn-9a965bn6965bn845c965bn84553fzz9                     ,numerique,75014,Valide,2,2,2,1,2,1,1,2,2,2,10,3,7,0,0,0
 965bn9a965bne3f134-445c-43ezz-8454f9-f965bn91c9a965bnec1f0c                     ,numerique,75014,Valide,4,4,4,3,3,4,2,3,4,1,10,1,1,3,5,0
 965bn9a965bn965bn10fzz3-10965bnzz-4b1965bn-9a965bnd1b-55zz6f1zz33d09a965bn                     ,numerique,75014,Valide,novote,novote,novote,novote,4,novote,2,2,3,3,5,0,2,2,1,5
 mjkzmjy0nmniowrlzdm1mjy4mjc3nme965bnmtkxymnmnzjlzdliyzhlyw== ,numerique,75014,Valide,2,1,1,3,2,2,2,3,1,4,10,3,4,2,1,0
 dec9bbef-e3zz6-4dzzb-9dzz0-3106e069a965bn934845                     ,numerique,75014,Valide,novote,novote,novote,novote,novote,novote,2,3,4,1,4,1,1,1,1,6
 e549a965bnb00b-9zz54-4e845d-9400-845965bn965bndc3b93cb5                     ,numerique,75014,Valide,3,4,novote,4,novote,4,4,1,4,4,8,1,0,1,6,2
 ztgwzdq1ot9a965bn3ngq5nwi965bnyzgzywzkmdmxnzi1ndc1ytu5zwmxyzjhyg== ,numerique,75014,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
 41e1ezz41-8450965bn4-49a965bn40-9a965bn5zz9-845efb3zzefc5965bn1                     ,numerique,75014,Valide,novote,novote,1,novote,1,novote,2,2,novote,novote,4,2,2,0,0,6
 zz38455de965bn6-35cd-446f-9a965bn845eb-e845bd9e9a965bnfe845965bnzz                     ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,8
 c4606911-59a965bn5c-4f8459-9965bnbf-09db9a965bn6965bnd339a965bn0                     ,numerique,75014,Valide,4,4,1,1,3,3,3,3,2,2,10,2,2,4,2,0
 c0965bn0d58450-9a965bndbd-484551-845d9a965bnc-0965bn9a965bne3d4963965bnzz                     ,numerique,75014,Valide,4,4,2,2,1,3,3,3,3,3,10,1,2,5,2,0
 9a965bn965bn6e9a965bn965bnzz6-9b19-4dzz4-9a965bnb01-614zz9a965bnc1zzfb9a965bnf                     ,numerique,75014,Valide,1,4,4,4,2,3,3,2,4,2,10,1,3,2,4,0
 9a965bn84539e5c1-ed9a965bn845-4e41-8459a965bn9a965bn6-49a965bnfzzd59b9561                     ,numerique,75014,Valide,3,3,novote,novote,1,2,3,1,4,1,8,3,1,3,1,2
 cffb9e965bn3-f9d5-45845f-845c8459a965bn-56614zz9a965bnzz3ef0                     ,numerique,75014,Valide,4,2,2,1,2,novote,1,novote,3,3,8,2,3,2,1,2
 9a965bnbffb965bnd845-155845-484596*yb63-9a965bnedc9zzzz605d845                     ,numerique,75014,Valide,3,3,2,1,1,1,1,3,3,1,10,5,1,4,0,0
 b6845fc0ef-4965bn0c-40zzb-9ce0-965bn546590f561d                     ,numerique,75014,Valide,novote,novote,1,1,1,novote,1,novote,1,novote,5,5,0,0,0,5
 f69bczz41-84599d-4646-9c965bne-51e965bn845965bn4bbc3d                     ,numerique,75014,Valide,2,2,1,4,1,3,1,1,1,1,10,6,2,1,1,0
 39a965bn845efd09-9845b6-49d0-9bcf-149zze9zz49a965bn965bn8451                     ,numerique,75014,Valide,4,2,2,1,4,1,1,1,2,3,10,4,3,1,2,0
 nmflndcxndqxogvlzjm0m965bny3odm5mmu0md9a965bn0y965bnqxngrhnjc3nwi1yg== ,numerique,75014,Valide,novote,novote,novote,novote,3,novote,1,2,novote,1,4,2,1,1,0,6
 ztrlnmixmtg5ymiyymm5ndk965bnztq1ztm3zdkwnjmyzte4mjniogjmmw== ,numerique,75014,Valide,4,novote,novote,novote,1,1,1,novote,novote,novote,4,3,0,0,1,6
 95845965bn199a965bn9a965bn-4e3f-484543-9a965bnb04-4zz9fd3c9a965bnbbc965bn                     ,numerique,75014,Valide,novote,novote,novote,novote,1,2,2,2,novote,novote,4,1,3,0,0,6
 ogu0yzfinzm5yjq965bnzjeyyjnjnzjkotk1mtbkmdziyjc1njdlnwzhm9a965bn== ,numerique,75014,Valide,2,3,2,3,1,3,3,3,3,3,10,1,2,7,0,0
 4965bnzzcbd0c-1f10-4303-9fb5-f4184559965bn845845390                     ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,2,3,3,novote,4,1,1,2,0,6
 b4zzeff3e-fe6b-4c4c-8453zz965bn-cf01b4c965bn845e9a965bn9                     ,numerique,75014,Valide,4,4,3,1,1,2,3,4,4,4,10,2,1,2,5,0
 4bfzzb5d965bn-f58459a965bn-4845965bn4-984541-d9654zz6b449a965bn5                     ,numerique,75014,Valide,4,4,4,4,4,4,4,1,novote,4,9,1,0,0,8,1
 6c161zz8451-d561-4c04-84518455-5zzefb4304f965bn0                     ,numerique,75014,Valide,4,3,2,3,2,3,4,3,2,4,10,0,3,4,3,0
 5beb69a965bn0965bn-0f6965bn-40ff*y39d-0ff965bn3965bn33b9a965bn19                     ,numerique,75014,Valide,4,4,2,2,2,2,2,3,4,3,10,0,5,2,3,0
 ece0b136-9a965bnf35-4fzz5-8451d845-05f1dzz9a965bn4b965bn66                     ,numerique,75014,Valide,novote,novote,novote,novote,2,3,3,novote,3,3,5,0,1,4,0,5
 zwu0odexymu965bnntu0m965bne5yjviodezowi4njy0mgrjnzljyjuzythlm9a965bn== ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,2,2,novote,3,4,1,2,1,0,6
 e3zz4zz4965bnb-84516f-4f4d*yd965bn9a965bn-91zzd00cdeezz5                     ,numerique,75014,Valide,novote,novote,1,novote,novote,novote,2,novote,novote,novote,2,1,1,0,0,8
 y965bnrlymmyn965bnzlymy965bnzwqzmjyxmdyxyjjiotrintg965bnn965bnq5zjy1yjfhnq== ,numerique,75014,Valide,4,3,3,2,2,2,1,3,3,3,10,1,3,5,1,0
 odixm965bnqzndg4nty965bnzddhzdziyzkwyjgwote5yji1nzyzmdu3zdexng== ,numerique,75014,Valide,2,1,1,2,1,2,3,2,3,2,10,3,5,2,0,0
 e19a965bnf845e6zz-cfe4-4zz845d*y41b-zz965bn669a965bn4438459a965bnbd                     ,numerique,75014,Valide,novote,novote,novote,novote,2,2,2,novote,novote,novote,3,0,3,0,0,7
 zgjlmjq0mdy1zwy3mznlnjliyjjlnjnintg0nzq1mgyzyjfim965bne965bnzg== ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,2,novote,2,2,4,1,3,0,0,6
 965639a965bnd965bn-e3zz6-4bzze*y19c-965bnd965bn0560691965bnzz                     ,numerique,75014,Valide,3,novote,2,2,4,3,3,novote,1,novote,7,1,2,3,1,3
 4845d13c69a965bn-9ed9a965bn-43d6-845df6-1965bncede965bnc9a965bnzz965bn9a965bn                     ,numerique,75014,Valide,novote,novote,1,1,novote,1,1,novote,1,novote,5,5,0,0,0,5
 0d845zz49a965bnfd*y9a965bn6zz-4bce-9a965bne3f-1bf3bezzcb9a965bndc                     ,numerique,75014,Valide,2,novote,3,3,1,3,3,4,3,3,9,1,1,6,1,1
 54d0f4e3-zzee0-43bc*y6d3-e64b8454d9a965bn46b1                     ,numerique,75014,Valide,2,1,4,2,2,3,4,3,3,3,10,1,3,4,2,0
 e19393e1-45d9a965bn-4b50*y96d-3965bn84559845845eec845845                     ,numerique,75014,Valide,novote,novote,novote,novote,1,novote,1,novote,novote,1,3,3,0,0,0,7
