ID,Urne,QR-Code,Categorie,1 - Moderniser les salles d escrime du gymnase Buffault,2 - Reinventer la maison pour tous YMCA de la rue de Trevise,3 - Installer des radars pedagogiques,4 - Diversifier les commerces dans le quartier Pigalle,5 - Ameliorer le confort des usagers du Conservatoire Boulanger,6 - Creer un parcours patrimonial grace a des QR codes,7 - Restaurer les publicites peintes de la rue des Martyrs,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
7823,U09-001,2022AR09B,Valide,1,1,novote,novote,1,novote,1,4,4,0,0,0,3
7825,U09-001,2022AR09B,Valide,novote,1,2,novote,1,novote,2,4,2,2,0,0,3
7826,U09-001,2022AR09A,Valide,3,1,2,3,novote,novote,novote,4,1,1,2,0,3
7827,U09-001,2022AR09A,Nul,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,6
7829,U09-001,2022AR09B,Valide,2,1,4,novote,novote,1,2,5,2,2,0,1,2
7831,U09-001,2022AR09A,Nul,novote,2,novote,novote,novote,novote,novote,1,0,1,0,0,6
7832,U09-001,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
7833,U09-001,2022AR09A,Valide,novote,novote,2,1,novote,1,1,4,3,1,0,0,3
7835,U09-001,2022AR09A,Valide,2,2,4,1,2,1,1,7,3,3,0,1,0
7836,U09-001,2022AR09B,Valide,novote,1,1,1,novote,1,novote,4,4,0,0,0,3
7837,U09-001,2022AR09A,Valide,2,1,2,1,1,2,1,7,4,3,0,0,0
7840,U09-001,2022AR09A,Valide,2,novote,2,1,2,novote,novote,4,1,3,0,0,3
7842,U09-001,2022AR09A,Valide,1,1,novote,1,1,novote,1,5,5,0,0,0,2
7845,U09-001,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
7848,U09-001,2022AR09A,Valide,novote,1,3,novote,2,2,novote,4,1,2,1,0,3
7853,U09-001,2022AR09A,Valide,3,2,2,2,2,2,2,7,0,6,1,0,0
7854,U09-001,2022AR09B,Valide,novote,novote,2,1,novote,2,1,4,2,2,0,0,3
7856,U09-001,2022AR09B,Nul,2,1,novote,2,novote,novote,novote,3,1,2,0,0,4
7857,U09-001,2022AR09A,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
7858,U09-001,2022AR09A,Valide,3,1,1,2,novote,novote,novote,4,2,1,1,0,3
7859,U09-001,2022AR09A,Valide,4,novote,2,4,4,4,3,6,0,1,1,4,1
7860,U09-001,2022AR09A,Valide,2,1,2,1,2,1,3,7,3,3,1,0,0
7862,U09-001,2022AR09A,Valide,3,1,2,2,3,1,2,7,2,3,2,0,0
7863,U09-001,2022AR09A,Valide,novote,3,2,1,3,novote,novote,4,1,1,2,0,3
7865,U09-001,2022AR09A,Valide,1,2,2,1,2,3,1,7,3,3,1,0,0
7866,U09-001,2022AR09A,Valide,3,2,2,1,3,2,4,7,1,3,2,1,0
7872,U09-001,2022AR09A,Valide,1,1,1,4,1,4,4,7,4,0,0,3,0
7873,U09-001,2022AR09A,Valide,novote,1,1,1,novote,2,novote,4,3,1,0,0,3
7874,U09-001,2022AR09A,Valide,2,2,3,1,1,1,2,7,3,3,1,0,0
7875,U09-001,2022AR09A,Valide,3,3,4,1,3,4,3,7,1,0,4,2,0
7877,U09-001,2022AR09A,Valide,1,1,2,4,4,2,2,7,2,3,0,2,0
7878,U09-001,2022AR09B,Valide,2,3,2,2,3,2,1,7,1,4,2,0,0
7880,U09-001,2022AR09A,Valide,2,1,3,2,2,2,3,7,1,4,2,0,0
7881,U09-001,2022AR09A,Valide,novote,novote,3,3,novote,1,2,4,1,1,2,0,3
7882,U09-001,2022AR09A,Valide,2,novote,3,1,novote,2,1,5,2,2,1,0,2
7884,U09-001,2022AR09A,Valide,3,3,1,1,3,2,2,7,2,2,3,0,0
7888,U09-001,2022AR09A,Valide,2,3,1,novote,2,novote,novote,4,1,2,1,0,3
7889,U09-001,2022AR09A,Nul,novote,1,1,1,novote,novote,novote,3,3,0,0,0,4
7890,U09-001,2022AR09B,Valide,2,2,3,2,3,3,3,7,0,3,4,0,0
7891,U09-001,2022AR09A,Valide,novote,2,2,1,novote,novote,4,4,1,2,0,1,3
7894,U09-001,2022AR09A,Valide,2,2,2,2,3,4,2,7,0,5,1,1,0
7895,U09-001,2022AR09A,Valide,novote,1,4,2,novote,3,novote,4,1,1,1,1,3
7899,U09-001,2022AR09A,Valide,3,3,1,1,2,1,2,7,3,2,2,0,0
7900,U09-001,2022AR09A,Valide,novote,1,1,1,novote,1,novote,4,4,0,0,0,3
7903,U09-001,2022AR09B,Valide,novote,3,4,2,novote,1,1,5,2,1,1,1,2
7909,U09-001,2022AR09A,Valide,3,1,2,4,3,2,1,7,2,2,2,1,0
7911,U09-001,2022AR09A,Valide,3,1,1,1,1,3,4,7,4,0,2,1,0
7912,U09-001,2022AR09A,Valide,1,2,3,1,2,3,3,7,2,2,3,0,0
7914,U09-001,2022AR09A,Valide,2,2,1,2,1,1,4,7,3,3,0,1,0
7915,U09-001,2022AR09A,Valide,3,2,1,2,novote,1,novote,5,2,2,1,0,2
7917,U09-001,2022AR09B,Valide,2,4,1,2,novote,2,4,6,1,3,0,2,1
7918,U09-001,2022AR09A,Nul,1,1,novote,novote,2,novote,novote,3,2,1,0,0,4
7919,U09-001,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
7920,U09-001,2022AR09A,Valide,3,3,1,1,1,1,3,7,4,0,3,0,0
7921,U09-001,2022AR09B,Valide,1,1,1,novote,novote,novote,1,4,4,0,0,0,3
7922,U09-001,2022AR09A,Valide,3,2,3,3,3,4,1,7,1,1,4,1,0
7925,U09-001,2022AR09A,Valide,1,1,1,1,novote,2,novote,5,4,1,0,0,2
7927,U09-001,2022AR09A,Valide,novote,1,novote,4,3,4,novote,4,1,0,1,2,3
7928,U09-001,2022AR09A,Nul,2,2,1,novote,novote,novote,novote,3,1,2,0,0,4
7929,U09-001,2022AR09B,Valide,1,1,3,1,2,2,3,7,3,2,2,0,0
7930,U09-001,2022AR09B,Valide,2,2,2,2,3,2,1,7,1,5,1,0,0
7931,U09-001,2022AR09A,Valide,4,4,3,3,4,3,3,7,0,0,4,3,0
7932,U09-001,2022AR09B,Valide,4,2,2,1,novote,3,3,6,1,2,2,1,1
7933,U09-001,2022AR09A,Valide,2,1,4,1,3,4,1,7,3,1,1,2,0
7934,U09-001,2022AR09A,Nul,novote,novote,2,novote,novote,novote,2,2,0,2,0,0,5
7935,U09-001,2022AR09B,Valide,3,2,4,3,3,2,1,7,1,2,3,1,0
14422,U09-003,2022AR09A,Valide,2,2,1,novote,novote,3,1,5,2,2,1,0,2
14441,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
14445,U09-003,2022AR09B,Valide,1,1,2,2,2,3,2,7,2,4,1,0,0
14447,U09-003,2022AR09B,Valide,2,2,2,2,1,2,3,7,1,5,1,0,0
14449,U09-003,2022AR09B,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
14462,U09-003,2022AR09B,Valide,1,1,4,1,2,1,3,7,4,1,1,1,0
14474,U09-003,2022AR09B,Valide,1,1,novote,novote,1,novote,1,4,4,0,0,0,3
14493,U09-003,2022AR09B,Valide,1,2,1,1,1,2,2,7,4,3,0,0,0
14497,U09-003,2022AR09A,Valide,2,1,1,2,3,1,3,7,3,2,2,0,0
14506,U09-003,2022AR09B,Valide,3,2,1,1,1,novote,4,6,3,1,1,1,1
14517,U09-003,2022AR09B,Valide,1,1,4,1,1,2,2,7,4,2,0,1,0
14531,U09-003,2022AR09A,Valide,2,3,1,2,3,2,2,7,1,4,2,0,0
14533,U09-003,2022AR09B,Valide,1,1,1,4,1,1,1,7,6,0,0,1,0
14541,U09-003,2022AR09B,Valide,2,2,2,2,3,4,1,7,1,4,1,1,0
14546,U09-003,2022AR09B,Valide,1,2,2,1,3,2,3,7,2,3,2,0,0
14550,U09-003,2022AR09B,Valide,novote,novote,4,1,2,novote,2,4,1,2,0,1,3
14574,U09-003,2022AR09B,Valide,3,1,novote,1,1,2,novote,5,3,1,1,0,2
14604,U09-003,2022AR09A,Valide,novote,novote,novote,1,1,2,1,4,3,1,0,0,3
14608,U09-003,2022AR09B,Valide,1,2,2,2,novote,novote,2,5,1,4,0,0,2
14623,U09-003,2022AR09B,Valide,3,novote,2,novote,3,novote,2,4,0,2,2,0,3
14632,U09-003,2022AR09B,Valide,2,3,3,2,3,1,3,7,1,2,4,0,0
14634,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
14641,U09-003,2022AR09B,Valide,novote,2,2,3,2,2,3,6,0,4,2,0,1
14652,U09-003,2022AR09B,Valide,1,novote,novote,novote,2,2,2,4,1,3,0,0,3
14659,U09-003,2022AR09B,Valide,novote,1,novote,novote,1,2,1,4,3,1,0,0,3
14696,U09-003,2022AR09B,Nul,novote,2,1,novote,novote,4,novote,3,1,1,0,1,4
14706,U09-003,2022AR09B,Valide,1,2,novote,novote,4,3,novote,4,1,1,1,1,3
14724,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
14732,U09-003,2022AR09B,Valide,1,2,novote,novote,2,novote,2,4,1,3,0,0,3
14750,U09-003,2022AR09B,Valide,1,1,2,1,2,2,1,7,4,3,0,0,0
14764,U09-003,2022AR09B,Valide,2,novote,novote,3,novote,4,1,4,1,1,1,1,3
14770,U09-003,2022AR09B,Valide,novote,1,2,1,novote,novote,2,4,2,2,0,0,3
14777,U09-003,2022AR09B,Valide,novote,novote,3,3,2,3,novote,4,0,1,3,0,3
14778,U09-003,2022AR09A,Valide,1,1,2,1,novote,1,2,6,4,2,0,0,1
14800,U09-003,2022AR09B,Nul,4,3,4,4,4,2 4,4,6,0,0,1,5,0
14812,U09-003,2022AR09B,Valide,1,2,2,3,3,4,2,7,1,3,2,1,0
14819,U09-003,2022AR09B,Valide,2,2,2,3,2,3,2,7,0,5,2,0,0
14828,U09-003,2022AR09B,Valide,2,3,2,2,3,2,3,7,0,4,3,0,0
14837,U09-003,2022AR09B,Valide,3,3,3,3,novote,2,3,6,0,1,5,0,1
14858,U09-003,2022AR09B,Valide,2,1,1,1,2,2,2,7,3,4,0,0,0
14865,U09-003,2022AR09B,Valide,1,novote,1,1,novote,novote,1,4,4,0,0,0,3
14875,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
14879,U09-003,2022AR09B,Valide,3,4,4,1,1,4,1,7,3,0,1,3,0
14891,U09-003,2022AR09B,Valide,2,novote,novote,1,2,1,novote,4,2,2,0,0,3
14893,U09-003,2022AR09A,Valide,1,novote,1,1,1,novote,novote,4,4,0,0,0,3
14895,U09-003,2022AR09B,Valide,4,4,3,3,2,4,novote,6,0,1,2,3,1
14919,U09-003,2022AR09B,Valide,novote,novote,novote,1,1,1,1,4,4,0,0,0,3
14949,U09-003,2022AR09A,Nul,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,0,0,0,0,0,0
14958,U09-003,2022AR09A,Nul,1,1,1,novote,novote,novote,novote,3,3,0,0,0,4
14970,U09-003,2022AR09A,Valide,1,3,1,1,1,1,4,7,5,0,1,1,0
14974,U09-003,2022AR09B,Valide,3,3,3,1,1,3,1,7,3,0,4,0,0
14976,U09-003,2022AR09B,Nul,novote,2,1,novote,novote,novote,1,3,2,1,0,0,4
14982,U09-003,2022AR09A,Nul,novote,1,novote,1,novote,2,novote,3,2,1,0,0,4
14989,U09-003,2022AR09A,Valide,4,3,1,1,3,2,1,7,3,1,2,1,0
14994,U09-003,2022AR09B,Valide,1,4,4,1,1,1,1,7,5,0,0,2,0
15002,U09-003,2022AR09A,Valide,2,2,4,2,1,4,2,7,1,4,0,2,0
15015,U09-003,2022AR09A,Valide,3,3,1,1,2,2,4,7,2,2,2,1,0
15021,U09-003,2022AR09B,Valide,2,novote,novote,2,2,3,1,5,1,3,1,0,2
15025,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
15029,U09-003,2022AR09B,Valide,2,3,1,2,novote,2,novote,5,1,3,1,0,2
15033,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
15039,U09-003,2022AR09B,Nul,1 2 3 4,novote,1 2,1 2,1 2,1 2,novote,0,0,0,0,0,2
15048,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
15052,U09-003,2022AR09B,Valide,2,2,2,1,novote,2,2,6,1,5,0,0,1
15054,U09-003,2022AR09B,Valide,2,1,novote,4,novote,novote,2,4,1,2,0,1,3
15058,U09-003,2022AR09B,Valide,2,2,1,2,4,4,3,7,1,3,1,2,0
15060,U09-003,2022AR09A,Valide,2,3,2,4,1,1,3,7,2,2,2,1,0
15064,U09-003,2022AR09B,Nul,2,novote,novote,novote,novote,novote,novote,1,0,1,0,0,6
15093,U09-003,2022AR09B,Valide,1,1,2,1,1,1,2,7,5,2,0,0,0
15116,U09-003,2022AR09B,Valide,novote,novote,2,4,2,novote,1,4,1,2,0,1,3
15135,U09-003,2022AR09B,Valide,1,novote,1,2,novote,novote,1,4,3,1,0,0,3
15143,U09-003,2022AR09B,Valide,novote,2,3,4,2,novote,novote,4,0,2,1,1,3
15158,U09-003,2022AR09B,Valide,4,3,2,3,2,2,2,7,0,4,2,1,0
15178,U09-003,2022AR09B,Valide,1,3,4,1,1,4,4,7,3,0,1,3,0
15187,U09-003,2022AR09B,Valide,3,1,2,1,2,4,1,7,3,2,1,1,0
15189,U09-003,2022AR09B,Valide,3,2,3,1,2,3,2,7,1,3,3,0,0
15191,U09-003,2022AR09A,Valide,2,2,1,1,3,4,3,7,2,2,2,1,0
15226,U09-003,2022AR09B,Valide,1,1,novote,1,1,novote,novote,4,4,0,0,0,3
15228,U09-003,2022AR09A,Valide,1,2,2,1,1,4,3,7,3,2,1,1,0
15242,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
15268,U09-003,2022AR09A,Valide,4,2,1,1,4,2,1,7,3,2,0,2,0
15273,U09-003,2022AR09B,Nul,1,novote,novote,1,novote,novote,1,3,3,0,0,0,4
15288,U09-003,2022AR09A,Valide,3,1,3,1,2,1,3,7,3,1,3,0,0
15299,U09-003,2022AR09B,Valide,1,3,3,3,3,3,3,7,1,0,6,0,0
15312,U09-003,2022AR09B,Valide,novote,1,1,novote,novote,1,1,4,4,0,0,0,3
15319,U09-003,2022AR09B,Valide,novote,novote,2,1,novote,1,1,4,3,1,0,0,3
15339,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
15349,U09-003,2022AR09B,Valide,1,1,1,novote,novote,1,1,5,5,0,0,0,2
15353,U09-003,2022AR09B,Valide,novote,1,1,1,novote,novote,1,4,4,0,0,0,3
15355,U09-003,2022AR09B,Nul,novote,novote,2,novote,novote,novote,novote,1,0,1,0,0,6
15361,U09-003,2022AR09B,Nul,novote,1,novote,1,novote,novote,2,3,2,1,0,0,4
15375,U09-003,2022AR09B,Valide,3,2,3,3,1,3,1,7,2,1,4,0,0
15380,U09-003,2022AR09A,Valide,novote,2,2,2,novote,novote,2,4,0,4,0,0,3
15384,U09-003,2022AR09A,Valide,2,2,2,2,2,2,2,7,0,7,0,0,0
15399,U09-003,2022AR09B,Valide,2,1,2,1,1,2,2,7,3,4,0,0,0
15401,U09-003,2022AR09B,Valide,novote,1,novote,1,novote,1,1,4,4,0,0,0,3
15403,U09-003,2022AR09A,Valide,3,4,4,2,2,2,2,7,0,4,1,2,0
15405,U09-003,2022AR09A,Valide,3,3,2,2,3,2,2,7,0,4,3,0,0
15417,U09-003,2022AR09B,Nul,novote,2,novote,novote,2,novote,novote,2,0,2,0,0,5
15424,U09-003,2022AR09A,Nul,novote,novote,novote,4,novote,1,1,3,2,0,0,1,4
15432,U09-003,2022AR09B,Valide,1,3,2,novote,1,3,2,6,2,2,2,0,1
15453,U09-003,2022AR09B,Valide,novote,2,2,2,2,novote,novote,4,0,4,0,0,3
15460,U09-003,2022AR09A,Valide,2,1,1,1,1,1,2,7,5,2,0,0,0
15468,U09-003,2022AR09B,Valide,2,1,4,2,3,3,2,7,1,3,2,1,0
15484,U09-003,2022AR09B,Valide,2,novote,2,novote,novote,1,2,4,1,3,0,0,3
15490,U09-003,2022AR09A,Valide,2,1,2,4,2,1,2,7,2,4,0,1,0
15504,U09-003,2022AR09B,Valide,2,3,3,3,2,4,1,7,1,2,3,1,0
15551,U09-003,2022AR09A,Valide,1,3,2,2,2,2,1,7,2,4,1,0,0
15553,U09-003,2022AR09A,Nul,1,novote,novote,1,novote,novote,1,3,3,0,0,0,4
15582,U09-003,2022AR09B,Valide,1,novote,novote,1,1,novote,1,4,4,0,0,0,3
15586,U09-003,2022AR09A,Valide,4,1,4,1,3,1,4,7,3,0,1,3,0
15590,U09-003,2022AR09A,Valide,novote,novote,1,1,novote,1,1,4,4,0,0,0,3
15598,U09-003,2022AR09B,Valide,1,2,1,1,1,1,1,7,6,1,0,0,0
15616,U09-003,2022AR09A,Valide,1,1,2,2,1,2,3,7,3,3,1,0,0
15619,U09-003,2022AR09A,Valide,2,1,2,1,2,2,2,7,2,5,0,0,0
15623,U09-003,2022AR09A,Nul,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,6
15631,U09-003,2022AR09B,Valide,3,3,3,2,4,4,3,7,0,1,4,2,0
15635,U09-003,2022AR09B,Valide,2,1,novote,novote,novote,3,2,4,1,2,1,0,3
15639,U09-003,2022AR09B,Nul,novote,novote,novote,novote,novote,4,2,2,0,1,0,1,5
15641,U09-003,2022AR09B,Valide,1,1,novote,novote,1,novote,1,4,4,0,0,0,3
15677,U09-003,2022AR09B,Valide,2,novote,2,1,2,novote,novote,4,1,3,0,0,3
15679,U09-003,2022AR09A,Valide,2,1,2,novote,3,2,3,6,1,3,2,0,1
15688,U09-003,2022AR09B,Valide,1,novote,1,novote,novote,1,4,4,3,0,0,1,3
15722,U09-003,2022AR09A,Valide,2,2,4,3,1,2,2,7,1,4,1,1,0
15746,U09-003,2022AR09B,Valide,1,2,3,1,2,4,2,7,2,3,1,1,0
15748,U09-003,2022AR09B,Valide,1,1,1,novote,4,4,2,6,3,1,0,2,1
15750,U09-003,2022AR09B,Valide,1,4,3,1,novote,1,4,6,3,0,1,2,1
15752,U09-003,2022AR09B,Valide,2,4,2,1,2,3,1,7,2,3,1,1,0
15754,U09-003,2022AR09B,Valide,novote,1,1,1,novote,novote,1,4,4,0,0,0,3
15764,U09-003,2022AR09B,Nul,2,3,3,1 2,2,2,2,6,0,4,2,0,0
15773,U09-003,2022AR09B,Valide,novote,1,1,1,novote,1,novote,4,4,0,0,0,3
15794,U09-003,2022AR09A,Valide,4,2,4,1,2,2,1,7,2,3,0,2,0
15808,U09-003,2022AR09A,Nul,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,5
15814,U09-003,2022AR09A,Valide,2,1,2,1,1,1,1,7,5,2,0,0,0
15817,U09-003,2022AR09B,Valide,1,1,novote,1,novote,2,1,5,4,1,0,0,2
15825,U09-003,2022AR09B,Valide,3,1,1,1,3,1,3,7,4,0,3,0,0
15827,U09-003,2022AR09B,Valide,1,1,1,novote,1,novote,novote,4,4,0,0,0,3
15832,U09-003,2022AR09B,Nul,novote,novote,novote,1,novote,novote,1,2,2,0,0,0,5
15834,U09-003,2022AR09A,Valide,2,2,2,3,2,2,2,7,0,6,1,0,0
15851,U09-003,2022AR09B,Valide,3,3,2,1,novote,novote,novote,4,1,1,2,0,3
15857,U09-003,2022AR09B,Nul,2,novote,1,1,novote,novote,novote,3,2,1,0,0,4
15860,U09-003,2022AR09B,Valide,1,3,1,4,3,2,1,7,3,1,2,1,0
15879,U09-003,2022AR09B,Valide,4,2,3,2,4,3,3,7,0,2,3,2,0
15894,U09-003,2022AR09A,Valide,novote,2,3,novote,novote,3,4,4,0,1,2,1,3
15898,U09-003,2022AR09B,Valide,1,novote,novote,1,novote,1,1,4,4,0,0,0,3
15910,U09-003,2022AR09A,Valide,novote,4,2,1,novote,novote,1,4,2,1,0,1,3
15920,U09-003,2022AR09A,Valide,1,1,1,1,2,novote,2,6,4,2,0,0,1
15930,U09-003,2022AR09B,Valide,novote,1,1,1,1,novote,novote,4,4,0,0,0,3
15943,U09-003,2022AR09B,Nul,3 4,1,4,1 4,3,4,2,5,1,1,1,2,0
15945,U09-003,2022AR09B,Valide,3,2,3,3,2,4,1,7,1,2,3,1,0
15953,U09-003,2022AR09B,Valide,3,2,2,3,3,2,4,7,0,3,3,1,0
15959,U09-003,2022AR09B,Valide,1,1,4,4,4,4,4,7,2,0,0,5,0
15987,U09-003,2022AR09A,Nul,novote,novote,novote,1,novote,novote,1,2,2,0,0,0,5
15997,U09-003,2022AR09B,Valide,2,2,3,1,2,1,3,7,2,3,2,0,0
15999,U09-003,2022AR09B,Valide,2,3,1,1,3,2,3,7,2,2,3,0,0
16021,U09-003,2022AR09B,Nul,novote,novote,2,novote,novote,2,2,3,0,3,0,0,4
16022,U09-001,2022AR09B,Nul,1,novote,1,novote,1,novote,1 2,3,3,0,0,0,3
16076,U09-003,2022AR09B,Valide,2,novote,2,2,2,novote,novote,4,0,4,0,0,3
16100,U09-003,2022AR09B,Valide,1,2,2,1,1,3,3,7,3,2,2,0,0
16104,U09-003,2022AR09B,Valide,1,3,2,1,2,3,1,7,3,2,2,0,0
16115,U09-003,2022AR09B,Valide,novote,2,novote,2,2,novote,2,4,0,4,0,0,3
16118,U09-003,2022AR09B,Valide,2,2,4,2,3,3,2,7,0,4,2,1,0
16123,U09-003,2022AR09A,Nul,novote,novote,novote,1,novote,novote,2,2,1,1,0,0,5
16129,U09-003,2022AR09B,Valide,1,1,1,1,novote,1,1,6,6,0,0,0,1
16135,U09-003,2022AR09B,Nul,novote,novote,novote,1,1,novote,novote,2,2,0,0,0,5
16142,U09-001,2022AR09A,Nul,3,1,novote,novote,novote,novote,novote,2,1,0,1,0,5
16146,U09-003,2022AR09A,Valide,3,2,3,1,3,1,3,7,2,1,4,0,0
16160,U09-001,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
16164,U09-003,2022AR09B,Nul,1 4,1 4,1,1,1,1,1,5,5,0,0,0,0
16173,U09-003,2022AR09A,Valide,3,1,2,1,3,1,1,7,4,1,2,0,0
16176,U09-003,2022AR09B,Valide,1,1,1,1,2,2,2,7,4,3,0,0,0
16184,U09-003,2022AR09B,Nul,1,novote,2,2,novote,novote,novote,3,1,2,0,0,4
16190,U09-003,2022AR09B,Valide,4,1,4,4,novote,novote,novote,4,1,0,0,3,3
16195,U09-001,2022AR09A,Valide,1,3,4,1,1,4,1,7,4,0,1,2,0
16200,U09-003,2022AR09A,Valide,2,novote,novote,2,novote,2,2,4,0,4,0,0,3
16208,U09-001,2022AR09B,Valide,1,1,novote,1,novote,novote,1,4,4,0,0,0,3
16226,U09-001,2022AR09B,Valide,novote,novote,1,1,1,novote,1,4,4,0,0,0,3
16246,U09-003,2022AR09B,Valide,4,4,1,1,1,2,3,7,3,1,1,2,0
16259,U09-003,2022AR09B,Valide,2,novote,2,3,novote,novote,2,4,0,3,1,0,3
16273,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
16298,U09-001,2022AR09B,Valide,3,1,3,1,3,2,3,7,2,1,4,0,0
16305,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
16314,U09-003,2022AR09A,Valide,1,2,1,2,1,2,1,7,4,3,0,0,0
16324,U09-003,2022AR09B,Valide,novote,1,2,1,novote,novote,1,4,3,1,0,0,3
16350,U09-003,2022AR09B,Valide,1,1,3,1,1,1,3,7,5,0,2,0,0
16359,U09-001,2022AR09A,Valide,novote,1,1,1,novote,1,novote,4,4,0,0,0,3
16373,U09-003,2022AR09B,Valide,1,1,3,3,1,2,3,7,3,1,3,0,0
16379,U09-003,2022AR09B,Valide,1,1,novote,1,novote,1,novote,4,4,0,0,0,3
16384,U09-001,2022AR09A,Valide,2,2,2,2,2,1,2,7,1,6,0,0,0
16385,U09-003,2022AR09A,Valide,2,novote,4,2,2,4,1,6,1,3,0,2,1
16392,U09-001,2022AR09A,Nul,4,1,novote,novote,novote,2,novote,3,1,1,0,1,4
16401,U09-003,2022AR09B,Nul,2,1,4,1 4,1,2,1,6,3,2,0,1,0
16411,U09-003,2022AR09B,Valide,2,3,3,3,3,2,2,7,0,3,4,0,0
16412,U09-001,2022AR09A,Valide,novote,1,2,2,novote,1,1,5,3,2,0,0,2
16424,U09-001,2022AR09A,Valide,3,2,2,1,3,1,1,7,3,2,2,0,0
16429,U09-003,2022AR09B,Valide,2,2,4,2,1,1,1,7,3,3,0,1,0
16436,U09-001,2022AR09B,Valide,3,3,4,3,4,3,4,7,0,0,4,3,0
16440,U09-001,2022AR09A,Valide,novote,1,2,novote,3,novote,2,4,1,2,1,0,3
16441,U09-003,2022AR09B,Valide,2,2,3,3,2,2,3,7,0,4,3,0,0
16444,U09-003,2022AR09B,Valide,1,novote,2,3,3,3,2,6,1,2,3,0,1
16463,U09-003,2022AR09B,Valide,novote,2,1,2,novote,novote,2,4,1,3,0,0,3
16473,U09-003,2022AR09B,Valide,2,1,1,2,novote,novote,novote,4,2,2,0,0,3
16498,U09-003,2022AR09B,Valide,1,1,4,4,4,4,4,7,2,0,0,5,0
16502,U09-001,2022AR09A,Valide,3,4,3,2,4,1,1,7,2,1,2,2,0
16507,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
16518,U09-003,2022AR09A,Valide,3,2,2,2,3,2,4,7,0,4,2,1,0
16521,U09-003,2022AR09B,Valide,1,1,1,1,2,2,2,7,4,3,0,0,0
16540,U09-003,2022AR09B,Valide,1,1,2,1,1,1,2,7,5,2,0,0,0
16552,U09-003,2022AR09B,Valide,1,1,1,novote,novote,novote,1,4,4,0,0,0,3
16577,U09-003,2022AR09B,Valide,2,2,4,1,2,2,2,7,1,5,0,1,0
16585,U09-001,2022AR09B,Nul,2,2,2,1,2,1,1 2,6,2,4,0,0,0
16586,U09-003,2022AR09B,Valide,3,2,3,2,1,4,2,7,1,3,2,1,0
16599,U09-003,2022AR09A,Valide,2,2,2,1,3,novote,3,6,1,3,2,0,1
16609,U09-003,2022AR09A,Valide,2,2,novote,1,2,1,2,6,2,4,0,0,1
16612,U09-003,2022AR09A,Nul,2,novote,novote,2,1,novote,novote,3,1,2,0,0,4
16622,U09-003,2022AR09A,Valide,2,2,3,1,1,3,1,7,3,2,2,0,0
16625,U09-003,2022AR09B,Valide,2,2,2,1,1,3,3,7,2,3,2,0,0
16627,U09-003,2022AR09B,Valide,3,3,1,1,3,1,3,7,3,0,4,0,0
16633,U09-003,2022AR09B,Valide,2,1,1,1,2,2,2,7,3,4,0,0,0
16642,U09-003,2022AR09B,Valide,2,3,1,1,3,4,1,7,3,1,2,1,0
16645,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
16660,U09-003,2022AR09B,Valide,1,1,1,1,2,2,1,7,5,2,0,0,0
16687,U09-003,2022AR09B,Valide,3,3,4,4,4,4,4,7,0,0,2,5,0
16701,U09-001,2022AR09A,Valide,1,1,novote,1,1,novote,novote,4,4,0,0,0,3
16728,U09-003,2022AR09B,Nul,novote,2,novote,2,novote,novote,2,3,0,3,0,0,4
16730,U09-003,2022AR09B,Nul,novote,novote,novote,1,novote,2,novote,2,1,1,0,0,5
