ID,Urne,QR-Code,Categorie,1 - Moderniser les salles d escrime du gymnase Buffault,2 - Reinventer la maison pour tous YMCA de la rue de Trevise,3 - Installer des radars pedagogiques,4 - Diversifier les commerces dans le quartier Pigalle,5 - Ameliorer le confort des usagers du Conservatoire Boulanger,6 - Creer un parcours patrimonial grace a des QR codes,7 - Restaurer les publicites peintes de la rue des Martyrs,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
29037,U09-003,2022AR09B,Valide,1,2,novote,novote,2,novote,2,4,1,3,0,0,3
29045,U09-003,2022AR09B,Nul,2,3,3,3,3,2 3,1,6,1,1,4,0,0
29081,U09-003,2022AR09A,Valide,1,1,novote,1,1,novote,novote,4,4,0,0,0,3
29087,U09-003,2022AR09B,Valide,1,novote,2,2,novote,novote,2,4,1,3,0,0,3
29115,U09-003,2022AR09B,Valide,1,novote,1,1,novote,4,1,5,4,0,0,1,2
29155,U09-003,2022AR09B,Valide,1,3,4,4,4,novote,3,6,1,0,2,3,1
29165,U09-003,2022AR09B,Valide,4,2,2,2,3,4,1,7,1,3,1,2,0
29202,U09-003,2022AR09A,Valide,1,2,1,novote,2,novote,2,5,2,3,0,0,2
29219,U09-003,2022AR09B,Valide,2,3,3,3,3,3,4,7,0,1,5,1,0
29226,U09-003,2022AR09A,Valide,2,3,3,2,2,3,2,7,0,4,3,0,0
29236,U09-003,2022AR09A,Nul,1,1,novote,novote,1,novote,novote,3,3,0,0,0,4
29267,U09-003,2022AR09B,Valide,3,1,3,2,2,4,4,7,1,2,2,2,0
29324,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
29429,U09-003,2022AR09B,Valide,1,1,novote,novote,novote,1,1,4,4,0,0,0,3
29463,U09-003,2022AR09B,Valide,4,1,4,4,3,4,4,7,1,0,1,5,0
29487,U09-003,2022AR09A,Valide,novote,1,1,1,1,novote,novote,4,4,0,0,0,3
29502,U09-003,2022AR09A,Valide,1,2,1,novote,2,novote,2,5,2,3,0,0,2
29519,U09-003,2022AR09A,Valide,novote,1,novote,1,novote,1,1,4,4,0,0,0,3
29536,U09-003,2022AR09B,Valide,1,2,1,1,2,2,1,7,4,3,0,0,0
29636,U09-003,2022AR09B,Valide,novote,1,1,1,1,novote,novote,4,4,0,0,0,3
29666,U09-003,2022AR09B,Valide,4,2,3,2,4,3,3,7,0,2,3,2,0
29673,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
29697,U09-003,2022AR09B,Nul,1,novote,novote,novote,novote,novote,1,2,2,0,0,0,5
29718,U09-003,2022AR09B,Valide,1,1,4,1,1,4,4,7,4,0,0,3,0
29786,U09-003,2022AR09B,Nul,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,5
29800,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
29882,U09-003,2022AR09B,Valide,1,novote,novote,novote,1,1,1,4,4,0,0,0,3
29918,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
29941,U09-003,2022AR09B,Valide,1,4,4,1,4,4,1,7,3,0,0,4,0
29975,U09-003,2022AR09A,Valide,3,2,1,1,2,3,2,7,2,3,2,0,0
30000,U09-003,2022AR09B,Valide,1,novote,1,1,1,novote,novote,4,4,0,0,0,3
30021,U09-003,2022AR09A,Valide,1,1,3,2,1,3,2,7,3,2,2,0,0
30031,U09-003,2022AR09B,Valide,2,3,4,1,4,2,4,7,1,2,1,3,0
30095,U09-003,2022AR09B,Valide,4,2,3,2,2,3,4,7,0,3,2,2,0
30113,U09-003,2022AR09B,Valide,1,2,2,1,2,1,1,7,4,3,0,0,0
30135,U09-003,2022AR09B,Valide,2,1,1,2,1,1,1,7,5,2,0,0,0
30206,U09-003,2022AR09A,Valide,novote,1,novote,1,2,novote,2,4,2,2,0,0,3
30363,U09-003,2022AR09A,Valide,4,1,4,1,novote,novote,1,5,3,0,0,2,2
30385,U09-003,2022AR09B,Valide,2,2,1,2,2,2,1,7,2,5,0,0,0
30391,U09-003,2022AR09A,Valide,1,1,1,1,1,2,2,7,5,2,0,0,0
30605,U09-003,2022AR09B,Valide,2,2,2,2,1,4,3,7,1,4,1,1,0
30614,U09-003,2022AR09B,Valide,4,2,1,1,3,4,3,7,2,1,2,2,0
30657,U09-003,2022AR09A,Valide,3,2,4,3,2,1,2,7,1,3,2,1,0
30708,U09-003,2022AR09B,Valide,novote,1,4,1,1,novote,1,5,4,0,0,1,2
30764,U09-003,2022AR09B,Valide,3,2,4,2,2,3,2,7,0,4,2,1,0
30873,U09-003,2022AR09B,Valide,2,2,2,1,2,1,2,7,2,5,0,0,0
30882,U09-003,2022AR09B,Valide,3,2,3,1,2,1,2,7,2,3,2,0,0
30914,U09-003,2022AR09B,Valide,1,1,1,2,2,1,2,7,4,3,0,0,0
30949,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
30998,U09-003,2022AR09B,Valide,1,1,2,1,2,1,1,7,5,2,0,0,0
31020,U09-003,2022AR09B,Nul,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,6
31030,U09-003,2022AR09B,Valide,3,1,2,1,1,1,1,7,5,1,1,0,0
31055,U09-003,2022AR09A,Valide,1,3,3,2,1,3,1,7,3,1,3,0,0
31148,U09-003,2022AR09B,Nul,2,novote,novote,novote,novote,novote,novote,1,0,1,0,0,6
31290,U09-003,2022AR09B,Valide,2,1,2,4,novote,2,novote,5,1,3,0,1,2
31319,U09-003,2022AR09A,Valide,3,2,1,2,2,1,2,7,2,4,1,0,0
31373,U09-003,2022AR09B,Valide,3,2,novote,2,3,novote,2,5,0,3,2,0,2
31516,U09-003,2022AR09B,Valide,1,1,1,2,1,3,2,7,4,2,1,0,0
31541,U09-003,2022AR09B,Valide,1,2,3,2,3,4,3,7,1,2,3,1,0
31581,U09-003,2022AR09B,Valide,1,2,1,2,2,3,4,7,2,3,1,1,0
31613,U09-003,2022AR09B,Valide,1,3,1,3,2,3,2,7,2,2,3,0,0
31625,U09-003,2022AR09B,Valide,3,3,3,2,3,2,2,7,0,3,4,0,0
31637,U09-003,2022AR09B,Valide,novote,novote,1,2,novote,1,1,4,3,1,0,0,3
31709,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
31748,U09-003,2022AR09B,Valide,2,2,2,1,2,2,1,7,2,5,0,0,0
31777,U09-003,2022AR09B,Valide,1,1,1,2,2,1,2,7,4,3,0,0,0
31786,U09-003,2022AR09A,Nul,3,novote,novote,novote,novote,novote,novote,1,0,0,1,0,6
31797,U09-003,2022AR09B,Valide,1,1,2,1,3,3,4,7,3,1,2,1,0
31837,U09-003,2022AR09A,Valide,1,1,novote,novote,1,1,novote,4,4,0,0,0,3
31889,U09-003,2022AR09B,Valide,1,1,1,novote,novote,novote,1,4,4,0,0,0,3
31968,U09-003,2022AR09A,Valide,2,2,1,2,1,2,1,7,3,4,0,0,0
31985,U09-003,2022AR09B,Valide,novote,2,novote,2,novote,2,1,4,1,3,0,0,3
31994,U09-003,2022AR09B,Valide,2,2,2,1,2,2,3,7,1,5,1,0,0
32013,U09-003,2022AR09A,Nul,novote,novote,novote,1,novote,2,novote,2,1,1,0,0,5
32062,U09-003,2022AR09B,Valide,2,1,1,2,2,1,3,7,3,3,1,0,0
32135,U09-003,2022AR09B,Valide,1,3,1,3,2,2,3,7,2,2,3,0,0
32168,U09-003,2022AR09B,Nul,1 2,novote,1 2,2,2,novote,4,3,0,2,0,1,2
32177,U09-003,2022AR09B,Valide,novote,1,1,1,novote,novote,1,4,4,0,0,0,3
32188,U09-003,2022AR09A,Valide,novote,1,2,novote,novote,2,2,4,1,3,0,0,3
32198,U09-003,2022AR09B,Valide,1,4,4,4,4,4,4,7,1,0,0,6,0
32307,U09-003,2022AR09B,Valide,1,2,2,1,1,1,1,7,5,2,0,0,0
32336,U09-003,2022AR09B,Valide,1,1,1,1,3,4,4,7,4,0,1,2,0
32346,U09-003,2022AR09B,Valide,2,2,4,1,4,3,2,7,1,3,1,2,0
32443,U09-003,2022AR09B,Valide,3,2,2,2,2,3,2,7,0,5,2,0,0
32525,U09-003,2022AR09B,Valide,2,novote,2,novote,2,2,novote,4,0,4,0,0,3
32913,U09-003,2022AR09B,Valide,1,1,novote,novote,2,4,novote,4,2,1,0,1,3
32942,U09-003,2022AR09B,Valide,2,3,3,2,2,3,4,7,0,3,3,1,0
32960,U09-003,2022AR09B,Valide,2,3,4,2,2,4,3,7,0,3,2,2,0
32971,U09-003,2022AR09B,Nul,novote,1,1 3,novote,novote,novote,1 3,1,1,0,0,0,4
33074,U09-003,2022AR09B,Valide,3,4,3,2,1,1,2,7,2,2,2,1,0
33099,U09-003,2022AR09B,Valide,1,1,novote,1,novote,1,novote,4,4,0,0,0,3
33157,U09-003,2022AR09B,Valide,3,2,2,2,2,2,2,7,0,6,1,0,0
33188,U09-003,2022AR09A,Valide,2,3,1,1,3,3,2,7,2,2,3,0,0
33236,U09-003,2022AR09A,Valide,2,2,3,2,3,1,2,7,1,4,2,0,0
33359,U09-003,2022AR09A,Valide,1,2,2,2,1,2,2,7,2,5,0,0,0
33406,U09-003,2022AR09B,Valide,3,3,2,2,1,2,3,7,1,3,3,0,0
33499,U09-003,2022AR09A,Nul,1 2,2,2,1,2,2,3,6,1,4,1,0,0
33579,U09-003,2022AR09B,Valide,1,3,2,2,novote,2,2,6,1,4,1,0,1
33691,U09-003,2022AR09B,Valide,3,1,1,2,3,3,1,7,3,1,3,0,0
33701,U09-003,2022AR09A,Nul,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,1 2 3,0,0,0,0,0,0
33779,U09-003,2022AR09B,Nul,1,novote,novote,1,3,1,1 2,4,3,0,1,0,2
33789,U09-003,2022AR09A,Valide,4,3,1,1,3,2,3,7,2,1,3,1,0
33837,U09-003,2022AR09B,Valide,2,1,novote,novote,2,novote,1,4,2,2,0,0,3
33941,U09-003,2022AR09B,Valide,novote,3,3,3,novote,4,novote,4,0,0,3,1,3
33967,U09-003,2022AR09B,Valide,novote,1,2,2,2,novote,novote,4,1,3,0,0,3
34030,U09-003,2022AR09B,Valide,1,2,3,1,1,3,3,7,3,1,3,0,0
34197,U09-003,2022AR09A,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
34285,U09-003,2022AR09B,Valide,3,1,1,1,3,3,2,7,3,1,3,0,0
34322,U09-003,2022AR09A,Nul,1,novote,novote,1,novote,novote,novote,2,2,0,0,0,5
34333,U09-003,2022AR09B,Valide,1,1,2,1,1,1,1,7,6,1,0,0,0
34486,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
34540,U09-003,2022AR09B,Nul,1 2 3 4,1,novote,novote,novote,novote,novote,1,1,0,0,0,5
34564,U09-003,2022AR09A,Valide,2,novote,novote,1,1,novote,1,4,3,1,0,0,3
34578,U09-003,2022AR09B,Valide,3,2,2,2,2,2,3,7,0,5,2,0,0
34590,U09-003,2022AR09B,Nul,1,2,novote,1,novote,novote,novote,3,2,1,0,0,4
34615,U09-003,2022AR09A,Valide,1,novote,2,2,2,novote,novote,4,1,3,0,0,3
34762,U09-003,2022AR09A,Nul,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,5
34814,U09-003,2022AR09A,Valide,3,2,2,1,2,2,2,7,1,5,1,0,0
34875,U09-003,2022AR09A,Valide,4,3,3,novote,novote,novote,3,4,0,0,3,1,3
34889,U09-003,2022AR09A,Valide,novote,novote,1,novote,2,1,1,4,3,1,0,0,3
34961,U09-003,2022AR09B,Valide,1,1,2,1,2,3,2,7,3,3,1,0,0
34975,U09-003,2022AR09B,Valide,2,2,3,4,4,4,4,7,0,2,1,4,0
35041,U09-003,2022AR09B,Valide,3,3,2,2,4,2,4,7,0,3,2,2,0
35096,U09-003,2022AR09B,Valide,2,novote,2,1,novote,1,novote,4,2,2,0,0,3
35147,U09-003,2022AR09B,Valide,3,1,3,1,1,1,1,7,5,0,2,0,0
35172,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
35186,U09-003,2022AR09B,Valide,novote,novote,1,1,1,4,4,5,3,0,0,2,2
35198,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
35336,U09-003,2022AR09B,Valide,novote,3,3,1,2,1,2,6,2,2,2,0,1
35363,U09-003,2022AR09B,Valide,2,1,2,2,2,1,2,7,2,5,0,0,0
35570,U09-003,2022AR09B,Nul,2,novote,4,2,novote,novote,novote,3,0,2,0,1,4
35599,U09-003,2022AR09B,Valide,3,novote,4,3,3,2,2,6,0,2,3,1,1
35617,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
35702,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
35776,U09-003,2022AR09B,Valide,1,novote,2,2,novote,novote,3,4,1,2,1,0,3
35800,U09-003,2022AR09B,Valide,2,1,3,3,3,2,3,7,1,2,4,0,0
35828,U09-003,2022AR09B,Valide,2,2,2,1,1,2,3,7,2,4,1,0,0
35972,U09-003,2022AR09B,Nul,1,novote,1,novote,novote,novote,novote,2,2,0,0,0,5
36069,U09-003,2022AR09B,Valide,1,novote,1,1,novote,novote,1,4,4,0,0,0,3
36162,U09-003,2022AR09B,Valide,novote,2,novote,1,1,novote,2,4,2,2,0,0,3
36202,U09-003,2022AR09B,Valide,2,1,3,1,2,3,1,7,3,2,2,0,0
36269,U09-003,2022AR09A,Valide,1,novote,1,2,2,1,2,6,3,3,0,0,1
36306,U09-003,2022AR09B,Valide,1,novote,1,1,novote,1,novote,4,4,0,0,0,3
36371,U09-003,2022AR09B,Valide,3,3,3,2,2,3,3,7,0,2,5,0,0
36396,U09-003,2022AR09B,Valide,3,1,1,novote,1,novote,novote,4,3,0,1,0,3
36459,U09-003,2022AR09B,Valide,3,3,3,2,3,1,2,7,1,2,4,0,0
36503,U09-003,2022AR09B,Valide,2,2,3,1,2,3,3,7,1,3,3,0,0
36577,U09-003,2022AR09B,Valide,2,2,2,2,2,2,2,7,0,7,0,0,0
36589,U09-003,2022AR09B,Valide,2,2,1,2,2,2,2,7,1,6,0,0,0
36634,U09-003,2022AR09B,Nul,novote,1,novote,1,novote,novote,1,3,3,0,0,0,4
36665,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
36710,U09-003,2022AR09B,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
36911,U09-003,2022AR09B,Valide,4,1,1,3,4,4,3,7,2,0,2,3,0
36999,U09-003,2022AR09B,Valide,1,1,1,1,novote,novote,novote,4,4,0,0,0,3
37036,U09-003,2022AR09B,Nul,1,1,novote,novote,1,novote,novote,3,3,0,0,0,4
37122,U09-003,2022AR09B,Valide,1,4,1,3,novote,1,2,6,3,1,1,1,1
37275,U09-003,2022AR09B,Valide,2,1,1,2,1,2,3,7,3,3,1,0,0
37379,U09-003,2022AR09B,Valide,novote,1,1,novote,2,2,novote,4,2,2,0,0,3
37487,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
37500,U09-003,2022AR09A,Valide,novote,2,1,1,novote,3,2,5,2,2,1,0,2
37529,U09-003,2022AR09B,Nul,novote,novote,novote,2,novote,2,novote,2,0,2,0,0,5
37660,U09-003,2022AR09B,Valide,2,4,1,2,3,2,3,7,1,3,2,1,0
37703,U09-003,2022AR09B,Valide,3,1,4,4,4,4,1,7,2,0,1,4,0
37810,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
37836,U09-003,2022AR09A,Nul,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,6
37988,U09-003,2022AR09B,Valide,4,3,3,1,1,3,1,7,3,0,3,1,0
38090,U09-003,2022AR09A,Valide,2,1,novote,2,2,novote,novote,4,1,3,0,0,3
38144,U09-003,2022AR09B,Valide,novote,novote,2,2,novote,3,2,4,0,3,1,0,3
38195,U09-003,2022AR09B,Valide,1,novote,1,1,novote,novote,1,4,4,0,0,0,3
38233,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
38288,U09-003,2022AR09B,Valide,3,4,3,2,2,1,1,7,2,2,2,1,0
38367,U09-003,2022AR09B,Valide,2,2,3,3,2,2,2,7,0,5,2,0,0
38387,U09-003,2022AR09B,Valide,2,novote,novote,1,2,novote,2,4,1,3,0,0,3
38419,U09-003,2022AR09A,Valide,3,2,3,2,4,2,1,7,1,3,2,1,0
38571,U09-003,2022AR09B,Nul,novote,novote,1,novote,novote,novote,novote,1,1,0,0,0,6
38581,U09-003,2022AR09A,Valide,3,3,2,1,2,2,3,7,1,3,3,0,0
38595,U09-003,2022AR09B,Nul,novote,2,2,novote,1 2,novote,2,3,0,3,0,0,3
38618,U09-003,2022AR09A,Valide,4,1,4,4,1,4,4,7,2,0,0,5,0
38658,U09-003,2022AR09B,Valide,3,2,2,3,1,2,4,7,1,3,2,1,0
38696,U09-003,2022AR09B,Valide,1,novote,3,1,1,3,2,6,3,1,2,0,1
38711,U09-003,2022AR09B,Nul,1 2 3 4,novote,novote,novote,1,1,1 2,2,2,0,0,0,3
38787,U09-003,2022AR09B,Nul,2,4,4,1 3,2 3,3 4,3 4,3,0,1,0,2,0
38802,U09-003,2022AR09A,Valide,2,3,3,1,3,2,3,7,1,2,4,0,0
38878,U09-003,2022AR09A,Valide,2,3,1,2,2,2,1,7,2,4,1,0,0
38957,U09-003,2022AR09B,Valide,2,novote,3,2,novote,3,1,5,1,2,2,0,2
39027,U09-003,2022AR09B,Nul,1,1,novote,novote,1,novote,novote,3,3,0,0,0,4
39040,U09-003,2022AR09B,Valide,1,3,1,1,novote,novote,4,5,3,0,1,1,2
39068,U09-003,2022AR09A,Valide,novote,novote,2,1,novote,4,3,4,1,1,1,1,3
39095,U09-003,2022AR09A,Valide,2,1,2,3,2,1,2,7,2,4,1,0,0
39108,U09-003,2022AR09B,Valide,3,3,3,2,3,3,3,7,0,1,6,0,0
39134,U09-003,2022AR09B,Valide,novote,1,1,novote,1,2,novote,4,3,1,0,0,3
39189,U09-003,2022AR09B,Valide,1,novote,novote,1,1,novote,1,4,4,0,0,0,3
39240,U09-003,2022AR09B,Valide,3,2,1,4,3,3,3,7,1,1,4,1,0
39284,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
39390,U09-003,2022AR09B,Valide,3,1,3,1,3,2,novote,6,2,1,3,0,1
39515,U09-003,2022AR09B,Nul,novote,1,novote,1,novote,novote,novote,2,2,0,0,0,5
39676,U09-003,2022AR09B,Valide,2,1,1,3,4,1,novote,6,3,1,1,1,1
39696,U09-003,2022AR09B,Valide,3,2,3,2,2,3,2,7,0,4,3,0,0
39730,U09-003,2022AR09B,Valide,4,1,1,1,novote,1,2,6,4,1,0,1,1
39809,U09-003,2022AR09B,Valide,2,1,2,2,3,novote,2,6,1,4,1,0,1
39909,U09-003,2022AR09B,Valide,2,novote,4,1,1,4,2,6,2,2,0,2,1
39930,U09-003,2022AR09B,Valide,3,3,2,4,4,3,4,7,0,1,3,3,0
40005,U09-003,2022AR09B,Valide,1,2,4,novote,4,novote,2,5,1,2,0,2,2
40011,U09-003,2022AR09B,Valide,novote,1,2,1,novote,novote,1,4,3,1,0,0,3
40077,U09-003,2022AR09A,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
40105,U09-003,2022AR09B,Valide,1,3,3,4,3,2,4,7,1,1,3,2,0
40130,U09-003,2022AR09B,Valide,2,2,2,2,2,2,2,7,0,7,0,0,0
40151,U09-003,2022AR09B,Valide,3,1,3,2,2,2,2,7,1,4,2,0,0
40282,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
40293,U09-003,2022AR09A,Valide,2,novote,4,1,novote,3,2,5,1,2,1,1,2
40343,U09-003,2022AR09B,Valide,1,novote,2,2,1,novote,novote,4,2,2,0,0,3
40574,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
40614,U09-003,2022AR09B,Nul,1,novote,1,1,novote,novote,novote,3,3,0,0,0,4
40628,U09-003,2022AR09A,Valide,2,4,1,1,4,3,2,7,2,2,1,2,0
40638,U09-003,2022AR09A,Nul,novote,novote,1 2 3 4,novote,1 2 3 4,novote,novote,0,0,0,0,0,5
40783,U09-003,2022AR09B,Nul,2 3,1,2,1,3,2,2,6,2,3,1,0,0
40792,U09-003,2022AR09B,Valide,3,2,2,2,2,2,2,7,0,6,1,0,0
41026,U09-003,2022AR09A,Valide,3,2,4,1,2,2,2,7,1,4,1,1,0
41149,U09-003,2022AR09B,Valide,1,1,1,novote,novote,novote,1,4,4,0,0,0,3
41184,U09-003,2022AR09B,Valide,1,1,2,1,2,3,1,7,4,2,1,0,0
41287,U09-003,2022AR09B,Nul,novote,2 3,2,2,1,novote,novote,3,1,2,0,0,3
41299,U09-003,2022AR09B,Valide,2,2,1,4,3,3,2,7,1,3,2,1,0
41386,U09-003,2022AR09B,Valide,3,3,4,1,3,3,1,7,2,0,4,1,0
41421,U09-003,2022AR09B,Nul,2,1,2 3,1 2,1,2,2,5,2,3,0,0,0
41481,U09-003,2022AR09B,Valide,2,2,2,1,1,2,3,7,2,4,1,0,0
41496,U09-003,2022AR09B,Valide,2,2,novote,2,novote,novote,2,4,0,4,0,0,3
41580,U09-003,2022AR09B,Valide,3,3,4,novote,novote,4,4,5,0,0,2,3,2
41645,U09-003,2022AR09B,Valide,2,novote,novote,2,novote,2,2,4,0,4,0,0,3
41654,U09-003,2022AR09B,Valide,1,2,4,2,1,2,3,7,2,3,1,1,0
41680,U09-003,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
41732,U09-003,2022AR09A,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
41780,U09-003,2022AR09B,Valide,3,2,1,4,3,2,3,7,1,2,3,1,0
41996,U09-003,2022AR09B,Valide,2,2,2,2,2,4,1,7,1,5,0,1,0
42083,U09-003,2022AR09A,Nul,novote,2,novote,novote,novote,novote,novote,1,0,1,0,0,6
42102,U09-003,2022AR09B,Valide,2,1,2,1,2,4,1,7,3,3,0,1,0
42117,U09-003,2022AR09B,Valide,1,1,1,2,1,1,2,7,5,2,0,0,0
42229,U09-003,2022AR09A,Valide,3,2,4,1,2,4,3,7,1,2,2,2,0
42283,U09-003,2022AR09A,Valide,3,1,1,1,1,3,3,7,4,0,3,0,0
42293,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
42368,U09-003,2022AR09B,Valide,3,4,3,2,4,4,3,7,0,1,3,3,0
42426,U09-003,2022AR09B,Valide,2,3,novote,1,1,2,3,6,2,2,2,0,1
42556,U09-003,2022AR09B,Valide,novote,1,novote,1,1,1,novote,4,4,0,0,0,3
42606,U09-003,2022AR09A,Valide,2,2,2,1,1,1,1,7,4,3,0,0,0
42613,U09-003,2022AR09B,Valide,novote,3,novote,1,2,novote,2,4,1,2,1,0,3
42670,U09-003,2022AR09B,Valide,1,2,2,2,1,3,3,7,2,3,2,0,0
42755,U09-003,2022AR09B,Nul,1,novote,novote,2,novote,novote,1,3,2,1,0,0,4
42830,U09-003,2022AR09B,Valide,2,3,3,1,2,3,2,7,1,3,3,0,0
42968,U09-003,2022AR09A,Valide,1,1,1,3,2,1,1,7,5,1,1,0,0
43057,U09-003,2022AR09B,Valide,novote,novote,1,2,2,1,1,5,3,2,0,0,2
43069,U09-003,2022AR09B,Valide,3,1,1,2,3,2,2,7,2,3,2,0,0
43103,U09-003,2022AR09A,Nul,1 2 3 4,2,1,novote,novote,novote,3,3,1,1,1,0,3
43177,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
43188,U09-003,2022AR09B,Valide,1,2,4,2,novote,1,1,6,3,2,0,1,1
43275,U09-003,2022AR09B,Valide,1,1,4,1,2,3,3,7,3,1,2,1,0
43302,U09-003,2022AR09B,Blanc,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,7
43402,U09-003,2022AR09B,Valide,1,1,novote,1,novote,novote,1,4,4,0,0,0,3
43438,U09-003,2022AR09B,Nul,1,1,novote,novote,1,novote,novote,3,3,0,0,0,4
43593,U09-003,2022AR09B,Nul,novote,novote,1,1 2,2,novote,1 2,2,1,1,0,0,3
43628,U09-003,2022AR09B,Nul,1 2 3 4,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
43665,U09-003,2022AR09B,Nul,1,novote,novote,1,1,novote,novote,3,3,0,0,0,4
43739,U09-003,2022AR09B,Valide,4,1,2,1,1,3,1,7,4,1,1,1,0
43751,U09-003,2022AR09B,Valide,3,4,3,2,4,4,1,7,1,1,2,3,0
43760,U09-003,2022AR09B,Valide,1,1,3,1,1,2,1,7,5,1,1,0,0
43821,U09-003,2022AR09A,Valide,4,3,2,1,2,4,1,7,2,2,1,2,0
43832,U09-003,2022AR09B,Valide,2,2,3,2,3,3,3,7,0,3,4,0,0
43916,U09-003,2022AR09B,Valide,novote,novote,novote,1,2,3,3,4,1,1,2,0,3
43931,U09-003,2022AR09A,Valide,2,2,2,2,2,2,2,7,0,7,0,0,0
44129,U09-003,2022AR09B,Valide,1,3,1,1,1,1,3,7,5,0,2,0,0
44176,U09-003,2022AR09B,Valide,1,2,2,2,2,2,3,7,1,5,1,0,0
44211,U09-003,2022AR09B,Valide,1,1,2,2,2,4,2,7,2,4,0,1,0
44257,U09-003,2022AR09B,Valide,2,1,3,1,2,4,1,7,3,2,1,1,0
44293,U09-003,2022AR09B,Valide,1,1,1,1,1,1,1,7,7,0,0,0,0
44306,U09-003,2022AR09A,Valide,1,1,1,2,2,3,2,7,3,3,1,0,0
44330,U09-003,2022AR09A,Valide,novote,2,novote,1,novote,2,3,4,1,2,1,0,3
44365,U09-003,2022AR09B,Valide,1,3,1,4,3,2,1,7,3,1,2,1,0
44453,U09-003,2022AR09A,Valide,2,1,2,3,2,3,2,7,1,4,2,0,0
44600,U09-003,2022AR09B,Valide,2,4,2,4,3,2,4,7,0,3,1,3,0
44611,U09-003,2022AR09B,Valide,2,2,3,2,1,2,2,7,1,5,1,0,0
44646,U09-003,2022AR09B,Valide,3,4,2,1,3,3,2,7,1,2,3,1,0
44996,U09-003,2022AR09B,Valide,1,novote,novote,1,1,novote,1,4,4,0,0,0,3
45079,U09-003,2022AR09B,Valide,2,1,2,1,3,3,2,7,2,3,2,0,0
45132,U09-003,2022AR09B,Valide,1,2,3,2,1,3,2,7,2,3,2,0,0
45202,U09-003,2022AR09B,Valide,2,2,2,1,3,1,3,7,2,3,2,0,0
45298,U09-003,2022AR09B,Valide,2,2,1,3,4,1,novote,6,2,2,1,1,1
45370,U09-003,2022AR09A,Valide,1,3,2,2,3,2,1,7,2,3,2,0,0
45449,U09-003,2022AR09A,Valide,novote,novote,1,1,novote,1,1,4,4,0,0,0,3
45556,U09-003,2022AR09A,Valide,2,2,novote,novote,1,novote,2,4,1,3,0,0,3
45574,U09-003,2022AR09B,Valide,1,novote,3,1,2,1,2,6,3,2,1,0,1
45610,U09-003,2022AR09B,Valide,2,2,4,1,3,2,2,7,1,4,1,1,0
45760,U09-003,2022AR09A,Valide,4,4,4,1,4,4,4,7,1,0,0,6,0
45776,U09-003,2022AR09B,Valide,3,2,2,2,2,2,4,7,0,5,1,1,0
45868,U09-003,2022AR09B,Nul,1,1 4,1,1,1,1,1,6,6,0,0,0,0
