ID,Urne,QR-Code,Categorie,"1 - Velo, velo, velo !",2 - Ameliorer les terrains sportifs du 17eme !,3 - Creation d un espace de glisse urbaine,4 - Des equipements sportifs moins energivores et mieux securises !,5 - Des equipements sportifs plus inclusifs,6 - Du tennis et du padel !,7 - Renover les gymnases du 17eme !,8 - Des locaux equipes pour un quartier plus solidaire,9 - Securiser les carrefours dangereux et les abords des ecoles,10 - Vers plus de vert dans le 17eme !,11 - Renover l ecole Bessieres aux Epinettes,12 - Renovons les ecoles du 17eme !,13 - Renover les marches couverts du 17eme,14 - Super ! La ressourcerie des familles,15 - De l art hors les murs !,16 - Patrimoine et memoire : restaurer et valoriser le 17eme !,17 - Reamenager la place des Ternes !,18 - Refection des chaussees boulevard des Batignolles,19 - Refection des trottoirs avenues de Clichy et St-Ouen,20 - Renovation de la rue de Rome et du boulevard Pereire,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
185075,U17-012,2022AR17A,Nul,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,17
185080,U17-013,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
185086,U17-013,2022AR17A,Valide,4,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,1,1,0,2,16
185094,U17-004,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,1,novote,1,novote,novote,novote,novote,6,6,0,0,0,14
185122,U17-002,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,5,5,0,0,0,15
185137,U17-004,2022AR17B,Valide,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,20,14,6,0,0,0
185164,U17-010,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,16
185171,U17-013,2022AR17B,Valide,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,1,3,3,3,2,20,6,11,3,0,0
185173,U17-011,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
185182,U17-010,2022AR17B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
185210,U17-004,2022AR17B,Valide,1,2,3,3,2,3,3,3,3,1,3,2,3,1,2,2,3,1,1,3,20,5,5,10,0,0
185241,U17-012,2022AR17A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
185258,U17-001,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,16
185276,U17-012,2022AR17A,Valide,3,1,4,4,4,1,4,4,4,1,2,1,1,1,1,1,4,4,4,4,20,8,1,1,10,0
185293,U17-008,2022AR17B,Valide,novote,novote,2,1,novote,4,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,2,1,0,1,16
185304,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
185308,U17-010,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
185319,U17-013,2022AR17A,Valide,1,1,4,2,4,2,4,2,1,1,4,4,3,1,3,4,3,2,2,2,20,5,6,3,6,0
185330,U17-002,2022AR17A,Valide,novote,novote,novote,2,2,2,2,novote,novote,novote,novote,2,novote,2,2,1,novote,novote,novote,novote,8,1,7,0,0,12
185352,U17-004,2022AR17B,Valide,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,20,17,2,1,0,0
185354,U17-010,2022AR17B,Valide,1,1,2,4,1,1,1,1,1,2,1,1,1,1,3,3,1,3,1,2,20,13,3,3,1,0
185381,U17-010,2022AR17B,Valide,4,1,1,1,1,4,2,4,1,4,2,1,2,4,4,2,3,1,1,3,20,8,4,2,6,0
185384,U17-012,2022AR17A,Valide,3,3,3,2,3,2,3,4,2,2,2,2,2,3,2,2,2,2,2,2,20,0,13,6,1,0
185414,U17-009,2022AR17A,Valide,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,16
185429,U17-012,2022AR17A,Valide,1,1,novote,novote,novote,novote,novote,2,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,3,1,0,0,16
185438,U17-001,2022AR17B,Valide,novote,novote,4,3,3,2,4,novote,4,3,4,3,4,3,4,1,4,3,4,4,17,1,1,6,9,3
185442,U17-008,2022AR17B,Valide,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
185446,U17-012,2022AR17A,Valide,1,1,1,1,1,1,novote,1,1,novote,1,novote,1,1,1,1,1,1,1,1,17,17,0,0,0,3
185447,U17-010,2022AR17A,Valide,4,2,3,2,2,3,3,2,novote,1,novote,4,2,novote,3,3,2,1,1,3,17,3,6,6,2,3
185459,U17-010,2022AR17B,Valide,4,1,4,1,4,1,1,4,1,1,3,3,2,4,4,1,4,4,2,4,20,7,2,2,9,0
185479,U17-012,2022AR17B,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,19
185508,U17-010,2022AR17A,Valide,4,1,3,1,1,4,1,3,1,1,3,4,1,1,1,1,4,4,1,4,20,11,0,3,6,0
185521,U17-010,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,4,novote,1,3,6,4,0,1,1,14
185522,U17-013,2022AR17A,Valide,2,1,4,2,2,3,1,2,1,1,2,1,1,2,3,1,2,2,2,2,20,7,10,2,1,0
185529,U17-004,2022AR17B,Valide,novote,novote,novote,novote,1,novote,novote,1,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,6,6,0,0,0,14
185546,U17-013,2022AR17A,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,2,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,4,3,1,0,0,16
185554,U17-013,2022AR17B,Nul,4,3,4,3,novote,1,2,3,1,3,2,2,1,3,4,1,4,4,1 4,4,18,4,3,5,6,1
185567,U17-012,2022AR17A,Valide,1,3,3,3,3,3,3,1,2,1,3,3,2,4,1,1,1,3,3,1,20,7,2,10,1,0
185583,U17-011,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,1,novote,novote,1,novote,novote,novote,1,5,5,0,0,0,15
185599,U17-001,2022AR17B,Valide,novote,novote,novote,novote,2,novote,novote,2,2,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,4,0,4,0,0,16
185631,U17-013,2022AR17B,Valide,1,1,1,novote,1,novote,1,3,2,1,1,1,1,2,novote,2,2,2,2,1,17,10,6,1,0,3
185651,U17-012,2022AR17A,Nul,3,2,4,4,4,4,4,4,4,1,4,1 2,2 4,4,4,4,4,4,4,4,18,1,1,1,15,0
185672,U17-010,2022AR17A,Valide,1,3,4,3,1,2,3,1,1,1,3,3,3,1,3,3,4,1,1,4,20,8,1,8,3,0
185699,U17-009,2022AR17A,Valide,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,5,5,0,0,0,15
185701,U17-013,2022AR17A,Valide,1,1,2,1,2,2,1,1,1,1,1,1,2,novote,2,1,2,1,1,1,19,13,6,0,0,1
185717,U17-002,2022AR17B,Valide,4,3,1,4,4,4,3,1,1,3,1,1,4,2,2,4,4,4,1,4,20,6,2,3,9,0
185723,U17-009,2022AR17A,Valide,novote,1,2,3,2,2,1,2,1,1,1,1,2,2,3,2,3,2,2,1,19,7,9,3,0,1
185730,U17-013,2022AR17A,Valide,novote,2,novote,novote,novote,novote,1,novote,novote,1,1,2,1,novote,novote,1,1,novote,novote,2,9,6,3,0,0,11
185746,U17-013,2022AR17A,Valide,novote,1,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
185748,U17-011,2022AR17A,Valide,1,1,1,novote,novote,novote,1,novote,1,novote,1,novote,1,novote,1,novote,1,novote,1,novote,10,10,0,0,0,10
185761,U17-004,2022AR17B,Valide,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,3,1,2,20,15,3,2,0,0
185769,U17-013,2022AR17A,Valide,3,1,novote,1,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,6,5,0,1,0,14
185773,U17-011,2022AR17A,Valide,4,novote,novote,novote,novote,novote,novote,novote,3,4,novote,1,novote,novote,4,1,novote,novote,novote,novote,6,2,0,1,3,14
185786,U17-013,2022AR17A,Valide,novote,3,3,3,3,3,3,3,2,1,3,2,2,1,2,1,2,2,2,2,19,3,8,8,0,1
185809,U17-004,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,18
185811,U17-008,2022AR17B,Valide,novote,1,2,2,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,2,2,1,10,6,4,0,0,10
185832,U17-013,2022AR17A,Valide,4,1,4,4,4,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,20,13,0,0,7,0
185837,U17-001,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,2,1,1,0,0,18
185840,U17-013,2022AR17A,Nul,2,2,2,2,2,2,2,2,1 2,novote,novote,1,novote,2,2,novote,novote,novote,novote,novote,11,1,10,0,0,8
185844,U17-011,2022AR17A,Valide,novote,1,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,5,5,0,0,0,15
185867,U17-004,2022AR17B,Valide,2,3,4,2,2,3,2,1,1,1,2,1,2,1,4,2,3,1,2,2,20,6,9,3,2,0
185890,U17-013,2022AR17A,Valide,novote,novote,novote,1,novote,novote,novote,novote,2,2,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,4,1,3,0,0,16
185912,U17-010,2022AR17B,Valide,novote,novote,novote,novote,1,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,3,2,4,7,4,1,1,1,13
185946,U17-012,2022AR17A,Valide,2,2,3,2,2,3,2,3,1,1,3,1,3,3,4,2,4,4,4,4,20,3,6,6,5,0
185947,U17-010,2022AR17A,Valide,1,1,1,1,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,6,5,0,0,1,14
185951,U17-010,2022AR17A,Valide,1,1,3,2,2,2,1,2,2,2,novote,novote,novote,novote,novote,novote,3,novote,1,novote,12,4,6,2,0,8
185960,U75-001,2022AR17A,Valide,4,2,4,2,4,2,4,4,1,2,3,2,2,3,3,1,2,2,2,2,20,2,10,3,5,0
185964,U17-013,2022AR17A,Valide,2,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,2,novote,novote,1,novote,novote,6,4,2,0,0,14
185976,U17-010,2022AR17B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,novote,1,novote,1,1,novote,novote,novote,novote,6,6,0,0,0,14
185978,U17-004,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,2,1,novote,novote,novote,novote,novote,novote,4,3,1,0,0,16
185990,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,2,novote,2,novote,novote,novote,2,novote,2,1,novote,novote,novote,5,1,4,0,0,15
185995,U17-013,2022AR17A,Valide,3,3,2,1,novote,1,3,2,1,2,4,3,3,2,1,3,2,3,1,3,19,5,5,8,1,1
185999,U17-004,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
186005,U17-011,2022AR17A,Valide,2,1,novote,1,1,novote,novote,1,novote,1,novote,1,novote,1,1,2,4,1,1,2,14,10,3,0,1,6
186008,U17-013,2022AR17B,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,6,6,0,0,0,14
186013,U17-012,2022AR17A,Valide,2,4,3,2,2,3,2,2,2,2,3,1,1,1,3,2,2,3,3,3,20,3,9,7,1,0
186017,U17-013,2022AR17A,Valide,2,2,1,2,3,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,20,4,13,3,0,0
186028,U17-012,2022AR17A,Valide,3,novote,novote,1,novote,novote,1,novote,novote,1,novote,1,1,novote,novote,novote,4,novote,2,novote,8,5,1,1,1,12
186035,U17-010,2022AR17A,Valide,2,1,1,1,1,3,1,1,3,3,1,3,1,3,1,1,4,4,1,4,20,11,1,5,3,0
186041,U17-010,2022AR17B,Valide,1,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
186064,U17-013,2022AR17A,Valide,2,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,1,1,3,novote,novote,novote,novote,7,5,1,1,0,13
186066,U17-004,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
186071,U17-013,2022AR17A,Valide,1,1,1,3,2,3,3,2,2,1,3,3,2,2,2,2,3,2,2,1,20,5,9,6,0,0
186079,U17-013,2022AR17A,Valide,2,1,novote,2,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,2,novote,1,novote,novote,7,3,4,0,0,13
186086,U17-012,2022AR17A,Valide,3,2,novote,novote,novote,novote,2,novote,2,novote,1,1,novote,novote,novote,2,2,novote,novote,2,9,2,6,1,0,11
186107,U17-004,2022AR17B,Valide,1,novote,novote,novote,novote,4,2,1,2,1,novote,novote,novote,1,1,novote,4,novote,novote,novote,9,5,2,0,2,11
186110,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,1,novote,novote,4,4,0,0,0,16
186117,U10-002,2022AR17A,Valide,4,3,3,1,1,1,3,2,3,2,3,2,3,1,1,1,4,2,3,1,20,7,4,7,2,0
186126,U17-012,2022AR17A,Valide,4,2,novote,2,2,novote,novote,novote,2,2,novote,novote,2,novote,2,novote,novote,2,novote,2,10,0,9,0,1,10
186135,U17-011,2022AR17A,Valide,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,novote,1,novote,novote,novote,novote,4,1,2,0,1,16
186137,U17-002,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
186138,U17-004,2022AR17B,Valide,3,1,1,1,2,2,2,1,3,2,3,3,2,1,1,2,2,2,1,2,20,7,9,4,0,0
186162,U17-010,2022AR17B,Valide,1,2,3,2,2,3,3,2,2,1,3,2,2,3,2,2,4,3,1,4,20,3,9,6,2,0
186231,U17-012,2022AR17A,Valide,1,1,3,4,4,3,1,4,2,1,4,2,1,2,2,3,2,3,3,3,20,5,5,6,4,0
186237,U17-013,2022AR17A,Valide,2,1,3,2,3,2,2,2,4,1,2,2,3,3,1,1,1,1,1,1,20,8,7,4,1,0
186293,U17-013,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,1,novote,novote,1,5,5,0,0,0,15
186295,U17-010,2022AR17A,Valide,2,3,3,2,2,3,2,2,3,2,3,3,3,novote,2,3,3,3,3,3,19,0,7,12,0,1
186300,U10-002,2022AR17A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
186317,U17-013,2022AR17B,Valide,1,3,2,1,novote,3,novote,novote,2,1,novote,1,2,novote,1,2,novote,novote,2,novote,12,5,5,2,0,8
186345,U17-012,2022AR17B,Valide,2,2,2,2,1,2,1,2,1,1,2,1,3,2,2,2,2,2,3,3,20,5,12,3,0,0
186350,U17-004,2022AR17B,Valide,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
186356,U17-010,2022AR17A,Valide,1,2,4,1,1,4,2,1,novote,1,novote,novote,novote,1,novote,1,novote,novote,novote,novote,11,7,2,0,2,9
186379,U17-009,2022AR17A,Valide,2,1,1,1,2,3,2,2,1,2,2,3,3,1,2,1,1,1,1,3,20,9,7,4,0,0
186409,U17-010,2022AR17A,Valide,4,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,1,novote,5,4,0,0,1,15
186417,U17-010,2022AR17B,Valide,3,3,4,novote,3,novote,3,2,3,2,2,novote,novote,3,3,3,4,4,4,4,16,0,3,8,5,4
186455,U17-013,2022AR17A,Valide,1,1,1,3,1,3,1,2,1,2,1,2,2,3,novote,2,4,1,4,1,19,9,5,3,2,1
186467,U17-013,2022AR17A,Valide,2,1,2,1,1,2,3,2,1,2,1,1,3,2,3,1,3,2,1,3,20,8,7,5,0,0
186477,U17-013,2022AR17A,Valide,2,1,2,2,1,1,2,2,3,3,2,2,1,2,1,2,3,1,1,2,20,7,10,3,0,0
186482,U17-013,2022AR17A,Valide,novote,novote,novote,2,novote,novote,novote,novote,novote,1,novote,novote,novote,2,1,novote,novote,novote,novote,4,5,2,2,0,1,15
186491,U10-002,2022AR17A,Valide,2,1,1,1,3,2,1,2,1,1,4,1,1,3,2,1,1,1,1,1,20,13,4,2,1,0
186498,U17-010,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,2,2,0,0,0,18
186501,U17-010,2022AR17B,Valide,1,1,1,1,2,2,2,novote,1,1,1,1,2,2,2,1,2,2,2,2,19,9,10,0,0,1
186508,U17-012,2022AR17A,Valide,1,2,3,3,2,2,2,2,1,1,2,2,1,2,3,3,1,2,2,1,20,6,10,4,0,0
186522,U17-013,2022AR17A,Valide,novote,novote,novote,1,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
186541,U10-002,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
186556,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
186564,U17-013,2022AR17B,Valide,1,2,novote,2,novote,2,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,5,2,3,0,0,15
186593,U17-013,2022AR17B,Valide,2,1,4,1,1,3,3,2,2,1,1,1,1,2,1,1,2,2,2,2,20,9,8,2,1,0
186596,U17-004,2022AR17B,Valide,2,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,1,novote,novote,novote,2,novote,novote,4,1,3,0,0,16
186635,U17-013,2022AR17B,Valide,1,novote,1,novote,novote,1,novote,1,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,8,8,0,0,0,12
186668,U17-013,2022AR17A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
186674,U17-012,2022AR17A,Nul,4,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,3,2,0,0,1,17
186691,U17-012,2022AR17A,Valide,2,2,3,1,1,3,2,1,1,1,1,1,2,2,1,2,2,2,2,2,20,8,10,2,0,0
186705,U17-004,2022AR17B,Valide,2,2,4,1,1,3,3,2,1,1,2,1,1,1,1,2,1,2,2,2,20,9,8,2,1,0
186721,U17-010,2022AR17B,Valide,4,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,1,novote,novote,novote,novote,5,4,0,0,1,15
186726,U17-013,2022AR17A,Valide,1,novote,novote,novote,novote,2,novote,novote,novote,1,novote,novote,novote,2,1,novote,novote,novote,novote,1,6,4,2,0,0,14
186751,U17-010,2022AR17B,Valide,2,1,4,2,3,3,2,2,1,1,1,1,1,1,3,2,3,3,1,3,20,8,5,6,1,0
186791,U17-013,2022AR17B,Valide,1,3,4,2,2,4,4,1,2,1,4,4,3,4,1,1,4,4,4,4,20,5,3,2,10,0
186799,U17-013,2022AR17A,Nul,novote,2,novote,2,1 2,2,2,2,1,2,2,2,novote,1,1,1,novote,novote,1,1,14,6,8,0,0,5
186815,U17-013,2022AR17B,Valide,1,1,1,novote,novote,1,novote,novote,novote,2,novote,novote,1,novote,1,novote,2,novote,novote,novote,8,6,2,0,0,12
186846,U17-010,2022AR17A,Valide,2,2,novote,1,novote,novote,2,2,1,1,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,8,3,5,0,0,12
186854,U17-010,2022AR17A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
186890,U17-010,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,3,novote,novote,novote,1,2,novote,novote,novote,novote,novote,5,3,1,1,0,15
186903,U17-010,2022AR17B,Valide,2,3,2,1,1,4,3,1,1,1,1,1,2,1,1,1,3,2,2,3,20,10,5,4,1,0
186921,U17-013,2022AR17A,Valide,1,1,4,3,3,1,3,3,3,1,3,3,3,3,3,2,1,1,2,2,20,6,3,10,1,0
186924,U17-002,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,1,novote,3,novote,novote,1,novote,novote,6,5,0,1,0,14
186932,U17-013,2022AR17A,Valide,1,2,novote,novote,novote,2,novote,2,novote,1,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,6,2,4,0,0,14
186950,U17-013,2022AR17B,Valide,1,1,3,3,1,3,2,2,1,1,3,3,2,1,2,2,1,2,3,2,20,7,7,6,0,0
186970,U17-013,2022AR17A,Valide,1,2,4,2,1,1,2,1,1,1,novote,3,3,3,3,3,4,4,4,4,19,6,3,5,5,1
187002,U17-013,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,4,novote,novote,novote,4,3,0,0,1,16
187007,U17-010,2022AR17B,Valide,1,2,2,1,1,3,2,1,2,1,3,2,2,1,2,3,3,4,3,3,20,6,7,6,1,0
187031,U17-010,2022AR17B,Valide,1,4,4,4,4,4,4,4,4,1,1,2,3,1,2,2,4,3,3,4,20,4,3,3,10,0
187034,U17-012,2022AR17A,Valide,4,2,4,3,4,3,3,4,4,3,3,3,1,3,3,2,2,3,3,3,20,1,3,11,5,0
187077,U17-009,2022AR17A,Valide,1,novote,novote,novote,novote,2,novote,novote,1,1,novote,novote,2,novote,novote,novote,2,novote,novote,novote,6,3,3,0,0,14
187087,U17-002,2022AR17B,Valide,1,1,2,3,2,3,3,novote,1,1,2,1,3,1,2,3,2,4,1,4,19,7,5,5,2,1
187092,U17-011,2022AR17B,Valide,2,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,3,novote,4,0,3,1,0,16
187105,U17-002,2022AR17A,Valide,3,novote,novote,2,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,novote,novote,1,novote,6,4,1,1,0,14
187139,U17-010,2022AR17B,Valide,4,2,novote,3,4,4,4,2,1,3,4,1,novote,2,4,2,4,2,1,4,18,3,5,2,8,2
187166,U17-013,2022AR17A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,0,0,0,0
187202,U17-013,2022AR17A,Valide,2,3,3,2,novote,novote,novote,2,2,1,novote,2,novote,novote,2,2,2,2,2,2,14,1,11,2,0,6
187216,U10-002,2022AR17A,Valide,2,3,4,1,3,4,3,1,3,3,3,3,3,1,4,4,4,4,3,4,20,3,1,9,7,0
187232,U17-009,2022AR17A,Valide,4,3,4,2,4,4,3,4,1,3,4,4,2,4,4,4,3,4,4,1,20,2,2,4,12,0
187234,U17-011,2022AR17A,Nul,1,2,3,1,1,1,1,1,1,2,1,1,2,2,1,3,1 2 3 4,1,1,2,19,12,5,2,0,0
187270,U17-010,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,16
187297,U17-010,2022AR17B,Valide,1,2,4,1,1,1,novote,1,1,1,novote,novote,2,novote,2,novote,novote,novote,3,novote,12,7,3,1,1,8
187299,U17-012,2022AR17A,Valide,1,3,4,2,4,2,4,3,1,1,3,3,4,4,4,4,3,3,3,2,20,3,3,7,7,0
187302,U17-013,2022AR17A,Valide,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,2,novote,novote,4,3,1,0,0,16
187305,U17-009,2022AR17A,Valide,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,16
187313,U17-002,2022AR17B,Valide,1,2,4,2,2,3,3,2,2,1,2,3,2,3,3,3,3,3,3,3,20,2,7,10,1,0
187339,U17-012,2022AR17A,Valide,novote,novote,novote,novote,novote,1,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,16
187362,U17-002,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,2,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,5,4,1,0,0,15
187378,U17-009,2022AR17A,Valide,3,3,4,2,4,4,4,4,1,2,4,2,1,4,4,4,4,4,4,4,20,2,3,2,13,0
187391,U17-013,2022AR17A,Valide,novote,1,4,1,3,1,3,2,3,1,3,3,2,2,3,2,4,2,1,1,19,6,5,6,2,1
187392,U17-012,2022AR17A,Valide,1,novote,novote,2,novote,novote,novote,novote,novote,1,novote,novote,2,novote,novote,2,2,2,2,2,9,2,7,0,0,11
187433,U17-012,2022AR17A,Valide,2,1,2,3,novote,1,3,2,1,2,3,2,1,2,novote,1,2,3,3,3,18,5,7,6,0,2
187447,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,16
187450,U17-010,2022AR17B,Valide,1,3,3,2,novote,3,2,3,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,8,2,2,4,0,12
187454,U17-013,2022AR17A,Valide,1,2,4,2,3,1,2,novote,novote,novote,novote,4,1,2,1,novote,1,3,3,3,15,5,4,4,2,5
187464,U17-013,2022AR17A,Valide,1,4,4,4,4,4,3,2,3,1,3,2,2,1,1,3,3,3,3,3,20,4,3,8,5,0
187511,U17-013,2022AR17A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,2,novote,novote,novote,1,3,2,1,0,0,17
