ID,Urne,QR-Code,Categorie,"1 - Velo, velo, velo !",2 - Ameliorer les terrains sportifs du 17eme !,3 - Creation d un espace de glisse urbaine,4 - Des equipements sportifs moins energivores et mieux securises !,5 - Des equipements sportifs plus inclusifs,6 - Du tennis et du padel !,7 - Renover les gymnases du 17eme !,8 - Des locaux equipes pour un quartier plus solidaire,9 - Securiser les carrefours dangereux et les abords des ecoles,10 - Vers plus de vert dans le 17eme !,11 - Renover l ecole Bessieres aux Epinettes,12 - Renovons les ecoles du 17eme !,13 - Renover les marches couverts du 17eme,14 - Super ! La ressourcerie des familles,15 - De l art hors les murs !,16 - Patrimoine et memoire : restaurer et valoriser le 17eme !,17 - Reamenager la place des Ternes !,18 - Refection des chaussees boulevard des Batignolles,19 - Refection des trottoirs avenues de Clichy et St-Ouen,20 - Renovation de la rue de Rome et du boulevard Pereire,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
182750,U17-011,2022AR17A,Valide,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,1,20,13,7,0,0,0
182756,U17-013,2022AR17A,Valide,2,2,3,novote,2,3,3,2,2,1,3,1,3,3,2,2,3,2,3,2,19,2,9,8,0,1
182758,U17-001,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,0,2,0,0,18
182769,U17-012,2022AR17A,Valide,4,novote,novote,novote,novote,novote,2,2,1,novote,novote,2,novote,novote,novote,2,1,novote,novote,novote,7,2,4,0,1,13
182788,U17-013,2022AR17A,Valide,1,3,4,2,3,4,3,3,1,1,3,3,1,4,1,1,4,1,3,3,20,7,1,8,4,0
182792,U17-010,2022AR17A,Valide,1,2,2,1,1,3,3,novote,1,1,1,2,novote,3,novote,novote,4,1,2,3,16,7,4,4,1,4
182814,U17-013,2022AR17A,Valide,1,1,1,2,1,1,2,1,3,1,2,2,1,1,1,1,3,2,2,3,20,11,6,3,0,0
182819,U17-012,2022AR17A,Valide,3,2,3,3,3,4,2,3,4,3,4,4,1,3,2,1,2,2,1,1,20,4,5,7,4,0
182824,U17-002,2022AR17B,Valide,3,3,1,1,1,3,2,2,2,1,2,2,2,2,1,2,3,2,1,1,20,7,9,4,0,0
182833,U17-002,2022AR17B,Nul,novote,novote,novote,novote,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,0,0,1,19
182867,U17-004,2022AR17B,Valide,novote,novote,2,novote,novote,novote,1,novote,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,4,2,2,0,0,16
182878,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,4,4,4,4,0,1,0,3,16
182883,U17-012,2022AR17A,Valide,4,novote,4,2,3,4,2,3,2,1,novote,1,2,2,2,novote,novote,novote,novote,novote,13,2,6,2,3,7
182902,U17-004,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,5,5,0,0,0,15
182939,U17-010,2022AR17A,Valide,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,20,10,10,0,0,0
182941,U17-013,2022AR17A,Valide,1,1,2,2,1,2,2,1,3,2,2,2,3,2,2,2,3,3,2,2,20,4,12,4,0,0
182942,U17-012,2022AR17A,Valide,novote,1,novote,novote,novote,novote,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,novote,2,4,2,2,0,0,16
182949,U17-012,2022AR17A,Valide,2,1,3,1,1,3,2,novote,1,3,novote,2,1,2,1,novote,2,novote,novote,2,15,6,6,3,0,5
182972,U17-002,2022AR17B,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,5,5,0,0,0,15
182994,U17-009,2022AR17A,Valide,1,1,3,3,1,4,1,3,1,1,1,1,1,1,1,1,3,2,1,1,20,14,1,4,1,0
182996,U17-001,2022AR17B,Valide,1,2,2,2,2,3,novote,2,1,1,2,3,novote,2,1,3,4,4,4,4,18,4,7,3,4,2
183002,U17-010,2022AR17B,Valide,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,0,20,0,0,0
183012,U17-011,2022AR17A,Valide,1,3,1,2,2,3,3,2,2,1,3,3,3,3,2,3,3,3,novote,3,19,3,5,11,0,1
183017,U17-009,2022AR17A,Valide,1,1,1,1,novote,novote,1,1,1,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,10,10,0,0,0,10
183030,U17-012,2022AR17A,Valide,1,2,novote,3,1,2,2,novote,1,2,2,3,1,2,4,novote,2,3,2,2,17,4,9,3,1,3
183050,U17-002,2022AR17B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
183068,U17-010,2022AR17A,Valide,3,2,3,2,4,2,2,4,1,1,2,1,1,2,3,2,3,4,2,4,20,4,8,4,4,0
183082,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,16
183093,U17-013,2022AR17A,Valide,3,3,3,2,3,3,2,1,1,1,2,1,3,2,2,2,1,1,2,1,20,7,7,6,0,0
183098,U17-010,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,5,5,0,0,0,15
183110,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,1,novote,novote,novote,novote,novote,1,novote,novote,6,6,0,0,0,14
183120,U17-012,2022AR17A,Valide,1,1,1,1,1,1,1,1,1,1,novote,1,1,novote,1,1,novote,1,1,novote,16,16,0,0,0,4
183138,U10-002,2022AR17A,Valide,novote,3,4,3,3,4,novote,3,2,2,3,2,3,2,3,3,3,3,3,2,18,0,5,11,2,2
183162,U17-004,2022AR17B,Valide,2,novote,novote,2,novote,novote,novote,novote,2,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,5,1,4,0,0,15
183176,U17-011,2022AR17A,Valide,2,novote,4,2,2,1,2,novote,1,1,novote,1,1,1,1,3,3,3,3,2,17,7,5,4,1,3
183203,U17-013,2022AR17A,Valide,1,1,1,1,1,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,novote,1,9,9,0,0,0,11
183209,U17-004,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,1,novote,3,1,novote,novote,novote,5,4,0,1,0,15
183213,U17-012,2022AR17A,Valide,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,16
183224,U17-012,2022AR17A,Valide,3,2,2,1,1,3,2,1,1,1,3,3,1,1,1,2,4,3,3,2,20,8,5,6,1,0
183285,U17-013,2022AR17B,Valide,1,3,3,1,1,3,3,3,1,1,3,1,1,3,1,1,3,1,novote,novote,18,10,0,8,0,2
183301,U17-012,2022AR17A,Valide,2,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,2,4,1,3,0,0,16
183304,U10-002,2022AR17A,Valide,1,1,4,3,3,1,1,2,1,1,novote,1,2,2,2,2,novote,1,novote,novote,16,8,5,2,1,4
183308,U17-012,2022AR17B,Valide,4,novote,4,2,3,4,3,2,2,1,3,3,2,1,novote,1,2,novote,novote,2,16,3,6,4,3,4
183310,U17-013,2022AR17A,Valide,4,2,3,3,novote,1,1,2,2,novote,2,1,4,novote,novote,novote,4,3,3,3,15,3,4,5,3,5
183312,U17-010,2022AR17B,Valide,1,2,1,2,1,2,1,2,1,4,1,1,2,1,2,1,1,novote,novote,novote,17,10,6,0,1,3
183316,U17-012,2022AR17A,Valide,2,3,3,3,3,3,3,3,2,1,3,3,3,3,2,1,1,2,3,2,20,3,5,12,0,0
183328,U17-013,2022AR17A,Valide,2,2,2,1,2,2,2,1,3,1,2,2,1,2,1,3,3,3,2,3,20,5,10,5,0,0
183332,U17-012,2022AR17A,Valide,4,1,4,3,3,2,1,3,1,1,3,1,3,3,3,1,1,3,3,3,20,7,1,10,2,0
183373,U17-013,2022AR17A,Valide,2,3,4,4,4,4,3,4,2,1,4,1,4,1,4,3,1,4,4,2,20,4,3,3,10,0
183383,U17-013,2022AR17A,Valide,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,16
183397,U17-013,2022AR17A,Nul,1,2,2,1,1 3,1,2,2,2,2,2,1,2,1,1,3,1,1,1,2,19,9,9,1,0,0
183406,U17-012,2022AR17A,Valide,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
183443,U17-013,2022AR17A,Valide,1,1,novote,2,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,novote,3,novote,novote,novote,8,6,1,1,0,12
183467,U17-010,2022AR17B,Valide,2,2,2,2,2,2,1,1,1,1,novote,novote,novote,novote,novote,novote,2,2,2,2,14,4,10,0,0,6
183469,U17-004,2022AR17B,Valide,novote,1,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
183507,U17-012,2022AR17A,Valide,novote,1,novote,1,1,1,novote,1,1,4,1,1,1,1,1,4,1,1,1,1,17,15,0,0,2,3
183533,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,16
183591,U17-010,2022AR17B,Valide,4,3,3,3,3,4,3,3,2,2,2,2,2,4,3,1,3,3,1,3,20,2,5,10,3,0
183594,U17-013,2022AR17A,Valide,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,20,17,0,0,3,0
183599,U17-011,2022AR17B,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
183601,U10-002,2022AR17A,Valide,3,2,3,1,2,3,2,1,1,1,1,1,2,2,2,1,4,3,2,2,20,7,8,4,1,0
183609,U17-010,2022AR17B,Valide,1,2,3,2,2,1,1,2,1,1,2,1,1,2,1,1,3,2,1,3,20,10,7,3,0,0
183616,U17-002,2022AR17B,Valide,4,3,2,3,3,4,3,1,1,3,1,1,4,2,2,4,4,4,1,4,20,5,3,5,7,0
183619,U17-013,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
183623,U17-012,2022AR17A,Valide,2,3,1,4,4,4,4,novote,4,1,3,3,1,novote,1,4,3,4,4,4,18,4,1,4,9,2
183636,U17-013,2022AR17A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,20
183642,U17-001,2022AR17B,Valide,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,1,4,4,0,0,0,16
183655,U17-008,2022AR17A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,19
183664,U17-010,2022AR17B,Valide,3,1,3,1,1,1,1,2,1,3,1,1,1,1,2,1,3,novote,1,2,19,12,3,4,0,1
183677,U17-012,2022AR17A,Valide,4,4,4,4,4,novote,4,novote,novote,2,4,novote,1,4,1,novote,2,4,4,4,15,2,2,0,11,5
183678,U17-010,2022AR17B,Nul,novote,novote,novote,novote,novote,novote,novote,4,novote,novote,4,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,0,0,0,2,18
183684,U17-013,2022AR17B,Valide,4,novote,novote,novote,novote,novote,novote,2,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,2,1,0,1,16
183693,U17-012,2022AR17A,Valide,1,2,1,novote,1,novote,novote,1,2,1,novote,novote,1,1,1,4,3,3,2,3,15,8,3,3,1,5
183700,U17-013,2022AR17A,Valide,4,2,2,4,2,2,2,1,1,2,1,1,1,1,2,2,3,2,2,1,20,7,10,1,2,0
183735,U17-001,2022AR17B,Valide,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,2,4,20,1,2,1,16,0
183750,U17-002,2022AR17B,Valide,1,3,1,1,1,4,3,1,1,1,1,2,4,3,2,4,4,4,2,4,20,8,3,3,6,0
183752,U17-013,2022AR17A,Valide,3,1,novote,novote,novote,1,novote,novote,1,1,novote,novote,novote,novote,2,2,2,2,novote,1,10,5,4,1,0,10
183781,U17-011,2022AR17A,Valide,novote,1,1,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,6,6,0,0,0,14
183788,U17-013,2022AR17A,Valide,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,2,2,2,20,12,7,1,0,0
183833,U17-001,2022AR17B,Valide,novote,novote,novote,2,1,novote,novote,novote,novote,2,novote,novote,1,novote,2,novote,1,novote,novote,novote,6,3,3,0,0,14
183841,U75-001,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,novote,4,4,0,0,0,16
183848,U17-004,2022AR17B,Valide,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,16
183852,U17-010,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,1,novote,novote,novote,3,novote,novote,novote,novote,4,3,0,1,0,16
183859,U17-013,2022AR17A,Nul,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,2,0,2,0,0,18
183877,U17-013,2022AR17B,Valide,1,3,3,1,2,3,2,2,1,1,1,1,1,1,2,1,3,3,3,3,20,9,4,7,0,0
183898,U17-011,2022AR17A,Valide,novote,novote,novote,novote,1,novote,novote,1,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,5,5,0,0,0,15
183909,U17-004,2022AR17B,Valide,1,3,4,3,2,2,3,3,3,1,3,3,1,1,1,3,3,3,4,4,20,5,2,10,3,0
183916,U17-001,2022AR17B,Valide,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,novote,1,3,3,19,10,0,9,0,1
183923,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,novote,1,novote,novote,novote,5,5,0,0,0,15
183929,U17-012,2022AR17B,Valide,2,2,2,3,1,3,2,3,1,1,2,1,3,3,novote,novote,4,4,4,4,18,4,5,5,4,2
183933,U17-012,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,2,2,2,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,4,0,4,0,0,16
183939,U17-013,2022AR17A,Valide,1,2,2,2,3,3,3,2,1,1,3,2,3,4,4,2,4,4,4,4,20,3,6,5,6,0
183956,U17-013,2022AR17A,Nul,3,1,2,1,1,1 4,1,1,1,1,2,2,1,1,1,1,2,1,2,1,19,13,5,1,0,0
183962,U17-004,2022AR17B,Valide,1,4,4,1,4,4,4,1,4,1,4,4,2,1,1,1,4,1,1,4,20,9,1,0,10,0
183981,U17-011,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,2,novote,novote,1,novote,novote,2,novote,novote,2,1,novote,novote,novote,5,2,3,0,0,15
183998,U17-012,2022AR17A,Valide,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,20,0,0,0,20,0
184011,U17-010,2022AR17A,Valide,1,4,4,2,4,3,4,4,2,1,novote,novote,novote,novote,novote,2,novote,novote,1,1,13,4,3,1,5,7
184012,U17-013,2022AR17B,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,1,novote,2,1,novote,novote,novote,novote,novote,novote,2,6,4,2,0,0,14
184106,U17-013,2022AR17A,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,4,4,0,0,0,16
184109,U17-010,2022AR17A,Valide,1,2,3,2,3,3,3,2,1,1,2,novote,2,3,2,2,2,1,1,1,19,6,8,5,0,1
184122,U17-008,2022AR17B,Valide,novote,1,novote,1,novote,4,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,3,0,0,1,16
184125,U17-004,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,4,2,novote,2,3,2,2,3,novote,novote,novote,2,8,0,5,2,1,12
184138,U17-013,2022AR17A,Valide,4,2,3,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,20,13,5,1,1,0
184148,U17-012,2022AR17A,Valide,novote,2,4,novote,novote,novote,novote,novote,1,2,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,5,2,2,0,1,15
184174,U17-004,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,1,1,4,4,0,0,0,16
184177,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,16
184179,U17-001,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,2,2,2,novote,novote,2,novote,5,0,5,0,0,15
184190,U17-012,2022AR17A,Valide,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,3,3,3,20,12,5,3,0,0
184196,U17-012,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,novote,2,2,novote,7,5,2,0,0,13
184200,U17-013,2022AR17A,Valide,2,3,4,2,1,3,1,1,1,1,2,3,3,3,2,2,3,3,2,3,20,5,6,8,1,0
184202,U17-002,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,16
184203,U17-012,2022AR17A,Valide,3,2,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,2,1,1,0,16
184210,U17-013,2022AR17A,Nul,novote,novote,novote,novote,novote,novote,novote,2,2,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,3,0,3,0,0,17
184219,U17-012,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,1,2,novote,novote,novote,4,2,2,0,0,16
184227,U17-012,2022AR17A,Valide,4,2,novote,3,2,4,1,3,1,2,3,1,2,1,1,1,2,2,3,1,19,7,6,4,2,1
184243,U17-004,2022AR17B,Valide,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,20,17,0,0,3,0
184252,U17-009,2022AR17A,Valide,novote,2,1,novote,novote,1,novote,novote,2,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,5,2,3,0,0,15
184277,U17-012,2022AR17A,Valide,2,novote,novote,novote,2,novote,novote,novote,2,2,novote,novote,novote,novote,2,2,novote,novote,novote,novote,6,0,6,0,0,14
184291,U17-002,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,1,novote,2,novote,2,novote,1,novote,novote,1,novote,novote,3,6,3,2,1,0,14
184303,U17-013,2022AR17A,Valide,2,1,3,2,1,1,2,2,1,2,2,1,2,2,3,2,2,2,2,2,20,5,13,2,0,0
184320,U17-013,2022AR17A,Valide,2,3,3,2,3,3,3,3,2,1,2,1,2,1,1,2,1,1,2,1,20,7,7,6,0,0
184352,U17-013,2022AR17A,Valide,3,2,4,4,3,4,2,novote,1,1,4,4,1,3,4,2,2,2,2,3,19,3,6,4,6,1
184353,U17-004,2022AR17B,Valide,1,1,3,1,2,3,2,2,1,1,2,2,1,1,novote,1,novote,novote,novote,2,16,8,6,2,0,4
184368,U17-013,2022AR17A,Valide,1,novote,2,1,2,1,1,3,2,1,1,1,1,2,2,2,1,2,2,2,19,9,9,1,0,1
184374,U17-009,2022AR17A,Valide,3,1,3,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,3,20,3,13,4,0,0
184376,U17-013,2022AR17A,Valide,1,3,4,novote,2,2,3,novote,4,novote,novote,novote,2,2,3,3,3,2,3,3,15,1,5,7,2,5
184380,U17-012,2022AR17A,Valide,4,2,4,3,3,3,3,2,2,1,1,1,1,1,4,2,2,2,2,3,20,5,7,5,3,0
184434,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
184436,U17-010,2022AR17B,Valide,1,3,4,3,3,3,3,3,2,1,3,3,2,2,1,1,2,3,1,3,20,5,4,10,1,0
184441,U10-002,2022AR17A,Valide,1,3,3,1,1,2,2,2,1,1,2,2,2,1,2,1,2,1,3,1,20,9,8,3,0,0
184467,U17-013,2022AR17A,Valide,3,2,3,4,4,4,2,1,1,2,2,2,4,4,3,2,3,3,3,1,20,3,6,6,5,0
184480,U17-004,2022AR17B,Valide,1,2,2,2,2,2,2,1,1,1,1,1,novote,1,1,1,2,2,2,2,19,9,10,0,0,1
184488,U17-011,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,4,4,0,0,0,16
184492,U17-013,2022AR17B,Valide,1,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,novote,1,novote,1,5,5,0,0,0,15
184528,U17-002,2022AR17B,Valide,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,19,1,0,0,0
184540,U17-013,2022AR17A,Valide,1,2,4,2,1,2,1,2,1,3,4,2,3,2,3,1,1,2,4,2,20,6,8,3,3,0
184557,U17-012,2022AR17A,Valide,1,3,1,4,4,4,4,2,2,1,4,4,2,2,3,novote,3,1,3,3,19,4,4,5,6,1
184558,U10-002,2022AR17A,Nul,1,2,2,1 2,2,2,1,2,2,1,3,2,2,2,1,3,1,3,3,3,19,5,9,5,0,0
184611,U17-012,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,1,1,1,1,novote,novote,novote,novote,novote,8,8,0,0,0,12
184635,U17-012,2022AR17A,Valide,3,1,2,2,1,3,3,2,2,2,2,1,1,3,3,1,2,4,4,3,20,5,7,6,2,0
184657,U17-013,2022AR17A,Valide,3,1,4,2,1,4,2,2,1,2,3,3,2,2,1,2,4,2,4,3,20,4,8,4,4,0
184665,U17-013,2022AR17A,Valide,2,novote,novote,novote,novote,novote,novote,novote,2,novote,1,2,novote,novote,novote,novote,novote,novote,novote,novote,4,1,3,0,0,16
184693,U17-011,2022AR17A,Valide,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,1,novote,1,5,5,0,0,0,15
184705,U17-010,2022AR17A,Valide,1,1,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,novote,2,novote,novote,novote,novote,novote,5,2,3,0,0,15
184711,U17-002,2022AR17B,Valide,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,20,8,12,0,0,0
184712,U17-013,2022AR17A,Valide,3,2,1,2,4,1,3,3,3,3,3,2,2,4,4,3,3,3,3,3,20,2,4,11,3,0
184740,U17-012,2022AR17A,Valide,1,1,1,novote,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,19,15,4,0,0,1
184745,U10-002,2022AR17A,Valide,3,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,2,novote,novote,novote,4,0,3,1,0,16
184770,U17-002,2022AR17B,Valide,1,novote,novote,novote,novote,1,1,novote,novote,1,novote,1,1,1,1,novote,novote,novote,novote,novote,8,8,0,0,0,12
184805,U17-013,2022AR17A,Valide,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,20,10,10,0,0,0
184812,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,16
184824,U17-010,2022AR17B,Valide,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
184835,U17-013,2022AR17A,Valide,novote,novote,novote,novote,novote,novote,novote,2,1,2,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,4,2,2,0,0,16
184839,U17-010,2022AR17B,Valide,1,novote,novote,novote,novote,novote,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
184862,U17-004,2022AR17B,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,16
184874,U17-013,2022AR17A,Valide,3,2,3,3,3,4,1,3,2,1,2,1,2,1,3,3,2,2,3,1,20,5,6,8,1,0
184880,U17-013,2022AR17A,Valide,2,1,3,1,1,1,1,2,2,1,3,2,2,3,2,2,3,3,3,2,20,6,8,6,0,0
184902,U17-004,2022AR17B,Valide,1,novote,novote,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
184922,U17-013,2022AR17A,Valide,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,16
184939,U17-013,2022AR17A,Valide,1,1,2,1,1,1,1,2,4,2,3,1,2,2,1,1,1,2,3,1,20,11,6,2,1,0
184977,U17-012,2022AR17A,Valide,2,1,novote,novote,1,novote,1,novote,novote,1,novote,1,1,2,4,4,3,4,4,2,14,6,3,1,4,6
184986,U17-013,2022AR17A,Valide,3,3,4,2,3,2,3,2,2,1,4,4,4,novote,3,1,1,1,1,1,19,6,4,5,4,1
184995,U17-010,2022AR17B,Valide,1,novote,novote,2,novote,novote,novote,1,novote,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,6,5,1,0,0,14
185012,U17-013,2022AR17A,Nul,2,1,novote,1,4,3,4,4,1,1,4,1,3,1,1 4,2,1,novote,1,1,17,9,2,2,4,2
185026,U17-012,2022AR17A,Valide,4,novote,novote,novote,novote,novote,novote,novote,novote,3,novote,novote,novote,novote,4,1,novote,novote,novote,novote,4,1,0,1,2,16
185028,U17-002,2022AR17B,Valide,novote,2,novote,2,2,novote,novote,1,1,2,novote,1,1,1,novote,novote,novote,novote,novote,novote,9,5,4,0,0,11
185036,U17-012,2022AR17A,Valide,1,1,2,2,3,2,novote,3,1,1,2,3,novote,novote,novote,1,novote,novote,novote,1,13,6,4,3,0,7
185046,U17-012,2022AR17A,Valide,4,4,4,3,4,4,4,4,1,4,novote,2,2,4,4,1,1,4,4,1,19,4,2,1,12,1
185060,U17-013,2022AR17A,Valide,2,1,4,3,4,4,1,4,1,1,3,2,4,4,2,3,4,4,4,4,20,4,3,3,10,0
185068,U10-002,2022AR17A,Valide,2,2,3,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,20,5,14,1,0,0
185069,U17-013,2022AR17B,Valide,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,3,1,2,4,1,1,2,0,16
