ID,Urne,QR-Code,Categorie,1 - Ameliorer les equipements sportifs du 11e pour en developper l usage,2 - Innover au service de toutes et tous dans le 11e,3 - Rendre le 11e encore plus vert,4 - Amenager et equiper les ecoles du 11e,5 - Creer une cour Oasis pour les ecoles Belleville et Presentation,6 - Equiper les colleges du 11e pour developper les apprentissages,"7 - Embellir l eglise Saint-Ambroise, patrimoine du 11e",8 - Embellir le 11e grace a des œuvres sur les murs,9 - Favoriser la vie culturelle du quartier Belleville Saint-Maur,10 - Apaiser la circulation et partager l espace public du 11e,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
235853,U11-006,2022AR11B,Valide,3,4,1,novote,novote,novote,2,2,3,1,7,2,2,2,1,3
235856,U11-002,2022AR11B,Valide,3,2,1,2,2,2,3,3,2,1,10,2,5,3,0,0
235865,U11-002,2022AR11B,Valide,novote,novote,novote,novote,novote,novote,4,1,1,1,4,3,0,0,1,6
235879,U11-007,2022AR11B,Valide,2,2,1,1,1,2,1,1,1,1,10,7,3,0,0,0
235881,U11-007,2022AR11A,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
235887,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
235890,U11-006,2022AR11B,Valide,1,3,2,1,3,1,3,3,2,3,10,3,2,5,0,0
235892,U11-003,2022AR11B,Valide,1,4,4,3,4,3,1,4,4,4,10,2,0,2,6,0
235897,U11-007,2022AR11B,Valide,2,2,1,2,2,2,4,2,2,1,10,2,7,0,1,0
235899,U11-007,2022AR11A,Valide,1,1,3,1,1,1,3,3,2,4,10,5,1,3,1,0
235904,U11-006,2022AR11B,Valide,2,1,1,2,2,1,2,1,1,2,10,5,5,0,0,0
235906,U11-003,2022AR11B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
235913,U11-007,2022AR11A,Valide,2,2,2,2,2,1,2,3,3,1,10,2,6,2,0,0
235917,U11-003,2022AR11A,Valide,novote,novote,2,novote,novote,novote,2,2,2,novote,4,0,4,0,0,6
235925,U11-003,2022AR11B,Valide,1,novote,1,novote,novote,novote,1,1,novote,novote,4,4,0,0,0,6
235930,U11-007,2022AR11A,Valide,novote,1,novote,1,novote,1,1,novote,1,novote,5,5,0,0,0,5
235931,U11-006,2022AR11A,Valide,2,novote,1,novote,novote,novote,novote,novote,1,1,4,3,1,0,0,6
235934,U11-007,2022AR11B,Valide,3,3,3,novote,novote,novote,1,novote,novote,novote,4,1,0,3,0,6
235941,U11-008,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
235955,U11-008,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
235960,U11-003,2022AR11B,Valide,1,1,1,1,1,1,novote,novote,1,novote,7,7,0,0,0,3
235961,U11-007,2022AR11B,Valide,2,4,4,1,3,1,3,4,4,4,10,2,1,2,5,0
235967,U11-008,2022AR11A,Valide,3,2,2,3,3,2,3,2,3,2,10,0,5,5,0,0
235973,U11-003,2022AR11A,Valide,3,1,1,2,novote,novote,novote,novote,novote,1,5,3,1,1,0,5
235975,U11-008,2022AR11B,Valide,1,2,2,1,2,1,novote,novote,novote,novote,6,3,3,0,0,4
235979,U11-003,2022AR11B,Valide,novote,novote,novote,3,1,1,3,3,2,novote,6,2,1,3,0,4
235982,U11-007,2022AR11B,Valide,2,2,1,1,2,1,2,2,2,1,10,4,6,0,0,0
235983,U11-006,2022AR11A,Valide,1,1,1,2,1,1,2,1,1,2,10,7,3,0,0,0
235988,U11-002,2022AR11B,Valide,1,3,1,2,3,2,3,1,1,2,10,4,3,3,0,0
235997,U11-007,2022AR11A,Valide,2,2,1,2,2,2,1,1,1,1,10,5,5,0,0,0
235998,U11-006,2022AR11B,Valide,1,2,1,1,novote,1,2,3,2,2,9,4,4,1,0,1
236004,U11-006,2022AR11B,Valide,3,1,1,novote,novote,novote,1,2,1,1,7,5,1,1,0,3
236005,U11-007,2022AR11B,Valide,2,1,1,2,2,2,3,3,2,1,10,3,5,2,0,0
236008,U11-007,2022AR11A,Valide,2,2,1,1,2,2,2,1,2,1,10,4,6,0,0,0
236009,U11-007,2022AR11A,Valide,1,1,1,1,2,1,novote,novote,novote,1,7,6,1,0,0,3
236015,U11-002,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236021,U11-003,2022AR11B,Valide,1,1,1,1,2,3,3,2,2,2,10,4,4,2,0,0
236043,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236048,U11-003,2022AR11B,Valide,1,3,1,3,3,3,3,2,1,2,10,3,2,5,0,0
236049,U11-002,2022AR11B,Valide,3,3,1,3,3,2,1,2,3,1,10,3,2,5,0,0
236052,U11-007,2022AR11B,Valide,2,2,1,1,1,1,1,4,2,1,10,6,3,0,1,0
236073,U11-002,2022AR11B,Nul,1,2,1,1,1,1,1,4,2,2 3,9,6,2,0,1,0
236076,U11-003,2022AR11B,Valide,1,1,1,4,1,novote,2,4,1,2,9,5,2,0,2,1
236078,U11-006,2022AR11B,Valide,2,2,1,3,4,3,4,3,2,4,10,1,3,3,3,0
236079,U11-008,2022AR11A,Valide,2,1,1,4,1,1,4,2,2,2,10,4,4,0,2,0
236088,U11-002,2022AR11B,Valide,2,1,1,1,1,1,4,3,3,2,10,5,2,2,1,0
236095,U11-006,2022AR11B,Valide,1,2,1,1,2,2,1,4,2,1,10,5,4,0,1,0
236096,U11-007,2022AR11B,Valide,novote,novote,2,1,novote,novote,4,1,novote,1,5,3,1,0,1,5
236098,U11-007,2022AR11B,Nul,1,1,1,1,1,1,1,1 2,3,1,9,8,0,1,0,0
236104,U11-007,2022AR11B,Valide,2,2,3,1,1,1,3,3,3,3,10,3,2,5,0,0
236107,U11-008,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
236113,U11-008,2022AR11A,Valide,2,novote,3,2,3,2,3,2,1,1,9,2,4,3,0,1
236118,U11-007,2022AR11A,Valide,2,3,4,1,2,1,2,4,2,2,10,2,5,1,2,0
236128,U11-008,2022AR11B,Valide,2,novote,1,1,novote,1,2,2,2,1,8,4,4,0,0,2
236136,U11-008,2022AR11A,Valide,2,1,2,2,2,2,2,2,2,2,10,1,9,0,0,0
236142,U11-008,2022AR11A,Valide,2,2,1,1,1,3,2,1,1,1,10,6,3,1,0,0
236146,U11-003,2022AR11B,Valide,4,4,1,4,4,4,4,4,1,4,10,2,0,0,8,0
236147,U11-007,2022AR11B,Valide,2,2,2,2,2,2,2,4,3,3,10,0,7,2,1,0
236149,U11-007,2022AR11A,Valide,2,2,1,1,2,1,4,2,1,1,10,5,4,0,1,0
236157,U11-002,2022AR11B,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
236162,U11-003,2022AR11B,Valide,2,2,3,2,3,2,3,3,4,1,10,1,4,4,1,0
236165,U11-007,2022AR11B,Valide,2,2,1,2,2,2,3,3,2,2,10,1,7,2,0,0
236176,U11-003,2022AR11B,Valide,3,1,1,3,3,3,3,1,1,1,10,5,0,5,0,0
236190,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236201,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236206,U11-006,2022AR11B,Valide,2,2,1,2,2,2,1,1,2,2,10,3,7,0,0,0
236209,U11-007,2022AR11B,Valide,4,4,4,3,3,2,1,4,2,4,10,1,2,2,5,0
236211,U11-007,2022AR11B,Valide,1,1,1,novote,novote,1,novote,novote,novote,1,5,5,0,0,0,5
236217,U11-006,2022AR11A,Valide,1,2,2,1,3,novote,3,3,3,3,9,2,2,5,0,1
236226,U11-008,2022AR11A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
236227,U11-006,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236236,U11-007,2022AR11A,Valide,2,1,4,2,2,2,3,3,3,4,10,1,4,3,2,0
236240,U11-008,2022AR11A,Valide,3,1,2,2,3,3,3,3,2,2,10,1,4,5,0,0
236242,U11-002,2022AR11B,Valide,2,1,1,1,1,1,3,2,1,1,10,7,2,1,0,0
236244,U11-002,2022AR11B,Valide,1,2,1,1,2,1,3,3,2,1,10,5,3,2,0,0
236250,U11-007,2022AR11B,Valide,1,1,1,1,2,2,3,4,2,2,10,4,4,1,1,0
236251,U11-006,2022AR11B,Valide,4,4,1,1,1,1,1,4,4,novote,9,5,0,0,4,1
236252,U11-007,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236258,U11-007,2022AR11A,Valide,novote,novote,1,1,novote,1,novote,1,novote,novote,4,4,0,0,0,6
236259,U11-006,2022AR11B,Valide,1,2,1,2,1,1,3,2,1,1,10,6,3,1,0,0
236263,U11-006,2022AR11B,Valide,1,1,1,1,novote,2,2,1,1,2,9,6,3,0,0,1
236273,U11-007,2022AR11B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
236278,U11-007,2022AR11A,Valide,3,2,1,2,3,1,3,4,3,1,10,3,2,4,1,0
236284,U11-007,2022AR11B,Nul,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
236285,U11-006,2022AR11B,Valide,2,2,1,1,3,1,3,3,3,1,10,4,2,4,0,0
236295,U11-002,2022AR11B,Valide,2,1,1,2,3,2,1,3,3,2,10,3,4,3,0,0
236313,U11-008,2022AR11A,Valide,1,2,1,1,2,2,2,2,1,1,10,5,5,0,0,0
236317,U11-006,2022AR11B,Valide,1,1,1,3,3,2,2,4,1,1,10,5,2,2,1,0
236324,U11-003,2022AR11A,Valide,3,3,1,3,1,3,4,2,2,1,10,3,2,4,1,0
236333,U11-003,2022AR11B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,9
236337,U11-003,2022AR11B,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
236338,U11-007,2022AR11A,Valide,1,2,3,1,1,1,2,4,1,1,10,6,2,1,1,0
236342,U11-006,2022AR11A,Valide,4,4,1,4,novote,novote,novote,novote,novote,novote,4,1,0,0,3,6
236347,U11-003,2022AR11B,Valide,1,1,1,1,1,1,2,1,novote,1,9,8,1,0,0,1
236348,U11-007,2022AR11B,Valide,1,1,1,1,1,1,3,2,1,3,10,7,1,2,0,0
236351,U11-007,2022AR11B,Valide,3,novote,1,novote,novote,1,novote,novote,novote,1,4,3,0,1,0,6
236363,U11-007,2022AR11A,Valide,novote,1,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
236365,U11-008,2022AR11A,Valide,2,1,2,3,1,novote,3,3,1,1,9,4,2,3,0,1
236366,U11-007,2022AR11A,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
236379,U11-007,2022AR11B,Valide,novote,novote,novote,novote,1,1,novote,novote,1,2,4,3,1,0,0,6
236395,U11-006,2022AR11B,Nul,3,novote,1,novote,novote,1,novote,novote,novote,novote,3,2,0,1,0,7
236397,U11-006,2022AR11A,Valide,1,2,2,1,1,2,2,1,2,3,10,4,5,1,0,0
236401,U11-003,2022AR11A,Valide,2,3,1,2,1,2,4,1,1,2,10,4,4,1,1,0
236404,U11-008,2022AR11A,Valide,1,novote,1,novote,novote,novote,novote,1,1,1,5,5,0,0,0,5
236410,U11-007,2022AR11B,Valide,novote,1,2,novote,novote,2,novote,novote,novote,2,4,1,3,0,0,6
236414,U11-007,2022AR11A,Valide,2,4,3,2,4,2,novote,4,4,2,9,0,4,1,4,1
236416,U11-007,2022AR11B,Valide,1,1,1,1,3,2,3,2,3,1,10,5,2,3,0,0
236438,U11-007,2022AR11A,Valide,1,1,1,1,1,novote,novote,novote,1,novote,6,6,0,0,0,4
236445,U11-008,2022AR11A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,6
236450,U11-006,2022AR11A,Valide,1,2,1,2,2,2,4,4,1,1,10,4,4,0,2,0
236455,U11-007,2022AR11B,Valide,1,4,1,1,4,3,2,3,4,1,10,4,1,2,3,0
236461,U11-007,2022AR11B,Valide,1,novote,1,novote,1,1,novote,1,novote,1,6,6,0,0,0,4
236462,U11-003,2022AR11B,Valide,2,3,2,2,2,3,3,novote,3,2,9,0,5,4,0,1
236464,U11-006,2022AR11B,Valide,2,novote,1,novote,novote,novote,novote,1,novote,2,4,2,2,0,0,6
236465,U11-007,2022AR11A,Valide,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,6
236478,U11-003,2022AR11B,Valide,3,3,2,3,4,4,2,3,2,2,10,0,4,4,2,0
236481,U11-007,2022AR11B,Valide,1,1,2,2,1,1,1,1,1,1,10,8,2,0,0,0
236482,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236483,U11-007,2022AR11A,Valide,novote,3,1,2,2,novote,novote,novote,novote,2,5,1,3,1,0,5
236485,U11-007,2022AR11A,Valide,2,1,3,1,1,2,3,4,1,3,10,4,2,3,1,0
236501,U11-003,2022AR11B,Valide,1,4,1,1,3,1,3,4,3,1,10,5,0,3,2,0
236502,U11-007,2022AR11A,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,9
236504,U11-007,2022AR11B,Valide,2,1,2,2,2,3,3,1,2,1,10,3,5,2,0,0
236505,U11-006,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236511,U11-008,2022AR11A,Valide,2,1,1,1,2,1,novote,1,1,novote,8,6,2,0,0,2
236517,U11-007,2022AR11B,Valide,1,2,1,1,2,1,3,3,1,1,10,6,2,2,0,0
236527,U11-007,2022AR11B,Valide,2,novote,novote,2,1,novote,novote,novote,2,novote,4,1,3,0,0,6
236528,U11-007,2022AR11A,Valide,2,3,4,4,4,2,2,3,3,3,10,0,3,4,3,0
236529,U11-003,2022AR11B,Valide,1,2,2,2,3,2,1,3,2,1,10,3,5,2,0,0
236531,U11-003,2022AR11A,Valide,3,1,1,3,2,3,2,1,3,1,10,4,2,4,0,0
236536,U11-003,2022AR11B,Valide,2,2,1,2,2,3,3,1,1,1,10,4,4,2,0,0
236538,U11-006,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236544,U11-003,2022AR11B,Valide,novote,novote,novote,1,1,1,1,1,1,1,7,7,0,0,0,3
236546,U11-003,2022AR11B,Valide,3,3,1,3,3,3,3,1,3,3,10,2,0,8,0,0
236552,U11-003,2022AR11A,Valide,novote,novote,novote,novote,2,novote,2,novote,1,2,4,1,3,0,0,6
236554,U11-007,2022AR11B,Nul,2,novote,2,novote,novote,novote,novote,novote,novote,1,3,1,2,0,0,7
236569,U11-006,2022AR11B,Valide,novote,1,novote,novote,novote,1,novote,1,novote,1,4,4,0,0,0,6
236570,U11-008,2022AR11A,Valide,3,novote,novote,novote,novote,novote,1,1,1,2,5,3,1,1,0,5
236574,U11-002,2022AR11B,Valide,3,3,1,1,1,2,3,2,2,2,10,3,4,3,0,0
236577,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236581,U11-008,2022AR11A,Valide,1,1,1,1,1,1,2,1,1,1,10,9,1,0,0,0
236585,U11-006,2022AR11B,Valide,1,2,1,novote,novote,2,3,3,3,1,8,3,2,3,0,2
236592,U11-007,2022AR11A,Valide,2,novote,novote,novote,novote,1,novote,1,novote,2,4,2,2,0,0,6
236609,U11-008,2022AR11B,Valide,1,1,1,1,1,1,3,2,1,2,10,7,2,1,0,0
236610,U11-006,2022AR11B,Valide,1,1,4,4,4,4,4,1,1,4,10,4,0,0,6,0
236611,U11-007,2022AR11A,Valide,novote,2,2,novote,novote,2,1,1,novote,3,6,2,3,1,0,4
236617,U11-007,2022AR11B,Valide,1,2,1,3,3,3,3,3,2,4,10,2,2,5,1,0
236619,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236622,U11-007,2022AR11B,Valide,3,3,2,3,novote,3,2,1,novote,2,8,1,3,4,0,2
236631,U11-003,2022AR11B,Valide,2,2,2,1,1,1,3,3,2,1,10,4,4,2,0,0
236633,U11-006,2022AR11B,Valide,2,1,3,1,1,1,2,4,1,1,10,6,2,1,1,0
236634,U11-007,2022AR11A,Valide,novote,novote,1,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
236635,U11-008,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236636,U11-003,2022AR11B,Valide,1,1,2,2,1,2,3,2,3,3,10,3,4,3,0,0
236645,U11-003,2022AR11B,Valide,3,3,3,novote,2,3,2,2,novote,3,8,0,3,5,0,2
236652,U11-008,2022AR11A,Valide,2,2,2,2,2,2,2,1,1,1,10,3,7,0,0,0
236665,U11-008,2022AR11A,Valide,1,1,2,1,2,1,1,3,2,1,10,6,3,1,0,0
236672,U11-007,2022AR11A,Valide,novote,novote,novote,1,novote,1,1,novote,1,novote,4,4,0,0,0,6
236677,U11-003,2022AR11B,Valide,2,novote,1,novote,novote,2,novote,novote,1,novote,4,2,2,0,0,6
236683,U11-007,2022AR11B,Valide,3,2,3,1,3,3,3,2,3,2,10,1,3,6,0,0
236694,U11-006,2022AR11A,Valide,1,2,1,1,2,2,2,1,2,1,10,5,5,0,0,0
236695,U11-008,2022AR11A,Valide,3,2,1,novote,novote,novote,4,3,2,1,7,2,2,2,1,3
236699,U11-007,2022AR11A,Valide,2,1,2,1,2,1,1,1,1,3,10,6,3,1,0,0
236704,U11-003,2022AR11B,Valide,3,2,1,1,2,1,4,4,1,3,10,4,2,2,2,0
236713,U11-002,2022AR11B,Valide,1,3,2,1,3,2,1,2,3,4,10,3,3,3,1,0
236723,U11-008,2022AR11A,Valide,novote,1,1,1,novote,1,novote,novote,1,novote,5,5,0,0,0,5
236730,U11-003,2022AR11A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236731,U11-007,2022AR11A,Valide,1,1,1,2,novote,2,2,1,1,1,9,6,3,0,0,1
236737,U11-006,2022AR11B,Valide,1,1,1,4,3,4,3,2,2,3,10,3,2,3,2,0
236742,U11-002,2022AR11B,Valide,2,1,1,1,1,1,4,3,2,1,10,6,2,1,1,0
236750,U11-007,2022AR11B,Valide,1,novote,1,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,6
236764,U11-008,2022AR11A,Valide,2,1,1,1,2,1,novote,novote,novote,2,7,4,3,0,0,3
236766,U11-008,2022AR11A,Valide,3,1,1,2,3,1,3,2,1,1,10,5,2,3,0,0
236769,U11-003,2022AR11A,Valide,1,1,1,3,3,3,2,2,2,1,10,4,3,3,0,0
236772,U11-006,2022AR11B,Valide,1,novote,1,1,novote,novote,4,novote,novote,novote,4,3,0,0,1,6
236773,U11-007,2022AR11B,Valide,novote,novote,1,2,1,2,3,2,1,1,8,4,3,1,0,2
236777,U11-007,2022AR11B,Nul,novote,novote,1,novote,novote,1,novote,novote,novote,1,3,3,0,0,0,7
236778,U11-003,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236779,U11-006,2022AR11B,Valide,2,2,1,2,4,2,3,3,3,1,10,2,4,3,1,0
236780,U11-007,2022AR11B,Nul,novote,novote,1,novote,1,novote,novote,novote,novote,1,3,3,0,0,0,7
236783,U11-003,2022AR11B,Valide,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
236795,U11-007,2022AR11A,Valide,novote,1,novote,1,1,1,3,3,novote,novote,6,4,0,2,0,4
236798,U11-006,2022AR11B,Valide,1,1,1,2,3,2,3,3,1,1,10,5,2,3,0,0
236806,U11-006,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236810,U11-007,2022AR11B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
236811,U11-007,2022AR11A,Valide,1,2,1,1,1,1,2,2,2,1,10,6,4,0,0,0
236814,U11-007,2022AR11B,Valide,2,2,2,2,3,2,2,2,2,2,10,0,9,1,0,0
236820,U11-007,2022AR11A,Nul,4,2,4,4,4,novote,4,3 4,4,4,8,0,1,0,7,1
236822,U11-007,2022AR11B,Valide,4,1,1,3,1,2,1,2,1,1,10,6,2,1,1,0
236829,U11-002,2022AR11B,Valide,2,2,1,1,2,2,3,4,3,1,10,3,4,2,1,0
236833,U11-007,2022AR11B,Valide,1,3,1,1,3,1,3,4,2,3,10,4,1,4,1,0
236837,U11-007,2022AR11B,Valide,2,2,2,1,1,1,4,novote,1,4,9,4,3,0,2,1
236841,U11-007,2022AR11B,Valide,1,novote,1,1,novote,1,novote,novote,1,1,6,6,0,0,0,4
236846,U11-006,2022AR11B,Valide,1,3,1,1,novote,novote,3,2,2,1,8,4,2,2,0,2
236849,U11-006,2022AR11A,Valide,2,1,1,2,2,2,3,3,3,1,10,3,4,3,0,0
236850,U11-007,2022AR11B,Valide,4,4,1,1,4,2,2,1,2,1,10,4,3,0,3,0
236852,U11-008,2022AR11B,Valide,1,1,novote,novote,novote,novote,novote,novote,1,2,4,3,1,0,0,6
236854,U11-007,2022AR11A,Valide,1,novote,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,6
236855,U11-006,2022AR11A,Valide,1,3,2,1,3,3,4,2,2,1,10,3,3,3,1,0
236861,U11-006,2022AR11A,Valide,1,2,1,2,2,2,4,2,2,1,10,3,6,0,1,0
236862,U11-007,2022AR11A,Valide,1,1,1,2,3,3,2,1,3,2,10,4,3,3,0,0
236869,U11-006,2022AR11A,Valide,2,1,2,1,novote,2,4,novote,novote,2,7,2,4,0,1,3
236870,U11-007,2022AR11B,Valide,1,4,1,1,1,2,3,3,3,1,10,5,1,3,1,0
236878,U11-008,2022AR11B,Valide,3,1,2,2,1,2,1,1,1,2,10,5,4,1,0,0
236884,U11-007,2022AR11B,Valide,2,2,1,2,2,2,3,3,2,1,10,2,6,2,0,0
236891,U11-007,2022AR11A,Valide,2,2,1,2,2,2,novote,4,2,1,9,2,6,0,1,1
236893,U11-007,2022AR11A,Valide,2,1,1,2,2,2,1,1,1,1,10,6,4,0,0,0
236896,U11-006,2022AR11B,Valide,3,3,2,3,4,3,1,4,3,3,10,1,1,6,2,0
236898,U11-003,2022AR11A,Valide,2,1,1,1,2,1,3,2,2,1,10,5,4,1,0,0
236901,U11-007,2022AR11A,Valide,3,3,2,3,3,3,4,4,4,3,10,0,1,6,3,0
236906,U11-006,2022AR11B,Valide,2,novote,1,2,2,2,3,3,2,1,9,2,5,2,0,1
236907,U11-002,2022AR11B,Valide,2,2,1,2,2,2,3,2,2,1,10,2,7,1,0,0
236909,U11-008,2022AR11A,Valide,1,novote,1,1,1,1,1,1,novote,novote,7,7,0,0,0,3
236915,U11-003,2022AR11B,Valide,1,1,2,1,1,1,novote,2,2,2,9,5,4,0,0,1
236916,U11-007,2022AR11A,Valide,1,1,2,2,2,1,1,2,2,2,10,4,6,0,0,0
236919,U11-006,2022AR11A,Valide,2,2,1,1,1,2,2,3,2,1,10,4,5,1,0,0
236928,U11-006,2022AR11B,Valide,1,novote,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
236929,U11-007,2022AR11B,Valide,novote,2,novote,2,novote,novote,1,novote,novote,1,4,2,2,0,0,6
236930,U11-003,2022AR11B,Valide,1,1,1,4,4,1,4,2,1,1,10,6,1,0,3,0
236933,U11-008,2022AR11A,Valide,1,1,1,3,2,3,4,3,2,2,10,3,3,3,1,0
236934,U11-006,2022AR11B,Valide,1,1,2,2,3,1,novote,2,3,2,9,3,4,2,0,1
236944,U11-007,2022AR11A,Valide,4,1,1,2,2,3,2,3,1,2,10,3,4,2,1,0
236945,U11-003,2022AR11A,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
236954,U11-007,2022AR11B,Valide,3,2,1,3,4,3,3,4,3,1,10,2,1,5,2,0
236956,U11-007,2022AR11A,Valide,3,1,1,3,3,3,3,1,3,1,10,4,0,6,0,0
236957,U11-002,2022AR11B,Valide,2,1,1,1,1,1,4,1,1,1,10,8,1,0,1,0
236969,U11-007,2022AR11A,Valide,1,2,novote,1,novote,1,novote,novote,novote,novote,4,3,1,0,0,6
236976,U11-007,2022AR11B,Valide,1,1,1,1,2,1,1,2,2,1,10,7,3,0,0,0
236981,U11-007,2022AR11B,Valide,2,novote,3,2,3,2,1,3,3,3,9,1,3,5,0,1
236982,U11-003,2022AR11B,Valide,novote,novote,novote,1,1,1,1,1,1,novote,6,6,0,0,0,4
236986,U11-006,2022AR11B,Valide,1,2,1,2,2,2,2,2,2,1,10,3,7,0,0,0
236990,U11-008,2022AR11A,Valide,2,2,2,2,3,3,3,3,2,3,10,0,5,5,0,0
236995,U11-003,2022AR11B,Valide,2,1,1,1,1,1,1,3,1,1,10,8,1,1,0,0
236999,U11-003,2022AR11B,Valide,2,1,1,2,2,2,2,2,2,2,10,2,8,0,0,0
237009,U11-007,2022AR11B,Valide,1,2,1,2,2,2,2,2,2,2,10,2,8,0,0,0
237012,U11-008,2022AR11A,Valide,1,1,1,novote,1,novote,novote,1,novote,novote,5,5,0,0,0,5
237014,U11-007,2022AR11A,Valide,novote,1,4,novote,novote,3,novote,novote,novote,2,4,1,1,1,1,6
237016,U11-007,2022AR11A,Valide,2,novote,1,1,novote,3,novote,1,novote,1,6,4,1,1,0,4
237017,U11-006,2022AR11A,Valide,2,3,1,1,novote,1,4,4,4,1,9,4,1,1,3,1
237018,U11-007,2022AR11B,Valide,4,4,3,3,4,2,1,4,4,4,10,1,1,2,6,0
237023,U11-006,2022AR11A,Valide,2,2,3,2,3,3,2,4,2,4,10,0,5,3,2,0
237028,U11-007,2022AR11A,Valide,2,1,1,2,2,2,4,2,1,3,10,3,5,1,1,0
237039,U11-008,2022AR11A,Valide,1,1,2,1,novote,1,3,3,1,1,9,6,1,2,0,1
237044,U11-006,2022AR11B,Valide,1,1,1,1,2,1,2,1,1,1,10,8,2,0,0,0
237054,U11-008,2022AR11A,Valide,2,2,2,1,2,1,2,2,2,3,10,2,7,1,0,0
237061,U11-007,2022AR11A,Valide,1,3,3,1,3,1,1,3,3,3,10,4,0,6,0,0
237064,U11-003,2022AR11A,Valide,1,1,novote,1,1,1,1,novote,1,1,8,8,0,0,0,2
237073,U11-003,2022AR11B,Valide,3,1,1,1,1,1,3,2,1,2,10,6,2,2,0,0
237079,U11-007,2022AR11B,Valide,3,1,1,3,3,3,2,3,1,1,10,4,1,5,0,0
237082,U11-006,2022AR11B,Valide,2,2,1,1,2,1,3,3,2,1,10,4,4,2,0,0
237085,U11-006,2022AR11B,Valide,1,1,1,1,1,3,3,3,2,3,10,5,1,4,0,0
237089,U11-002,2022AR11B,Valide,4,1,1,2,1,3,2,4,2,3,10,3,3,2,2,0
237092,U11-008,2022AR11A,Valide,2,1,1,1,novote,1,3,1,1,1,9,7,1,1,0,1
237099,U11-003,2022AR11A,Valide,1,2,3,1,1,1,3,4,2,2,10,4,3,2,1,0
237127,U11-007,2022AR11B,Valide,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,6
