ID,Urne,QR-Code,Categorie,1 - Installer du mobilier urbain sur les berges pour les sports de glisse,2 - Rendre l eglise St-Germain l Auxerrois accessible au PMR,3 - Poursuivre la refection des chaussees des Grands Boulevards,4 - Ameliorer le confort et l amenagement d etablissements scolaires,5 - Completer la renovation des arcades de la rue de Rivoli,6 - Ravaler la facade de l eglise St-Nicolas-des-Champs,7 - Rénover le petit tunnel de l ecluse du bassin de l Arsenal,8 - Restaurer la facade et les candelabres de l eglise des Blancs-Manteaux,9 - Restaurer le patrimoine de 3 eglises de Paris Centre,10 - Restaurer le toit et les decors de l eglise Ste-Elisabeth de Hongrie,11 - Restaurer les chapelles de l eglise St-Germain-l Auxerrois,12 - Restaurer les fontaines du Theatre Francais,13 - Restaurer les peintures de 2 eglises et tracer le chemin de Compostelle,14 - Remplacer et renover les bancs de Paris Centre,15 - Renover les reverberes du Louvre,16 - Vegetaliser temporairement la rue Greneta,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
148279,U01-015,2022AR01B,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,12
148284,U01-006,2022AR01B,Valide,2,2,2,2,2,3,2,3,2,3,3,3,3,2,2,4,16,0,9,6,1,0
148297,U01-013,2022AR01B,Valide,novote,4,3,1,4,4,4,4,4,4,4,4,4,3,4,1,15,2,0,2,11,1
148299,U01-004,2022AR01A,Valide,3,2,2,1,3,3,3,3,3,3,3,3,3,2,3,1,16,2,3,11,0,0
148300,U01-012,2022AR01A,Valide,4,2,2,2,3,3,3,3,2,3,3,4,3,1,1,2,16,2,5,7,2,0
148311,U01-002,2022AR01B,Valide,1,4,2,1,2,4,2,4,4,4,4,1,4,1,2,1,16,5,4,0,7,0
148312,U01-013,2022AR01B,Valide,1,1,1,1,3,2,2,2,2,2,2,1,2,1,3,2,16,6,8,2,0,0
148322,U01-004,2022AR01B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,15
148341,U01-011,2022AR01A,Valide,2,2,1,1,4,1,novote,novote,novote,novote,novote,novote,novote,1,novote,1,8,5,2,0,1,8
148348,U01-015,2022AR01B,Valide,1,2,3,1,4,4,4,4,4,4,4,4,4,3,4,1,16,3,1,2,10,0
148362,U01-013,2022AR01B,Nul,novote,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,3,3,0,0,0,13
148381,U01-014,2022AR01A,Valide,1,1,3,2,3,4,3,2,2,3,3,3,3,1,3,4,16,3,3,8,2,0
148391,U01-011,2022AR01A,Valide,1,3,3,1,3,3,2,2,3,2,2,2,3,1,3,4,16,3,5,7,1,0
148393,U01-015,2022AR01B,Valide,4,1,3,4,novote,1,4,1,1,1,1,1,1,4,4,4,15,8,0,1,6,1
148402,U01-013,2022AR01A,Valide,1,2,2,4,4,2,2,1,2,1,1,novote,1,1,2,2,15,6,7,0,2,1
148417,U01-011,2022AR01A,Nul,novote,novote,novote,1,1,novote,novote,novote,2 4,2,2 4,2,2,novote,novote,novote,5,2,3,0,0,9
148422,U01-018,2022AR01B,Valide,2,4,2,3,4,2,4,3,3,3,3,2,2,2,3,2,16,0,7,6,3,0
148423,U01-013,2022AR01B,Valide,2,1,1,1,3,3,2,2,2,3,3,2,3,1,1,2,16,5,6,5,0,0
148434,U01-004,2022AR01B,Valide,2,2,2,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,3,2,7,1,5,1,0,9
148436,U01-014,2022AR01A,Valide,2,1,2,1,3,3,1,3,3,3,3,2,3,2,3,2,16,3,5,8,0,0
148454,U01-015,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
148463,U01-014,2022AR01B,Valide,novote,1,novote,novote,1,novote,novote,novote,1,novote,2,novote,3,2,novote,1,7,4,2,1,0,9
148465,U01-008,2022AR01B,Nul,2,1,2,1,2,novote,2,2,1,2 3,2,2,2,2,2,2,14,3,11,0,0,1
148472,U75-001,2022AR01A,Valide,4,2,2,2,4,4,4,novote,4,4,4,4,4,2,2,4,15,0,5,0,10,1
148482,U01-014,2022AR01A,Valide,1,novote,novote,2,2,novote,novote,novote,1,novote,novote,novote,1,novote,novote,1,6,4,2,0,0,10
148483,U01-009,2022AR01A,Valide,novote,3,4,1,3,3,2,3,4,4,4,1,4,1,4,1,15,4,1,4,6,1
148488,U01-013,2022AR01A,Valide,2,2,3,1,3,3,3,3,3,3,3,3,3,2,3,1,16,2,3,11,0,0
148497,U01-015,2022AR01B,Valide,novote,novote,novote,novote,4,4,4,novote,novote,novote,novote,novote,1,novote,novote,novote,4,1,0,0,3,12
148498,U01-014,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
148505,U01-012,2022AR01A,Valide,3,2,3,2,3,3,3,3,2,3,3,2,3,2,2,1,16,1,6,9,0,0
148513,U01-006,2022AR01B,Valide,novote,novote,1,novote,novote,1,novote,novote,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,12
148522,U01-007,2022AR01A,Valide,novote,2,2,novote,1,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,5,3,2,0,0,11
148538,U01-015,2022AR01B,Valide,novote,2,novote,novote,novote,novote,novote,novote,novote,2,2,novote,1,novote,novote,novote,4,1,3,0,0,12
148545,U01-002,2022AR01B,Valide,novote,novote,novote,novote,2,novote,novote,2,novote,novote,novote,novote,2,2,novote,novote,4,0,4,0,0,12
148546,U01-011,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,2,2,novote,2,novote,novote,novote,novote,3,0,3,0,0,13
148547,U01-013,2022AR01A,Valide,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,12
148549,U01-008,2022AR01B,Valide,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,16,0,0,4,12,0
148553,U01-015,2022AR01B,Valide,1,2,1,1,1,2,2,2,2,2,1,1,4,1,3,1,16,8,6,1,1,0
148565,U01-012,2022AR01A,Nul,1 2,novote,novote,1 2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,14
148581,U01-014,2022AR01A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,15
148586,U01-012,2022AR01A,Valide,2,1,3,1,3,4,3,3,3,3,3,3,3,2,3,3,16,2,2,11,1,0
148598,U01-018,2022AR01B,Valide,3,2,3,3,2,2,2,2,2,2,2,2,1,3,3,3,16,1,9,6,0,0
148605,U13-102,2022AR01B,Valide,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,16,8,8,0,0,0
148610,U01-006,2022AR01B,Valide,2,3,1,1,2,3,2,3,3,3,3,3,3,1,3,1,16,4,3,9,0,0
148614,U01-015,2022AR01B,Valide,novote,1,1,1,1,2,novote,2,2,2,2,2,2,1,1,novote,13,6,7,0,0,3
148621,U01-013,2022AR01A,Valide,novote,novote,novote,1,novote,novote,1,novote,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,12
148628,U01-002,2022AR01B,Valide,2,3,3,1,3,3,2,3,3,3,3,3,3,3,1,4,16,2,2,11,1,0
148630,U01-011,2022AR01A,Valide,novote,2,3,1,3,3,2,2,2,novote,2,novote,novote,novote,2,2,11,1,7,3,0,5
148632,U01-006,2022AR01B,Valide,1,2,1,2,1,2,2,2,2,2,2,2,novote,2,2,novote,14,3,11,0,0,2
148633,U01-018,2022AR01B,Valide,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,4,4,4,6,3,0,0,3,10
148650,U01-014,2022AR01B,Valide,novote,novote,novote,novote,2,novote,novote,novote,novote,1,novote,novote,novote,novote,2,2,4,1,3,0,0,12
148652,U01-015,2022AR01B,Valide,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,16,3,0,0,13,0
148663,U01-010,2022AR01A,Valide,2,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,4,3,1,0,0,12
148668,U01-013,2022AR01B,Valide,2,3,3,1,3,3,3,3,3,3,3,3,3,2,3,4,16,1,2,12,1,0
148672,U01-018,2022AR01B,Valide,1,4,1,1,4,4,1,1,1,4,4,4,4,novote,1,4,15,7,0,0,8,1
148681,U01-012,2022AR01A,Valide,1,1,1,1,2,2,3,1,1,2,2,2,2,2,novote,3,15,6,7,2,0,1
148687,U01-013,2022AR01A,Valide,1,4,4,1,4,4,1,4,4,4,4,3,4,1,1,1,16,6,0,1,9,0
148690,U13-102,2022AR01A,Valide,4,novote,novote,novote,4,novote,novote,novote,novote,novote,novote,novote,1,3,novote,novote,4,1,0,1,2,12
148704,U01-009,2022AR01A,Valide,2,novote,novote,3,2,2,novote,1,2,2,2,1,1,3,2,1,13,4,7,2,0,3
148707,U01-013,2022AR01B,Valide,2,2,2,2,2,3,3,3,2,3,3,3,2,3,4,4,16,0,7,7,2,0
148721,U01-012,2022AR01A,Valide,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,16,0,4,12,0,0
148726,U01-013,2022AR01A,Valide,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,8,8,0,0,0,8
148737,U01-006,2022AR01B,Valide,2,4,4,4,4,4,4,3,1,4,3,4,2,4,4,4,16,1,2,2,11,0
148739,U01-014,2022AR01A,Valide,3,2,3,2,1,3,3,3,novote,2,2,1,novote,1,1,1,14,5,4,5,0,2
148761,U01-014,2022AR01B,Valide,4,novote,1,novote,1,novote,1,novote,1,4,4,3,4,2,3,3,12,4,1,3,4,4
148767,U01-011,2022AR01A,Valide,2,2,novote,1,3,2,3,novote,4,novote,novote,novote,novote,novote,novote,2,8,1,4,2,1,8
148768,U01-013,2022AR01A,Valide,1,2,2,1,3,3,3,3,4,4,4,3,4,3,3,2,16,2,3,7,4,0
148771,U01-004,2022AR01B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,2,3,3,0,2,1,0,13
148776,U01-015,2022AR01B,Valide,novote,2,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,1,2,novote,novote,4,1,3,0,0,12
148794,U01-011,2022AR01A,Valide,1,2,2,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,2,novote,novote,5,1,4,0,0,11
148797,U01-015,2022AR01B,Valide,3,4,4,1,1,1,1,3,3,3,3,1,1,4,4,1,16,7,0,5,4,0
148798,U01-018,2022AR01B,Valide,1,novote,novote,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,12
148827,U01-013,2022AR01B,Valide,1,3,3,1,2,3,3,3,3,3,3,2,3,3,3,1,16,3,2,11,0,0
148828,U01-011,2022AR01A,Valide,1,4,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,3,novote,novote,4,1,1,1,1,12
148835,U01-014,2022AR01B,Nul,1,2,2,1,2,2,1,2 3,3,3,3,2,3,1,2,2,15,4,7,4,0,0
148847,U01-012,2022AR01A,Valide,2,2,3,1,3,1,2,1,2,1,2,1,1,2,1,2,16,7,7,2,0,0
148859,U75-001,2022AR01A,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,15
148860,U01-018,2022AR01B,Valide,3,2,1,1,1,3,1,3,1,3,2,2,3,1,2,4,16,6,4,5,1,0
148861,U01-006,2022AR01B,Valide,2,novote,novote,2,novote,novote,2,novote,novote,4,novote,novote,novote,2,3,2,7,0,5,1,1,9
148863,U01-015,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
148866,U01-011,2022AR01A,Valide,novote,novote,novote,1,novote,novote,1,novote,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,12
148870,U01-013,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
148894,U01-009,2022AR01A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,14
148909,U01-014,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
148911,U01-008,2022AR01B,Valide,novote,novote,2,1,1,2,1,2,1,2,2,2,2,3,2,2,14,4,9,1,0,2
148912,U01-013,2022AR01A,Valide,1,2,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,2,novote,novote,4,1,3,0,0,12
148913,U01-007,2022AR01A,Valide,3,3,3,1,3,3,3,2,3,3,3,2,3,1,3,2,16,2,3,11,0,0
148929,U75-001,2022AR01B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
148930,U01-011,2022AR01A,Valide,2,2,1,2,1,3,2,2,1,2,3,2,2,2,2,3,16,3,10,3,0,0
148956,U01-009,2022AR01A,Valide,4,1,1,1,4,1,1,1,1,1,1,2,1,1,4,1,16,12,1,0,3,0
148957,U01-013,2022AR01A,Valide,novote,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,15,7,8,0,0,1
148977,U01-002,2022AR01B,Valide,novote,novote,novote,2,novote,novote,novote,novote,novote,novote,2,novote,2,novote,novote,2,4,0,4,0,0,12
148981,U01-013,2022AR01B,Valide,2,2,3,1,2,3,1,3,3,3,2,1,2,1,3,3,16,4,5,7,0,0
148998,U01-013,2022AR01B,Valide,1,2,1,1,1,3,1,2,3,2,3,2,2,4,3,3,16,5,5,5,1,0
149007,U01-012,2022AR01A,Valide,2,1,2,2,3,3,2,3,3,3,3,3,3,2,4,2,16,1,6,8,1,0
149021,U01-012,2022AR01A,Valide,4,3,4,2,2,4,2,3,3,3,4,2,3,4,2,1,16,1,5,5,5,0
149022,U01-015,2022AR01B,Valide,1,2,1,1,1,2,1,2,2,3,2,2,1,2,2,3,16,6,8,2,0,0
149034,U01-014,2022AR01B,Nul,4,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,3,1,0,0,2,13
149036,U01-013,2022AR01B,Valide,2,2,1,1,1,novote,1,2,1,1,1,2,2,3,2,novote,14,7,6,1,0,2
149037,U01-008,2022AR01B,Valide,1,2,1,1,2,3,2,3,3,3,3,3,3,2,4,3,16,3,4,8,1,0
149042,U01-015,2022AR01A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,0,0,0,0
149049,U01-011,2022AR01A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
149051,U13-102,2022AR01B,Valide,1,1,1,3,1,1,3,1,1,1,1,3,1,1,1,3,16,12,0,4,0,0
149055,U01-006,2022AR01A,Valide,3,2,4,3,4,2,novote,novote,novote,novote,novote,1,novote,1,1,novote,9,3,2,2,2,7
149066,U01-009,2022AR01A,Valide,3,novote,1,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,3,0,1,0,12
149067,U01-014,2022AR01B,Valide,4,3,4,1,4,4,4,4,4,1,4,4,novote,1,4,1,15,4,0,1,10,1
149068,U75-001,2022AR01B,Valide,novote,novote,1,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,12
149085,U01-014,2022AR01A,Valide,1,4,4,4,4,1,4,1,1,1,1,4,4,4,4,4,16,6,0,0,10,0
149086,U01-015,2022AR01B,Valide,4,4,2,1,3,4,4,4,4,4,4,4,4,3,3,2,16,1,2,3,10,0
149090,U01-011,2022AR01A,Valide,novote,novote,novote,novote,novote,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,12
149100,U01-013,2022AR01A,Valide,novote,1,novote,novote,novote,1,novote,1,1,1,1,novote,1,novote,novote,novote,7,7,0,0,0,9
149106,U01-015,2022AR01B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,novote,novote,2,2,0,0,0,14
149107,U01-014,2022AR01A,Valide,3,2,novote,1,2,novote,novote,novote,novote,novote,novote,2,1,3,1,1,9,4,3,2,0,7
149110,U01-011,2022AR01A,Valide,4,3,3,1,1,4,2,4,4,4,4,1,3,1,1,1,16,6,1,3,6,0
149128,U01-015,2022AR01B,Valide,novote,1,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,2,novote,2,5,3,2,0,0,11
149134,U01-002,2022AR01B,Valide,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,16,1,2,0,13,0
149144,U01-009,2022AR01A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,16,0,0,0,0
149147,U01-011,2022AR01A,Valide,novote,novote,novote,novote,novote,novote,1,novote,novote,2,2,novote,novote,1,1,1,6,4,2,0,0,10
149165,U01-013,2022AR01B,Valide,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,16,7,9,0,0,0
149169,U01-018,2022AR01B,Valide,4,2,2,2,2,3,3,3,2,3,3,3,2,3,3,4,16,0,6,8,2,0
149170,U01-012,2022AR01A,Valide,novote,novote,1,1,1,4,1,4,2,4,4,4,4,1,3,2,14,5,2,1,6,2
149192,U01-014,2022AR01A,Valide,1,1,1,1,2,2,2,2,2,4,3,2,2,2,2,2,16,4,10,1,1,0
149193,U01-011,2022AR01A,Valide,2,4,3,1,2,2,4,3,4,4,4,3,4,1,1,1,16,4,3,3,6,0
149201,U01-004,2022AR01B,Valide,novote,novote,1,novote,novote,novote,1,2,novote,novote,novote,novote,novote,1,3,4,6,3,1,1,1,10
149211,U01-015,2022AR01B,Valide,4,3,3,1,1,2,3,2,2,1,2,1,2,4,1,1,16,6,5,3,2,0
149231,U01-014,2022AR01A,Valide,4,novote,4,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,4,2,0,0,2,12
149245,U01-014,2022AR01A,Nul,4,3,3,1 2,2,1,3,3,3,3,3,2,2,1 3,1,4,14,2,3,7,2,0
149252,U01-013,2022AR01B,Valide,4,1,novote,novote,novote,novote,3,novote,novote,novote,2,novote,2,novote,novote,novote,5,1,2,1,1,11
149284,U01-018,2022AR01B,Valide,4,3,2,1,2,1,3,novote,1,2,2,2,1,2,2,3,15,4,7,3,1,1
149287,U01-012,2022AR01A,Valide,1,2,1,1,3,3,1,1,2,3,2,3,2,3,2,2,16,5,6,5,0,0
149295,U01-015,2022AR01B,Valide,1,1,2,1,2,4,3,3,2,4,4,4,3,2,1,3,16,4,4,4,4,0
149315,U01-013,2022AR01B,Valide,1,4,1,1,2,4,1,4,4,4,4,2,4,novote,2,1,15,5,3,0,7,1
149324,U01-014,2022AR01B,Valide,2,1,1,1,2,4,2,4,4,4,4,2,4,1,4,4,16,4,4,0,8,0
149332,U01-012,2022AR01A,Valide,1,2,1,1,3,2,2,2,1,2,2,1,2,1,2,2,16,6,9,1,0,0
149333,U01-008,2022AR01B,Valide,1,3,2,1,1,3,3,3,3,3,3,2,3,2,3,3,16,3,3,10,0,0
149348,U01-014,2022AR01A,Valide,4,2,2,2,2,2,3,2,2,2,2,2,2,3,3,4,16,0,11,3,2,0
149356,U01-013,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
149361,U01-015,2022AR01B,Valide,2,2,1,2,2,2,1,2,2,1,novote,1,1,2,2,2,15,5,10,0,0,1
149369,U01-002,2022AR01B,Nul,2,2,novote,2,novote,novote,novote,3,2,3,novote,2,2,1 2,2,2,10,0,8,2,0,5
149370,U01-014,2022AR01A,Valide,1,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,1,novote,1,5,3,2,0,0,11
149373,U01-012,2022AR01A,Valide,novote,novote,novote,novote,novote,novote,1,2,novote,novote,novote,1,1,1,novote,novote,5,4,1,0,0,11
149381,U01-015,2022AR01B,Valide,novote,1,novote,novote,novote,1,novote,1,1,1,1,novote,1,novote,novote,novote,7,7,0,0,0,9
149382,U01-007,2022AR01A,Valide,4,1,4,4,4,1,4,2,1,1,1,4,4,4,4,4,16,5,1,0,10,0
149394,U01-011,2022AR01A,Valide,2,2,novote,1,2,3,3,3,3,3,3,2,2,2,2,novote,14,1,7,6,0,2
149416,U75-001,2022AR01A,Valide,3,3,2,1,2,3,3,3,3,3,3,2,3,2,2,3,16,1,5,10,0,0
149437,U01-013,2022AR01B,Valide,3,2,2,2,2,2,2,1,1,3,2,2,1,2,1,3,16,4,9,3,0,0
149458,U01-013,2022AR01B,Valide,1,novote,1,1,2,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,5,3,2,0,0,11
149461,U01-011,2022AR01A,Valide,2,2,3,2,2,4,3,4,4,4,4,3,4,1,2,1,16,2,5,3,6,0
149466,U01-010,2022AR01A,Valide,novote,2,2,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,4,1,3,0,0,12
149470,U01-018,2022AR01B,Valide,4,4,4,2,2,2,2,3,3,3,3,4,4,4,4,4,16,0,4,4,8,0
149479,U01-013,2022AR01A,Valide,3,1,1,2,2,3,1,2,1,3,3,1,3,1,3,2,16,6,4,6,0,0
149491,U01-006,2022AR01B,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,12
149493,U13-102,2022AR01B,Valide,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,12
149495,U01-014,2022AR01A,Valide,3,1,3,2,3,3,2,3,2,2,2,2,2,2,2,2,16,1,10,5,0,0
149508,U01-010,2022AR01A,Valide,2,novote,novote,1,novote,novote,2,novote,novote,novote,novote,2,novote,2,2,novote,6,1,5,0,0,10
149513,U01-004,2022AR01B,Valide,4,3,1,4,3,4,3,4,1,4,3,3,3,2,3,4,16,2,1,7,6,0
149528,U01-015,2022AR01B,Valide,4,2,1,4,4,4,1,4,4,3,2,2,3,3,2,2,16,2,5,3,6,0
149548,U01-015,2022AR01B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,2,2,0,0,0,14
149568,U01-015,2022AR01A,Valide,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,2,16,0,12,4,0,0
149569,U01-009,2022AR01A,Valide,4,1,4,1,1,4,4,4,4,4,4,4,4,1,4,4,16,4,0,0,12,0
149585,U01-009,2022AR01A,Valide,4,novote,4,4,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,4,1,0,0,3,12
149589,U01-015,2022AR01B,Valide,novote,novote,novote,1,novote,1,novote,novote,novote,1,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
149594,U01-018,2022AR01B,Valide,4,1,1,1,3,2,2,2,2,2,2,2,3,3,3,4,16,3,7,4,2,0
149599,U13-102,2022AR01B,Valide,1,1,2,1,2,novote,3,3,3,3,3,novote,3,novote,1,2,13,4,3,6,0,3
149619,U01-014,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
149622,U01-009,2022AR01A,Valide,2,1,2,2,3,3,2,2,2,2,2,1,3,2,3,3,16,2,9,5,0,0
149642,U01-013,2022AR01A,Valide,4,3,2,2,1,1,2,1,1,2,2,2,3,4,2,4,16,4,7,2,3,0
149648,U01-015,2022AR01B,Valide,1,2,3,1,novote,novote,novote,novote,novote,novote,novote,novote,2,2,novote,novote,6,2,3,1,0,10
149653,U01-014,2022AR01A,Valide,2,novote,novote,novote,novote,novote,novote,novote,novote,1,2,2,novote,novote,novote,novote,4,1,3,0,0,12
149663,U01-013,2022AR01B,Valide,4,3,1,1,1,3,1,4,3,4,4,2,4,1,4,3,16,5,1,4,6,0
149667,U01-015,2022AR01B,Valide,1,1,4,1,1,4,1,4,4,4,4,4,4,1,4,1,16,7,0,0,9,0
149671,U01-018,2022AR01B,Valide,3,2,3,1,4,4,3,4,4,4,4,4,4,3,4,novote,15,1,1,4,9,1
149677,U13-102,2022AR01B,Valide,1,novote,1,1,novote,novote,1,1,novote,novote,novote,1,1,1,novote,1,9,9,0,0,0,7
149679,U01-013,2022AR01B,Valide,1,novote,novote,1,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
149686,U01-015,2022AR01B,Nul,novote,novote,novote,novote,novote,1,novote,novote,1,novote,novote,novote,1,novote,novote,novote,3,3,0,0,0,13
149689,U01-018,2022AR01B,Valide,1,novote,novote,1,2,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,6,5,1,0,0,10
149708,U13-102,2022AR01B,Valide,novote,1,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,novote,4,4,0,0,0,12
149709,U01-015,2022AR01B,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,13
149719,U01-010,2022AR01A,Valide,2,4,2,1,2,4,1,4,4,4,4,1,4,1,2,1,16,5,4,0,7,0
149726,U01-018,2022AR01B,Valide,1,1,2,1,2,2,2,2,2,3,2,1,2,1,3,2,16,5,9,2,0,0
149738,U01-009,2022AR01A,Valide,2,2,3,1,3,3,3,4,4,4,4,4,4,1,3,1,16,3,2,5,6,0
149752,U01-019,2022AR01A,Valide,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,16,5,11,0,0,0
149766,U01-018,2022AR01B,Valide,2,4,2,2,3,4,2,4,4,4,4,2,4,3,3,3,16,0,5,4,7,0
149780,U01-018,2022AR01B,Valide,novote,novote,novote,3,1,novote,1,novote,novote,3,novote,novote,novote,3,novote,novote,5,2,0,3,0,11
149795,U01-010,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
149808,U01-013,2022AR01B,Valide,1,1,3,1,3,3,3,3,2,3,3,2,2,3,3,1,16,4,3,9,0,0
149822,U01-015,2022AR01B,Valide,1,1,2,1,2,2,3,4,2,2,2,4,4,1,2,2,16,4,8,1,3,0
149826,U01-014,2022AR01A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,16
149827,U01-013,2022AR01B,Valide,3,1,1,1,3,3,3,3,3,3,3,3,3,4,novote,2,15,3,1,10,1,1
149839,U01-010,2022AR01A,Valide,1,novote,novote,1,novote,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,2,4,2,2,0,0,12
149851,U13-102,2022AR01A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,15
149853,U01-013,2022AR01B,Valide,4,1,1,1,1,1,1,1,1,1,1,1,1,1,novote,4,15,13,0,0,2,1
149859,U01-015,2022AR01B,Valide,novote,novote,2,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,novote,2,4,0,4,0,0,12
149894,U01-013,2022AR01B,Valide,1,1,2,2,1,3,3,1,3,3,3,2,2,1,novote,novote,14,5,4,5,0,2
149904,U01-014,2022AR01B,Valide,2,2,3,3,4,novote,2,3,2,4,3,2,4,2,4,2,15,0,7,4,4,1
149924,U01-018,2022AR01B,Valide,novote,novote,novote,1,novote,novote,1,novote,novote,novote,novote,1,novote,1,novote,novote,4,4,0,0,0,12
