ID,Urne,QR-Code,Categorie,1 - Favoriser le lien social et les pratiques artistiques et sportives,2 - Kits pedagogiques pour parler aux enfants des personnes SDF,3 - Lutter contre les inegalites d acces,4 - Securiser et amenager pour favoriser les mobilites douces,5 - Vegetaliser l arrondissement et amenager les parcs et jardins,6 - Doter les ecoles du 18e de davantage d outils numeriques,7 - Creer une ecole des metiers du velo du Grand Paris,8 - Mettre en lumiere les monuments de Chapelle Marx Dormoy,9 - Mettre en valeur l histoire du quartier La Chapelle,10 - Restaurer la fleche de l eglise St-Bernard,11 - Restaurer le patrimoine cultuel,12 - Mettre de la couleur sur les murs,13 - Vegetaliser et ameliorer les lieux publics dans les quartiers,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
142749,U18-011,2022AR18B,Valide,1,novote,novote,novote,novote,novote,2,novote,novote,4,4,novote,novote,4,1,1,0,2,9
142752,U18-003,2022AR18A,Valide,3,1,1,1,1,4,4,4,2,4,4,2,1,13,5,2,1,5,0
142763,U18-005,2022AR18A,Nul,novote,novote,novote,novote,2,novote,novote,novote,novote,1,1,novote,novote,3,2,1,0,0,10
142773,U18-003,2022AR18A,Valide,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,1,5,5,0,0,0,8
142774,U18-001,2022AR18B,Valide,2,4,novote,2,2,2,novote,2,3,3,2,4,2,11,0,7,2,2,2
142783,U18-005,2022AR18A,Valide,4,novote,3,novote,novote,novote,novote,novote,novote,novote,novote,1,1,4,2,0,1,1,9
142789,U18-003,2022AR18A,Valide,novote,novote,novote,novote,novote,novote,novote,1,2,novote,1,novote,1,4,3,1,0,0,9
142794,U18-011,2022AR18B,Valide,4,3,3,2,1,4,2,2,3,4,4,1,4,13,2,3,3,5,0
142795,U18-001,2022AR18B,Valide,4,4,4,4,4,4,4,4,4,4,4,4,4,13,0,0,0,13,0
142810,U18-003,2022AR18A,Valide,novote,novote,novote,novote,novote,novote,2,novote,2,2,2,novote,2,5,0,5,0,0,8
142817,U18-001,2022AR18B,Valide,1,1,1,1,1,1,1,1,1,3,1,1,1,13,12,0,1,0,0
142840,U18-004,2022AR18B,Valide,1,novote,2,novote,novote,1,novote,novote,novote,novote,novote,novote,1,4,3,1,0,0,9
142850,U18-005,2022AR18A,Nul,1 2,2,1,2,2,2,1,2,4,2,1 2,2,1,11,3,7,0,1,0
142854,U18-003,2022AR18A,Valide,3,1,3,3,2,1,3,3,3,2,1,1,1,13,5,2,6,0,0
142859,U18-002,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
142862,U18-004,2022AR18B,Valide,1,2,1,1,1,1,1,2,1,1,1,2,1,13,10,3,0,0,0
142871,U18-011,2022AR18B,Valide,1,1,1,1,1,1,2,1,1,1,1,1,1,13,12,1,0,0,0
142881,U18-012,2022AR18B,Valide,1,2,2,2,1,3,2,3,3,4,2,1,1,13,4,5,3,1,0
142888,U18-001,2022AR18B,Valide,novote,1,novote,novote,novote,1,1,novote,1,novote,1,4,1,7,6,0,0,1,6
142890,U18-004,2022AR18B,Nul,1,1,1,1,2,1,2,4,3,3,1 2,4,3,12,5,2,3,2,0
142891,U18-011,2022AR18B,Valide,1,1,1,1,1,4,2,4,2,4,3,3,1,13,6,2,2,3,0
142897,U18-003,2022AR18A,Valide,1,1,1,novote,1,novote,novote,novote,novote,novote,1,novote,novote,5,5,0,0,0,8
142907,U18-011,2022AR18B,Valide,2,2,1,novote,1,3,1,4,3,3,2,3,1,12,4,3,4,1,1
142913,U18-012,2022AR18B,Valide,1,1,1,novote,novote,1,1,3,1,4,4,4,4,11,6,0,1,4,2
142918,U18-003,2022AR18A,Nul,novote,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,10
142927,U18-004,2022AR18B,Valide,3,1,1,1,2,4,2,4,4,4,4,2,1,13,4,3,1,5,0
142929,U18-011,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
142954,U18-002,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
142972,U18-011,2022AR18B,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
142978,U18-002,2022AR18A,Valide,1,1,2,2,1,2,2,2,3,3,3,3,1,13,4,5,4,0,0
142983,U18-001,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
142990,U18-011,2022AR18B,Valide,novote,novote,1,2,1,novote,novote,2,novote,novote,novote,novote,novote,4,2,2,0,0,9
143001,U18-012,2022AR18B,Valide,1,1,1,3,1,1,1,3,1,4,2,3,4,13,7,1,3,2,0
143012,U18-011,2022AR18B,Valide,2,2,novote,novote,1,novote,novote,novote,novote,novote,4,novote,novote,4,1,2,0,1,9
143013,U18-004,2022AR18B,Valide,novote,novote,novote,novote,4,4,4,novote,novote,novote,1,novote,4,5,1,0,0,4,8
143022,U18-003,2022AR18A,Valide,2,2,2,2,2,2,2,2,2,2,2,2,2,13,0,13,0,0,0
143024,U18-001,2022AR18B,Valide,3,3,2,4,4,1,1,4,3,4,3,4,2,13,2,2,4,5,0
143033,U18-011,2022AR18B,Valide,1,2,1,1,1,4,1,4,4,4,4,3,1,13,6,1,1,5,0
143035,U18-002,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
143045,U18-003,2022AR18A,Valide,novote,novote,1,1,novote,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,9
143047,U18-001,2022AR18B,Nul,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,10
143071,U18-001,2022AR18B,Valide,1,1,1,1,1,1,1,1,1,3,1,1,1,13,12,0,1,0,0
143080,U18-011,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
143082,U18-002,2022AR18A,Valide,2,3,1,4,2,1,4,4,3,3,3,4,3,13,2,2,5,4,0
143090,U18-001,2022AR18B,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,1,5,5,0,0,0,8
143097,U18-011,2022AR18B,Valide,novote,novote,4,novote,1,novote,novote,3,novote,4,novote,3,novote,5,1,0,2,2,8
143107,U18-003,2022AR18A,Valide,2,1,1,novote,1,novote,novote,1,1,novote,1,1,1,9,8,1,0,0,4
143140,U18-005,2022AR18A,Valide,1,1,2,3,4,1,1,4,1,1,1,2,1,13,8,2,1,2,0
143181,U18-003,2022AR18A,Valide,1,3,2,2,2,2,3,3,3,3,2,3,2,13,1,6,6,0,0
143205,U18-011,2022AR18B,Valide,novote,novote,2,novote,novote,1,2,novote,novote,novote,novote,3,novote,4,1,2,1,0,9
143224,U18-001,2022AR18B,Valide,3,2,1,3,1,2,3,3,2,3,3,3,2,13,2,4,7,0,0
143242,U18-003,2022AR18A,Valide,1,1,1,1,1,novote,novote,novote,novote,novote,novote,1,1,7,7,0,0,0,6
143285,U18-002,2022AR18A,Valide,1,1,1,novote,1,1,1,1,1,1,1,1,1,12,12,0,0,0,1
143296,U18-001,2022AR18B,Valide,1,novote,novote,novote,1,novote,1,novote,novote,novote,1,novote,1,5,5,0,0,0,8
143302,U18-005,2022AR18A,Valide,novote,1,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,9
143317,U18-001,2022AR18B,Valide,4,2,3,2,1,1,4,4,3,4,2,1,1,13,4,3,2,4,0
143336,U18-005,2022AR18A,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
143338,U18-002,2022AR18A,Valide,1,1,1,1,1,novote,novote,novote,novote,novote,1,1,1,8,8,0,0,0,5
143340,U18-001,2022AR18B,Valide,2,2,3,1,1,3,2,1,1,4,4,4,1,13,5,3,2,3,0
143368,U18-001,2022AR18B,Valide,2,novote,novote,2,2,novote,novote,novote,novote,novote,novote,2,2,5,0,5,0,0,8
143370,U18-004,2022AR18B,Valide,1,1,1,2,2,1,4,4,4,3,3,2,2,13,4,4,2,3,0
143379,U18-003,2022AR18A,Valide,novote,1,1,novote,1,novote,novote,4,novote,4,novote,1,1,7,5,0,0,2,6
143391,U18-001,2022AR18B,Valide,2,1,2,2,1,2,3,3,2,2,2,2,1,13,3,8,2,0,0
143427,U18-004,2022AR18B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,1,novote,novote,novote,4,4,0,0,0,9
143430,U18-005,2022AR18A,Valide,novote,novote,1,novote,novote,novote,1,novote,novote,1,novote,novote,1,4,4,0,0,0,9
143439,U18-011,2022AR18B,Valide,3,novote,novote,novote,2,novote,novote,novote,3,novote,2,novote,1,5,1,2,2,0,8
143451,U18-004,2022AR18B,Valide,3,3,3,3,1,2,2,1,2,novote,1,3,1,12,4,3,5,0,1
143452,U18-002,2022AR18A,Valide,1,1,2,2,1,1,2,novote,2,2,1,2,1,12,6,6,0,0,1
143464,U18-001,2022AR18B,Valide,1,1,1,1,1,1,novote,novote,novote,4,1,1,1,10,9,0,0,1,3
143465,U18-011,2022AR18B,Valide,novote,novote,novote,novote,1,novote,novote,4,4,novote,novote,4,novote,4,1,0,0,3,9
143468,U18-012,2022AR18B,Valide,1,1,1,1,1,1,1,1,novote,1,1,novote,1,11,11,0,0,0,2
143470,U18-006,2022AR18B,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,2,1,0,1,0,0,12
143472,U18-002,2022AR18A,Valide,1,1,1,2,1,1,2,1,1,1,1,3,3,13,9,2,2,0,0
143483,U18-011,2022AR18B,Valide,novote,novote,novote,novote,novote,1,novote,1,1,novote,novote,1,novote,4,4,0,0,0,9
143487,U18-001,2022AR18B,Valide,4,4,3,3,2,3,4,3,1,1,1,4,3,13,3,1,5,4,0
143492,U18-003,2022AR18A,Valide,1,1,1,3,2,1,3,3,3,1,2,2,3,13,5,3,5,0,0
143494,U18-002,2022AR18A,Valide,novote,novote,novote,novote,novote,novote,4,1,3,novote,novote,4,4,5,1,0,1,3,8
143532,U18-001,2022AR18B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
143534,U18-012,2022AR18B,Valide,2,2,3,2,2,2,2,2,2,2,2,3,2,13,0,11,2,0,0
143535,U18-003,2022AR18A,Valide,3,4,1,2,1,1,2,1,4,3,1,1,1,13,7,2,2,2,0
143536,U18-002,2022AR18A,Valide,1,1,1,2,2,2,3,2,2,2,2,3,2,13,3,8,2,0,0
143548,U18-011,2022AR18B,Valide,1,1,1,1,1,3,3,4,2,4,4,4,1,13,6,1,2,4,0
143564,U18-005,2022AR18A,Nul,1 2,1,1,1 2,1,2,1 2,1,novote,novote,novote,novote,1,6,5,1,0,0,4
143573,U18-001,2022AR18B,Valide,1,1,1,1,1,2,2,2,2,2,1,1,1,13,8,5,0,0,0
143576,U18-003,2022AR18A,Valide,novote,novote,1,novote,novote,1,novote,novote,1,1,novote,novote,novote,4,4,0,0,0,9
143578,U18-011,2022AR18B,Valide,1,1,1,3,1,1,1,2,3,4,2,3,1,13,7,2,3,1,0
143594,U18-001,2022AR18B,Valide,2,3,3,1,1,2,3,3,3,3,2,novote,2,12,2,4,6,0,1
143602,U18-011,2022AR18B,Valide,2,1,1,2,1,1,2,3,3,2,1,2,1,13,6,5,2,0,0
143615,U18-002,2022AR18A,Nul,4,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,2,1,0,0,1,11
143639,U18-003,2022AR18A,Valide,1,2,2,2,1,3,3,4,3,3,3,3,1,13,3,3,6,1,0
143644,U18-012,2022AR18B,Valide,novote,1,1,1,1,1,1,novote,novote,4,novote,4,1,9,7,0,0,2,4
143650,U75-001,2022AR18B,Valide,1,2,1,1,1,1,1,4,4,4,1,2,1,13,8,2,0,3,0
143670,U18-005,2022AR18A,Valide,1,1,1,1,1,1,1,4,1,1,1,2,1,13,11,1,0,1,0
143709,U18-001,2022AR18B,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,1,novote,1,6,6,0,0,0,7
143714,U18-005,2022AR18A,Valide,1,1,1,1,1,1,1,novote,novote,novote,novote,2,2,9,7,2,0,0,4
143717,U18-003,2022AR18A,Valide,1,2,2,1,2,3,1,3,3,3,2,1,1,13,5,4,4,0,0
143728,U18-011,2022AR18B,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
143737,U18-005,2022AR18A,Valide,novote,2,novote,novote,novote,1,novote,novote,novote,novote,novote,2,2,4,1,3,0,0,9
143758,U18-011,2022AR18B,Valide,4,4,1,4,4,4,4,1,4,4,4,1,1,13,4,0,0,9,0
143768,U18-003,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
143792,U18-011,2022AR18B,Valide,1,1,1,1,1,1,1,3,1,2,1,1,1,13,11,1,1,0,0
143800,U18-001,2022AR18B,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
143805,U18-003,2022AR18A,Nul,1,1,1,2,1,1,2 3,1,3,2,3,1 2,1,11,7,2,2,0,0
143813,U18-012,2022AR18B,Valide,novote,1,4,3,4,4,4,4,4,4,1,4,4,12,2,0,1,9,1
143814,U18-011,2022AR18B,Valide,novote,novote,1,novote,1,novote,novote,novote,novote,1,novote,novote,1,4,4,0,0,0,9
143819,U18-005,2022AR18A,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
143824,U18-001,2022AR18B,Valide,1,2,2,2,1,3,3,3,3,3,2,1,1,13,4,4,5,0,0
143841,U18-001,2022AR18B,Valide,novote,1,novote,novote,1,novote,novote,1,novote,novote,novote,1,1,5,5,0,0,0,8
143858,U18-011,2022AR18B,Valide,novote,novote,novote,1,1,1,1,novote,1,1,1,4,1,9,8,0,0,1,4
143885,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,2,2,2,1,2,1,13,9,4,0,0,0
143890,U18-001,2022AR18B,Valide,3,3,2,2,1,2,2,3,3,3,2,3,1,13,2,5,6,0,0
143903,U18-011,2022AR18B,Valide,1,3,1,1,1,2,3,2,2,1,novote,2,1,12,6,4,2,0,1
143922,U18-012,2022AR18B,Valide,3,3,2,1,1,2,1,2,2,3,3,3,1,13,4,4,5,0,0
