ID,Urne,QR-Code,Categorie,1 - Favoriser le lien social et les pratiques artistiques et sportives,2 - Kits pedagogiques pour parler aux enfants des personnes SDF,3 - Lutter contre les inegalites d acces,4 - Securiser et amenager pour favoriser les mobilites douces,5 - Vegetaliser l arrondissement et amenager les parcs et jardins,6 - Doter les ecoles du 18e de davantage d outils numeriques,7 - Creer une ecole des metiers du velo du Grand Paris,8 - Mettre en lumiere les monuments de Chapelle Marx Dormoy,9 - Mettre en valeur l histoire du quartier La Chapelle,10 - Restaurer la fleche de l eglise St-Bernard,11 - Restaurer le patrimoine cultuel,12 - Mettre de la couleur sur les murs,13 - Vegetaliser et ameliorer les lieux publics dans les quartiers,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
168155,U18-003,2022AR18A,Valide,1,1,1,1,1,1,4,3,4,4,1,2,1,13,8,1,1,3,0
168169,U18-003,2022AR18A,Valide,novote,novote,novote,novote,1,novote,novote,4,novote,novote,novote,1,1,4,3,0,0,1,9
168173,U18-005,2022AR18A,Valide,1,1,1,2,1,1,2,2,2,3,2,2,1,13,6,6,1,0,0
168184,U18-002,2022AR18A,Valide,3,3,2,1,1,3,1,1,2,2,1,3,1,13,6,3,4,0,0
168199,U18-002,2022AR18A,Valide,2,4,1,1,1,1,4,novote,novote,1,1,4,1,11,7,1,0,3,2
168214,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
168216,U18-001,2022AR18B,Valide,3,3,3,3,1,4,3,4,4,4,1,4,1,13,3,0,5,5,0
168227,U18-002,2022AR18A,Valide,1,1,1,1,1,2,2,2,1,1,1,2,1,13,9,4,0,0,0
168228,U18-004,2022AR18B,Valide,1,1,1,1,1,1,1,2,2,2,2,1,1,13,9,4,0,0,0
168230,U18-001,2022AR18B,Valide,novote,novote,2,2,1,2,3,4,1,4,2,novote,1,10,3,4,1,2,3
168244,U18-001,2022AR18B,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,1,5,5,0,0,0,8
168254,U18-005,2022AR18A,Valide,4,4,1,1,1,4,4,4,4,4,4,4,4,13,3,0,0,10,0
168258,U18-004,2022AR18B,Valide,novote,novote,novote,novote,2,novote,3,2,3,1,1,novote,novote,6,2,2,2,0,7
168259,U18-003,2022AR18A,Valide,1,2,1,1,1,1,3,1,1,novote,1,1,1,12,10,1,1,0,1
168304,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,4,1,4,1,4,2,13,9,1,0,3,0
168308,U18-005,2022AR18A,Valide,1,novote,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,9
168318,U18-004,2022AR18B,Valide,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
168332,U18-005,2022AR18A,Valide,1,1,1,novote,1,1,3,2,novote,1,1,novote,1,10,8,1,1,0,3
168357,U18-001,2022AR18B,Valide,4,1,2,1,2,4,1,4,2,3,2,2,1,13,4,5,1,3,0
168375,U18-001,2022AR18B,Valide,2,3,1,1,1,1,4,3,4,4,1,1,1,13,7,1,2,3,0
168382,U18-003,2022AR18A,Valide,2,1,1,2,1,2,novote,novote,1,novote,novote,1,1,9,6,3,0,0,4
168396,U18-001,2022AR18B,Valide,2,2,2,3,1,2,2,2,2,1,1,3,1,13,4,7,2,0,0
168410,U18-004,2022AR18B,Valide,2,2,1,2,2,3,novote,novote,2,novote,2,3,1,10,2,6,2,0,3
168412,U18-001,2022AR18B,Valide,2,2,3,1,2,3,4,4,4,4,1,3,2,13,2,4,3,4,0
168422,U18-002,2022AR18A,Valide,1,3,1,1,1,1,1,1,1,1,1,1,1,13,12,0,1,0,0
168440,U18-004,2022AR18B,Valide,1,3,1,3,1,3,3,2,2,3,1,4,1,13,5,2,5,1,0
168443,U18-003,2022AR18A,Valide,1,1,1,1,1,3,3,4,4,1,3,4,1,13,7,0,3,3,0
168450,U18-002,2022AR18A,Nul,2,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,3,2,1,0,0,10
168462,U18-004,2022AR18B,Valide,2,novote,2,2,novote,novote,2,novote,novote,novote,novote,novote,1,5,1,4,0,0,8
168469,U18-003,2022AR18A,Valide,2,2,2,2,3,1,4,4,1,1,novote,4,novote,11,3,4,1,3,2
168475,U18-002,2022AR18A,Valide,1,novote,1,2,2,2,2,3,3,2,2,novote,2,11,2,7,2,0,2
168485,U18-003,2022AR18A,Valide,novote,1,2,novote,novote,novote,novote,novote,novote,novote,novote,2,2,4,1,3,0,0,9
168507,U18-004,2022AR18B,Valide,1,1,2,1,2,1,2,3,3,3,2,1,1,13,6,4,3,0,0
168513,U18-005,2022AR18A,Valide,2,novote,novote,novote,2,2,2,novote,novote,novote,novote,novote,novote,4,0,4,0,0,9
168526,U18-003,2022AR18A,Valide,4,3,3,1,2,2,2,4,2,4,4,1,2,13,2,5,2,4,0
168537,U18-004,2022AR18B,Valide,novote,novote,novote,2,2,2,novote,novote,novote,novote,novote,novote,1,4,1,3,0,0,9
168543,U18-002,2022AR18A,Valide,1,2,2,1,1,3,2,2,2,3,3,3,1,13,4,5,4,0,0
168557,U18-001,2022AR18B,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,1,5,5,0,0,0,8
168559,U18-002,2022AR18A,Nul,2,2,2,2,2,1 2,2,2,2,2,2,2 3,2,11,0,11,0,0,0
168560,U18-005,2022AR18A,Valide,2,novote,1,2,2,1,3,3,3,3,3,2,2,12,2,5,5,0,1
168585,U18-002,2022AR18A,Valide,1,1,1,2,1,1,3,2,2,3,2,3,1,13,6,4,3,0,0
168598,U18-002,2022AR18A,Valide,1,1,1,1,1,3,3,4,2,4,4,4,2,13,5,2,2,4,0
168619,U18-005,2022AR18A,Valide,novote,novote,1,novote,1,novote,2,novote,novote,novote,novote,2,2,5,2,3,0,0,8
168630,U18-001,2022AR18B,Valide,2,1,novote,2,novote,novote,novote,novote,novote,novote,1,novote,novote,4,2,2,0,0,9
168643,U18-001,2022AR18B,Valide,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
168654,U18-004,2022AR18B,Valide,1,1,1,1,1,1,3,1,1,2,1,3,1,13,10,1,2,0,0
168657,U18-002,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
168672,U18-002,2022AR18A,Valide,3,2,2,1,1,3,2,3,3,3,2,2,1,13,3,5,5,0,0
168686,U18-002,2022AR18A,Valide,1,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,1,5,5,0,0,0,8
168702,U18-002,2022AR18A,Valide,novote,novote,novote,novote,novote,novote,2,2,2,2,2,2,2,7,0,7,0,0,6
168716,U18-002,2022AR18A,Valide,novote,1,2,2,2,1,1,1,1,1,novote,1,1,11,8,3,0,0,2
168733,U18-002,2022AR18A,Valide,2,1,2,1,3,2,2,2,2,2,2,1,2,13,3,9,1,0,0
168736,U18-004,2022AR18B,Valide,novote,1,1,novote,novote,1,novote,1,2,1,2,1,1,9,7,2,0,0,4
168741,U18-003,2022AR18A,Valide,1,novote,novote,novote,novote,1,1,1,novote,novote,1,novote,novote,5,5,0,0,0,8
168748,U18-002,2022AR18A,Nul,1 3,2,1,3,1,3,3,4,4,4,3,2,1,12,3,2,4,3,0
168752,U18-005,2022AR18A,Valide,2,1,1,2,1,2,2,novote,2,2,2,2,1,12,4,8,0,0,1
168754,U18-003,2022AR18A,Valide,novote,novote,1,novote,novote,1,1,novote,novote,novote,novote,1,novote,4,4,0,0,0,9
168759,U18-001,2022AR18B,Valide,1,1,1,1,1,1,2,2,2,4,2,4,2,13,6,5,0,2,0
168765,U18-005,2022AR18A,Valide,novote,novote,1,novote,1,novote,1,novote,novote,1,novote,novote,novote,4,4,0,0,0,9
168773,U18-003,2022AR18A,Valide,1,2,2,1,1,3,2,4,3,4,4,1,1,13,5,3,2,3,0
168806,U18-002,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
168812,U18-005,2022AR18A,Valide,2,2,1,1,1,1,4,1,2,2,2,1,1,13,7,5,0,1,0
168814,U18-003,2022AR18A,Valide,4,novote,4,2,2,2,1,1,1,1,novote,2,2,11,4,5,0,2,2
168823,U18-003,2022AR18A,Valide,1,1,1,1,1,2,2,4,2,4,3,1,1,13,7,3,1,2,0
168824,U18-005,2022AR18A,Valide,2,2,3,3,1,4,3,2,1,2,2,3,1,13,3,5,4,1,0
168825,U18-002,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
168844,U18-001,2022AR18B,Valide,1,1,1,1,1,2,2,4,2,3,3,1,1,13,7,3,2,1,0
168852,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
168859,U18-001,2022AR18B,Valide,2,3,2,1,1,1,2,novote,1,novote,novote,novote,1,9,5,3,1,0,4
168860,U18-003,2022AR18A,Valide,2,1,1,1,1,2,2,2,2,2,2,1,1,13,6,7,0,0,0
168866,U18-002,2022AR18A,Valide,1,1,1,2,1,1,2,2,2,3,1,3,1,13,7,4,2,0,0
168873,U18-001,2022AR18B,Valide,novote,novote,novote,1,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
168875,U18-003,2022AR18A,Valide,2,2,2,2,2,2,2,3,3,3,2,2,1,13,1,9,3,0,0
168885,U18-002,2022AR18A,Valide,1,1,1,1,1,1,2,2,2,2,1,2,1,13,8,5,0,0,0
168900,U18-002,2022AR18A,Valide,1,2,1,4,1,2,3,novote,novote,1,1,3,1,11,6,2,2,1,2
168915,U18-002,2022AR18A,Valide,1,1,1,2,3,1,4,novote,novote,novote,novote,4,2,9,4,2,1,2,4
168918,U18-005,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
168950,U18-003,2022AR18A,Valide,2,3,3,1,1,3,2,4,3,2,3,2,1,13,3,4,5,1,0
168955,U18-001,2022AR18B,Valide,3,2,2,2,3,2,4,3,3,3,3,4,3,13,0,4,7,2,0
168956,U18-004,2022AR18B,Valide,1,2,2,novote,1,1,3,novote,3,3,2,2,1,11,4,4,3,0,2
168963,U18-002,2022AR18A,Valide,2,1,1,2,2,2,3,3,3,3,3,2,2,13,2,6,5,0,0
168970,U18-001,2022AR18B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,2,novote,1,4,3,1,0,0,9
168978,U18-002,2022AR18A,Valide,1,1,1,2,1,1,2,3,3,1,1,1,1,13,9,2,2,0,0
168979,U18-003,2022AR18A,Valide,1,1,1,novote,3,2,2,3,2,novote,3,3,3,11,3,3,5,0,2
168986,U18-001,2022AR18B,Valide,1,2,1,2,1,1,3,2,2,3,2,3,1,13,5,5,3,0,0
168992,U18-005,2022AR18A,Valide,1,novote,novote,1,novote,1,4,novote,novote,novote,novote,novote,novote,4,3,0,0,1,9
168995,U18-003,2022AR18A,Valide,1,1,2,1,2,1,3,2,2,3,1,3,2,13,5,5,3,0,0
168999,U18-001,2022AR18B,Valide,3,2,1,1,1,3,3,4,4,3,3,3,1,13,4,1,6,2,0
169010,U18-003,2022AR18A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
169025,U18-003,2022AR18A,Valide,1,2,1,1,2,2,2,2,3,2,2,2,2,13,3,9,1,0,0
169031,U18-001,2022AR18B,Valide,1,novote,novote,novote,1,novote,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
169036,U18-003,2022AR18A,Valide,novote,novote,4,novote,4,novote,novote,novote,novote,novote,novote,4,4,4,0,0,0,4,9
169051,U18-003,2022AR18A,Nul,1,2,1,1,1,2,3,1,3,4,3 4,1,1,12,7,2,2,1,0
169059,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,3,1,1,1,13,12,0,1,0,0
169061,U18-001,2022AR18B,Nul,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,1,2,2,0,0,0,11
169077,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
169093,U18-003,2022AR18A,Valide,1,novote,1,novote,novote,2,novote,novote,novote,novote,novote,novote,2,4,2,2,0,0,9
169111,U18-002,2022AR18A,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
169113,U18-003,2022AR18A,Valide,novote,novote,1,novote,1,1,1,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
169128,U18-003,2022AR18A,Nul,2,1,2,3,2,4,4,2 3,3,2,2,2,2,12,1,7,2,2,0
169134,U18-001,2022AR18B,Valide,1,2,2,1,1,2,1,2,3,3,1,3,1,13,6,4,3,0,0
169153,U18-001,2022AR18B,Valide,novote,1,1,novote,novote,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,9
169167,U18-005,2022AR18A,Valide,2,1,2,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,4,2,2,0,0,9
169171,U18-003,2022AR18A,Valide,novote,novote,1,1,1,1,novote,1,4,1,1,4,1,10,8,0,0,2,3
169188,U18-002,2022AR18A,Valide,2,2,1,2,1,3,3,4,3,3,2,4,1,13,3,4,4,2,0
169189,U18-003,2022AR18A,Valide,2,1,2,2,1,1,2,1,2,1,2,2,1,13,6,7,0,0,0
169213,U18-001,2022AR18B,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
169215,U18-003,2022AR18A,Valide,2,2,2,novote,1,novote,3,novote,novote,novote,novote,novote,novote,5,1,3,1,0,8
169232,U18-002,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
169238,U18-003,2022AR18A,Valide,1,1,1,1,1,1,2,2,1,1,1,2,1,13,10,3,0,0,0
169243,U18-001,2022AR18B,Valide,1,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,2,4,2,2,0,0,9
169255,U18-001,2022AR18B,Valide,novote,novote,novote,novote,2,1,3,novote,novote,novote,novote,2,novote,4,1,2,1,0,9
169267,U18-003,2022AR18A,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
169269,U18-005,2022AR18A,Valide,4,novote,novote,4,novote,1,novote,4,novote,novote,novote,novote,novote,4,1,0,0,3,9
169278,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,3,3,3,1,1,1,13,10,0,3,0,0
169286,U18-001,2022AR18B,Valide,2,2,1,1,1,2,1,2,2,2,1,2,1,13,6,7,0,0,0
169295,U18-003,2022AR18A,Valide,1,1,1,1,1,2,1,2,1,2,1,1,1,13,10,3,0,0,0
169301,U18-001,2022AR18B,Nul,novote,1,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,2,2,0,0,0,11
169304,U18-002,2022AR18A,Valide,3,4,3,2,1,2,4,4,2,4,4,2,1,13,2,4,2,5,0
169314,U18-003,2022AR18A,Valide,3,2,1,2,1,novote,novote,novote,novote,novote,novote,novote,novote,5,2,2,1,0,8
169317,U18-005,2022AR18A,Valide,novote,novote,novote,novote,4,4,novote,novote,novote,novote,novote,1,1,4,2,0,0,2,9
169320,U18-002,2022AR18A,Valide,1,2,novote,1,novote,3,novote,novote,novote,novote,novote,novote,1,5,3,1,1,0,8
169338,U18-002,2022AR18A,Valide,2,1,2,3,2,1,3,2,3,2,2,3,2,13,2,7,4,0,0
169345,U18-001,2022AR18B,Valide,3,2,3,2,1,2,4,3,2,3,1,3,1,13,3,4,5,1,0
169346,U18-005,2022AR18A,Valide,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
169351,U18-004,2022AR18B,Valide,4,1,2,2,1,1,novote,3,4,2,2,1,novote,11,4,4,1,2,2
169377,U18-003,2022AR18A,Valide,1,2,1,2,1,3,2,2,2,2,2,1,1,13,5,7,1,0,0
169389,U18-003,2022AR18A,Valide,1,1,1,1,1,3,3,2,2,2,2,1,1,13,7,4,2,0,0
169393,U18-004,2022AR18B,Valide,novote,1,1,novote,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
169402,U18-003,2022AR18A,Nul,novote,1,1,novote,novote,1,novote,novote,novote,novote,novote,novote,novote,3,3,0,0,0,10
169417,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,novote,novote,novote,novote,novote,novote,7,7,0,0,0,6
169420,U18-005,2022AR18A,Valide,1,2,1,1,1,1,2,1,1,1,1,1,1,13,11,2,0,0,0
169431,U18-003,2022AR18A,Valide,1,1,novote,novote,1,novote,2,novote,novote,4,4,1,1,8,5,1,0,2,5
169435,U18-005,2022AR18A,Valide,1,1,1,2,1,4,3,3,3,3,3,1,1,13,6,1,5,1,0
169450,U18-001,2022AR18B,Valide,2,2,2,1,1,2,1,novote,novote,2,2,2,1,11,4,7,0,0,2
169488,U18-004,2022AR18B,Valide,3,1,2,1,1,3,2,3,3,3,2,4,1,13,4,3,5,1,0
169493,U18-003,2022AR18A,Valide,novote,novote,novote,novote,1,2,2,2,3,3,1,2,1,9,3,4,2,0,4
169499,U18-005,2022AR18A,Valide,novote,novote,2,novote,novote,1,novote,novote,novote,novote,novote,2,1,4,2,2,0,0,9
169500,U18-002,2022AR18A,Nul,novote,novote,1,novote,novote,novote,1 4,novote,novote,novote,novote,novote,1,2,2,0,0,0,10
169502,U18-004,2022AR18B,Valide,4,4,4,2,1,2,3,4,4,4,1,1,1,13,4,2,1,6,0
169508,U18-003,2022AR18A,Valide,novote,novote,2,1,1,novote,novote,4,1,novote,novote,novote,novote,5,3,1,0,1,8
169509,U18-002,2022AR18A,Valide,2,2,1,1,1,2,2,2,2,2,2,2,1,13,4,9,0,0,0
169525,U18-002,2022AR18A,Valide,2,novote,novote,novote,2,2,1,novote,novote,novote,novote,novote,2,5,1,4,0,0,8
169532,U18-001,2022AR18B,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
169538,U18-003,2022AR18A,Valide,3,2,3,1,1,2,2,4,1,1,1,1,1,13,7,3,2,1,0
169566,U18-002,2022AR18A,Valide,1,1,1,novote,2,3,1,novote,1,3,2,2,2,11,5,4,2,0,2
169584,U18-003,2022AR18A,Valide,novote,1,1,1,1,1,2,1,1,1,1,1,1,12,11,1,0,0,1
169591,U18-001,2022AR18B,Valide,novote,novote,novote,1,novote,1,1,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
169599,U18-003,2022AR18A,Valide,1,1,1,1,1,2,2,2,1,2,2,2,1,13,7,6,0,0,0
169623,U18-002,2022AR18A,Valide,1,1,1,1,1,3,1,3,3,3,3,2,1,13,7,1,5,0,0
169625,U18-003,2022AR18A,Valide,novote,novote,novote,novote,1,novote,1,2,2,novote,novote,novote,2,5,2,3,0,0,8
169666,U18-001,2022AR18B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
169676,U18-005,2022AR18A,Valide,1,novote,1,novote,1,3,novote,novote,novote,novote,novote,novote,novote,4,3,0,1,0,9
169680,U18-001,2022AR18B,Valide,3,3,4,1,4,4,4,4,4,1,1,novote,4,12,3,0,2,7,1
169683,U18-003,2022AR18A,Valide,1,2,1,1,1,2,3,1,2,2,3,1,1,13,7,4,2,0,0
169690,U18-005,2022AR18A,Valide,novote,1,1,2,novote,1,novote,novote,novote,novote,novote,1,novote,5,4,1,0,0,8
169696,U18-001,2022AR18B,Valide,novote,3,3,novote,1,novote,3,novote,novote,novote,1,novote,1,6,3,0,3,0,7
169697,U18-004,2022AR18B,Valide,4,2,2,1,1,1,4,1,1,1,1,novote,1,12,8,2,0,2,1
169705,U18-002,2022AR18A,Valide,2,2,2,2,novote,novote,1,novote,novote,novote,novote,novote,novote,5,1,4,0,0,8
169711,U18-003,2022AR18A,Valide,1,1,1,1,1,1,1,4,2,4,3,2,2,13,7,3,1,2,0
169712,U18-001,2022AR18B,Valide,1,2,1,1,1,2,3,2,2,3,3,1,1,13,6,4,3,0,0
169722,U18-002,2022AR18A,Valide,3,1,1,1,1,3,3,4,2,2,1,4,1,13,6,2,3,2,0
169724,U18-003,2022AR18A,Valide,novote,novote,novote,1,1,novote,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,9
169735,U18-003,2022AR18A,Valide,1,1,1,2,1,2,2,3,2,4,3,1,1,13,6,4,2,1,0
169740,U18-002,2022AR18A,Valide,1,1,2,2,1,2,3,3,3,4,4,3,1,13,4,3,4,2,0
169749,U18-003,2022AR18A,Valide,1,3,1,1,1,2,3,4,2,3,3,2,1,13,5,3,4,1,0
169753,U18-001,2022AR18B,Valide,1,1,2,1,1,2,1,2,2,1,1,3,1,13,8,4,1,0,0
169762,U18-003,2022AR18A,Valide,2,3,2,2,1,1,3,1,2,4,3,1,1,13,5,4,3,1,0
169764,U18-001,2022AR18B,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
169768,U18-005,2022AR18A,Valide,4,1,1,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,4,3,0,0,1,9
169788,U18-003,2022AR18A,Valide,novote,novote,novote,3,1,3,1,3,3,2,2,1,1,10,4,2,4,0,3
169801,U18-001,2022AR18B,Valide,novote,novote,1,1,novote,1,1,novote,novote,novote,2,novote,1,6,5,1,0,0,7
169802,U18-003,2022AR18A,Valide,novote,novote,3,3,3,novote,novote,novote,novote,3,novote,novote,novote,4,0,0,4,0,9
169809,U18-002,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,1,1,13,13,0,0,0,0
169820,U18-003,2022AR18A,Valide,1,2,1,1,1,novote,2,1,1,3,2,2,1,12,7,4,1,0,1
169826,U18-003,2022AR18A,Valide,2,1,2,1,2,1,2,3,1,3,2,2,2,13,4,7,2,0,0
169829,U18-001,2022AR18B,Valide,novote,2,novote,novote,2,1,novote,novote,2,2,novote,novote,2,6,1,5,0,0,7
169860,U18-002,2022AR18A,Valide,novote,1,1,1,1,3,2,novote,novote,novote,novote,1,1,8,6,1,1,0,5
169871,U18-001,2022AR18B,Valide,novote,2,2,novote,2,1,novote,novote,novote,novote,novote,novote,novote,4,1,3,0,0,9
169880,U18-001,2022AR18B,Valide,3,1,1,2,3,2,2,4,4,4,4,2,2,13,2,5,2,4,0
169888,U18-002,2022AR18A,Valide,2,2,2,2,2,2,2,2,2,2,3,2,2,13,0,12,1,0,0
169891,U18-003,2022AR18A,Valide,2,3,3,2,2,2,1,3,3,4,2,3,3,13,1,5,6,1,0
169903,U18-003,2022AR18A,Valide,novote,1,1,novote,1,novote,2,novote,2,novote,novote,1,1,7,5,2,0,0,6
169908,U18-005,2022AR18A,Valide,novote,novote,1,2,3,novote,1,novote,novote,novote,novote,novote,novote,4,2,1,1,0,9
169909,U18-001,2022AR18B,Valide,2,3,1,2,1,3,3,3,3,3,2,4,1,13,3,3,6,1,0
169929,U18-002,2022AR18A,Valide,2,2,1,1,1,2,1,2,novote,novote,novote,2,2,10,4,6,0,0,3
169938,U18-005,2022AR18A,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,novote,novote,novote,4,4,0,0,0,9
169958,U18-003,2022AR18A,Valide,novote,novote,novote,novote,1,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,9
169965,U18-002,2022AR18A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,1,0,0,0,12
169980,U18-001,2022AR18B,Valide,2,2,2,2,1,1,3,1,1,2,1,4,2,13,5,6,1,1,0
169992,U18-002,2022AR18A,Valide,1,2,2,3,2,4,3,3,1,4,2,1,1,13,4,4,3,2,0
169994,U18-001,2022AR18B,Valide,novote,novote,novote,novote,novote,1,1,novote,novote,novote,1,novote,1,4,4,0,0,0,9
170008,U18-001,2022AR18B,Nul,novote,novote,2,novote,1,novote,novote,novote,novote,novote,novote,novote,2,3,1,2,0,0,10
170034,U18-001,2022AR18B,Valide,2,2,2,3,1,1,2,3,3,2,1,3,1,13,4,5,4,0,0
170049,U18-001,2022AR18B,Valide,2,1,2,2,2,1,1,2,1,2,2,3,1,13,5,7,1,0,0
170057,U18-001,2022AR18B,Valide,novote,novote,novote,1,1,novote,1,4,novote,novote,novote,novote,1,5,4,0,0,1,8
170072,U18-002,2022AR18A,Valide,1,1,1,2,1,2,3,1,2,2,2,1,1,13,7,5,1,0,0
170084,U18-001,2022AR18B,Valide,2,2,3,1,1,3,4,4,4,4,3,1,1,13,4,2,3,4,0
170091,U18-002,2022AR18A,Valide,1,3,1,3,1,3,4,4,2,4,1,2,1,13,5,2,3,3,0
170094,U18-005,2022AR18A,Valide,2,1,1,2,2,2,3,3,3,2,1,1,1,13,5,5,3,0,0
170105,U18-003,2022AR18A,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,4,4,0,0,0,9
170113,U18-004,2022AR18B,Valide,2,2,2,2,1,3,2,4,4,3,3,4,1,13,2,5,3,3,0
170114,U18-003,2022AR18A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,13
170130,U18-003,2022AR18A,Valide,novote,novote,novote,1,1,4,novote,4,1,novote,novote,1,1,7,5,0,0,2,6
170135,U18-005,2022AR18A,Valide,1,1,1,2,1,1,1,1,1,4,1,4,1,13,10,1,0,2,0
170148,U18-005,2022AR18A,Valide,novote,novote,1,2,1,1,novote,novote,novote,novote,novote,novote,novote,4,3,1,0,0,9
170168,U18-004,2022AR18B,Valide,1,1,1,3,1,1,3,1,1,2,2,2,2,13,7,4,2,0,0
170177,U18-005,2022AR18A,Valide,novote,novote,novote,novote,1,1,1,novote,1,novote,novote,novote,novote,4,4,0,0,0,9
170186,U18-003,2022AR18A,Valide,1,1,1,1,1,1,3,2,2,2,1,1,1,13,9,3,1,0,0
170192,U18-005,2022AR18A,Valide,novote,novote,novote,1,1,novote,novote,novote,novote,novote,novote,1,1,4,4,0,0,0,9
170202,U18-003,2022AR18A,Valide,novote,novote,1,1,novote,2,novote,novote,novote,novote,novote,novote,2,4,2,2,0,0,9
170207,U18-001,2022AR18B,Valide,3,1,1,2,2,3,3,3,2,4,1,4,1,13,4,3,4,2,0
170216,U18-003,2022AR18A,Valide,2,2,1,2,2,1,2,2,1,3,2,3,2,13,3,8,2,0,0
170217,U18-001,2022AR18B,Nul,novote,1,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,3,3,0,0,0,10
170234,U18-002,2022AR18A,Valide,1,1,1,1,1,1,1,1,1,1,1,3,1,13,12,0,1,0,0
170246,U18-001,2022AR18B,Valide,2,3,1,2,3,2,4,4,4,4,3,3,1,13,2,3,4,4,0
170254,U18-003,2022AR18A,Valide,1,1,1,2,2,2,4,3,3,4,3,2,3,13,3,4,4,2,0
170272,U18-003,2022AR18A,Valide,2,2,1,1,1,1,1,3,2,2,1,2,1,13,7,5,1,0,0
170286,U18-003,2022AR18A,Valide,2,novote,novote,1,1,1,2,2,1,novote,1,1,1,10,7,3,0,0,3
170293,U18-001,2022AR18B,Valide,1,1,1,1,1,1,1,1,1,4,4,3,2,13,9,1,1,2,0
170311,U18-001,2022AR18B,Valide,2,2,2,2,1,2,3,3,3,3,2,1,1,13,3,6,4,0,0
170312,U18-003,2022AR18A,Valide,2,3,1,4,1,4,2,3,3,2,3,2,1,13,3,4,4,2,0
170321,U18-001,2022AR18B,Valide,novote,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,1,5,5,0,0,0,8
