ID,Urne,QR-Code,Categorie,1 - Humanisation de La Peniche du Coeur,2 - Apportons une touche de modernite aux lieux de loisirs du 5e,3 - Embellir et renover les ecoles du 5e,4 - Rendre sa splendeur a l eglise Saint-Severin,5 - Restaurons les oeuvres d art de nos eglises,"6 - Fontaines et piscine, plus de fraicheur dans le 5e",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
163030,U01-015,2022AR05B,Nul,1,novote,novote,novote,novote,novote,1,1,0,0,0,5
163200,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
164662,U01-015,2022AR05B,Valide,novote,2,2,3,3,2,5,0,3,2,0,1
164726,U01-015,2022AR05B,Valide,2,2,1,1,2,2,6,2,4,0,0,0
165599,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
166716,U75-001,2022AR05B,Valide,2,3,2,4,4,3,6,0,2,2,2,0
167537,U75-001,2022AR05B,Nul,novote,novote,1,1,novote,1,3,3,0,0,0,3
167948,U01-015,2022AR05B,Valide,4,4,4,4,4,4,6,0,0,0,6,0
168268,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
168445,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
168797,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
169223,U75-001,2022AR05B,Valide,2,2,3,novote,novote,2,4,0,3,1,0,2
169293,U01-015,2022AR05B,Valide,3,1,4,3,2,1,6,2,1,2,1,0
171000,U75-001,2022AR05B,Nul,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
172592,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
173688,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
173913,U75-001,2022AR05B,Nul,novote,novote,novote,novote,1,novote,1,1,0,0,0,5
174300,U75-001,2022AR05B,Valide,novote,1,1,novote,2,1,4,3,1,0,0,2
174956,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
176991,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
179374,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
179895,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
181360,U75-001,2022AR05B,Valide,3,3,3,3,3,2,6,0,1,5,0,0
181598,U75-001,2022AR05B,Valide,2,3,2,3,2,3,6,0,3,3,0,0
181792,U75-001,2022AR05B,Valide,2,2,2,3,3,2,6,0,4,2,0,0
183703,U01-014,2022AR05B,Valide,2,4,4,2,novote,1,5,1,2,0,2,1
185111,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
185659,U75-001,2022AR05B,Valide,2,2,1,novote,2,2,5,1,4,0,0,1
186973,U75-001,2022AR05B,Valide,1,3,4,4,4,2,6,1,1,1,3,0
187421,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
187461,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
188203,U75-001,2022AR05B,Valide,3,3,3,1,2,2,6,1,2,3,0,0
188951,U75-001,2022AR05B,Valide,3,3,3,2,2,2,6,0,3,3,0,0
189579,U75-001,2022AR05B,Valide,1,3,3,2,1,4,6,2,1,2,1,0
190021,U75-001,2022AR05B,Valide,2,3,3,3,2,3,6,0,2,4,0,0
190234,U75-001,2022AR05B,Valide,2,3,2,1,1,1,6,3,2,1,0,0
190904,U75-001,2022AR05B,Valide,1,2,1,1,1,2,6,4,2,0,0,0
191512,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
191730,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
191870,U75-001,2022AR05B,Valide,2,2,2,1,1,1,6,3,3,0,0,0
192102,U75-001,2022AR05B,Nul,3,3,2,1,1,1 2,5,2,1,2,0,0
192127,U75-001,2022AR05B,Valide,1,2,2,3,3,1,6,2,2,2,0,0
 65fc9zz53-44e965bn-400845*y19a965bnb-5f61965bnzz6zzb9965bn5                     ,numerique,75005,Valide,2,2,1,4,3,4,6,1,2,1,2,0
 84539e845e56*y965bn845965bn-4915*y31d-059a965bn0845019a965bnf911                     ,numerique,75005,Valide,2,novote,novote,4,4,2,4,0,2,0,2,2
 dfd65534-ee44-40f9a965bn-9zz845845*yb0e965bn9a965bn845099b5                     ,numerique,75005,Valide,2,2,3,3,3,1,6,1,2,3,0,0
 czzzzd9a965bnzz45-965bn9a965bnd9-4965bn8453-845f5b-66965bned84559a965bnd0f3                     ,numerique,75005,Valide,2,3,1,3,3,3,6,1,1,4,0,0
 14965bnf845e965bnzz-d9a965bn41-4zz5f-9f90-0d46d965bnf9a965bn5965bn845f                     ,numerique,75005,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
 ytviythmyzg965bnndllyzvkmjmwmjy3zdbkotkyyz9a965bnxogi0zd9a965bnwmgi965bnm9a965bn== ,numerique,75005,Valide,1,2,1,3,novote,3,5,2,1,2,0,1
 8455fe69a965bn9c-fzz8453-4915-9a965bne03-9bed9a965bn54ebe10                     ,numerique,75005,Valide,2,2,1,4,4,1,6,2,2,0,2,0
 845f33441c-fzz4d-431c-9ec845-016zzzz9de845bc965bn                     ,numerique,75005,Valide,2,2,2,2,3,1,6,1,4,1,0,0
 nzzmotg965bnzjhjzdjjotnjztexnmflotjkzdhjodnknjrkmjflothlmg== ,numerique,75005,Valide,2,4,1,3,3,3,6,1,1,3,1,0
 845zzc4cf965bnf-845159a965bn-4135-8453845c-ec1e11ef5zz09                     ,numerique,75005,Valide,1,1,1,1,1,2,6,5,1,0,0,0
 309a965bnzz484546-0b6e-4f1c-998459a965bn-4965bn66ccezzf3f3                     ,numerique,75005,Valide,2,4,1,4,4,1,6,2,1,0,3,0
 945zz65845e-845bc845-454f-9a965bnb19-84599a965bn9a965bnzz3ef9a965bnb03                     ,numerique,75005,Valide,2,3,1,4,3,1,6,2,1,2,1,0
 4fe8459a965bn9a965bnbf-9a965bn965bn4d-41d9-8456c965bn-845b463845845fzz6zzd                     ,numerique,75005,Valide,2,3,2,4,4,2,6,0,3,1,2,0
 498459be6b-e965bn6e-4f845d-945c-6zzfe30bc9965bnfe                     ,numerique,75005,Valide,2,2,3,3,4,1,6,1,2,2,1,0
 01e5845c13-zz11zz-4bb9-9a965bnb6d-zz944zz1f609965bnb                     ,numerique,75005,Valide,3,1,1,novote,novote,2,4,2,1,1,0,2
 y965bnjjymjkzwq3odlkmdm1yzyymjyxmzlky965bnyzzmvlzjjlngi1m965bnfiyg== ,numerique,75005,Valide,4,3,2,1,1,2,6,2,2,1,1,0
 9e69a965bnf965bnezz*y503-4099a965bn-84599a965bn5-5ee965bneb9a965bn5ce965bn4                     ,numerique,75005,Valide,4,4,4,1,1,1,6,3,0,0,3,0
 84584500zz845fe-9a965bn400-4f15-845cf6-8456f4c90845fb9a965bn965bn                     ,numerique,75005,Valide,4,4,2,4,4,1,6,1,1,0,4,0
 mtzmnjhhmdc1odqwngiynzg965bnotg5n965bnuzn965bnq965bnmgy1zjqwmwmwzgzlmq== ,numerique,75005,Valide,1,3,1,2,3,2,6,2,2,2,0,0
 mzq4ode965bnmdk0ywzmnwrmzmi0zdq965bnyte3odzimdhiztk965bnotu0njuzz9a965bn== ,numerique,75005,Valide,2,1,novote,2,2,1,5,2,3,0,0,1
 zdhhyzq965bny965bne1yzgyowq0n965bnq3ytewyjc965bnzmy5zgi0mwyyzdq3nmuynq== ,numerique,75005,Valide,4,2,2,1,2,4,6,1,3,0,2,0
 e1b195fc-4965bn1845-40965bnb-9a965bn845965bn965bn-zz4b66e845fzz965bnzz1                     ,numerique,75005,Valide,4,3,2,4,4,1,6,1,1,1,3,0
 zmywymm4otnlntzjmte965bnnti0ztfimgzlotizndc4mthimtfizdg1zq== ,numerique,75005,Valide,1,2,3,4,4,2,6,1,2,1,2,0
 zjg1zdi1md9a965bn965bnmdyyzgyxzjjmowfhm965bnm3mmm4njq1ntg3otvlnjdin9a965bn== ,numerique,75005,Valide,1,1,novote,1,1,1,5,5,0,0,0,1
 84530c6e56*ydf5-4zz9c-96b3-965bnc3e965bnbzz10996                     ,numerique,75005,Valide,3,3,2,3,3,4,6,0,1,4,1,0
 f845c9a965bn0b10-0965bn9a965bn4-4zzc965bn-9e6zz-5zz84536965bn909zzc3                     ,numerique,75005,Valide,2,2,1,4,4,2,6,1,3,0,2,0
 nzrkymuwyznkzdflnt9a965bnwodvlodm1otziowvhnd9a965bn3mtviymi5nje3z9a965bn== ,numerique,75005,Valide,2,1,1,novote,novote,1,4,3,1,0,0,2
 9a965bn9a965bne94cb4-845965bnd4-45e0-9a965bn1dc-965bnc3965bncfzz845965bn0965bn6                     ,numerique,75005,Valide,2,1,2,novote,3,1,5,2,2,1,0,1
 ezz9a965bn95b16-501f-4zz11-9a965bnb9a965bn0-9ef045b9a965bn49a965bnde                     ,numerique,75005,Valide,4,3,1,4,4,1,6,2,0,1,3,0
 965bne965bn30f4d-3cc5-484511*yd965bnb-5dfzzd19c64d6                     ,numerique,75005,Valide,1,novote,novote,1,1,novote,3,3,0,0,0,3
 0bd965bn19dd-fd59-49a965bnd3-9a965bnbc9-d965bn05zz39a965bnf68456f                     ,numerique,75005,Valide,3,2,1,2,2,3,6,1,3,2,0,0
 59a965bn3f965bnef4-9a965bn65f-40b3-963e-31f8459a965bn16845fzze0                     ,numerique,75005,Valide,3,3,3,4,4,1,6,1,0,3,2,0
 zjuzodmwnwyynjixn965bnexzmm4ytcxnti4zmm965bnotm1ngy965bnzwe0ntc3oq== ,numerique,75005,Valide,2,1,3,4,4,1,6,2,1,1,2,0
 b965bnbzzzzzzd0-16845f-41fe-9a965bnc6845-efe6zzc845c9a965bn64e                     ,numerique,75005,Valide,2,novote,2,1,novote,3,4,1,2,1,0,2
 9a965bn965bn94965bn8459c-eczzf-44d4*ybzze-14e9a965bnb0c8459a965bnbf9a965bn                     ,numerique,75005,Valide,4,4,4,1,4,4,6,1,0,0,5,0
 845f965bnd1zz91-d0bd-4b845zz-9a965bnf9a965bn965bn-965bn845519a965bn43965bn449a965bne                     ,numerique,75005,Valide,3,3,4,3,4,3,6,0,0,4,2,0
 bzz9c4db0-3e4c-409a965bn0-8459a965bnbc-3eb049309a965bnzze6                     ,numerique,75005,Valide,4,4,4,1,1,4,6,2,0,0,4,0
 90401845f9a965bn-9a965bn9dc-451845-9a965bn845dzz-1965bn845e84584599e965bnc3                     ,numerique,75005,Valide,4,3,2,3,1,2,6,1,2,2,1,0
 f39a965bn59cd0-15d9-4845f3*y110-6965bn965bn911f11zz44                     ,numerique,75005,Valide,3,3,2,3,2,2,6,0,3,3,0,0
 9a965bn9a965bn19a965bn05f0-5zzc6-4ce965bn*y93zz-fczzb3b9dc5965bn845                     ,numerique,75005,Valide,2,3,2,3,2,1,6,1,3,2,0,0
 09a965bn6141fc-e014-4cd3*y9a965bn03-e59a965bn44b1519a965bndc                     ,numerique,75005,Valide,3,2,2,3,4,2,6,0,3,2,1,0
 b84584519dc4-59a965bnfb-4619-94zz845-d31f584544184591                     ,numerique,75005,Valide,3,3,2,1,2,2,6,1,3,2,0,0
 965bnb9a965bn1169a965bn3-519a965bn4-4c8454-9845965bnzz-39a965bnd4d059a965bn9a965bn655                     ,numerique,75005,Valide,4,2,1,1,1,1,6,4,1,0,1,0
 148455965bn640-5965bn9c-4c0d-9a965bn4dzz-czze195zz6zz9a965bnc0                     ,numerique,75005,Valide,4,3,1,3,4,2,6,1,1,2,2,0
 dd56845e965bn965bn-133b-4c4zz-9965bn9b-845845b411c94fbe                     ,numerique,75005,Valide,4,4,2,1,1,4,6,2,1,0,3,0
 9b1e3009a965bn-59zz3-4f8459a965bn-9a965bn1zz6-965bne9a965bn405965bn965bn19a965bn45                     ,numerique,75005,Valide,1,novote,1,4,novote,3,4,2,0,1,1,2
 965bn1cb5965bn8451-1d8455-4965bnzzzz-9fd9a965bn-0845845965bn00zz9a965bnde99a965bn                     ,numerique,75005,Valide,3,2,3,3,2,1,6,1,2,3,0,0
 fzz55bb1c-6b09a965bn-4655-9a965bndc6-d640ed9a965bn845b60965bn                     ,numerique,75005,Valide,1,2,1,3,3,2,6,2,2,2,0,0
 5965bn965ezz0-965bn4965bn0-499a965bnc-9611-845b6cd16zz845f46                     ,numerique,75005,Valide,2,1,1,2,2,1,6,3,3,0,0,0
 69845110cb-f65zz-4845b0-845eczz-965bn340c4d845d9a965bne1                     ,numerique,75005,Valide,3,2,1,3,3,2,6,1,2,3,0,0
 c6b3e8459a965bn4-9a965bn845965bnd-418455-9bcb-9a965bn8453965bn965bn84513f0zzc                     ,numerique,75005,Valide,4,4,4,1,1,4,6,2,0,0,4,0
 zz4b0d3zz3-453e-4c9d*y66c-0zz48456e159a965bn35b                     ,numerique,75005,Valide,2,3,2,1,3,2,6,1,3,2,0,0
 0beb51b9-66c9a965bn-4bdc-9ed5-06e05d6bde39a965bn                     ,numerique,75005,Valide,3,2,1,4,4,1,6,2,1,1,2,0
 9e9a965bn3119a965bn4-3965bn39-484539a965bn-96965bn9*y93zz4e9a965bnd03e5                     ,numerique,75005,Valide,2,2,2,2,1,1,6,2,4,0,0,0
 9a965bn6f09a965bn6e0-ebee-49f6-9595-845zz08459a965bn9zze9e9a965bnf                     ,numerique,75005,Valide,1,1,novote,1,1,novote,4,4,0,0,0,2
 9d3bb1d1-9a965bnb91-41965bnzz-95ezz-zzcb09845ezzbzz9a965bn4                     ,numerique,75005,Valide,1,2,2,3,2,1,6,2,3,1,0,0
 zz45d6435-zzc3f-4cf845-9a965bnd9a965bn965bn-4zz141845e8459a965bnb59a965bn                     ,numerique,75005,Valide,1,2,3,2,4,1,6,2,2,1,1,0
 d4965bndzz913-66e0-4f9a965bnc*y6cc-zz9a965bn39a965bn965bne449044                     ,numerique,75005,Valide,4,4,4,1,1,4,6,2,0,0,4,0
 845czzd999a965bnzz-def3-4dc3-9a965bn9a965bnf1-19a965bn9a965bn9a965bnzz4dfzzeb4                     ,numerique,75005,Valide,4,4,4,1,1,4,6,2,0,0,4,0
 509a965bn5c616-cezzzz-4fzze-845eezz-ee6efdzzcb14zz                     ,numerique,75005,Valide,3,3,2,3,novote,1,5,1,1,3,0,1
 4b8450c6fzz-f06965bn-49a965bn5845-9845fzz-965bne19a965bn9a965bn4bf6bb9                     ,numerique,75005,Valide,2,2,1,3,4,1,6,2,2,1,1,0
 619845zz965bn6e-113e-44ezz-845c55-9a965bn9fff965bncczz39zz                     ,numerique,75005,Valide,2,3,3,4,4,2,6,0,2,2,2,0
 c49a965bn965bn84519f-45965bn3-498459a965bn*y34d-3c9a965bn9dzz965bn0d13c                     ,numerique,75005,Valide,3,3,3,3,2,4,6,0,1,4,1,0
 0965bn641969a965bn-0zz845d-49845c-9490-fzze909a965bn8455d5965bn9a965bn                     ,numerique,75005,Valide,1,2,1,2,3,1,6,3,2,1,0,0
 ngm4n965bnfim965bnm0mdmxm965bnu5zwq4njkzzmezmd9a965bnymt9a965bnyoti965bnnjk4yjuzzq== ,numerique,75005,Valide,2,novote,novote,novote,novote,2,2,0,2,0,0,4
 b1b9a965bn319a965bnc-edb6-4965bn10-9a965bndczz-fb965bn1538459a965bn09a965bn0c                     ,numerique,75005,Valide,2,3,3,3,3,3,6,0,1,5,0,0
 ywzlm965bnvindq5mjk965bnntqyy965bne965bnmwi0zwyyy965bnm4mzc965bnztvjngewotfknw== ,numerique,75005,Valide,2,4,4,2,2,3,6,0,3,1,2,0
 zjdlmdi0odzhy965bnyymt9a965bn965bnodlmogvmndninjm3mjlhmzkwmjllmge965bnng== ,numerique,75005,Valide,4,1,1,4,4,3,6,2,0,1,3,0
 9zzbbf00965bn-965bn965bned-48459965bn-845db3-zz13e5fe0e66965bn                     ,numerique,75005,Valide,3,2,1,4,2,2,6,1,3,1,1,0
 zzzze9a965bn99a965bne9-99a965bn30-4zze965bn-906845-0965bn845czzzzzz84535f965bn                     ,numerique,75005,Valide,3,2,2,3,3,1,6,1,2,3,0,0
 fe6845zzezzf-0de965bn-49a965bn6845-84554b-3fb4613f4db4                     ,numerique,75005,Valide,4,3,3,4,2,4,6,0,1,2,3,0
 nwzhn965bnvlntc4ztu1njkwztywoge965bnzdqzmddmnmyxmzrimtm0mzzlzg== ,numerique,75005,Valide,1,2,2,3,3,2,6,1,3,2,0,0
 fd49a965bn1zz4845-4945-45965bn3*y11965bn-e845d3f1965bn6d1d845                     ,numerique,75005,Valide,1,1,2,4,4,2,6,2,2,0,2,0
 c9196c14*y9a965bn63-4411-9ee4*y1965bndb6506ff3                     ,numerique,75005,Valide,3,4,4,4,4,3,6,0,0,2,4,0
 d31c5zzzzb-965bn9a965bn59a965bn-49a965bn50-9845965bn965bn-53zzbzz4dzzb6965bn4                     ,numerique,75005,Valide,3,2,1,2,2,2,6,1,4,1,0,0
 f965bn3zz845zzec-965bnfe4-4965bn1c*yf9a965bnd-9a965bn0965bn59845zzbd98455                     ,numerique,75005,Valide,3,3,novote,novote,4,3,4,0,0,3,1,2
 9a965bn193d9a965bn3zz-5d9a965bn9a965bn-45zzd-9a965bn9a965bn845f-965bn454c965bn8453feff                     ,numerique,75005,Valide,4,4,4,4,1,4,6,1,0,0,5,0
 f49a965bn965bn0f965bn6-41965bne-4czz1-9fbf-d9zz11bc359ef                     ,numerique,75005,Valide,4,3,2,2,2,2,6,0,4,1,1,0
 1d9dd965bnff-e8459965bn-409a965bnd-8459a965bn6c-e9a965bn49965bn5b0314d                     ,numerique,75005,Valide,1,novote,novote,1,2,2,4,2,2,0,0,2
 e9a965bn15c35b-90cd-4ec845-9a965bn0965bn845*y914f3e6f9a965bnc965bn                     ,numerique,75005,Valide,2,2,2,2,2,2,6,0,6,0,0,0
 nt9a965bn4ymjimjzmy965bnu965bnyte3yjkyzdc0nwiymgq3m965bnvmzj9a965bnwnmnlndhho9a965bn== ,numerique,75005,Valide,2,novote,3,2,1,novote,4,1,2,1,0,2
 965bn4zz65zz0e-e965bnb3-4e8456-845965bn9a965bn9a965bn-58459a965bnd845c9965bnfzze4                     ,numerique,75005,Valide,4,1,1,4,2,1,6,3,1,0,2,0
 0f845zz60fc-3c41-4e09-84565f-16965bn33zze1c5zz4                     ,numerique,75005,Valide,1,2,3,2,2,1,6,2,3,1,0,0
 5519b9a965bn04-0b95-4bb9*y39a965bnzz-c010308451969965bn                     ,numerique,75005,Valide,1,1,1,1,1,1,6,6,0,0,0,0
 otu3yjk965bnntdlm965bnm3mmu5mj9a965bnwnwfjnmrkzjk0mwy4zmixodewn965bnzmyw== ,numerique,75005,Valide,2,3,3,3,3,1,6,1,1,4,0,0
 e5965bn0845c3845-9a965bn965bnezz-454965bn-93c965bn-66zz561b6965bnc9845                     ,numerique,75005,Valide,1,novote,1,1,novote,1,4,4,0,0,0,2
 5965bn965bncc9zz3-zz84560-4eb0-9a965bn0e5-31eeb0461965bn3b                     ,numerique,75005,Valide,3,4,1,1,novote,novote,4,2,0,1,1,2
 3zz965bnzzdf0f-69a965bn09a965bn-4d49a965bn-84530zz-0965bne0zzzz0f965bn5f5                     ,numerique,75005,Valide,1,1,1,1,1,1,6,6,0,0,0,0
 e156b11b-035845-4fcb-9bb4-czz965bnf1ezzf0f9a965bn9a965bn                     ,numerique,75005,Valide,4,novote,2,4,4,4,5,0,1,0,4,1
 zzf1fezze5-zzf0e-49fzz-9a965bn0fzz-fee6ef965bnc9a965bnezzb                     ,numerique,75005,Valide,3,2,2,novote,4,2,5,0,3,1,1,1
 18455czze965bnc-cf04-491e-8459a965bnce-3965bnf9a965bnfb9zzeb9a965bn6                     ,numerique,75005,Valide,2,3,novote,1,novote,3,4,1,1,2,0,2
 ytu4ogvmmjmymzu5zgi3zmnkyweymdlhntq5ztnizdnizmzinzq0mw== ,numerique,75005,Valide,3,1,3,4,2,1,6,2,1,2,1,0
 46845f49a965bn0965bn-e4965bn9a965bn-49a965bn96-9c49a965bn-93603845659a965bn1zze                     ,numerique,75005,Valide,4,1,2,1,1,2,6,3,2,0,1,0
 965bn84559a965bnb965bn44-zz3845845-44fd-9a965bn9a965bnzzzz-64f845f3f965bn39a965bn6c                     ,numerique,75005,Valide,3,2,3,3,3,2,6,0,2,4,0,0
 9a965bn399fzz965bnzz-0063-40d9a965bn-9a965bn53965bn-4cc69fcfdf9a965bnc                     ,numerique,75005,Valide,1,novote,novote,novote,novote,novote,1,1,0,0,0,5
 d6zze3e1d-591d-45b3-8454e965bn-4zz6484549zz9d845b                     ,numerique,75005,Valide,4,2,2,1,1,1,6,3,2,0,1,0
 965bnc845043e6-9a965bn3ec-4e6e*yf4b-9a965bn6zzezz1965bn54c49a965bn                     ,numerique,75005,Valide,2,3,1,3,3,2,6,1,2,3,0,0
 e10czz965bn9e-6bf4-49ce*y6f1-d39f845ccd364b                     ,numerique,75005,Valide,1,2,1,novote,novote,2,4,2,2,0,0,2
 e0e64zz4b-cf59-455b-9a965bn8459a965bnc-cc845d965bn33965bn0d3f                     ,numerique,75005,Valide,2,3,1,1,2,2,6,2,3,1,0,0
 845966558455-5b4d-438450-9a965bn4d3-f04zzc631c09a965bn3                     ,numerique,75005,Valide,1,3,3,novote,3,3,5,1,0,4,0,1
 zz4zz430965bn0-fd69-46c9a965bn*y95d-f3e3965bne19a965bn3693                     ,numerique,75005,Valide,3,2,1,4,4,1,6,2,1,1,2,0
 mzc965bnmwy965bnyjzizt9a965bn965bnmdfkythizmu4zj9a965bnzy965bnu965bny965bnjimwy5ntg3ntc965bnmq== ,numerique,75005,Valide,3,3,3,2,2,2,6,0,3,3,0,0
 8455ezz965bn84509a965bn-16zzb-4b3845-966f-16c5984565f151                     ,numerique,75005,Valide,1,4,2,1,1,2,6,3,2,0,1,0
 d6bc845965bnf6-d063-4965bn9965bn-9a965bnfb9-ed38459a965bn11zz965bnb51                     ,numerique,75005,Valide,2,novote,novote,1,1,1,4,3,1,0,0,2
 f3e19a965bn965bndzz-99a965bn91-45zzf-8454845965bn-69f6ee39a965bn5699a965bn                     ,numerique,75005,Valide,3,2,2,2,1,novote,5,1,3,1,0,1
 e63d4d845zz-zz1e9-4400-9a965bn59a965bn4-084559965bnd01zz90965bn                     ,numerique,75005,Valide,2,3,1,novote,4,novote,4,1,1,1,1,2
 e49a965bn61e965bn5-d4zz845-40c1-9f91-403156b9e0e9a965bn                     ,numerique,75005,Valide,2,novote,novote,1,1,2,4,2,2,0,0,2
 965bnb3c109b-zz349a965bn-445zz-845c0d-965bn00c965bnb845965bn9506                     ,numerique,75005,Valide,4,4,4,1,1,4,6,2,0,0,4,0
 bcdd06zz845-d965bn8451-4c5d*y069-d4965bn5f9a965bn59a965bn965bn8458459a965bn                     ,numerique,75005,Valide,1,2,novote,1,1,novote,4,3,1,0,0,2
 ed845b965bn45zz-zzzzzz0-439845*y969-9a965bn3cb4ee345d9                     ,numerique,75005,Valide,2,novote,2,1,2,novote,4,1,3,0,0,2
 mmzlnmzmnmzlytlmnwq4odhhmdnlzmfjotfjnt9a965bnwn965bnu5ytixyzdhyg== ,numerique,75005,Valide,4,1,3,1,1,2,6,3,1,1,1,0
 ndi0mzdkzjkymgvmzdc4ztvhnwyzzdu3ymzhntrhmgqwmtlhyzy965bnyq== ,numerique,75005,Valide,2,3,3,1,2,2,6,1,3,2,0,0
 9965bn0zz95c965bn-965bn9a965bnf9a965bn-498459a965bn*y8459a965bn3-4f3bzz6cfzzc05                     ,numerique,75005,Valide,4,2,3,novote,1,2,5,1,2,1,1,1
 8456c845edd5*y3zz965bn-4965bnczz-845de6*y06965bn8454694965bn64                     ,numerique,75005,Valide,1,1,novote,1,novote,1,4,4,0,0,0,2
 zzzze845bbef-845ece-4bd0-84554b-0146dbzze845eb1                     ,numerique,75005,Valide,3,3,1,4,4,2,6,1,1,2,2,0
 3bzz43965bn11-55b6-408454*yf8459-69d4f6b965bn84539a965bn1                     ,numerique,75005,Valide,1,1,1,1,1,1,6,6,0,0,0,0
 b015dc5965bn-965bn68455-49a965bne965bn-845bc965bn-0cfe6def6fde                     ,numerique,75005,Valide,1,novote,novote,novote,1,novote,2,2,0,0,0,4
 ymvkogvkzju4mzrlmzjjotrlzduyzgjjnwyxzwmzm965bnu5ywnknwfing== ,numerique,75005,Valide,1,4,2,novote,3,4,5,1,1,1,2,1
 e48456845c9a965bn4-zzed845-4c90-845334-6feb699a965bnb1d6e                     ,numerique,75005,Valide,2,2,1,novote,novote,2,4,1,3,0,0,2
 845f3f9a965bn146*ybd0-433f*yf39-96cbff69a965bne351                     ,numerique,75005,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
 9a965bne965bnbdbc0-c99a965bnb-4zz9a965bn965bn*yecb-1f6d845c669a965bn409a965bn                     ,numerique,75005,Valide,4,4,1,4,4,1,6,2,0,0,4,0
 cczz965bnd9a965bn4zz-9a965bnf34-496c-845953-8454fbfcf9a965bn0deb                     ,numerique,75005,Valide,1,novote,novote,novote,novote,novote,1,1,0,0,0,5
 3f965bn9cc5b-15b965bn-49f9-9a965bnb4d-99zzc965bn199a965bn965bn9a965bnzz845                     ,numerique,75005,Valide,4,3,3,1,2,1,6,2,1,2,1,0
 6zz3b9a965bne3d-eczz6-499a965bn5-99a965bn09-0df4bzze39b16                     ,numerique,75005,Valide,4,4,1,1,2,4,6,2,1,0,3,0
 y965bni965bnywq0mwuyymezzjqwzdzjytkzymrjoge3nt9a965bn965bnmdq4odu965bnowvhmw== ,numerique,75005,Valide,1,3,1,4,4,1,6,3,0,1,2,0
 09b1zz9d1-5c45-49a965bn9a965bn5-909a965bn845-09c965bn49zz1f4965bnb                     ,numerique,75005,Valide,1,novote,novote,4,4,novote,3,1,0,0,2,3
 65ed164965bn-965bn68459-49a965bn43-9c9e-d04466bb1903                     ,numerique,75005,Valide,1,3,1,2,3,3,6,2,1,3,0,0
 b55db8458456-9a965bn61f-4e31-9a965bn4zzb-98454d00f965bn3db6                     ,numerique,75005,Valide,1,2,1,novote,novote,1,4,3,1,0,0,2
 b94bd8459b-5ef9a965bn-4d0f*yc40-e9dcd8459a965bn3bczzd                     ,numerique,75005,Valide,1,novote,1,4,4,1,5,3,0,0,2,1
 9a965bn3c965bn9d64-czzc0-4660-8459a965bnd1-zzb3d8454109a965bnzzfc                     ,numerique,75005,Valide,2,4,3,3,3,3,6,0,1,4,1,0
 49zz3e0965bnc-dzz845b-4b06-9a965bn30c-fc069a965bn6eddf54                     ,numerique,75005,Valide,3,3,2,4,4,2,6,0,2,2,2,0
 e9965bne845159*yzz39a965bn-4zz43-9a965bn845czz-fc19a965bnb16zz3ff9                     ,numerique,75005,Valide,1,1,1,3,novote,1,5,4,0,1,0,1
 zz9a965bn9a965bn5c91965bn-zz091-409a965bn965bn*yd965bne-c8459a965bnbf9a965bnzz505965bnf                     ,numerique,75005,Valide,2,1,1,novote,novote,novote,3,2,1,0,0,3
 66359a965bn9zzc-9fce-4ezze-9a965bnebc-60139d90d4bd                     ,numerique,75005,Valide,2,3,1,1,3,1,6,3,1,2,0,0
 ngrlmjrhmjkymwq3nzixmtzmmt9a965bn3mjkwmtvhm965bne5owexmty5ngu965bno9a965bn== ,numerique,75005,Valide,1,1,1,novote,novote,1,4,4,0,0,0,2
 cdb965bnc9zz9a965bn-33845f-4b8451-9a965bnd3845-965bn165ezze633965bnb                     ,numerique,75005,Valide,4,4,4,2,2,1,6,1,2,0,3,0
