ID,Urne,QR-Code,Categorie,1 - Humanisation de La Peniche du Coeur,2 - Apportons une touche de modernite aux lieux de loisirs du 5e,3 - Embellir et renover les ecoles du 5e,4 - Rendre sa splendeur a l eglise Saint-Severin,5 - Restaurons les oeuvres d art de nos eglises,"6 - Fontaines et piscine, plus de fraicheur dans le 5e",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
54060,U05-005,2022AR05B,Valide,4,4,4,1,1,4,6,2,0,0,4,0
54209,U05-005,2022AR05B,Valide,2,3,1,3,3,1,6,2,1,3,0,0
54337,U75-004,2022AR05B,Valide,4,4,4,1,1,4,6,2,0,0,4,0
54365,U05-005,2022AR05B,Valide,1,2,2,2,2,1,6,2,4,0,0,0
54397,U05-005,2022AR05B,Valide,2,3,3,4,4,3,6,0,1,3,2,0
54404,U05-005,2022AR05B,Valide,1,2,novote,novote,4,3,4,1,1,1,1,2
54481,U05-005,2022AR05B,Valide,2,2,1,2,3,3,6,1,3,2,0,0
55027,U75-002,2022AR05B,Valide,4,3,3,2,2,3,6,0,2,3,1,0
55081,U05-005,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
55124,U75-002,2022AR05B,Valide,3,4,3,4,2,1,6,1,1,2,2,0
55224,U05-005,2022AR05B,Valide,2,2,1,2,1,2,6,2,4,0,0,0
55236,U05-005,2022AR05B,Valide,4,4,2,4,4,1,6,1,1,0,4,0
55258,U05-005,2022AR05B,Valide,1,novote,1,4,4,2,5,2,1,0,2,1
55344,U75-004,2022AR05B,Valide,1,1,2,2,1,1,6,4,2,0,0,0
55347,U05-005,2022AR05B,Valide,3,3,3,3,3,3,6,0,0,6,0,0
55371,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
55415,U05-005,2022AR05B,Valide,2,1,novote,1,novote,2,4,2,2,0,0,2
55614,U05-005,2022AR05B,Valide,4,4,1,4,4,4,6,1,0,0,5,0
55658,U05-005,2022AR05B,Valide,4,4,2,1,1,2,6,2,2,0,2,0
55672,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
55709,U05-005,2022AR05B,Valide,1,2,1,4,3,2,6,2,2,1,1,0
55746,U75-002,2022AR05B,Valide,4,4,4,4,3,1,6,1,0,1,4,0
55841,U05-005,2022AR05B,Valide,3,4,1,2,1,2,6,2,2,1,1,0
55876,U05-005,2022AR05B,Valide,2,3,1,2,1,2,6,2,3,1,0,0
55987,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
56047,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
56140,U75-002,2022AR05B,Valide,1,2,2,3,3,1,6,2,2,2,0,0
56233,U05-005,2022AR05B,Valide,2,1,1,2,2,2,6,2,4,0,0,0
56412,U75-002,2022AR05B,Valide,1,2,2,2,1,1,6,3,3,0,0,0
56423,U05-005,2022AR05B,Valide,2,2,1,2,3,1,6,2,3,1,0,0
56493,U05-005,2022AR05B,Nul,novote,novote,1,novote,novote,2,2,1,1,0,0,4
56587,U75-005,2022AR05B,Valide,3,3,3,3,3,3,6,0,0,6,0,0
56634,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
56830,U75-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
56914,U05-005,2022AR05B,Valide,2,4,4,1,4,1,6,2,1,0,3,0
57031,U05-005,2022AR05B,Valide,3,3,1,4,4,1,6,2,0,2,2,0
57204,U05-005,2022AR05B,Valide,3,3,3,2,1,2,6,1,2,3,0,0
57471,U75-002,2022AR05B,Valide,2,1,2,2,1,1,6,3,3,0,0,0
57492,U05-005,2022AR05B,Valide,4,4,2,1,1,2,6,2,2,0,2,0
57528,U05-005,2022AR05B,Valide,2,3,2,4,4,3,6,0,2,2,2,0
57552,U05-005,2022AR05B,Valide,2,1,1,2,1,2,6,3,3,0,0,0
57605,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
57624,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
57667,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
57721,U05-005,2022AR05B,Nul,2,novote,novote,novote,novote,2,2,0,2,0,0,4
57835,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
57900,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
57915,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
57950,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
57968,U75-005,2022AR05B,Valide,1,4,4,1,1,1,6,4,0,0,2,0
58113,U75-005,2022AR05B,Valide,2,novote,novote,2,3,1,4,1,2,1,0,2
58120,U75-003,2022AR05B,Valide,1,novote,1,3,novote,2,4,2,1,1,0,2
58129,U75-002,2022AR05B,Valide,1,2,2,3,3,1,6,2,2,2,0,0
58163,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
58224,U75-003,2022AR05B,Valide,3,2,1,novote,4,3,5,1,1,2,1,1
58228,U75-002,2022AR05B,Valide,2,2,2,2,2,2,6,0,6,0,0,0
58282,U75-002,2022AR05B,Valide,3,3,3,2,2,2,6,0,3,3,0,0
58362,U05-005,2022AR05B,Valide,2,2,1,4,4,3,6,1,2,1,2,0
58403,U75-004,2022AR05B,Valide,2,1,1,novote,1,1,5,4,1,0,0,1
58418,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
58441,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
58747,U05-005,2022AR05B,Valide,1,2,2,2,1,1,6,3,3,0,0,0
58842,U05-005,2022AR05B,Valide,2,2,2,2,1,1,6,2,4,0,0,0
58888,U75-002,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
58969,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
58981,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
59006,U05-005,2022AR05B,Valide,1,3,3,3,3,1,6,2,0,4,0,0
59055,U05-005,2022AR05B,Valide,3,2,2,2,2,1,6,1,4,1,0,0
59193,U75-002,2022AR05B,Valide,novote,1,1,1,1,2,5,4,1,0,0,1
59205,U75-002,2022AR05B,Valide,novote,2,1,2,1,2,5,2,3,0,0,1
59261,U75-002,2022AR05B,Nul,novote,novote,1,novote,novote,novote,1,1,0,0,0,5
59411,U05-005,2022AR05B,Valide,2,4,2,1,1,3,6,2,2,1,1,0
59448,U05-005,2022AR05B,Valide,2,1,1,3,4,2,6,2,2,1,1,0
59463,U75-003,2022AR05B,Valide,4,4,4,1,1,4,6,2,0,0,4,0
59525,U05-005,2022AR05B,Valide,3,1,1,3,3,1,6,3,0,3,0,0
59557,U75-004,2022AR05B,Valide,3,1,1,2,1,2,6,3,2,1,0,0
59567,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
59605,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
59624,U75-003,2022AR05B,Valide,1,3,3,3,1,2,6,2,1,3,0,0
59626,U05-005,2022AR05B,Valide,4,4,4,4,4,1,6,1,0,0,5,0
59689,U75-002,2022AR05B,Nul,2,novote,novote,novote,novote,2,2,0,2,0,0,4
59839,U05-005,2022AR05B,Valide,novote,3,1,3,novote,1,4,2,0,2,0,2
59858,U75-002,2022AR05B,Valide,2,1,1,2,3,1,6,3,2,1,0,0
59868,U75-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
59904,U05-005,2022AR05B,Valide,1,4,3,4,4,1,6,2,0,1,3,0
60065,U05-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
60085,U75-002,2022AR05B,Valide,1,3,2,3,3,2,6,1,2,3,0,0
60154,U75-004,2022AR05B,Valide,3,2,2,2,2,2,6,0,5,1,0,0
60609,U75-003,2022AR05B,Valide,4,2,4,3,2,2,6,0,3,1,2,0
60658,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
60737,U75-002,2022AR05B,Valide,1,1,1,2,1,1,6,5,1,0,0,0
61008,U75-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
61183,U75-003,2022AR05B,Valide,3,3,1,3,3,2,6,1,1,4,0,0
61209,U75-002,2022AR05B,Valide,2,4,2,3,3,2,6,0,3,2,1,0
61543,U75-003,2022AR05B,Valide,3,2,1,2,2,1,6,2,3,1,0,0
61645,U75-002,2022AR05B,Nul,novote,novote,novote,1,novote,1,2,2,0,0,0,4
61668,U75-002,2022AR05B,Valide,2,3,1,1,1,1,6,4,1,1,0,0
61854,U75-002,2022AR05B,Valide,2,2,2,3,3,1,6,1,3,2,0,0
61872,U75-002,2022AR05B,Valide,2,2,2,3,2,2,6,0,5,1,0,0
62214,U75-002,2022AR05B,Valide,1,4,1,1,1,1,6,5,0,0,1,0
62572,U75-004,2022AR05B,Valide,1,1,1,3,3,1,6,4,0,2,0,0
62580,U75-003,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
62591,U75-003,2022AR05B,Valide,4,4,4,1,1,4,6,2,0,0,4,0
62620,U75-003,2022AR05B,Valide,1,1,2,1,1,3,6,4,1,1,0,0
63099,U75-002,2022AR05B,Valide,1,2,1,4,4,1,6,3,1,0,2,0
63105,U75-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
63342,U75-003,2022AR05B,Valide,3,1,1,2,1,4,6,3,1,1,1,0
63387,U75-002,2022AR05B,Valide,1,3,3,4,4,2,6,1,1,2,2,0
63457,U75-002,2022AR05B,Valide,1,3,2,3,3,3,6,1,1,4,0,0
63480,U75-003,2022AR05B,Nul,novote,2,novote,1,novote,2,3,1,2,0,0,3
63603,U75-003,2022AR05B,Valide,2,1,2,2,2,2,6,1,5,0,0,0
63638,U75-005,2022AR05B,Valide,4,4,2,1,1,1,6,3,1,0,2,0
63673,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
63717,U75-003,2022AR05B,Valide,4,4,4,1,1,4,6,2,0,0,4,0
63725,U75-005,2022AR05B,Valide,3,3,2,2,1,3,6,1,2,3,0,0
63742,U75-002,2022AR05B,Valide,2,3,2,1,1,1,6,3,2,1,0,0
63799,U75-003,2022AR05B,Valide,3,1,2,1,2,1,6,3,2,1,0,0
64646,U75-002,2022AR05B,Valide,1,2,1,4,3,2,6,2,2,1,1,0
64866,U75-003,2022AR05B,Valide,1,2,2,3,4,1,6,2,2,1,1,0
64966,U75-003,2022AR05B,Valide,1,1,2,3,3,1,6,3,1,2,0,0
65313,U75-003,2022AR05B,Valide,1,1,1,3,3,1,6,4,0,2,0,0
65367,U75-002,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
65616,U75-005,2022AR05B,Valide,2,3,3,1,1,3,6,2,1,3,0,0
65640,U75-005,2022AR05B,Valide,3,4,4,3,3,4,6,0,0,3,3,0
65728,U75-002,2022AR05B,Valide,novote,2,1,novote,2,1,4,2,2,0,0,2
65740,U75-002,2022AR05B,Valide,2,1,2,2,2,1,6,2,4,0,0,0
66118,U75-003,2022AR05B,Valide,2,3,3,2,1,2,6,1,3,2,0,0
66742,U75-002,2022AR05B,Valide,4,3,3,4,2,3,6,0,1,3,2,0
66967,U75-003,2022AR05B,Valide,3,3,3,3,3,3,6,0,0,6,0,0
67025,U75-003,2022AR05B,Valide,2,2,3,3,2,3,6,0,3,3,0,0
67185,U75-002,2022AR05B,Valide,3,1,2,3,1,2,6,2,2,2,0,0
67204,U75-003,2022AR05B,Valide,2,1,1,1,2,1,6,4,2,0,0,0
67630,U75-004,2022AR05B,Valide,2,2,2,2,2,2,6,0,6,0,0,0
67664,U75-003,2022AR05B,Valide,1,3,3,2,2,2,6,1,3,2,0,0
67786,U75-002,2022AR05B,Valide,2,4,2,1,1,2,6,2,3,0,1,0
67927,U75-003,2022AR05B,Valide,3,3,3,2,2,1,6,1,2,3,0,0
67976,U75-003,2022AR05B,Nul,novote,novote,1,novote,2,2,3,1,2,0,0,3
67977,U75-005,2022AR05B,Valide,3,3,1,1,1,1,6,4,0,2,0,0
68202,U75-003,2022AR05B,Valide,3,3,3,4,3,2,6,0,1,4,1,0
68451,U75-003,2022AR05B,Valide,4,1,novote,3,1,2,5,2,1,1,1,1
68503,U75-003,2022AR05B,Valide,2,3,3,2,2,2,6,0,4,2,0,0
69524,U75-005,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
69999,U75-003,2022AR05B,Valide,2,2,2,2,3,2,6,0,5,1,0,0
70041,U75-003,2022AR05B,Valide,2,novote,1,2,2,2,5,1,4,0,0,1
70131,U75-003,2022AR05B,Valide,3,1,1,3,4,3,6,2,0,3,1,0
70301,U75-003,2022AR05B,Valide,novote,novote,2,1,2,1,4,2,2,0,0,2
70345,U75-003,2022AR05B,Valide,3,2,1,4,4,novote,5,1,1,1,2,1
70463,U75-005,2022AR05B,Nul,novote,novote,1,1,1,novote,3,3,0,0,0,3
70735,U75-005,2022AR05B,Valide,3,2,1,1,1,1,6,4,1,1,0,0
70764,U75-002,2022AR05B,Valide,2,3,2,3,3,2,6,0,3,3,0,0
71130,U75-002,2022AR05B,Valide,2,3,3,2,1,2,6,1,3,2,0,0
71271,U75-002,2022AR05B,Valide,2,3,3,2,2,3,6,0,3,3,0,0
71416,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
71485,U75-003,2022AR05B,Nul,1,1,novote,novote,novote,novote,2,2,0,0,0,4
71571,U75-003,2022AR05B,Valide,2,novote,1,novote,2,1,4,2,2,0,0,2
71658,U75-002,2022AR05B,Valide,1,2,1,4,3,2,6,2,2,1,1,0
71897,U75-002,2022AR05B,Valide,2,2,2,1,1,2,6,2,4,0,0,0
72191,U75-003,2022AR05B,Valide,2,2,1,2,1,2,6,2,4,0,0,0
72265,U75-002,2022AR05B,Valide,4,4,novote,1,1,4,5,2,0,0,3,1
72293,U75-005,2022AR05B,Nul,1,1,novote,novote,novote,1,3,3,0,0,0,3
72611,U75-003,2022AR05B,Valide,4,3,3,2,2,4,6,0,2,2,2,0
72638,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
72725,U75-003,2022AR05B,Valide,3,2,2,2,1,1,6,2,3,1,0,0
73017,U75-002,2022AR05B,Valide,3,3,2,3,2,3,6,0,2,4,0,0
73215,U75-003,2022AR05B,Valide,2,4,3,4,3,3,6,0,1,3,2,0
73305,U75-004,2022AR05B,Valide,1,1,1,3,3,2,6,3,1,2,0,0
73472,U75-003,2022AR05B,Valide,3,1,1,1,1,1,6,5,0,1,0,0
73588,U75-002,2022AR05B,Valide,novote,novote,2,2,1,2,4,1,3,0,0,2
73618,U75-003,2022AR05B,Valide,1,2,2,1,1,4,6,3,2,0,1,0
73647,U75-002,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
73801,U75-003,2022AR05B,Valide,2,3,1,3,2,4,6,1,2,2,1,0
73815,U75-002,2022AR05B,Valide,2,2,2,1,2,1,6,2,4,0,0,0
73860,U75-003,2022AR05B,Nul,3 4,2,2,1,1,2,5,2,3,0,0,0
73885,U75-002,2022AR05B,Valide,1,novote,novote,1,1,1,4,4,0,0,0,2
73893,U75-002,2022AR05B,Valide,1,1,novote,2,novote,1,4,3,1,0,0,2
73917,U75-002,2022AR05B,Valide,2,2,1,1,1,2,6,3,3,0,0,0
74048,U75-002,2022AR05B,Valide,2,4,2,2,1,1,6,2,3,0,1,0
74076,U75-002,2022AR05B,Valide,1,4,1,1,1,1,6,5,0,0,1,0
74091,U75-002,2022AR05B,Valide,2,3,2,1,1,novote,5,2,2,1,0,1
74158,U75-003,2022AR05B,Valide,2,3,4,1,1,3,6,2,1,2,1,0
74479,U75-002,2022AR05B,Valide,3,4,4,1,1,3,6,2,0,2,2,0
74494,U75-002,2022AR05B,Valide,2,2,1,3,4,2,6,1,3,1,1,0
74519,U75-002,2022AR05B,Valide,1,1,1,2,2,1,6,4,2,0,0,0
74589,U75-003,2022AR05B,Valide,1,1,1,3,2,1,6,4,1,1,0,0
74594,U75-003,2022AR05B,Valide,3,2,1,3,2,2,6,1,3,2,0,0
74662,U75-003,2022AR05B,Valide,3,3,1,3,3,1,6,2,0,4,0,0
74732,U75-002,2022AR05B,Valide,1,1,2,1,1,novote,5,4,1,0,0,1
74745,U75-003,2022AR05B,Valide,1,1,1,2,4,1,6,4,1,0,1,0
74775,U75-003,2022AR05B,Valide,2,2,1,3,3,2,6,1,3,2,0,0
74803,U75-002,2022AR05B,Valide,1,2,3,3,3,3,6,1,1,4,0,0
74813,U75-003,2022AR05B,Valide,4,4,4,4,4,2,6,0,1,0,5,0
74893,U75-003,2022AR05B,Valide,1,2,3,3,1,3,6,2,1,3,0,0
74922,U75-002,2022AR05B,Valide,1,3,3,1,1,3,6,3,0,3,0,0
74948,U75-002,2022AR05B,Valide,2,1,1,2,2,1,6,3,3,0,0,0
75045,U75-002,2022AR05B,Valide,3,3,3,3,1,3,6,1,0,5,0,0
75107,U75-002,2022AR05B,Valide,3,3,2,1,1,2,6,2,2,2,0,0
75168,U75-003,2022AR05B,Valide,3,1,1,4,4,1,6,3,0,1,2,0
75383,U75-002,2022AR05B,Nul,novote,1,novote,novote,novote,1,2,2,0,0,0,4
75393,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
75456,U75-003,2022AR05B,Valide,3,2,1,1,1,1,6,4,1,1,0,0
75462,U75-002,2022AR05B,Valide,1,2,4,4,4,2,6,1,2,0,3,0
76377,U75-002,2022AR05B,Nul,novote,novote,1,novote,1,novote,2,2,0,0,0,4
76687,U75-002,2022AR05B,Valide,1,1,1,4,2,1,6,4,1,0,1,0
77182,U75-002,2022AR05B,Valide,1,2,3,3,2,4,6,1,2,2,1,0
77285,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
77327,U75-002,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
77784,U75-002,2022AR05B,Valide,2,3,2,2,2,3,6,0,4,2,0,0
78134,U75-002,2022AR05B,Valide,2,3,novote,3,novote,1,4,1,1,2,0,2
78227,U75-002,2022AR05B,Valide,1,novote,novote,1,1,1,4,4,0,0,0,2
78244,U75-002,2022AR05B,Nul,novote,novote,novote,novote,2,2,2,0,2,0,0,4
78282,U75-002,2022AR05B,Valide,3,2,2,3,2,3,6,0,3,3,0,0
78461,U75-002,2022AR05B,Valide,4,4,4,3,3,1,6,1,0,2,3,0
78515,U75-002,2022AR05B,Valide,4,3,2,1,1,3,6,2,1,2,1,0
78555,U75-002,2022AR05B,Valide,2,2,2,novote,2,novote,4,0,4,0,0,2
78777,U75-002,2022AR05B,Nul,4,3,2 3,3,3,1,5,1,0,3,1,0
94714,U75-001,2022AR05B,Valide,novote,novote,1,1,1,2,4,3,1,0,0,2
95184,U75-001,2022AR05B,Valide,3,3,4,4,4,3,6,0,0,3,3,0
95297,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
97722,U75-001,2022AR05B,Valide,1,1,1,1,2,1,6,5,1,0,0,0
98271,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
99711,U75-001,2022AR05B,Valide,1,2,2,1,1,3,6,3,2,1,0,0
99884,U75-001,2022AR05B,Valide,novote,1,2,2,novote,1,4,2,2,0,0,2
100055,U75-001,2022AR05B,Valide,3,1,1,1,1,1,6,5,0,1,0,0
100971,U75-001,2022AR05B,Valide,1,3,3,4,4,1,6,2,0,2,2,0
101146,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
101463,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
104534,U75-001,2022AR05B,Nul,2,2,2 3,2,2,3,5,0,4,1,0,0
109353,U75-001,2022AR05B,Valide,2,1,2,2,2,1,6,2,4,0,0,0
110321,U75-001,2022AR05B,Valide,3,2,1,2,2,3,6,1,3,2,0,0
112985,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
113476,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
115006,U75-001,2022AR05B,Valide,2,2,2,3,1,2,6,1,4,1,0,0
117024,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
117817,U75-001,2022AR05B,Valide,1,novote,1,1,1,novote,4,4,0,0,0,2
117855,U75-001,2022AR05B,Valide,1,1,1,4,4,2,6,3,1,0,2,0
125312,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
126055,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
126111,U01-015,2022AR05B,Valide,2,2,2,2,2,2,6,0,6,0,0,0
127228,U01-015,2022AR05B,Valide,3,4,2,3,2,4,6,0,2,2,2,0
128531,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
128789,U75-001,2022AR05B,Valide,3,3,3,3,3,2,6,0,1,5,0,0
128914,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
129053,U01-015,2022AR05B,Valide,3,3,3,3,3,4,6,0,0,5,1,0
130279,U75-001,2022AR05B,Valide,1,novote,1,1,1,2,5,4,1,0,0,1
130732,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
131195,U01-015,2022AR05B,Valide,4,4,3,1,2,4,6,1,1,1,3,0
131402,U01-015,2022AR05B,Valide,3,1,2,3,2,2,6,1,3,2,0,0
131805,U75-001,2022AR05B,Valide,1,1,1,3,1,2,6,4,1,1,0,0
131907,U75-001,2022AR05B,Valide,4,4,4,4,4,1,6,1,0,0,5,0
132659,U01-015,2022AR05B,Valide,3,2,1,2,1,3,6,2,2,2,0,0
132788,U01-015,2022AR05B,Nul,novote,novote,novote,novote,2,novote,1,0,1,0,0,5
134180,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
135050,U01-015,2022AR05B,Valide,3,1,1,2,2,1,6,3,2,1,0,0
135172,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
135339,U75-001,2022AR05B,Valide,1,2,2,novote,novote,3,4,1,2,1,0,2
135608,U01-015,2022AR05B,Valide,2,novote,novote,2,3,2,4,0,3,1,0,2
135744,U01-015,2022AR05B,Nul,novote,novote,1,novote,1,1,3,3,0,0,0,3
138457,U01-015,2022AR05B,Valide,4,novote,2,1,1,2,5,2,2,0,1,1
139172,U01-015,2022AR05B,Valide,4,1,1,1,1,1,6,5,0,0,1,0
139487,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
139535,U01-015,2022AR05B,Valide,2,3,2,1,1,3,6,2,2,2,0,0
141223,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
141325,U01-015,2022AR05B,Valide,1,2,2,3,3,1,6,2,2,2,0,0
143007,U01-015,2022AR05B,Nul,2,novote,novote,novote,novote,novote,1,0,1,0,0,5
143046,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
144053,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
144562,U01-015,2022AR05B,Valide,1,3,1,3,1,3,6,3,0,3,0,0
146737,U75-001,2022AR05B,Valide,2,3,3,1,1,2,6,2,2,2,0,0
148762,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
149150,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
149311,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
150273,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
151189,U75-001,2022AR05B,Valide,3,2,2,3,2,2,6,0,4,2,0,0
152372,U01-015,2022AR05B,Valide,3,2,2,3,4,2,6,0,3,2,1,0
152605,U75-001,2022AR05B,Valide,3,1,3,3,3,1,6,2,0,4,0,0
152749,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
153581,U01-015,2022AR05B,Nul,2,novote,novote,novote,novote,novote,1,0,1,0,0,5
153910,U75-001,2022AR05B,Nul,novote,novote,2,2,2,novote,3,0,3,0,0,3
154146,U01-015,2022AR05B,Valide,2,2,2,2,3,2,6,0,5,1,0,0
155142,U01-015,2022AR05B,Valide,3,1,3,3,3,3,6,1,0,5,0,0
155318,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
155701,U01-015,2022AR05B,Valide,4,4,4,4,4,4,6,0,0,0,6,0
155975,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
156000,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
156241,U75-001,2022AR05B,Valide,2,3,3,3,3,4,6,0,1,4,1,0
156573,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
156780,U01-015,2022AR05B,Valide,2,1,1,2,1,1,6,4,2,0,0,0
158354,U01-015,2022AR05B,Valide,2,1,3,2,2,3,6,1,3,2,0,0
158660,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
159047,U01-015,2022AR05B,Valide,2,1,1,1,1,2,6,4,2,0,0,0
159060,U01-015,2022AR05B,Valide,1,2,3,2,2,2,6,1,4,1,0,0
159224,U75-001,2022AR05B,Valide,3,3,2,1,2,3,6,1,2,3,0,0
159628,U01-015,2022AR05B,Valide,1,2,1,1,1,1,6,5,1,0,0,0
160024,U01-015,2022AR05B,Valide,2,novote,2,novote,1,2,4,1,3,0,0,2
160085,U75-001,2022AR05B,Nul,novote,novote,novote,novote,novote,1,1,1,0,0,0,5
160463,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
160524,U75-001,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
160957,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
160976,U01-015,2022AR05B,Valide,2,2,2,3,2,2,6,0,5,1,0,0
161004,U75-001,2022AR05B,Valide,3,2,2,3,4,2,6,0,3,2,1,0
161492,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
161886,U01-015,2022AR05B,Valide,1,4,4,4,4,3,6,1,0,1,4,0
161960,U01-015,2022AR05B,Valide,3,3,3,1,2,3,6,1,1,4,0,0
161974,U75-001,2022AR05B,Valide,1,1,1,1,1,1,6,6,0,0,0,0
162238,U01-015,2022AR05B,Blanc,novote,novote,novote,novote,novote,novote,0,0,0,0,0,6
162285,U01-015,2022AR05B,Valide,3,3,2,1,1,2,6,2,2,2,0,0
