ID,Urne,QR-Code,Categorie,1 - La modernisation du centre sportif Georges Carpentier,2 - Une activite sportive pour toutes et tous !,3 - Maison des Associations et club-house : se retrouver et recevoir !,4 - Vos projets pour faire du partage une valeur commune !,5 - Ameliorer l acces aux outils numeriques dans les ecoles !,6 - Modernisation et renovation de vos Centres Paris Anim,7 - Vegetaliser et rafraichir les cours des ecoles et colleges,8 - Vos projets pour ameliorer le cadre de vie dans nos écoles !,9 - De la place pour les animaux au Parc de Choisy : plus de biodiversite,"10 - Vos micro-quartiers : fresques, jeux, jardins et accessibilite !",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
121761,U13-054,2022AR13A,Valide,2,1,1,1,2,2,1,1,2,1,10,6,4,0,0,0
121782,U13-054,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
121791,U13-009,2022AR13B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
121803,U13-077,2022AR13A,Valide,novote,1,novote,novote,1,1,novote,novote,1,1,5,5,0,0,0,5
121811,U13-009,2022AR13B,Valide,2,2,2,3,2,2,1,1,novote,1,9,3,5,1,0,1
121814,U13-096,2022AR13A,Valide,2,2,1,2,2,2,2,2,2,2,10,1,9,0,0,0
121822,U13-054,2022AR13B,Valide,novote,novote,novote,novote,novote,novote,1,1,4,4,4,2,0,0,2,6
121835,U13-096,2022AR13A,Nul,2,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,9
121854,U13-096,2022AR13A,Nul,1 2,1 2,1 2,1 2,1 2,1 2,1 2,1 2,1 2,1 2,0,0,0,0,0,0
121870,U13-096,2022AR13A,Valide,3,2,1,3,2,3,1,3,1,1,10,4,2,4,0,0
121888,U13-096,2022AR13A,Valide,1,1,novote,novote,1,novote,1,novote,novote,novote,4,4,0,0,0,6
121907,U13-096,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,novote,1,novote,3,3,0,0,0,7
121914,U13-054,2022AR13A,Valide,1,1,4,2,novote,1,1,3,4,1,9,5,1,1,2,1
121927,U13-096,2022AR13A,Valide,2,2,3,3,2,2,1,2,1,1,10,3,5,2,0,0
121947,U13-096,2022AR13A,Valide,1,1,novote,novote,1,1,novote,novote,novote,novote,4,4,0,0,0,6
121972,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
121994,U13-054,2022AR13A,Valide,novote,3,2,novote,novote,novote,novote,novote,2,1,4,1,2,1,0,6
121997,U13-096,2022AR13A,Valide,3,3,2,2,1,3,1,2,1,1,10,4,3,3,0,0
122012,U13-077,2022AR13A,Valide,novote,1,novote,novote,1,novote,1,1,novote,3,5,4,0,1,0,5
122014,U13-096,2022AR13A,Valide,2,2,3,3,2,2,1,2,1,1,10,3,5,2,0,0
122025,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
122055,U13-077,2022AR13A,Valide,novote,novote,2,novote,1,1,1,1,novote,1,6,5,1,0,0,4
122063,U13-054,2022AR13A,Valide,3,2,3,3,2,1,1,1,4,1,10,4,2,3,1,0
122111,U13-054,2022AR13A,Valide,3,2,2,3,3,3,1,3,3,3,10,1,2,7,0,0
122119,U13-096,2022AR13A,Valide,2,2,2,2,2,1,1,1,1,2,10,4,6,0,0,0
122138,U13-054,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
122141,U13-096,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
122155,U13-009,2022AR13A,Valide,1,1,1,4,4,1,4,4,4,4,10,4,0,0,6,0
122162,U13-096,2022AR13A,Valide,1,1,novote,novote,novote,novote,1,1,1,1,6,6,0,0,0,4
122205,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,8
122246,U13-096,2022AR13B,Valide,2,1,3,3,3,2,1,1,2,1,10,4,3,3,0,0
122248,U13-054,2022AR13B,Valide,novote,novote,novote,novote,novote,novote,1,1,4,4,4,2,0,0,2,6
122253,U13-096,2022AR13A,Valide,3,3,3,3,3,2,1,1,1,1,10,4,1,5,0,0
122270,U13-096,2022AR13A,Valide,2,2,2,3,3,1,1,2,3,1,10,3,4,3,0,0
122288,U13-077,2022AR13A,Valide,3,1,4,4,3,4,1,1,4,1,10,4,0,2,4,0
122291,U13-096,2022AR13A,Nul,4,novote,4,novote,4,novote,novote,novote,novote,novote,3,0,0,0,3,7
122305,U13-054,2022AR13A,Valide,novote,2,novote,novote,novote,novote,1,2,novote,1,4,2,2,0,0,6
122312,U13-009,2022AR13B,Valide,4,1,novote,2,2,3,1,1,2,3,9,3,3,2,1,1
122323,U13-054,2022AR13A,Valide,novote,2,novote,novote,2,novote,2,novote,novote,1,4,1,3,0,0,6
122363,U13-077,2022AR13A,Valide,3,2,4,3,2,2,1,2,1,2,10,2,5,2,1,0
122375,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
122383,U13-054,2022AR13A,Valide,novote,novote,novote,novote,1,novote,1,1,novote,1,4,4,0,0,0,6
122390,U13-054,2022AR13B,Valide,novote,3,3,3,novote,novote,novote,novote,novote,1,4,1,0,3,0,6
122402,U13-096,2022AR13B,Valide,4,novote,novote,novote,1,1,1,novote,novote,novote,4,3,0,0,1,6
122416,U13-096,2022AR13A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
122432,U13-054,2022AR13A,Valide,2,1,2,2,2,2,2,2,1,2,10,2,8,0,0,0
122450,U13-054,2022AR13B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
122480,U13-096,2022AR13A,Nul,1,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
122489,U13-054,2022AR13A,Valide,novote,novote,novote,novote,2,novote,2,2,novote,1,4,1,3,0,0,6
122581,U13-053,2022AR13A,Valide,1,novote,novote,1,novote,1,1,1,1,novote,6,6,0,0,0,4
122615,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
122617,U13-054,2022AR13A,Valide,4,4,4,4,1,4,2,4,4,1,10,2,1,0,7,0
122633,U13-077,2022AR13A,Nul,4,4,4,4,1 4,1 4,1,1,4,4,8,2,0,0,6,0
122637,U13-096,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,novote,1,novote,3,3,0,0,0,7
122638,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
122652,U13-096,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,novote,novote,1,novote,1,1,0,0,0,9
122676,U13-054,2022AR13A,Valide,3,3,4,3,2,3,3,1,3,1,10,2,1,6,1,0
122683,U13-009,2022AR13B,Valide,novote,1,novote,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
122689,U13-096,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
122702,U13-009,2022AR13B,Valide,novote,1,novote,novote,novote,novote,novote,1,1,1,4,4,0,0,0,6
122707,U13-096,2022AR13A,Valide,1,1,2,2,1,1,1,1,1,1,10,8,2,0,0,0
122746,U13-054,2022AR13A,Valide,novote,novote,novote,novote,1,1,novote,1,novote,1,4,4,0,0,0,6
122762,U13-096,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
122766,U13-077,2022AR13A,Valide,novote,novote,novote,novote,1,novote,1,1,1,novote,4,4,0,0,0,6
122778,U13-076,2022AR13A,Valide,3,1,2,2,1,2,1,1,1,3,10,5,3,2,0,0
122785,U13-077,2022AR13A,Valide,4,1,4,1,1,4,1,1,4,4,10,5,0,0,5,0
122790,U13-009,2022AR13A,Valide,4,2,3,3,1,3,1,1,2,3,10,3,2,4,1,0
122799,U13-096,2022AR13B,Valide,4,3,4,3,3,3,1,2,3,1,10,2,1,5,2,0
122803,U13-054,2022AR13A,Valide,1,novote,2,novote,2,novote,novote,novote,novote,1,4,2,2,0,0,6
122815,U13-096,2022AR13B,Valide,novote,2,novote,2,novote,novote,novote,2,novote,2,4,0,4,0,0,6
122822,U13-077,2022AR13A,Valide,2,1,3,1,1,1,1,1,1,1,10,8,1,1,0,0
122833,U13-096,2022AR13B,Nul,novote,2,novote,novote,2,novote,novote,novote,novote,novote,2,0,2,0,0,8
122846,U13-053,2022AR13A,Valide,2,1,novote,novote,novote,2,2,novote,novote,1,5,2,3,0,0,5
122852,U13-076,2022AR13A,Valide,2,1,3,3,1,3,1,1,1,2,10,5,2,3,0,0
122862,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
122888,U13-096,2022AR13A,Valide,1,1,1,4,1,2,1,2,3,2,10,5,3,1,1,0
122892,U13-009,2022AR13A,Valide,3,2,2,2,2,3,1,2,4,3,10,1,5,3,1,0
122901,U13-053,2022AR13A,Valide,1,novote,novote,novote,1,novote,novote,1,novote,1,4,4,0,0,0,6
122902,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
122909,U75-001,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
122918,U13-054,2022AR13B,Valide,1,novote,novote,novote,2,2,novote,2,novote,1,5,2,3,0,0,5
122921,U13-096,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,1,0,1,0,0,9
122931,U13-054,2022AR13A,Valide,3,2,3,3,2,1,1,1,4,1,10,4,2,3,1,0
122946,U13-069,2022AR13B,Valide,2,1,1,1,1,1,2,1,3,1,10,7,2,1,0,0
122961,U13-096,2022AR13A,Nul,4,4,4,3,3 4,4,2,3,1,1,9,2,1,2,4,0
122996,U13-096,2022AR13A,Valide,4,1,2,2,3,3,2,2,1,1,10,3,4,2,1,0
123079,U13-054,2022AR13A,Valide,2,2,3,3,2,3,3,3,2,1,10,1,4,5,0,0
123102,U13-096,2022AR13A,Valide,novote,1,novote,novote,1,novote,1,1,novote,novote,4,4,0,0,0,6
123103,U13-054,2022AR13B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
123120,U13-009,2022AR13A,Valide,novote,novote,novote,novote,1,1,1,1,novote,novote,4,4,0,0,0,6
123121,U13-054,2022AR13A,Valide,novote,novote,novote,novote,novote,2,2,2,novote,1,4,1,3,0,0,6
123135,U13-096,2022AR13B,Valide,novote,1,2,novote,novote,novote,1,novote,novote,1,4,3,1,0,0,6
123175,U13-096,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
123177,U13-054,2022AR13A,Valide,3,2,3,2,2,3,3,2,4,1,10,1,4,4,1,0
123202,U13-096,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
123220,U13-096,2022AR13A,Nul,4,1 4,4,4,4,4,4,4,1,1,9,2,0,0,7,0
123230,U13-017,2022AR13A,Valide,1,novote,4,4,4,4,4,4,4,4,9,1,0,0,8,1
123239,U13-096,2022AR13A,Valide,3,2,2,novote,1,1,1,1,3,1,9,5,2,2,0,1
123242,U13-054,2022AR13B,Valide,4,novote,4,4,novote,4,4,4,4,1,8,1,0,0,7,2
123247,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
123264,U75-001,2022AR13B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
123265,U13-054,2022AR13A,Valide,2,2,3,3,1,2,1,1,novote,1,9,4,3,2,0,1
123266,U13-096,2022AR13A,Valide,3,1,3,3,3,3,1,1,3,2,10,3,1,6,0,0
123289,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
123299,U13-077,2022AR13A,Valide,4,4,4,4,4,4,1,4,4,1,10,2,0,0,8,0
123355,U13-096,2022AR13A,Valide,1,novote,1,novote,1,1,novote,1,1,1,7,7,0,0,0,3
123369,U13-096,2022AR13A,Valide,3,2,3,2,3,3,1,3,4,4,10,1,2,5,2,0
123410,U13-096,2022AR13A,Valide,4,2,1,1,2,1,2,2,1,1,10,5,4,0,1,0
123411,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
123419,U13-054,2022AR13A,Valide,3,2,2,3,3,3,1,3,3,3,10,1,2,7,0,0
123443,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
123444,U13-053,2022AR13A,Valide,1,1,2,1,2,3,1,2,1,1,10,6,3,1,0,0
123505,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
123526,U13-054,2022AR13A,Valide,novote,1,novote,novote,1,1,2,1,novote,1,6,5,1,0,0,4
123540,U13-096,2022AR13A,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
123552,U13-054,2022AR13B,Valide,novote,1,novote,1,novote,novote,novote,1,novote,1,4,4,0,0,0,6
123556,U13-053,2022AR13A,Valide,2,2,2,2,3,novote,1,1,1,1,9,4,4,1,0,1
123566,U13-017,2022AR13A,Valide,novote,novote,2,2,1,novote,1,novote,novote,novote,4,2,2,0,0,6
123575,U13-096,2022AR13B,Valide,3,3,3,3,3,3,1,1,3,3,10,2,0,8,0,0
123585,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
123596,U13-054,2022AR13A,Valide,1,novote,2,novote,2,novote,novote,novote,novote,1,4,2,2,0,0,6
123613,U13-054,2022AR13A,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
123640,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
123648,U13-054,2022AR13A,Valide,novote,1,1,novote,novote,novote,novote,1,novote,1,4,4,0,0,0,6
123655,U13-096,2022AR13A,Valide,3,1,3,3,1,2,1,2,3,2,10,3,3,4,0,0
123675,U13-096,2022AR13A,Valide,4,4,4,3,4,4,2,3,1,1,10,2,1,2,5,0
123684,U13-017,2022AR13B,Valide,1,novote,1,novote,4,1,4,4,4,4,8,3,0,0,5,2
123686,U13-077,2022AR13A,Valide,4,1,4,1,1,4,1,1,4,4,10,5,0,0,5,0
123704,U13-017,2022AR13A,Valide,3,2,3,2,4,3,1,2,2,1,10,2,4,3,1,0
123711,U13-054,2022AR13A,Valide,3,2,1,2,2,2,1,1,1,1,10,5,4,1,0,0
123714,U13-096,2022AR13A,Valide,2,2,3,3,1,1,1,2,1,1,10,5,3,2,0,0
123722,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
123733,U13-077,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,novote,1,1,0,0,0,9
123737,U13-096,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
123739,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
123753,U13-077,2022AR13A,Valide,novote,2,novote,novote,2,2,1,2,2,1,7,2,5,0,0,3
123767,U13-096,2022AR13A,Nul,novote,novote,novote,novote,1,novote,1,novote,1,novote,3,3,0,0,0,7
123771,U13-077,2022AR13A,Valide,3,2,2,novote,2,2,2,1,4,1,9,2,5,1,1,1
123793,U13-077,2022AR13A,Valide,novote,novote,novote,novote,1,novote,1,1,1,1,5,5,0,0,0,5
123801,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
123805,U13-069,2022AR13B,Valide,2,1,3,2,2,2,2,2,3,2,10,1,7,2,0,0
123807,U13-054,2022AR13B,Valide,novote,1,novote,novote,novote,novote,1,novote,1,1,4,4,0,0,0,6
123823,U13-054,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
123827,U13-096,2022AR13B,Valide,novote,1,novote,novote,novote,1,1,1,1,novote,5,5,0,0,0,5
123837,U13-053,2022AR13A,Nul,novote,novote,novote,novote,1,1,novote,novote,novote,1,3,3,0,0,0,7
123844,U13-077,2022AR13A,Valide,4,4,4,4,4,4,1,4,4,1,10,2,0,0,8,0
123868,U13-054,2022AR13A,Valide,3,3,3,3,1,3,1,1,3,1,10,4,0,6,0,0
123872,U13-096,2022AR13A,Nul,novote,novote,novote,novote,1 2,novote,novote,novote,novote,novote,0,0,0,0,0,9
123890,U13-054,2022AR13B,Valide,3,3,3,novote,novote,novote,novote,novote,novote,1,4,1,0,3,0,6
123911,U13-017,2022AR13A,Valide,3,1,3,novote,1,1,1,novote,novote,novote,6,4,0,2,0,4
123955,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
123964,U13-096,2022AR13A,Valide,3,3,2,2,1,1,1,1,novote,novote,8,4,2,2,0,2
123968,U13-054,2022AR13A,Valide,novote,novote,novote,1,1,novote,1,novote,novote,1,4,4,0,0,0,6
123971,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
123997,U13-096,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
124019,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
124021,U13-096,2022AR13B,Valide,4,4,4,4,1,4,1,4,4,4,10,2,0,0,8,0
124034,U13-054,2022AR13A,Valide,novote,1,novote,novote,1,novote,1,novote,novote,1,4,4,0,0,0,6
124044,U13-017,2022AR13A,Valide,novote,1,2,novote,1,novote,1,2,novote,novote,5,3,2,0,0,5
124071,U13-054,2022AR13B,Valide,novote,novote,novote,novote,novote,novote,1,1,4,4,4,2,0,0,2,6
124082,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
124092,U13-096,2022AR13A,Nul,novote,2,novote,novote,2,novote,1,novote,novote,novote,3,1,2,0,0,7
124105,U13-017,2022AR13A,Valide,1,4,4,4,novote,4,4,novote,4,novote,7,1,0,0,6,3
124126,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
124127,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
124142,U13-054,2022AR13A,Valide,1,novote,2,novote,2,novote,novote,novote,novote,1,4,2,2,0,0,6
124149,U13-017,2022AR13B,Nul,1 4,4,1,4,4,1,4,4,4,4,9,2,0,0,7,0
124189,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
124203,U13-077,2022AR13A,Valide,2,1,4,4,3,3,2,1,2,2,10,2,4,2,2,0
124212,U13-096,2022AR13A,Valide,2,1,2,2,2,1,1,1,1,1,10,6,4,0,0,0
124227,U13-054,2022AR13A,Valide,novote,1,novote,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
124232,U13-096,2022AR13A,Valide,novote,1,1,novote,novote,1,2,2,3,3,7,3,2,2,0,3
124237,U13-017,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
124249,U13-054,2022AR13A,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,6
124259,U13-009,2022AR13B,Valide,1,1,1,1,1,2,1,1,2,1,10,8,2,0,0,0
124266,U13-054,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
124270,U13-096,2022AR13A,Valide,4,1,2,2,3,3,1,2,4,3,10,2,3,3,2,0
124287,U13-077,2022AR13A,Valide,4,novote,novote,novote,2,4,1,2,4,2,7,1,3,0,3,3
124290,U13-017,2022AR13A,Nul,2,3,4,3,1,2,1,1 3,4,3,9,2,2,3,2,0
124323,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
124331,U13-054,2022AR13A,Valide,3,1,1,2,1,1,1,1,1,1,10,8,1,1,0,0
124338,U13-096,2022AR13A,Valide,2,3,3,novote,2,2,1,2,3,3,9,1,4,4,0,1
124351,U13-096,2022AR13A,Valide,1,novote,novote,novote,1,novote,1,1,novote,novote,4,4,0,0,0,6
124364,U13-017,2022AR13A,Valide,novote,novote,1,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
124373,U13-054,2022AR13A,Valide,1,novote,2,novote,2,novote,novote,novote,novote,1,4,2,2,0,0,6
124374,U13-096,2022AR13A,Valide,3,2,2,2,1,2,1,1,1,1,10,5,4,1,0,0
124394,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
124412,U13-077,2022AR13A,Valide,4,4,novote,3,1,1,1,1,4,4,9,4,0,1,4,1
124413,U13-096,2022AR13B,Nul,novote,novote,novote,novote,2,novote,novote,2,novote,novote,2,0,2,0,0,8
124433,U13-054,2022AR13A,Valide,2,2,novote,novote,novote,novote,1,novote,novote,1,4,2,2,0,0,6
124442,U13-053,2022AR13A,Nul,novote,novote,novote,novote,1,novote,novote,novote,1,novote,2,2,0,0,0,8
124450,U13-096,2022AR13A,Valide,3,2,1,3,2,4,2,3,1,1,10,3,3,3,1,0
124467,U13-096,2022AR13A,Nul,1,novote,novote,novote,novote,novote,1,novote,novote,novote,2,2,0,0,0,8
124468,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
124493,U13-017,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
124511,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
124522,U13-054,2022AR13A,Valide,4,3,3,3,1,1,4,3,2,1,10,3,1,4,2,0
124528,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
124539,U13-009,2022AR13A,Valide,2,1,2,1,1,1,1,1,2,1,10,7,3,0,0,0
124546,U13-096,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,2,novote,novote,novote,1,0,1,0,0,9
124550,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
124558,U13-077,2022AR13A,Valide,4,4,2,2,4,3,1,1,novote,1,9,3,2,1,3,1
124564,U13-009,2022AR13B,Valide,1,1,novote,novote,1,novote,novote,1,novote,novote,4,4,0,0,0,6
124565,U13-096,2022AR13A,Valide,4,2,4,4,1,novote,2,2,1,novote,8,2,3,0,3,2
124569,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
124583,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
124584,U13-096,2022AR13A,Nul,4,4,3,3,4,2,2,3 4,1,1,9,2,2,2,3,0
124637,U13-054,2022AR13A,Valide,2,2,2,2,2,2,2,2,4,1,10,1,8,0,1,0
124651,U13-077,2022AR13A,Valide,2,3,3,3,1,1,1,1,1,1,10,6,1,3,0,0
124661,U13-009,2022AR13A,Valide,1,1,2,3,1,1,1,3,4,1,10,6,1,2,1,0
124675,U13-054,2022AR13A,Valide,3,1,3,2,3,3,2,2,1,1,10,3,3,4,0,0
124687,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
124701,U13-054,2022AR13A,Valide,3,2,3,3,2,1,1,1,4,1,10,4,2,3,1,0
124711,U13-017,2022AR13A,Nul,1 4,4,4,4,4,4,4,novote,4,4,8,0,0,0,8,1
124740,U13-009,2022AR13A,Valide,1,1,1,1,2,3,2,2,novote,novote,8,4,3,1,0,2
124761,U13-017,2022AR13A,Valide,1,4,4,novote,4,4,novote,novote,4,novote,6,1,0,0,5,4
124770,U13-053,2022AR13A,Valide,novote,novote,novote,novote,novote,novote,1,1,1,1,4,4,0,0,0,6
124775,U13-096,2022AR13A,Nul,1,novote,novote,novote,1,novote,1,novote,novote,novote,3,3,0,0,0,7
124782,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,novote,4,4,9,1,0,0,8,1
124785,U13-009,2022AR13A,Valide,novote,novote,novote,2,2,novote,1,1,1,novote,5,3,2,0,0,5
124791,U13-054,2022AR13B,Valide,novote,novote,novote,novote,novote,novote,1,1,4,4,4,2,0,0,2,6
124803,U13-009,2022AR13A,Valide,2,1,2,3,3,1,2,2,1,1,10,4,4,2,0,0
124810,U13-054,2022AR13A,Valide,novote,1,novote,novote,novote,2,novote,1,novote,2,4,2,2,0,0,6
124828,U13-053,2022AR13A,Nul,novote,novote,novote,novote,2,novote,3,2,novote,novote,3,0,2,1,0,7
124840,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
124865,U13-053,2022AR13A,Valide,novote,1,novote,novote,1,novote,novote,2,novote,1,4,3,1,0,0,6
124888,U13-076,2022AR13A,Valide,1,novote,1,1,1,1,1,1,1,1,9,9,0,0,0,1
124903,U13-017,2022AR13A,Valide,1,4,4,4,4,4,novote,novote,novote,novote,6,1,0,0,5,4
124907,U13-009,2022AR13A,Valide,3,1,3,2,4,2,2,3,1,2,10,2,4,3,1,0
124916,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
124932,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,novote,4,4,9,1,0,0,8,1
124964,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
124970,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,novote,9,1,0,0,8,1
124988,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125003,U13-017,2022AR13A,Valide,1,novote,novote,novote,4,novote,1,1,novote,4,5,3,0,0,2,5
125039,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125093,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
125114,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125129,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
125152,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125153,U01-015,2022AR13B,Valide,2,1,2,novote,3,4,2,1,2,2,9,2,5,1,1,1
125171,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125265,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125283,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125290,U13-053,2022AR13A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
125291,U13-069,2022AR13B,Valide,3,2,2,2,3,3,2,2,1,2,10,1,6,3,0,0
125302,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125317,U13-017,2022AR13A,Valide,1,4,4,4,4,4,novote,4,4,4,9,1,0,0,8,1
125387,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125421,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
