ID,Urne,QR-Code,Categorie,1 - La modernisation du centre sportif Georges Carpentier,2 - Une activite sportive pour toutes et tous !,3 - Maison des Associations et club-house : se retrouver et recevoir !,4 - Vos projets pour faire du partage une valeur commune !,5 - Ameliorer l acces aux outils numeriques dans les ecoles !,6 - Modernisation et renovation de vos Centres Paris Anim,7 - Vegetaliser et rafraichir les cours des ecoles et colleges,8 - Vos projets pour ameliorer le cadre de vie dans nos écoles !,9 - De la place pour les animaux au Parc de Choisy : plus de biodiversite,"10 - Vos micro-quartiers : fresques, jeux, jardins et accessibilite !",Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
125448,U13-009,2022AR13B,Nul,novote,novote,2,novote,novote,2,2,novote,2 3,1,4,1,3,0,0,5
125458,U13-017,2022AR13A,Valide,3,2,3,4,3,3,2,3,1,2,10,1,3,5,1,0
125476,U13-017,2022AR13A,Valide,1,3,1,3,3,1,3,3,3,3,10,3,0,7,0,0
125510,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125527,U13-009,2022AR13A,Valide,novote,1,novote,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
125529,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125550,U13-009,2022AR13A,Valide,3,2,1,2,2,3,2,3,2,2,10,1,6,3,0,0
125567,U13-009,2022AR13A,Valide,novote,1,novote,2,novote,2,2,novote,1,2,6,2,4,0,0,4
125570,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125606,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125620,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125638,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125650,U13-053,2022AR13A,Valide,1,1,1,novote,2,2,3,2,2,2,9,3,5,1,0,1
125728,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
125755,U13-053,2022AR13A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
125767,U13-009,2022AR13B,Valide,novote,novote,1,1,novote,novote,1,novote,novote,1,4,4,0,0,0,6
125775,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125784,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
125795,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125861,U13-009,2022AR13A,Valide,2,1,novote,2,2,2,3,novote,novote,2,7,1,5,1,0,3
125862,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125882,U13-009,2022AR13B,Valide,novote,1,novote,1,novote,novote,1,novote,1,novote,4,4,0,0,0,6
125891,U13-048,2022AR13A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
125908,U13-017,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
125926,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
125967,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126022,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126039,U13-017,2022AR13A,Valide,1,4,1,4,novote,1,4,4,4,4,9,3,0,0,6,1
126058,U13-017,2022AR13B,Nul,1,4,1 4,4,4,1 4,4,4,4,4,8,1,0,0,7,0
126090,U13-009,2022AR13B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
126094,U13-017,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126147,U13-009,2022AR13B,Valide,2,1,2,2,2,2,1,1,3,3,10,3,5,2,0,0
126151,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126169,U75-001,2022AR13B,Nul,2,1,2,2,1,novote,1 3,3,novote,3,7,2,3,2,0,2
126176,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126211,U13-017,2022AR13A,Valide,1,novote,novote,novote,4,novote,2,4,4,4,6,1,1,0,4,4
126249,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126267,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126301,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126317,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126350,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126385,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126404,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126431,U13-017,2022AR13A,Valide,1,1,3,3,1,3,1,1,1,1,10,7,0,3,0,0
126451,U13-017,2022AR13A,Valide,1,4,4,4,4,4,novote,novote,novote,novote,6,1,0,0,5,4
126471,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126486,U13-017,2022AR13A,Valide,1,2,1,2,3,3,3,3,4,4,10,2,2,4,2,0
126501,U13-017,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126533,U13-017,2022AR13B,Nul,1,4,1,4,4,1 4,4,4,4,4,9,2,0,0,7,0
126549,U13-009,2022AR13B,Blanc,novote,novote,novote,1 2,novote,novote,novote,novote,1,1,2,2,0,0,0,7
126551,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
126578,U13-017,2022AR13A,Valide,1,1,1,4,4,4,1,3,novote,1,9,5,0,1,3,1
126591,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126608,U13-017,2022AR13A,Nul,1,novote,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
126624,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126647,U13-009,2022AR13B,Valide,1,1,1,3,3,1,1,1,3,1,10,7,0,3,0,0
126658,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126675,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126691,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126709,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126751,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126771,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126789,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
126807,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126814,U13-009,2022AR13A,Nul,novote,1,novote,novote,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
126833,U13-009,2022AR13B,Valide,novote,novote,novote,1,4,4,novote,4,novote,4,5,1,0,0,4,5
126857,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
126875,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
126892,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127034,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127048,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127072,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
127110,U13-069,2022AR13B,Valide,2,2,2,3,3,2,1,1,2,2,10,2,6,2,0,0
127114,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127145,U13-069,2022AR13B,Valide,novote,1,novote,novote,novote,novote,1,1,novote,1,4,4,0,0,0,6
127194,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
127231,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127241,U13-009,2022AR13A,Valide,novote,novote,2,novote,1,2,1,novote,novote,novote,4,2,2,0,0,6
127247,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
127260,U13-017,2022AR13B,Nul,1 4,4,1 4,4,4,1,4,4,4,4,8,1,0,0,7,0
127276,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
127293,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127309,U13-017,2022AR13A,Valide,4,4,novote,4,4,novote,4,novote,4,4,7,0,0,0,7,3
127325,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127345,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
127353,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
127382,U13-048,2022AR13A,Valide,2,3,1,3,2,1,novote,3,1,novote,8,3,2,3,0,2
127389,U13-017,2022AR13B,Nul,1,4,1 4,4,4,1 4,4,4,4,4,8,1,0,0,7,0
127403,U13-009,2022AR13A,Nul,novote,2,novote,novote,novote,novote,novote,novote,novote,novote,1,0,1,0,0,9
127405,U13-017,2022AR13A,Valide,1,novote,4,4,4,4,novote,novote,novote,4,6,1,0,0,5,4
127423,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
127436,U13-009,2022AR13A,Valide,3,1,3,2,2,2,1,1,1,2,10,4,4,2,0,0
127443,U13-017,2022AR13A,Valide,3,3,2,3,2,2,1,2,3,3,10,1,4,5,0,0
127473,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127506,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
127520,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
127548,U13-017,2022AR13A,Valide,1,1,2,2,1,1,2,1,2,2,10,5,5,0,0,0
127565,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127648,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127659,U13-009,2022AR13B,Valide,1,1,2,2,2,1,1,2,1,1,10,6,4,0,0,0
127664,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127719,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
127755,U13-009,2022AR13A,Valide,1,novote,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
127790,U13-017,2022AR13A,Valide,1,1,4,3,1,4,1,2,1,2,10,5,2,1,2,0
127807,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127847,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127868,U13-009,2022AR13A,Valide,1,novote,3,3,2,2,2,2,1,1,9,3,4,2,0,1
127883,U13-009,2022AR13A,Valide,novote,novote,1,1,1,1,1,1,novote,2,7,6,1,0,0,3
127905,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
127915,U13-076,2022AR13A,Nul,1 2,1 2,1 2,novote,1 2,1 2,2,2,novote,novote,2,0,2,0,0,3
127919,U13-017,2022AR13A,Nul,1 4,4,novote,4,4,novote,4,4,4,4,7,0,0,0,7,2
127921,U75-001,2022AR13B,Valide,2,1,2,1,2,1,2,1,1,1,10,6,4,0,0,0
127936,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
127962,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
127982,U13-017,2022AR13A,Blanc,novote,1 3,1 2 3 4,1 2 3,1 2 3 4,novote,1 3,1 3,novote,1 3,0,0,0,0,0,3
127991,U13-053,2022AR13A,Valide,novote,2,novote,novote,1,novote,1,novote,1,novote,4,3,1,0,0,6
127997,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128008,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
128047,U13-017,2022AR13A,Valide,1,4,4,4,4,3,4,4,4,4,10,1,0,1,8,0
128064,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
128082,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,novote,4,9,1,0,0,8,1
128112,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,novote,9,1,0,0,8,1
128159,U13-017,2022AR13B,Valide,1,4,1,4,4,4,1,4,4,4,10,3,0,0,7,0
128175,U13-017,2022AR13B,Nul,1,4,1 4,4,4,1,4,4,4,4,9,2,0,0,7,0
128184,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128219,U13-017,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128228,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
128245,U13-009,2022AR13B,Valide,3,3,3,4,1,2,1,1,4,3,10,3,1,4,2,0
128251,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128263,U13-053,2022AR13A,Valide,novote,1,1,1,2,2,2,2,2,1,9,4,5,0,0,1
128338,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
128357,U13-017,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128389,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
128427,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
128447,U13-053,2022AR13A,Nul,novote,novote,novote,novote,novote,1 4,novote,novote,novote,1 4,0,0,0,0,0,8
128453,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128472,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128508,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
128540,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
128560,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128578,U13-017,2022AR13A,Valide,1,4,4,4,4,4,1,1,4,4,10,3,0,0,7,0
128581,U13-009,2022AR13B,Nul,1,novote,novote,novote,1,novote,novote,1,novote,novote,3,3,0,0,0,7
128591,U13-069,2022AR13B,Valide,3,1,4,3,1,2,1,2,1,3,10,4,2,3,1,0
128625,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128632,U13-009,2022AR13A,Valide,4,1,3,1,1,1,3,1,1,1,10,7,0,2,1,0
128661,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
128677,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128695,U13-009,2022AR13B,Nul,novote,1,novote,novote,novote,novote,novote,novote,1,1,3,3,0,0,0,7
128706,U13-017,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128711,U13-009,2022AR13B,Blanc,novote,novote,2,novote,4,novote,novote,novote,novote,novote,2,0,1,0,1,8
128750,U13-017,2022AR13A,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
128780,U13-053,2022AR13A,Valide,2,2,3,3,1,3,1,2,2,2,10,2,5,3,0,0
128801,U13-017,2022AR13B,Nul,1 4,4,1 4,4,4,1,4,4,4,4,8,1,0,0,7,0
128892,U13-017,2022AR13A,Valide,1,3,1,3,3,1,3,3,3,3,10,3,0,7,0,0
128905,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
128994,U13-017,2022AR13A,Nul,1 4,3,4,4,4,3,1,1,3,3,9,2,0,4,3,0
129027,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,novote,4,4,9,1,0,0,8,1
129066,U13-048,2022AR13A,Valide,1,3,3,4,2,2,3,1,4,3,10,2,2,4,2,0
129073,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
129090,U13-017,2022AR13B,Valide,1,novote,novote,novote,4,1,4,4,4,4,7,2,0,0,5,3
129138,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129155,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
129186,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129192,U13-009,2022AR13A,Valide,1,1,2,1,2,1,1,2,1,1,10,7,3,0,0,0
129205,U13-017,2022AR13A,Valide,2,3,4,4,4,4,3,2,2,3,10,0,3,3,4,0
129224,U13-009,2022AR13B,Valide,2,2,novote,novote,2,2,novote,1,2,2,7,1,6,0,0,3
129255,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
129264,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129279,U13-017,2022AR13B,Valide,1,4,1,novote,4,1,4,4,4,4,9,3,0,0,6,1
129292,U13-053,2022AR13A,Valide,novote,2,novote,novote,2,novote,2,novote,novote,2,4,0,4,0,0,6
129325,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129368,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129400,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129411,U13-009,2022AR13A,Valide,novote,novote,1,novote,2,novote,1,novote,novote,1,4,3,1,0,0,6
129435,U13-017,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,1,novote,novote,novote,1,1,0,0,0,9
129451,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129468,U13-017,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
129482,U13-017,2022AR13A,Valide,1,4,4,4,4,4,novote,4,4,4,9,1,0,0,8,1
129501,U75-001,2022AR13B,Valide,2,1,2,1,1,2,1,1,2,1,10,6,4,0,0,0
129528,U13-017,2022AR13B,Nul,1 4,4,1,4,4,1,4,4,4,4,9,2,0,0,7,0
129549,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129614,U13-017,2022AR13A,Valide,3,3,4,4,1,4,1,1,4,1,10,4,0,2,4,0
129652,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
129669,U13-009,2022AR13B,Valide,2,1,3,3,2,novote,1,1,3,2,9,3,3,3,0,1
129676,U13-053,2022AR13A,Valide,novote,novote,novote,novote,1,novote,1,2,2,2,5,2,3,0,0,5
129715,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
129728,U13-053,2022AR13A,Valide,novote,2,novote,novote,1,2,1,1,2,2,7,3,4,0,0,3
129757,U13-009,2022AR13A,Valide,novote,1,novote,novote,1,novote,1,novote,1,novote,4,4,0,0,0,6
129759,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129776,U13-017,2022AR13B,Valide,1,4,1,4,4,1,4,4,4,4,10,3,0,0,7,0
129793,U13-017,2022AR13A,Valide,1,4,4,4,4,4,4,4,4,4,10,1,0,0,9,0
129858,U13-009,2022AR13A,Valide,novote,novote,novote,2,novote,3,1,novote,novote,1,4,2,1,1,0,6
129890,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
129954,U13-009,2022AR13B,Valide,2,4,3,2,1,4,3,1,1,novote,9,3,2,2,2,1
130127,U13-048,2022AR13A,Valide,1,1,4,2,4,1,1,4,1,1,10,6,1,0,3,0
130131,U13-009,2022AR13A,Nul,novote,novote,novote,1,novote,novote,novote,novote,novote,novote,1,1,0,0,0,9
130148,U13-009,2022AR13B,Valide,2,4,2,2,1,2,1,1,3,3,10,3,4,2,1,0
130229,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
130339,U13-076,2022AR13A,Nul,1 2,1 2,novote,1,1 2,1 2,2,1 2,novote,novote,2,1,1,0,0,3
130440,U13-009,2022AR13A,Valide,2,3,3,3,4,3,1,2,1,1,10,3,2,4,1,0
130470,U13-009,2022AR13B,Nul,novote,2,1,2,1,1,1,1,novote,1 3,7,5,2,0,0,2
130526,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
130556,U13-009,2022AR13A,Valide,1,novote,1,novote,novote,novote,1,novote,1,novote,4,4,0,0,0,6
130571,U13-009,2022AR13A,Valide,2,1,2,2,2,1,1,1,2,1,10,5,5,0,0,0
130771,U13-009,2022AR13B,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
130819,U13-069,2022AR13B,Valide,2,1,2,2,1,2,1,1,2,2,10,4,6,0,0,0
130939,U13-053,2022AR13A,Valide,2,1,2,novote,novote,1,2,1,2,2,8,3,5,0,0,2
131013,U13-076,2022AR13A,Valide,2,2,2,2,2,2,2,2,2,2,10,0,10,0,0,0
131029,U13-009,2022AR13A,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
131204,U13-009,2022AR13A,Valide,novote,2,2,1,2,3,2,2,1,3,9,2,5,2,0,1
131338,U13-048,2022AR13A,Nul,novote,novote,novote,novote,novote,novote,1,1,novote,novote,2,2,0,0,0,8
131427,U13-048,2022AR13A,Valide,4,1,novote,4,4,1,1,4,1,novote,8,4,0,0,4,2
131436,U13-009,2022AR13B,Valide,1,2,1,3,4,2,3,2,1,2,10,3,4,2,1,0
131454,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
131619,U13-048,2022AR13A,Valide,1,1,3,3,1,1,2,1,1,1,10,7,1,2,0,0
131638,U13-053,2022AR13A,Valide,4,4,4,4,1,4,1,4,4,4,10,2,0,0,8,0
131684,U13-009,2022AR13B,Nul,2,2,2,2,1,1,1,1,4,3 4,9,4,4,0,1,0
131716,U75-001,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
131794,U13-009,2022AR13B,Valide,4,3,3,3,4,3,3,3,4,3,10,0,0,7,3,0
132046,U75-001,2022AR13B,Nul,3,1,2,1,1,1 3,2,1,1,novote,8,5,2,1,0,1
132162,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
132209,U13-009,2022AR13B,Valide,1,2,1,1,1,1,1,1,1,novote,9,8,1,0,0,1
132247,U13-053,2022AR13A,Valide,1,novote,novote,novote,2,novote,1,1,novote,novote,4,3,1,0,0,6
132329,U13-053,2022AR13A,Valide,2,3,2,2,4,1,1,2,3,4,10,2,4,2,2,0
132566,U13-045,2022AR13B,Valide,novote,2,novote,2,novote,novote,2,1,novote,novote,4,1,3,0,0,6
132666,U13-009,2022AR13B,Valide,novote,novote,1,novote,1,novote,1,1,novote,novote,4,4,0,0,0,6
132713,U13-009,2022AR13B,Blanc,novote,novote,novote,novote,novote,novote,novote,novote,novote,novote,0,0,0,0,0,10
132726,U13-102,2022AR13B,Valide,2,2,novote,novote,novote,novote,novote,novote,1,2,4,1,3,0,0,6
132776,U13-102,2022AR13A,Valide,1,novote,novote,1,1,novote,1,novote,novote,novote,4,4,0,0,0,6
132779,U13-053,2022AR13A,Nul,2,novote,novote,novote,2,novote,novote,2,novote,novote,3,0,3,0,0,7
132813,U13-053,2022AR13A,Valide,3,3,novote,3,1,3,1,2,2,novote,8,2,2,4,0,2
132830,U13-102,2022AR13B,Valide,novote,novote,novote,novote,1,1,1,1,2,1,6,5,1,0,0,4
132841,U13-009,2022AR13B,Valide,2,1,1,1,1,1,1,1,2,1,10,8,2,0,0,0
132866,U13-102,2022AR13A,Valide,novote,novote,1,1,novote,1,novote,novote,novote,1,4,4,0,0,0,6
132921,U13-069,2022AR13B,Valide,2,1,3,3,2,2,2,1,1,1,10,4,4,2,0,0
132949,U13-102,2022AR13A,Valide,novote,novote,novote,1,novote,novote,2,2,2,2,5,1,4,0,0,5
132994,U13-009,2022AR13B,Valide,novote,4,2,3,2,3,2,2,novote,3,8,0,4,3,1,2
132996,U13-045,2022AR13A,Valide,novote,novote,novote,novote,1,2,2,1,novote,novote,4,2,2,0,0,6
133087,U13-009,2022AR13B,Valide,2,2,2,2,novote,2,2,2,novote,3,8,0,7,1,0,2
133155,U13-009,2022AR13B,Valide,2,2,2,2,3,2,1,2,4,3,10,1,6,2,1,0
133162,U13-102,2022AR13B,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
133215,U13-045,2022AR13B,Nul,novote,novote,novote,novote,novote,novote,novote,1,novote,1,2,2,0,0,0,8
133279,U13-102,2022AR13A,Valide,3,3,3,2,4,3,1,1,1,3,10,3,1,5,1,0
133302,U13-009,2022AR13A,Valide,3,3,4,4,2,2,2,2,4,4,10,0,4,2,4,0
133407,U13-102,2022AR13A,Valide,3,2,2,1,2,2,1,2,2,2,10,2,7,1,0,0
133416,U13-009,2022AR13B,Valide,4,4,1,4,4,4,4,4,4,4,10,1,0,0,9,0
133537,U13-102,2022AR13A,Valide,2,1,2,1,1,1,2,2,1,2,10,5,5,0,0,0
133550,U13-102,2022AR13A,Valide,2,1,2,1,novote,novote,novote,novote,novote,2,5,2,3,0,0,5
133606,U13-009,2022AR13A,Valide,2,novote,novote,novote,novote,novote,3,1,4,1,5,2,1,1,1,5
133674,U13-102,2022AR13A,Nul,1 2,1,novote,novote,2,1,2,novote,novote,novote,4,2,2,0,0,5
133690,U13-102,2022AR13A,Valide,3,2,3,1,3,2,2,3,2,3,10,1,4,5,0,0
133707,U13-102,2022AR13A,Valide,1,1,1,2,2,2,2,2,2,2,10,3,7,0,0,0
133741,U13-102,2022AR13B,Valide,novote,novote,novote,novote,2,4,1,2,1,1,6,3,2,0,1,4
133786,U13-053,2022AR13A,Valide,1,1,1,1,1,1,1,1,1,1,10,10,0,0,0,0
